s,m/s,Pa,kg/m/s
 2.3676070E+000, 3.9524513E-001,-2.2744036E+000, 1.0000000E-010
 2.4345989E+000, 3.9679489E-001,-2.4669435E+000, 1.0000000E-010
 2.4955206E+000, 4.1077632E-001,-2.6763017E+000, 1.0000000E-010
 2.5625345E+000, 4.3989280E-001,-2.8469541E+000, 1.0000000E-010
 2.6244408E+000, 4.7905329E-001,-3.0280862E+000, 1.0000000E-010
 2.6925377E+000, 5.3528380E-001,-3.1732180E+000, 1.0000000E-010
 2.7534712E+000, 5.9638596E-001,-3.3222466E+000, 1.0000000E-010
 2.8204980E+000, 6.7464280E-001,-3.4320459E+000, 1.0000000E-010
 2.8812457E+000, 7.5445783E-001,-3.5366132E+000, 1.0000000E-010
 2.9480682E+000, 8.5100383E-001,-3.6096146E+000, 1.0000000E-010
 3.0093131E+000, 9.4626039E-001,-3.6678987E+000, 1.0000000E-010
 3.0766824E+000, 1.0572410E+000,-3.7014611E+000, 1.0000000E-010
 3.1378874E+000, 1.1622891E+000,-3.7102706E+000, 1.0000000E-010
 3.2052130E+000, 1.2810562E+000,-3.7006567E+000, 1.0000000E-010
 3.2660967E+000, 1.3898985E+000,-3.6575954E+000, 1.0000000E-010
 3.3330688E+000, 1.5097405E+000,-3.6033990E+000, 1.0000000E-010
 3.3941141E+000, 1.6175909E+000,-3.5100596E+000, 1.0000000E-010
 3.4612639E+000, 1.7332672E+000,-3.4109886E+000, 1.0000000E-010
 3.5228432E+000, 1.8350980E+000,-3.2694285E+000, 1.0000000E-010
 3.5905804E+000, 1.9410776E+000,-3.1261561E+000, 1.0000000E-010
 3.6513007E+000, 2.0292134E+000,-2.9390841E+000, 1.0000000E-010
 3.7180930E+000, 2.1175933E+000,-2.7598999E+000, 1.0000000E-010
 3.7787267E+000, 2.1887224E+000,-2.5416739E+000, 1.0000000E-010
 3.8454237E+000, 2.2561231E+000,-2.3330350E+000, 1.0000000E-010
 3.9067993E+000, 2.3070114E+000,-2.0918305E+000, 1.0000000E-010
 3.9743125E+000, 2.3500638E+000,-1.8613255E+000, 1.0000000E-010
 4.0352431E+000, 2.3765278E+000,-1.6070631E+000, 1.0000000E-010
 4.1022667E+000, 2.3918154E+000,-1.3728563E+000, 1.0000000E-010
 4.1629808E+000, 2.3928447E+000,-1.1253228E+000, 1.0000000E-010
 4.2297663E+000, 2.3799946E+000,-9.0174574E-001, 1.0000000E-010
 4.2908935E+000, 2.3555191E+000,-6.7489493E-001, 1.0000000E-010
 4.3581334E+000, 2.3150191E+000,-4.7498372E-001, 1.0000000E-010
 4.4195236E+000, 2.2661412E+000,-2.8167990E-001, 1.0000000E-010
 4.4870530E+000, 2.2001014E+000,-1.2045994E-001, 1.0000000E-010
 4.5478182E+000, 2.1304870E+000, 2.5578229E-002, 1.0000000E-010
 4.6146599E+000, 2.0439298E+000, 1.3510944E-001, 1.0000000E-010
 4.6754345E+000, 1.9571360E+000, 2.2405200E-001, 1.0000000E-010
 4.7422864E+000, 1.8542014E+000, 2.7693337E-001, 1.0000000E-010
 4.8040332E+000, 1.7533190E+000, 3.0497169E-001, 1.0000000E-010
 4.8719547E+000, 1.6376078E+000, 2.9818797E-001, 1.0000000E-010
 4.9328232E+000, 1.5308537E+000, 2.6406091E-001, 1.0000000E-010
 4.9997784E+000, 1.4118663E+000, 1.9940443E-001, 1.0000000E-010
 5.0605420E+000, 1.3036684E+000, 1.0667755E-001, 1.0000000E-010
 5.1273820E+000, 1.1861649E+000,-9.2900554E-003, 1.0000000E-010
 5.1888327E+000, 1.0808023E+000,-1.5399428E-001, 1.0000000E-010
 5.2564284E+000, 9.6953714E-001,-3.1402865E-001, 1.0000000E-010
 5.3176258E+000, 8.7427151E-001,-5.0251430E-001, 1.0000000E-010
 5.3849429E+000, 7.7696627E-001,-6.9316137E-001, 1.0000000E-010
 5.4457897E+000, 6.9697130E-001,-9.1137385E-001, 1.0000000E-010
 5.5127212E+000, 6.1890024E-001,-1.1192877E+000, 1.0000000E-010
 5.5736934E+000, 5.5786616E-001,-1.3533784E+000, 1.0000000E-010
 5.6407628E+000, 5.0273293E-001,-1.5675899E+000, 1.0000000E-010
 5.7022451E+000, 4.6399632E-001,-1.8059443E+000, 1.0000000E-010
 5.7698756E+000, 4.3501714E-001,-2.0165293E+000, 1.0000000E-010
 5.8307291E+000, 4.2149353E-001,-2.2490978E+000, 1.0000000E-010
 5.8976679E+000, 4.2058957E-001,-2.4428349E+000, 1.0000000E-010
 5.9585345E+000, 4.3238136E-001,-2.6537325E+000, 1.0000000E-010
 6.0254877E+000, 4.5913631E-001,-2.8253777E+000, 1.0000000E-010
 6.0873308E+000, 4.9617422E-001,-3.0077529E+000, 1.0000000E-010
 6.1553581E+000, 5.5013299E-001,-3.1536977E+000, 1.0000000E-010
 6.2163630E+000, 6.0941786E-001,-3.3037672E+000, 1.0000000E-010
 6.2834685E+000, 6.8579555E-001,-3.4144902E+000, 1.0000000E-010
