s,m/s,Pa,kg/m/s
 4.7999008E-001, 1.9663841E+000,-2.8753703E+000, 1.0000000E-010
 4.9475587E-001, 1.9805540E+000,-2.8155053E+000, 1.0000000E-010
 5.1099824E-001, 1.9952621E+000,-2.7620451E+000, 1.0000000E-010
 5.2575556E-001, 2.0078161E+000,-2.7005770E+000, 1.0000000E-010
 5.4198862E-001, 2.0207202E+000,-2.6455832E+000, 1.0000000E-010
 5.5674266E-001, 2.0316169E+000,-2.5828612E+000, 1.0000000E-010
 5.7297210E-001, 2.0426748E+000,-2.5265222E+000, 1.0000000E-010
 5.8773444E-001, 2.0518806E+000,-2.4627800E+000, 1.0000000E-010
 6.0397302E-001, 2.0610569E+000,-2.4052641E+000, 1.0000000E-010
 6.1873130E-001, 2.0685279E+000,-2.3406990E+000, 1.0000000E-010
 6.3496540E-001, 2.0757799E+000,-2.2822762E+000, 1.0000000E-010
 6.4971887E-001, 2.0814886E+000,-2.2172055E+000, 1.0000000E-010
 6.6594770E-001, 2.0867898E+000,-2.1581068E+000, 1.0000000E-010
 6.8070595E-001, 2.0907185E+000,-2.0927932E+000, 1.0000000E-010
 6.9694003E-001, 2.0940514E+000,-2.0332124E+000, 1.0000000E-010
 7.1170099E-001, 2.0961831E+000,-1.9678713E+000, 1.0000000E-010
 7.2793805E-001, 2.0975332E+000,-1.9080539E+000, 1.0000000E-010
 7.4269246E-001, 2.0978584E+000,-1.8429542E+000, 1.0000000E-010
 7.5892230E-001, 2.0972209E+000,-1.7831786E+000, 1.0000000E-010
 7.7367839E-001, 2.0957398E+000,-1.7186118E+000, 1.0000000E-010
 7.8991010E-001, 2.0931172E+000,-1.6590863E+000, 1.0000000E-010
 8.0467386E-001, 2.0898330E+000,-1.5952659E+000, 1.0000000E-010
 8.2091399E-001, 2.0852323E+000,-1.5362095E+000, 1.0000000E-010
 8.3566768E-001, 2.0801613E+000,-1.4733689E+000, 1.0000000E-010
 8.5189674E-001, 2.0736063E+000,-1.4150968E+000, 1.0000000E-010
 8.6665063E-001, 2.0667665E+000,-1.3535365E+000, 1.0000000E-010
 8.8287990E-001, 2.0582790E+000,-1.2962478E+000, 1.0000000E-010
 8.9764758E-001, 2.0496881E+000,-1.2361524E+000, 1.0000000E-010
 9.1389204E-001, 2.0392900E+000,-1.1800338E+000, 1.0000000E-010
 9.2864624E-001, 2.0289955E+000,-1.1216080E+000, 1.0000000E-010
 9.4487587E-001, 2.0167458E+000,-1.0669997E+000, 1.0000000E-010
 9.5962885E-001, 2.0047812E+000,-1.0105373E+000, 1.0000000E-010
 9.7585712E-001, 1.9907191E+000,-9.5762044E-001, 1.0000000E-010
 9.9062331E-001, 1.9771168E+000,-9.0327621E-001, 1.0000000E-010
 1.0068661E+000, 1.9612794E+000,-8.5222346E-001, 1.0000000E-010
 1.0216216E+000, 1.9461122E+000,-8.0018157E-001, 1.0000000E-010
 1.0378526E+000, 1.9285855E+000,-7.5129318E-001, 1.0000000E-010
 1.0526053E+000, 1.9119053E+000,-7.0179534E-001, 1.0000000E-010
 1.0688333E+000, 1.8927488E+000,-6.5524799E-001, 1.0000000E-010
 1.0835957E+000, 1.8746042E+000,-6.0843599E-001, 1.0000000E-010
 1.0998343E+000, 1.8538734E+000,-5.6438875E-001, 1.0000000E-010
 1.1145915E+000, 1.8343507E+000,-5.2041727E-001, 1.0000000E-010
 1.1308244E+000, 1.8121448E+000,-4.7910210E-001, 1.0000000E-010
 1.1455775E+000, 1.7913182E+000,-4.3815312E-001, 1.0000000E-010
 1.1618059E+000, 1.7677215E+000,-3.9973867E-001, 1.0000000E-010
 1.1765652E+000, 1.7456555E+000,-3.6193839E-001, 1.0000000E-010
 1.1928004E+000, 1.7207406E+000,-3.2655916E-001, 1.0000000E-010
 1.2075606E+000, 1.6975262E+000,-2.9202440E-001, 1.0000000E-010
 1.2237968E+000, 1.6713960E+000,-2.5984347E-001, 1.0000000E-010
 1.2385512E+000, 1.6471322E+000,-2.2870383E-001, 1.0000000E-010
 1.2547811E+000, 1.6198982E+000,-1.9986728E-001, 1.0000000E-010
 1.2695383E+000, 1.5946637E+000,-1.7222452E-001, 1.0000000E-010
 1.2857711E+000, 1.5664142E+000,-1.4683311E-001, 1.0000000E-010
 1.3005343E+000, 1.5402982E+000,-1.2276404E-001, 1.0000000E-010
 1.3167738E+000, 1.5111327E+000,-1.0091758E-001, 1.0000000E-010
 1.3315284E+000, 1.4842604E+000,-8.0505066E-002, 1.0000000E-010
 1.3477584E+000, 1.4543192E+000,-6.2311150E-002, 1.0000000E-010
 1.3625137E+000, 1.4267761E+000,-4.5622148E-002, 1.0000000E-010
 1.3787445E+000, 1.3961538E+000,-3.1136157E-002, 1.0000000E-010
 1.3935119E+000, 1.3680223E+000,-1.8207889E-002, 1.0000000E-010
 1.4097561E+000, 1.3368107E+000,-7.4769985E-003, 1.0000000E-010
 1.4245112E+000, 1.3082436E+000, 1.6506006E-003, 1.0000000E-010
 1.4407417E+000, 1.2766126E+000, 8.5723866E-003, 1.0000000E-010
 1.4554961E+000, 1.2476964E+000, 1.3872631E-002, 1.0000000E-010
 1.4717258E+000, 1.2157413E+000, 1.6976342E-002, 1.0000000E-010
 1.4864944E+000, 1.1865556E+000, 1.8445335E-002, 1.0000000E-010
 1.5027399E+000, 1.1543643E+000, 1.7726356E-002, 1.0000000E-010
 1.5174960E+000, 1.1250725E+000, 1.5367421E-002, 1.0000000E-010
 1.5337276E+000, 1.0928257E+000, 1.0840876E-002, 1.0000000E-010
 1.5484814E+000, 1.0635180E+000, 4.6724067E-003, 1.0000000E-010
 1.5647107E+000, 1.0313148E+000,-3.6282260E-003, 1.0000000E-010
 1.5794753E+000, 1.0020766E+000,-1.3579904E-002, 1.0000000E-010
 1.5957165E+000, 9.7001058E-001,-2.5617959E-002, 1.0000000E-010
 1.6104741E+000, 9.4098800E-001,-3.9310586E-002, 1.0000000E-010
 1.6267074E+000, 9.0921962E-001,-5.5009615E-002, 1.0000000E-010
 1.6414612E+000, 8.8051569E-001,-7.2381452E-002, 1.0000000E-010
 1.6576904E+000, 8.4915769E-001,-9.1662437E-002, 1.0000000E-010
 1.6724515E+000, 8.2085991E-001,-1.1265356E-001, 1.0000000E-010
 1.6886887E+000, 7.9000807E-001,-1.3543855E-001, 1.0000000E-010
 1.7034486E+000, 7.6224023E-001,-1.5997508E-001, 1.0000000E-010
 1.7196844E+000, 7.3202962E-001,-1.8614547E-001, 1.0000000E-010
 1.7344390E+000, 7.0490438E-001,-2.1412769E-001, 1.0000000E-010
 1.7506692E+000, 6.7545724E-001,-2.4355319E-001, 1.0000000E-010
 1.7654276E+000, 6.4906085E-001,-2.7488154E-001, 1.0000000E-010
 1.7816619E+000, 6.2047124E-001,-3.0744553E-001, 1.0000000E-010
 1.7964244E+000, 5.9490401E-001,-3.4202003E-001, 1.0000000E-010
 1.8126632E+000, 5.6728071E-001,-3.7757978E-001, 1.0000000E-010
 1.8274181E+000, 5.4266018E-001,-4.1526946E-001, 1.0000000E-010
 1.8436484E+000, 5.1612973E-001,-4.5363915E-001, 1.0000000E-010
 1.8584044E+000, 4.9253386E-001,-4.9429932E-001, 1.0000000E-010
 1.8746361E+000, 4.6718061E-001,-5.3533310E-001, 1.0000000E-010
 1.8894021E+000, 4.4468614E-001,-5.7884413E-001, 1.0000000E-010
 1.9056448E+000, 4.2059296E-001,-6.2239301E-001, 1.0000000E-010
 1.9203997E+000, 3.9931789E-001,-6.6860300E-001, 1.0000000E-010
 1.9366301E+000, 3.7661028E-001,-7.1442127E-001, 1.0000000E-010
 1.9513848E+000, 3.5661811E-001,-7.6313227E-001, 1.0000000E-010
 1.9676149E+000, 3.3536413E-001,-8.1105936E-001, 1.0000000E-010
 1.9823849E+000, 3.1671110E-001,-8.6213791E-001, 1.0000000E-010
 1.9986320E+000, 2.9697147E-001,-9.1202956E-001, 1.0000000E-010
 2.0133875E+000, 2.7976686E-001,-9.6531612E-001, 1.0000000E-010
 2.0296186E+000, 2.6165560E-001,-1.0168710E+000, 1.0000000E-010
 2.0443723E+000, 2.4594685E-001,-1.0721067E+000, 1.0000000E-010
 2.0606015E+000, 2.2951436E-001,-1.1251591E+000, 1.0000000E-010
 2.0753671E+000, 2.1534733E-001,-1.1821935E+000, 1.0000000E-010
 2.0916093E+000, 2.0064242E-001,-1.2365837E+000, 1.0000000E-010
 2.1063661E+000, 1.8809129E-001,-1.2952489E+000, 1.0000000E-010
 2.1225985E+000, 1.7518972E-001,-1.3506905E+000, 1.0000000E-010
 2.1373521E+000, 1.6429466E-001,-1.4107141E+000, 1.0000000E-010
 2.1535810E+000, 1.5323776E-001,-1.4670136E+000, 1.0000000E-010
 2.1683429E+000, 1.4403145E-001,-1.5282053E+000, 1.0000000E-010
 2.1845810E+000, 1.3485318E-001,-1.5851932E+000, 1.0000000E-010
 2.1993401E+000, 1.2737831E-001,-1.6473757E+000, 1.0000000E-010
 2.2155750E+000, 1.2012061E-001,-1.7047964E+000, 1.0000000E-010
 2.2303292E+000, 1.1440469E-001,-1.7677045E+000, 1.0000000E-010
 2.2465589E+000, 1.0909394E-001,-1.8253388E+000, 1.0000000E-010
 2.2613180E+000, 1.0515429E-001,-1.8887385E+000, 1.0000000E-010
 2.2775530E+000, 1.0180720E-001,-1.9464132E+000, 1.0000000E-010
 2.2923145E+000, 9.9660613E-002,-2.0101151E+000, 1.0000000E-010
 2.3085522E+000, 9.8291673E-002,-2.0676131E+000, 1.0000000E-010
 2.3233071E+000, 9.7947106E-002,-2.1313775E+000, 1.0000000E-010
 2.3395376E+000, 9.8561294E-002,-2.1884604E+000, 1.0000000E-010
 2.3542943E+000, 1.0001893E-001,-2.2520108E+000, 1.0000000E-010
 2.3705266E+000, 1.0261384E-001,-2.3085091E+000, 1.0000000E-010
 2.3852917E+000, 1.0587083E-001,-2.3716450E+000, 1.0000000E-010
 2.4015334E+000, 1.1044057E-001,-2.4273868E+000, 1.0000000E-010
 2.4162884E+000, 1.1548124E-001,-2.4899142E+000, 1.0000000E-010
 2.4325189E+000, 1.2200238E-001,-2.5446382E+000, 1.0000000E-010
 2.4472741E+000, 1.2880963E-001,-2.6062288E+000, 1.0000000E-010
 2.4635049E+000, 1.3726102E-001,-2.6597867E+000, 1.0000000E-010
 2.4782738E+000, 1.4581798E-001,-2.7202461E+000, 1.0000000E-010
 2.4945197E+000, 1.5617914E-001,-2.7725031E+000, 1.0000000E-010
 2.5092751E+000, 1.6643903E-001,-2.8316851E+000, 1.0000000E-010
 2.5255060E+000, 1.7865132E-001,-2.8823693E+000, 1.0000000E-010
 2.5402601E+000, 1.9058135E-001,-2.9399059E+000, 1.0000000E-010
 2.5564896E+000, 2.0460676E-001,-2.9888916E+000, 1.0000000E-010
 2.5712568E+000, 2.1817529E-001,-3.0446053E+000, 1.0000000E-010
 2.5875007E+000, 2.3397721E-001,-3.0917747E+000, 1.0000000E-010
 2.6022573E+000, 2.4911244E-001,-3.1455328E+000, 1.0000000E-010
 2.6184896E+000, 2.6660565E-001,-3.1906526E+000, 1.0000000E-010
 2.6332434E+000, 2.8325605E-001,-3.2421265E+000, 1.0000000E-010
 2.6494725E+000, 3.0238163E-001,-3.2850738E+000, 1.0000000E-010
 2.6642359E+000, 3.2049879E-001,-3.3340824E+000, 1.0000000E-010
 2.6804755E+000, 3.4120169E-001,-3.3747492E+000, 1.0000000E-010
 2.6952339E+000, 3.6070025E-001,-3.4211586E+000, 1.0000000E-010
 2.7114680E+000, 3.8288209E-001,-3.4593682E+000, 1.0000000E-010
 2.7262222E+000, 4.0368789E-001,-3.5029275E+000, 1.0000000E-010
 2.7424517E+000, 4.2726448E-001,-3.5385563E+000, 1.0000000E-010
 2.7572119E+000, 4.4931334E-001,-3.5790815E+000, 1.0000000E-010
 2.7734481E+000, 4.7421244E-001,-3.6120355E+000, 1.0000000E-010
 2.7882087E+000, 4.9741325E-001,-3.6493986E+000, 1.0000000E-010
 2.8044454E+000, 5.2353173E-001,-3.6795511E+000, 1.0000000E-010
 2.8192002E+000, 5.4778665E-001,-3.7135773E+000, 1.0000000E-010
 2.8354305E+000, 5.7501411E-001,-3.7408137E+000, 1.0000000E-010
 2.8501879E+000, 6.0024452E-001,-3.7713339E+000, 1.0000000E-010
 2.8664210E+000, 6.2849313E-001,-3.7955766E+000, 1.0000000E-010
 2.8811847E+000, 6.5461087E-001,-3.8224802E+000, 1.0000000E-010
 2.8974248E+000, 6.8378198E-001,-3.8436472E+000, 1.0000000E-010
 2.9121798E+000, 7.1066129E-001,-3.8668296E+000, 1.0000000E-010
 2.9284102E+000, 7.4061400E-001,-3.8848217E+000, 1.0000000E-010
 2.9431659E+000, 7.6816964E-001,-3.9041424E+000, 1.0000000E-010
 2.9593971E+000, 7.9880899E-001,-3.9189074E+000, 1.0000000E-010
 2.9741643E+000, 8.2695705E-001,-3.9342952E+000, 1.0000000E-010
 2.9904082E+000, 8.5818988E-001,-3.9457831E+000, 1.0000000E-010
 3.0051630E+000, 8.8677782E-001,-3.9571793E+000, 1.0000000E-010
 3.0213932E+000, 9.1843432E-001,-3.9653206E+000, 1.0000000E-010
 3.0361472E+000, 9.4737488E-001,-3.9726436E+000, 1.0000000E-010
 3.0523765E+000, 9.7935879E-001,-3.9774127E+000, 1.0000000E-010
 3.0671447E+000, 1.0085713E+000,-3.9806373E+000, 1.0000000E-010
 3.0833897E+000, 1.0407932E+000,-3.9820087E+000, 1.0000000E-010
 3.0981455E+000, 1.0701134E+000,-3.9811056E+000, 1.0000000E-010
 3.1143769E+000, 1.1023922E+000,-3.9790556E+000, 1.0000000E-010
 3.1291305E+000, 1.1317281E+000,-3.9740264E+000, 1.0000000E-010
 3.1453594E+000, 1.1639624E+000,-3.9685540E+000, 1.0000000E-010
 3.1601238E+000, 1.1932275E+000,-3.9594178E+000, 1.0000000E-010
 3.1763646E+000, 1.2253222E+000,-3.9505222E+000, 1.0000000E-010
 3.1911217E+000, 1.2543689E+000,-3.9372842E+000, 1.0000000E-010
 3.2073545E+000, 1.2861624E+000,-3.9249887E+000, 1.0000000E-010
 3.2221078E+000, 1.3148868E+000,-3.9077225E+000, 1.0000000E-010
 3.2383365E+000, 1.3462656E+000,-3.8920567E+000, 1.0000000E-010
 3.2530969E+000, 1.3745794E+000,-3.8708344E+000, 1.0000000E-010
 3.2693334E+000, 1.4054469E+000,-3.8518267E+000, 1.0000000E-010
 3.2840927E+000, 1.4332263E+000,-3.8267002E+000, 1.0000000E-010
 3.3003280E+000, 1.4634477E+000,-3.8044095E+000, 1.0000000E-010
 3.3150821E+000, 1.4905798E+000,-3.7754934E+000, 1.0000000E-010
 3.3313116E+000, 1.5200324E+000,-3.7499912E+000, 1.0000000E-010
 3.3460693E+000, 1.5464312E+000,-3.7174232E+000, 1.0000000E-010
 3.3623029E+000, 1.5750214E+000,-3.6887708E+000, 1.0000000E-010
 3.3770652E+000, 1.6005878E+000,-3.6526566E+000, 1.0000000E-010
 3.3933038E+000, 1.6282086E+000,-3.6209369E+000, 1.0000000E-010
 3.4080582E+000, 1.6528250E+000,-3.5814054E+000, 1.0000000E-010
 3.4242881E+000, 1.6793497E+000,-3.5467446E+000, 1.0000000E-010
 3.4390437E+000, 1.7029390E+000,-3.5040123E+000, 1.0000000E-010
 3.4552749E+000, 1.7282845E+000,-3.4665029E+000, 1.0000000E-010
 3.4700405E+000, 1.7507714E+000,-3.4207199E+000, 1.0000000E-010
 3.4862827E+000, 1.7748562E+000,-3.3804593E+000, 1.0000000E-010
 3.5010370E+000, 1.7961235E+000,-3.3317521E+000, 1.0000000E-010
 3.5172668E+000, 1.8188232E+000,-3.2889321E+000, 1.0000000E-010
 3.5320208E+000, 1.8388087E+000,-3.2376025E+000, 1.0000000E-010
 3.5482501E+000, 1.8600563E+000,-3.1923404E+000, 1.0000000E-010
 3.5630195E+000, 1.8787045E+000,-3.1385648E+000, 1.0000000E-010
 3.5792657E+000, 1.8984404E+000,-3.0909655E+000, 1.0000000E-010
 3.5940212E+000, 1.9156439E+000,-3.0348639E+000, 1.0000000E-010
 3.6102523E+000, 1.9337556E+000,-2.9851878E+000, 1.0000000E-010
 3.6250059E+000, 1.9494662E+000,-2.9271340E+000, 1.0000000E-010
 3.6412349E+000, 1.9659028E+000,-2.8755212E+000, 1.0000000E-010
 3.6560003E+000, 1.9800749E+000,-2.8157053E+000, 1.0000000E-010
 3.6722422E+000, 1.9947873E+000,-2.7622933E+000, 1.0000000E-010
 3.6869986E+000, 2.0073469E+000,-2.7008779E+000, 1.0000000E-010
 3.7032308E+000, 2.0202594E+000,-2.6459374E+000, 1.0000000E-010
 3.7179839E+000, 2.0311656E+000,-2.5832725E+000, 1.0000000E-010
 3.7342124E+000, 2.0422363E+000,-2.5269890E+000, 1.0000000E-010
 3.7489738E+000, 2.0514560E+000,-2.4633043E+000, 1.0000000E-010
 3.7652114E+000, 2.0606503E+000,-2.4058447E+000, 1.0000000E-010
 3.7799708E+000, 2.0681405E+000,-2.3413363E+000, 1.0000000E-010
 3.7962060E+000, 2.0754161E+000,-2.2829607E+000, 1.0000000E-010
 3.8109606E+000, 2.0811479E+000,-2.2179344E+000, 1.0000000E-010
 3.8271905E+000, 2.0864766E+000,-2.1588802E+000, 1.0000000E-010
 3.8419498E+000, 2.0904322E+000,-2.0936067E+000, 1.0000000E-010
 3.8581849E+000, 2.0937965E+000,-2.0340667E+000, 1.0000000E-010
 3.8729464E+000, 2.0959580E+000,-1.9687604E+000, 1.0000000E-010
 3.8891841E+000, 2.0973430E+000,-1.9089800E+000, 1.0000000E-010
 3.9039390E+000, 2.0977011E+000,-1.8439105E+000, 1.0000000E-010
 3.9201694E+000, 2.0971012E+000,-1.7841660E+000, 1.0000000E-010
 3.9349260E+000, 2.0956552E+000,-1.7196224E+000, 1.0000000E-010
 3.9511582E+000, 2.0930724E+000,-1.6601212E+000, 1.0000000E-010
 3.9659240E+000, 2.0898247E+000,-1.5963156E+000, 1.0000000E-010
 3.9821663E+000, 2.0852644E+000,-1.5372702E+000, 1.0000000E-010
 3.9969219E+000, 2.0802310E+000,-1.4744310E+000, 1.0000000E-010
 4.0131530E+000, 2.0737166E+000,-1.4161630E+000, 1.0000000E-010
 4.0279087E+000, 2.0669141E+000,-1.3545971E+000, 1.0000000E-010
 4.0441400E+000, 2.0584674E+000,-1.2973056E+000, 1.0000000E-010
 4.0589093E+000, 2.0499129E+000,-1.2371980E+000, 1.0000000E-010
 4.0751556E+000, 2.0395544E+000,-1.1810703E+000, 1.0000000E-010
 4.0899113E+000, 2.0292950E+000,-1.1226267E+000, 1.0000000E-010
 4.1061426E+000, 2.0170829E+000,-1.0680037E+000, 1.0000000E-010
 4.1208970E+000, 2.0051515E+000,-1.0115180E+000, 1.0000000E-010
 4.1371269E+000, 1.9911245E+000,-9.5858091E-001, 1.0000000E-010
 4.1518944E+000, 1.9775529E+000,-9.0420890E-001, 1.0000000E-010
 4.1681386E+000, 1.9617474E+000,-8.5313165E-001, 1.0000000E-010
 4.1828960E+000, 1.9466069E+000,-8.0105782E-001, 1.0000000E-010
 4.1991292E+000, 1.9291077E+000,-7.5213879E-001, 1.0000000E-010
 4.2138837E+000, 1.9124503E+000,-7.0260465E-001, 1.0000000E-010
 4.2301138E+000, 1.8933170E+000,-6.5602416E-001, 1.0000000E-010
 4.2448778E+000, 1.8751916E+000,-6.0917437E-001, 1.0000000E-010
 4.2611182E+000, 1.8544794E+000,-5.6509268E-001, 1.0000000E-010
 4.2758772E+000, 1.8349714E+000,-5.2108282E-001, 1.0000000E-010
 4.2921120E+000, 1.8127794E+000,-4.7973183E-001, 1.0000000E-010
 4.3068668E+000, 1.7919633E+000,-4.3874428E-001, 1.0000000E-010
 4.3230970E+000, 1.7683760E+000,-4.0029413E-001, 1.0000000E-010
 4.3378577E+000, 1.7463167E+000,-3.6245641E-001, 1.0000000E-010
 4.3540945E+000, 1.7214069E+000,-3.2704255E-001, 1.0000000E-010
 4.3688561E+000, 1.6981955E+000,-2.9247215E-001, 1.0000000E-010
 4.3850937E+000, 1.6720663E+000,-2.6025790E-001, 1.0000000E-010
 4.3998495E+000, 1.6478020E+000,-2.2908469E-001, 1.0000000E-010
 4.4160808E+000, 1.6205657E+000,-2.0021664E-001, 1.0000000E-010
 4.4308389E+000, 1.5953280E+000,-1.7254287E-001, 1.0000000E-010
 4.4470728E+000, 1.5670733E+000,-1.4712229E-001, 1.0000000E-010
 4.4618374E+000, 1.5409511E+000,-1.2302469E-001, 1.0000000E-010
 4.4780783E+000, 1.5117776E+000,-1.0115071E-001, 1.0000000E-010
 4.4928339E+000, 1.4848975E+000,-8.0712110E-002, 1.0000000E-010
 4.5090651E+000, 1.4549468E+000,-6.2493209E-002, 1.0000000E-010
 4.5238214E+000, 1.4273945E+000,-4.5780849E-002, 1.0000000E-010
 4.5400533E+000, 1.3967618E+000,-3.1272065E-002, 1.0000000E-010
 4.5548214E+000, 1.3686210E+000,-1.8322844E-002, 1.0000000E-010
 4.5710663E+000, 1.3373989E+000,-7.5711785E-003, 1.0000000E-010
 4.5858219E+000, 1.3088226E+000, 1.5752743E-003, 1.0000000E-010
 4.6020530E+000, 1.2771816E+000, 8.5162232E-003, 1.0000000E-010
 4.6168077E+000, 1.2482568E+000, 1.3833763E-002, 1.0000000E-010
 4.6330378E+000, 1.2162924E+000, 1.6955590E-002, 1.0000000E-010
 4.6478066E+000, 1.1870990E+000, 1.8440891E-002, 1.0000000E-010
 4.6640522E+000, 1.1548997E+000, 1.7739477E-002, 1.0000000E-010
 4.6788087E+000, 1.1256005E+000, 1.5396275E-002, 1.0000000E-010
 4.6950408E+000, 1.0933458E+000, 1.0887049E-002, 1.0000000E-010
 4.7097950E+000, 1.0640317E+000, 4.7341427E-003, 1.0000000E-010
 4.7260246E+000, 1.0318217E+000,-3.5489954E-003, 1.0000000E-010
 4.7407895E+000, 1.0025780E+000,-1.3484810E-002, 1.0000000E-010
 4.7570309E+000, 9.7050631E-001,-2.5504712E-002, 1.0000000E-010
 4.7717886E+000, 9.4147879E-001,-3.9180826E-002, 1.0000000E-010
 4.7880222E+000, 9.0970504E-001,-5.4860860E-002, 1.0000000E-010
 4.8027761E+000, 8.8099635E-001,-7.2215252E-002, 1.0000000E-010
 4.8190054E+000, 8.4963292E-001,-9.1476098E-002, 1.0000000E-010
 4.8337665E+000, 8.2133019E-001,-1.1244851E-001, 1.0000000E-010
 4.8500036E+000, 7.9047245E-001,-1.3521194E-001, 1.0000000E-010
 4.8647636E+000, 7.6269829E-001,-1.5972859E-001, 1.0000000E-010
 4.8809995E+000, 7.3247981E-001,-1.8587665E-001, 1.0000000E-010
 4.8957543E+000, 7.0534664E-001,-2.1383801E-001, 1.0000000E-010
 4.9119845E+000, 6.7588967E-001,-2.4324021E-001, 1.0000000E-010
 4.9267429E+000, 6.4948326E-001,-2.7454662E-001, 1.0000000E-010
 4.9429773E+000, 6.2088126E-001,-3.0708653E-001, 1.0000000E-010
 4.9577401E+000, 5.9530085E-001,-3.4163854E-001, 1.0000000E-010
 4.9739793E+000, 5.6766158E-001,-3.7717465E-001, 1.0000000E-010
 4.9887343E+000, 5.4302531E-001,-4.1484174E-001, 1.0000000E-010
 5.0049648E+000, 5.1647604E-001,-4.5318767E-001, 1.0000000E-010
 5.0197210E+000, 4.9286166E-001,-4.9382496E-001, 1.0000000E-010
 5.0359528E+000, 4.6748656E-001,-5.3483558E-001, 1.0000000E-010
 5.0507191E+000, 4.4497073E-001,-5.7832414E-001, 1.0000000E-010
 5.0669621E+000, 4.2085281E-001,-6.2185144E-001, 1.0000000E-010
 5.0817172E+000, 3.9955434E-001,-6.6803998E-001, 1.0000000E-010
 5.0979479E+000, 3.7682012E-001,-7.1383828E-001, 1.0000000E-010
 5.1127027E+000, 3.5680321E-001,-7.6252908E-001, 1.0000000E-010
 5.1289331E+000, 3.3552167E-001,-8.1043828E-001, 1.0000000E-010
 5.1437035E+000, 3.1684342E-001,-8.6149824E-001, 1.0000000E-010
 5.1599509E+000, 2.9707637E-001,-9.1137463E-001, 1.0000000E-010
 5.1747068E+000, 2.7984723E-001,-9.6464467E-001, 1.0000000E-010
 5.1909384E+000, 2.6171002E-001,-1.0161872E+000, 1.0000000E-010
 5.2056926E+000, 2.4597889E-001,-1.0714089E+000, 1.0000000E-010
 5.2219222E+000, 2.2952347E-001,-1.1244515E+000, 1.0000000E-010
 5.2366881E+000, 2.1533746E-001,-1.1814739E+000, 1.0000000E-010
 5.2529307E+000, 2.0061398E-001,-1.2358563E+000, 1.0000000E-010
 5.2676881E+000, 1.8804820E-001,-1.2945111E+000, 1.0000000E-010
 5.2839212E+000, 1.7513338E-001,-1.3499478E+000, 1.0000000E-010
 5.2986753E+000, 1.6422911E-001,-1.4099634E+000, 1.0000000E-010
 5.3149048E+000, 1.5316536E-001,-1.4662596E+000, 1.0000000E-010
 5.3296673E+000, 1.4395589E-001,-1.5274442E+000, 1.0000000E-010
 5.3459061E+000, 1.3477762E-001,-1.5844302E+000, 1.0000000E-010
 5.3606657E+000, 1.2730595E-001,-1.6466064E+000, 1.0000000E-010
 5.3769012E+000, 1.2005525E-001,-1.7040254E+000, 1.0000000E-010
