s,m/s,Pa,kg/m/s
 9.1803351E-001, 1.8630441E+000,-1.1119472E+000, 1.0000000E-001
 9.3627595E-001, 1.8490211E+000,-1.0679290E+000, 1.0000000E-001
 9.5291799E-001, 1.8354304E+000,-1.0236650E+000, 1.0000000E-001
 9.7122423E-001, 1.8196230E+000,-9.8212999E-001, 1.0000000E-001
 9.8794965E-001, 1.8044200E+000,-9.4070637E-001, 1.0000000E-001
 1.0063476E+000, 1.7868817E+000,-9.0175676E-001, 1.0000000E-001
 1.0231443E+000, 1.7701507E+000,-8.6327118E-001, 1.0000000E-001
 1.0416207E+000, 1.7509797E+000,-8.2709062E-001, 1.0000000E-001
 1.0584811E+000, 1.7328126E+000,-7.9168230E-001, 1.0000000E-001
 1.0770275E+000, 1.7121153E+000,-7.5842094E-001, 1.0000000E-001
 1.0939777E+000, 1.6925747E+000,-7.2617227E-001, 1.0000000E-001
 1.1126229E+000, 1.6704214E+000,-6.9589841E-001, 1.0000000E-001
 1.1296369E+000, 1.6496348E+000,-6.6688055E-001, 1.0000000E-001
 1.1483523E+000, 1.6261716E+000,-6.3974392E-001, 1.0000000E-001
 1.1654369E+000, 1.6042380E+000,-6.1403793E-001, 1.0000000E-001
 1.1842298E+000, 1.5795767E+000,-5.9010524E-001, 1.0000000E-001
 1.2014120E+000, 1.5565727E+000,-5.6772882E-001, 1.0000000E-001
 1.2203124E+000, 1.5307990E+000,-5.4702914E-001, 1.0000000E-001
 1.2375479E+000, 1.5069017E+000,-5.2802086E-001, 1.0000000E-001
 1.2565070E+000, 1.4802163E+000,-5.1065004E-001, 1.0000000E-001
 1.2738211E+000, 1.4555167E+000,-4.9502593E-001, 1.0000000E-001
 1.2928667E+000, 1.4280206E+000,-4.8097351E-001, 1.0000000E-001
 1.3102699E+000, 1.4026326E+000,-4.6870714E-001, 1.0000000E-001
 1.3294135E+000, 1.3744531E+000,-4.5796955E-001, 1.0000000E-001
 1.3468765E+000, 1.3485532E+000,-4.4904554E-001, 1.0000000E-001
 1.3660858E+000, 1.3198873E+000,-4.4161916E-001, 1.0000000E-001
 1.3836370E+000, 1.2935716E+000,-4.3599063E-001, 1.0000000E-001
 1.4029434E+000, 1.2645259E+000,-4.3182063E-001, 1.0000000E-001
 1.4205702E+000, 1.2379540E+000,-4.2942983E-001, 1.0000000E-001
 1.4399597E+000, 1.2087054E+000,-4.2846039E-001, 1.0000000E-001
 1.4576563E+000, 1.1820296E+000,-4.2923468E-001, 1.0000000E-001
 1.4771225E+000, 1.1527462E+000,-4.3138245E-001, 1.0000000E-001
 1.4949183E+000, 1.1260675E+000,-4.3523157E-001, 1.0000000E-001
 1.5144936E+000, 1.0968608E+000,-4.4040346E-001, 1.0000000E-001
 1.5323506E+000, 1.0703819E+000,-4.4723177E-001, 1.0000000E-001
 1.5519934E+000, 1.0414742E+000,-4.5529965E-001, 1.0000000E-001
 1.5699318E+000, 1.0153114E+000,-4.6498194E-001, 1.0000000E-001
 1.5896640E+000, 9.8683006E-001,-4.7581637E-001, 1.0000000E-001
 1.6076949E+000, 9.6111256E-001,-4.8823321E-001, 1.0000000E-001
 1.6275288E+000, 9.3319964E-001,-5.0169355E-001, 1.0000000E-001
 1.6456232E+000, 9.0811276E-001,-5.1670498E-001, 1.0000000E-001
 1.6655270E+000, 8.8096893E-001,-5.3260410E-001, 1.0000000E-001
 1.6837157E+000, 8.5661077E-001,-5.5005151E-001, 1.0000000E-001
 1.7037233E+000, 8.3034343E-001,-5.6823766E-001, 1.0000000E-001
 1.7219870E+000, 8.0687869E-001,-5.8797330E-001, 1.0000000E-001
 1.7420772E+000, 7.8166538E-001,-6.0823959E-001, 1.0000000E-001
 1.7604182E+000, 7.5922406E-001,-6.3008022E-001, 1.0000000E-001
 1.7805933E+000, 7.3520494E-001,-6.5222853E-001, 1.0000000E-001
 1.7990381E+000, 7.1388453E-001,-6.7600608E-001, 1.0000000E-001
 1.8193274E+000, 6.9116545E-001,-6.9986320E-001, 1.0000000E-001
 1.8378325E+000, 6.7113990E-001,-7.2540051E-001, 1.0000000E-001
 1.8581882E+000, 6.4990473E-001,-7.5069773E-001, 1.0000000E-001
 1.8767860E+000, 6.3125312E-001,-7.7776968E-001, 1.0000000E-001
 1.8972436E+000, 6.1158705E-001,-8.0433100E-001, 1.0000000E-001
 1.9159245E+000, 5.9442866E-001,-8.3276820E-001, 1.0000000E-001
 1.9364736E+000, 5.7645744E-001,-8.6036032E-001, 1.0000000E-001
 1.9552310E+000, 5.6089747E-001,-8.8994581E-001, 1.0000000E-001
 1.9758642E+000, 5.4473096E-001,-9.1833657E-001, 1.0000000E-001
 1.9947312E+000, 5.3083467E-001,-9.4886082E-001, 1.0000000E-001
 2.0154848E+000, 5.1654238E-001,-9.7787809E-001, 1.0000000E-001
 2.0344123E+000, 5.0442809E-001,-1.0091634E+000, 1.0000000E-001
 2.0552325E+000, 4.9212909E-001,-1.0385138E+000, 1.0000000E-001
 2.0742544E+000, 4.8184237E-001,-1.0702816E+000, 1.0000000E-001
 2.0951786E+000, 4.7158420E-001,-1.0998003E+000, 1.0000000E-001
 2.1142862E+000, 4.6319059E-001,-1.1318831E+000, 1.0000000E-001
 2.1353046E+000, 4.5503777E-001,-1.1613455E+000, 1.0000000E-001
 2.1544916E+000, 4.4858652E-001,-1.1935129E+000, 1.0000000E-001
 2.1755973E+000, 4.4258574E-001,-1.2227044E+000, 1.0000000E-001
 2.1948939E+000, 4.3810353E-001,-1.2547283E+000, 1.0000000E-001
 2.2161201E+000, 4.3428048E-001,-1.2834953E+000, 1.0000000E-001
 2.2354812E+000, 4.3180147E-001,-1.3152158E+000, 1.0000000E-001
 2.2567783E+000, 4.3018141E-001,-1.3433027E+000, 1.0000000E-001
 2.2762396E+000, 4.2970785E-001,-1.3744251E+000, 1.0000000E-001
 2.2976471E+000, 4.3029004E-001,-1.4017030E+000, 1.0000000E-001
 2.3171910E+000, 4.3182006E-001,-1.4320848E+000, 1.0000000E-001
 2.3386892E+000, 4.3459296E-001,-1.4583582E+000, 1.0000000E-001
 2.3583195E+000, 4.3810821E-001,-1.4877641E+000, 1.0000000E-001
 2.3799127E+000, 4.4304460E-001,-1.5128785E+000, 1.0000000E-001
 2.3996469E+000, 4.4851869E-001,-1.5411124E+000, 1.0000000E-001
 2.4213545E+000, 4.5558399E-001,-1.5649400E+000, 1.0000000E-001
 2.4411614E+000, 4.6296418E-001,-1.5918529E+000, 1.0000000E-001
 2.4629489E+000, 4.7208980E-001,-1.6142186E+000, 1.0000000E-001
 2.4828662E+000, 4.8133168E-001,-1.6395617E+000, 1.0000000E-001
 2.5047752E+000, 4.9246532E-001,-1.6603817E+000, 1.0000000E-001
 2.5247664E+000, 5.0348198E-001,-1.6840607E+000, 1.0000000E-001
 2.5467567E+000, 5.1651752E-001,-1.7031823E+000, 1.0000000E-001
 2.5668457E+000, 5.2923614E-001,-1.7249690E+000, 1.0000000E-001
 2.5889436E+000, 5.4408884E-001,-1.7423152E+000, 1.0000000E-001
 2.6091254E+000, 5.5841041E-001,-1.7621018E+000, 1.0000000E-001
 2.6313253E+000, 5.7496446E-001,-1.7775772E+000, 1.0000000E-001
 2.6515927E+000, 5.9077460E-001,-1.7952249E+000, 1.0000000E-001
 2.6738868E+000, 6.0889763E-001,-1.8087475E+000, 1.0000000E-001
 2.6942653E+000, 6.2609684E-001,-1.8241203E+000, 1.0000000E-001
 2.7166817E+000, 6.4567530E-001,-1.8356415E+000, 1.0000000E-001
 2.7371341E+000, 6.6410160E-001,-1.8486785E+000, 1.0000000E-001
 2.7596318E+000, 6.8494982E-001,-1.8581233E+000, 1.0000000E-001
 2.7801986E+000, 7.0449823E-001,-1.8686897E+000, 1.0000000E-001
 2.8028220E+000, 7.2649819E-001,-1.8760387E+000, 1.0000000E-001
 2.8234648E+000, 7.4698317E-001,-1.8841138E+000, 1.0000000E-001
 2.8461720E+000, 7.6992470E-001,-1.8893235E+000, 1.0000000E-001
 2.8669185E+000, 7.9121500E-001,-1.8948282E+000, 1.0000000E-001
 2.8897397E+000, 8.1495142E-001,-1.8978940E+000, 1.0000000E-001
 2.9105782E+000, 8.3687073E-001,-1.9008207E+000, 1.0000000E-001
 2.9335006E+000, 8.6120480E-001,-1.9017375E+000, 1.0000000E-001
 2.9544328E+000, 8.8358438E-001,-1.9020761E+000, 1.0000000E-001
 2.9774583E+000, 9.0832841E-001,-1.9008558E+000, 1.0000000E-001
 2.9984966E+000, 9.3100667E-001,-1.8986236E+000, 1.0000000E-001
 3.0216387E+000, 9.5598161E-001,-1.8952892E+000, 1.0000000E-001
 3.0427612E+000, 9.7875708E-001,-1.8905230E+000, 1.0000000E-001
 3.0659960E+000, 1.0037404E+000,-1.8851146E+000, 1.0000000E-001
 3.0872382E+000, 1.0264715E+000,-1.8778803E+000, 1.0000000E-001
 3.1106046E+000, 1.0513071E+000,-1.8704401E+000, 1.0000000E-001
 3.1319222E+000, 1.0737659E+000,-1.8608009E+000, 1.0000000E-001
 3.1553715E+000, 1.0982047E+000,-1.8514066E+000, 1.0000000E-001
 3.1768085E+000, 1.1202587E+000,-1.8394934E+000, 1.0000000E-001
 3.2003891E+000, 1.1441554E+000,-1.8282057E+000, 1.0000000E-001
 3.2219052E+000, 1.1655860E+000,-1.8141053E+000, 1.0000000E-001
 3.2455729E+000, 1.1887041E+000,-1.8010350E+000, 1.0000000E-001
 3.2672008E+000, 1.2093719E+000,-1.7849276E+000, 1.0000000E-001
 3.2909915E+000, 1.2315600E+000,-1.7701625E+000, 1.0000000E-001
 3.3127098E+000, 1.2512770E+000,-1.7521738E+000, 1.0000000E-001
 3.3365999E+000, 1.2723331E+000,-1.7358456E+000, 1.0000000E-001
 3.3584232E+000, 1.2909528E+000,-1.7161770E+000, 1.0000000E-001
 3.3824288E+000, 1.3107201E+000,-1.6984072E+000, 1.0000000E-001
 3.4043519E+000, 1.3280858E+000,-1.6772324E+000, 1.0000000E-001
 3.4284672E+000, 1.3463978E+000,-1.6581688E+000, 1.0000000E-001
 3.4504891E+000, 1.3623670E+000,-1.6356972E+000, 1.0000000E-001
 3.4747131E+000, 1.3790736E+000,-1.6154969E+000, 1.0000000E-001
 3.4968437E+000, 1.3935227E+000,-1.5919460E+000, 1.0000000E-001
 3.5211874E+000, 1.4084936E+000,-1.5707661E+000, 1.0000000E-001
 3.5434114E+000, 1.4212941E+000,-1.5463432E+000, 1.0000000E-001
 3.5678578E+000, 1.4343972E+000,-1.5243754E+000, 1.0000000E-001
 3.5901977E+000, 1.4454573E+000,-1.4993315E+000, 1.0000000E-001
 3.6147716E+000, 1.4565979E+000,-1.4767386E+000, 1.0000000E-001
 3.6372002E+000, 1.4658142E+000,-1.4512737E+000, 1.0000000E-001
 3.6618717E+000, 1.4748896E+000,-1.4282759E+000, 1.0000000E-001
 3.6844230E+000, 1.4822022E+000,-1.4026583E+000, 1.0000000E-001
 3.7092295E+000, 1.4891528E+000,-1.3794179E+000, 1.0000000E-001
 3.7318657E+000, 1.4944912E+000,-1.3538358E+000, 1.0000000E-001
 3.7567654E+000, 1.4992530E+000,-1.3305933E+000, 1.0000000E-001
 3.7795293E+000, 1.5025883E+000,-1.3053157E+000, 1.0000000E-001
 3.8045695E+000, 1.5051351E+000,-1.2822285E+000, 1.0000000E-001
 3.8274151E+000, 1.5064378E+000,-1.2574295E+000, 1.0000000E-001
 3.8525452E+000, 1.5067520E+000,-1.2347463E+000, 1.0000000E-001
 3.8755230E+000, 1.5060229E+000,-1.2106769E+000, 1.0000000E-001
 3.9007986E+000, 1.5041106E+000,-1.1885439E+000, 1.0000000E-001
 3.9238560E+000, 1.5013658E+000,-1.1653606E+000, 1.0000000E-001
 3.9492192E+000, 1.4972601E+000,-1.1440217E+000, 1.0000000E-001
 3.9724075E+000, 1.4925297E+000,-1.1219444E+000, 1.0000000E-001
 3.9979147E+000, 1.4862694E+000,-1.1015337E+000, 1.0000000E-001
 4.0211854E+000, 1.4796156E+000,-1.0806990E+000, 1.0000000E-001
 4.0467833E+000, 1.4712836E+000,-1.0614324E+000, 1.0000000E-001
 4.0701845E+000, 1.4627662E+000,-1.0420135E+000, 1.0000000E-001
 4.0959258E+000, 1.4524337E+000,-1.0240089E+000, 1.0000000E-001
 4.1194119E+000, 1.4421585E+000,-1.0061181E+000, 1.0000000E-001
 4.1452468E+000, 1.4299550E+000,-9.8955458E-001, 1.0000000E-001
 4.1688639E+000, 1.4180101E+000,-9.7331649E-001, 1.0000000E-001
 4.1948427E+000, 1.4040385E+000,-9.5828652E-001, 1.0000000E-001
 4.2185456E+000, 1.3905703E+000,-9.4378245E-001, 1.0000000E-001
 4.2446188E+000, 1.3750027E+000,-9.3042165E-001, 1.0000000E-001
 4.2684540E+000, 1.3601252E+000,-9.1772836E-001, 1.0000000E-001
 4.2946728E+000, 1.3430918E+000,-9.0609545E-001, 1.0000000E-001
 4.3185944E+000, 1.3269868E+000,-8.9525825E-001, 1.0000000E-001
 4.3449082E+000, 1.3086973E+000,-8.8543952E-001, 1.0000000E-001
 4.3689646E+000, 1.2914996E+000,-8.7648946E-001, 1.0000000E-001
 4.3954267E+000, 1.2721061E+000,-8.6850554E-001, 1.0000000E-001
 4.4195683E+000, 1.2540288E+000,-8.6145091E-001, 1.0000000E-001
 4.4461241E+000, 1.2337725E+000,-8.5533601E-001, 1.0000000E-001
 4.4704019E+000, 1.2149661E+000,-8.5016590E-001, 1.0000000E-001
 4.4971076E+000, 1.1940148E+000,-8.4590149E-001, 1.0000000E-001
 4.5214713E+000, 1.1747131E+000,-8.4258771E-001, 1.0000000E-001
 4.5482715E+000, 1.1533288E+000,-8.4015435E-001, 1.0000000E-001
 4.5727683E+000, 1.1336964E+000,-8.3864909E-001, 1.0000000E-001
 4.5997149E+000, 1.1120609E+000,-8.3799165E-001, 1.0000000E-001
 4.6243023E+000, 1.0923370E+000,-8.3823311E-001, 1.0000000E-001
 4.6513484E+000, 1.0707144E+000,-8.3928204E-001, 1.0000000E-001
 4.6760656E+000, 1.0510743E+000,-8.4119087E-001, 1.0000000E-001
 4.7032545E+000, 1.0296568E+000,-8.4385771E-001, 1.0000000E-001
 4.7280679E+000, 1.0103334E+000,-8.4734410E-001, 1.0000000E-001
 4.7553626E+000, 9.8937523E-001,-8.5151851E-001, 1.0000000E-001
 4.7803010E+000, 9.7054929E-001,-8.5647714E-001, 1.0000000E-001
 4.8077332E+000, 9.5024675E-001,-8.6204153E-001, 1.0000000E-001
 4.8327745E+000, 9.3213314E-001,-8.6836022E-001, 1.0000000E-001
 4.8603199E+000, 9.1271776E-001,-8.7517536E-001, 1.0000000E-001
 4.8854813E+000, 8.9549470E-001,-8.8272852E-001, 1.0000000E-001
 4.9131587E+000, 8.7715775E-001,-8.9065367E-001, 1.0000000E-001
 4.9384309E+000, 8.6101288E-001,-8.9931232E-001, 1.0000000E-001
 4.9662304E+000, 8.4395379E-001,-9.0819228E-001, 1.0000000E-001
 4.9916161E+000, 8.2905477E-001,-9.1781682E-001, 1.0000000E-001
 5.0195403E+000, 8.1345028E-001,-9.2749429E-001, 1.0000000E-001
 5.0450460E+000, 7.9994923E-001,-9.3794268E-001, 1.0000000E-001
 5.0731022E+000, 7.8595847E-001,-9.4825959E-001, 1.0000000E-001
 5.0987148E+000, 7.7400219E-001,-9.5938557E-001, 1.0000000E-001
 5.1268887E+000, 7.6177615E-001,-9.7017568E-001, 1.0000000E-001
 5.1526315E+000, 7.5147665E-001,-9.8182642E-001, 1.0000000E-001
 5.1809486E+000, 7.4112952E-001,-9.9293989E-001, 1.0000000E-001
 5.2067903E+000, 7.3260301E-001,-1.0049706E+000, 1.0000000E-001
 5.2352163E+000, 7.2424895E-001,-1.0162388E+000, 1.0000000E-001
 5.2611997E+000, 7.1756452E-001,-1.0284858E+000, 1.0000000E-001
 5.2897814E+000, 7.1127081E-001,-1.0397767E+000, 1.0000000E-001
 5.3158558E+000, 7.0650345E-001,-1.0521058E+000, 1.0000000E-001
 5.3445377E+000, 7.0233625E-001,-1.0632550E+000, 1.0000000E-001
 5.3707442E+000, 6.9951504E-001,-1.0754925E+000, 1.0000000E-001
 5.3995713E+000, 6.9749671E-001,-1.0863820E+000, 1.0000000E-001
 5.4258816E+000, 6.9664061E-001,-1.0984011E+000, 1.0000000E-001
 5.4548229E+000, 6.9677657E-001,-1.1088941E+000, 1.0000000E-001
 5.4812556E+000, 6.9787490E-001,-1.1205362E+000, 1.0000000E-001
 5.5103316E+000, 7.0014197E-001,-1.1305242E+000, 1.0000000E-001
 5.5368823E+000, 7.0316273E-001,-1.1416608E+000, 1.0000000E-001
 5.5660881E+000, 7.0751226E-001,-1.1510367E+000, 1.0000000E-001
 5.5927503E+000, 7.1239787E-001,-1.1615349E+000, 1.0000000E-001
 5.6220786E+000, 7.1875340E-001,-1.1702018E+000, 1.0000000E-001
 5.6488742E+000, 7.2542894E-001,-1.1799324E+000, 1.0000000E-001
 5.6783494E+000, 7.3369735E-001,-1.1878132E+000, 1.0000000E-001
 5.7052456E+000, 7.4205315E-001,-1.1966758E+000, 1.0000000E-001
 5.7348316E+000, 7.5209999E-001,-1.2036879E+000, 1.0000000E-001
 5.7618658E+000, 7.6202393E-001,-1.2115604E+000, 1.0000000E-001
 5.7916035E+000, 7.7371752E-001,-1.2176515E+000, 1.0000000E-001
 5.8187385E+000, 7.8505367E-001,-1.2244623E+000, 1.0000000E-001
 5.8485870E+000, 7.9821038E-001,-1.2295723E+000, 1.0000000E-001
 5.8758477E+000, 8.1080681E-001,-1.2352277E+000, 1.0000000E-001
 5.9058345E+000, 8.2525212E-001,-1.2393217E+000, 1.0000000E-001
 5.9332143E+000, 8.3892912E-001,-1.2437686E+000, 1.0000000E-001
 5.9633321E+000, 8.5445750E-001,-1.2468156E+000, 1.0000000E-001
 5.9908242E+000, 8.6902010E-001,-1.2500064E+000, 1.0000000E-001
 6.0210655E+000, 8.8541067E-001,-1.2519870E+000, 1.0000000E-001
 6.0486964E+000, 9.0067053E-001,-1.2538909E+000, 1.0000000E-001
 6.0790903E+000, 9.1771191E-001,-1.2547990E+000, 1.0000000E-001
 6.1068202E+000, 9.3343574E-001,-1.2554097E+000, 1.0000000E-001
 6.1373232E+000, 9.5086747E-001,-1.2552468E+000, 1.0000000E-001
 6.1651858E+000, 9.6685648E-001,-1.2545693E+000, 1.0000000E-001
 6.1958347E+000, 9.8445868E-001,-1.2533511E+000, 1.0000000E-001
 6.2238092E+000, 1.0004803E+000,-1.2514131E+000, 1.0000000E-001
 6.2545811E+000, 1.0179971E+000,-1.2491664E+000, 1.0000000E-001
 6.2826738E+000, 1.0338345E+000,-1.2460151E+000, 1.0000000E-001
 6.3135758E+000, 1.0510290E+000,-1.2427782E+000, 1.0000000E-001
