Time, u (nu=0), u (nu=0.1)
   0.000,   1.098
   0.007,   1.113
   0.015,   1.127
   0.023,   1.143
   0.030,   1.158
   0.038,   1.173
   0.046,   1.188
   0.054,   1.203
   0.061,   1.218
   0.070,   1.233
   0.077,   1.247
   0.085,   1.262
   0.093,   1.276
   0.101,   1.291
   0.108,   1.305
   0.117,   1.320
   0.124,   1.334
   0.132,   1.348
   0.140,   1.362
   0.148,   1.376
   0.156,   1.389
   0.164,   1.404
   0.171,   1.416
   0.180,   1.431
   0.187,   1.443
   0.196,   1.457
   0.203,   1.469
   0.211,   1.483
   0.219,   1.495
   0.227,   1.508
   0.235,   1.520
   0.243,   1.533
   0.251,   1.545
   0.259,   1.557
   0.267,   1.568
   0.275,   1.581
   0.283,   1.592
   0.291,   1.603
   0.299,   1.614
   0.307,   1.626
   0.315,   1.636
   0.324,   1.647
   0.331,   1.657
   0.340,   1.668
   0.347,   1.678
   0.356,   1.688
   0.364,   1.697
   0.372,   1.707
   0.380,   1.716
   0.388,   1.726
   0.396,   1.734
   0.405,   1.743
   0.412,   1.751
   0.421,   1.760
   0.429,   1.768
   0.437,   1.776
   0.445,   1.783
   0.454,   1.791
   0.462,   1.798
   0.470,   1.805
   0.478,   1.812
   0.487,   1.819
   0.495,   1.825
   0.503,   1.831
   0.511,   1.837
   0.520,   1.843
   0.528,   1.848
   0.536,   1.853
   0.544,   1.858
   0.553,   1.863
   0.561,   1.867
   0.569,   1.872
   0.577,   1.875
   0.586,   1.879
   0.594,   1.883
   0.603,   1.886
   0.611,   1.889
   0.620,   1.892
   0.628,   1.894
   0.636,   1.897
   0.644,   1.898
   0.653,   1.900
   0.661,   1.902
   0.670,   1.903
   0.678,   1.904
   0.687,   1.905
   0.695,   1.905
   0.704,   1.906
   0.712,   1.906
   0.721,   1.905
   0.729,   1.905
   0.738,   1.904
   0.746,   1.903
   0.755,   1.902
   0.763,   1.901
   0.772,   1.899
   0.780,   1.897
   0.789,   1.895
   0.797,   1.892
   0.806,   1.889
   0.814,   1.887
   0.823,   1.883
   0.832,   1.880
   0.841,   1.876
   0.849,   1.872
   0.858,   1.868
   0.866,   1.864
   0.875,   1.859
   0.883,   1.854
   0.893,   1.849
   0.901,   1.844
   0.910,   1.838
   0.918,   1.832
   0.927,   1.826
   0.936,   1.820
   0.945,   1.813
   0.953,   1.807
   0.962,   1.799
   0.971,   1.793
   0.980,   1.785
   0.988,   1.778
   0.997,   1.769
   1.006,   1.762
   1.015,   1.753
   1.023,   1.745
   1.033,   1.736
   1.041,   1.728
   1.050,   1.718
   1.059,   1.709
   1.068,   1.700
   1.076,   1.691
   1.086,   1.680
   1.094,   1.671
   1.104,   1.660
   1.112,   1.650
   1.121,   1.639
   1.130,   1.629
   1.139,   1.618
   1.148,   1.608
   1.157,   1.596
   1.166,   1.585
   1.175,   1.573
   1.184,   1.562
   1.193,   1.550
   1.202,   1.539
   1.211,   1.526
   1.220,   1.514
   1.229,   1.502
   1.238,   1.490
