Temperature (C),HRR (W/g)
146.5,0.067887
147.01,0.23699
147.5,0.23713
148.02,0.092884
148.54,0.45962
149.08,0.17978
149.57,0.29425
150.11,0.4765
150.56,0.39558
151.11,0.45964
151.57,0.64561
152.16,0.62275
152.66,0.5589
153.13,0.55969
153.66,0.65614
154.14,0.81079
154.67,0.62019
155.17,0.71938
155.7,0.82587
156.2,0.60395
156.76,0.59272
157.26,0.69493
157.77,0.52784
158.3,0.63722
158.82,0.65104
159.35,0.59342
159.86,0.56639
160.39,0.57375
160.9,0.38568
161.42,0.61839
161.97,0.52953
162.53,0.72422
163.04,0.64919
163.58,0.68138
164.11,0.73978
164.66,0.8349
165.19,0.73826
165.72,0.9048
166.28,0.78575
166.82,0.69002
167.32,0.81001
167.82,0.91024
168.43,0.9858
168.92,0.74422
169.47,0.98717
169.97,0.66327
170.51,0.82666
171.08,0.7523
171.61,0.84175
172.13,0.8253
172.71,0.46773
173.21,0.45887
173.73,0.44156
174.25,0.3902
174.83,0.46063
175.39,0.57338
175.9,0.31629
176.44,0.42167
176.99,0.2207
177.55,0.59239
178.08,0.24197
178.61,0.26046
179.11,0.43945
179.73,0.38603
180.25,0.45183
180.79,0.52404
181.35,0.5289
181.87,0.5475
182.41,0.39986
182.96,0.40783
183.49,0.29823
184.07,0.45959
184.58,0.2875
185.12,0.28886
185.65,0.39037
186.24,0.20051
186.79,0.057548
187.35,0.08017
187.89,0.13757
188.43,0.052761
188.99,0.32867
189.52,0.14398
190.07,0.007148
190.63,0.00085633
191.19,-0.22924
191.74,-0.49931
192.28,-0.12889
192.84,-0.13116
193.38,-0.075992
193.91,0.054456
194.52,0.45227
195.06,0.6765
195.57,0.48445
196.13,0.91336
196.69,0.89713
197.23,0.73525
197.79,0.98809
198.35,1.1161
198.89,1.1183
199.4,1.2412
200,1.4041
200.56,1.1949
201.08,1.2595
201.67,1.2628
202.19,0.82437
202.75,1.0023
203.31,0.83915
203.88,0.83969
204.45,0.86324
204.98,0.85078
205.57,0.87086
206.08,1.0358
206.67,1.029
207.2,0.97735
207.76,1.0073
208.29,0.91064
208.83,0.843
209.4,0.56758
209.96,0.52646
210.52,0.36913
211.09,0.37077
211.63,0.18396
212.15,0.42882
212.7,0.14274
213.27,0.19136
213.8,0.30294
214.35,0.16398
214.88,-0.036531
215.47,-0.053388
216.04,-0.1399
216.57,0.2247
217.12,0.045542
217.67,0.21273
218.2,0.50918
218.76,0.64297
219.33,0.71746
219.85,0.75024
220.41,0.67908
220.94,0.74257
221.48,0.54669
222.07,0.47701
222.62,0.39702
223.18,0.32179
223.68,0.49283
224.23,0.46497
224.79,0.45766
225.28,0.47504
225.86,0.52447
226.41,0.61157
226.96,0.59567
227.48,0.62425
228.04,0.46802
228.58,0.62827
229.16,0.72372
229.67,0.47967
230.25,0.67105
230.75,0.65904
231.36,0.47292
231.86,0.60602
232.37,0.6338
232.91,0.32501
233.46,0.57109
234,0.73432
234.56,0.68913
235.11,0.91617
235.66,0.99722
236.19,0.77878
236.75,0.73958
237.29,0.52294
237.8,0.3588
238.36,0.45253
238.89,0.25904
239.44,0.36501
239.95,0.35692
240.52,0.41547
241.05,0.43705
241.62,0.51865
242.13,0.61762
242.7,0.79505
243.24,0.81147
243.76,0.80399
244.29,0.90756
244.82,0.73201
245.39,0.72957
245.95,0.83049
246.48,0.78488
247.03,0.75489
247.56,0.88351
248.09,0.92383
248.63,0.79808
249.19,0.95701
249.69,0.89207
250.21,0.95675
250.74,0.98718
251.27,0.92665
251.81,1.1309
252.34,0.83739
252.91,0.77893
253.45,0.89622
253.94,1.0145
254.46,1.0413
254.99,1.1858
255.54,1.0478
256.06,1.1625
256.59,0.933
257.14,0.97708
257.69,1.16
258.19,0.89104
258.73,1.0374
259.22,0.83365
259.78,0.93647
260.31,1.0131
260.84,0.98956
261.33,0.91684
261.84,1.0408
262.38,0.84306
262.94,1.0759
263.45,1.1006
263.99,1.1969
264.5,1.2009
265.03,1.0974
265.6,1.519
266.14,1.2822
266.63,1.4235
267.21,1.2499
267.73,1.4076
268.23,1.3458
268.76,1.1902
269.3,1.0796
269.74,1.2728
270.31,1.1895
270.85,1.0768
271.37,1.2114
271.9,1.158
272.46,1.1346
272.95,1.315
273.43,1.3856
273.97,1.4628
274.49,1.6526
275.01,1.5042
275.53,1.468
276.04,1.4378
276.59,1.6889
277.12,1.6563
277.61,1.8416
278.13,1.8404
278.65,2.094
279.18,2.0556
279.64,2.0525
280.16,1.9432
280.71,2.0523
281.23,2.042
281.75,1.8907
282.22,1.9024
282.76,2.1876
283.28,2.2724
283.78,2.2395
284.26,2.228
284.78,2.2377
285.31,2.0181
285.85,2.1014
286.36,2.2304
286.85,2.1447
287.39,2.364
287.89,2.464
288.4,2.4069
288.9,2.47
289.41,2.5109
289.94,2.5295
290.41,2.4642
290.96,2.5332
291.46,2.5883
291.95,2.7466
292.46,2.7135
292.97,2.8684
293.47,2.9036
293.94,2.8613
294.46,2.95
295,2.8613
295.52,2.563
296.03,2.577
296.5,2.7406
297.02,2.8993
297.55,2.7879
298.06,3.0387
298.55,3.1251
299.04,3.2374
299.55,3.0604
300.05,3.1275
300.51,3.1544
301.02,3.2884
301.58,3.4792
302.06,3.6847
302.57,3.6536
303.07,3.6747
303.56,3.7361
304.04,3.4696
304.55,3.7355
305.07,3.9792
305.56,4.1487
306.07,3.9984
306.56,4.0199
307.04,4.2433
307.55,4.2253
308.07,4.2741
308.53,4.3771
309.07,4.4833
309.59,4.662
310.08,4.4442
310.58,4.6854
311.06,4.72
311.54,4.7525
312.01,4.6073
312.56,5.0433
313.04,4.9688
313.55,5.0217
314.06,4.7407
314.55,4.8931
315.05,4.8321
315.54,5.0364
316.09,4.9035
316.56,5.1123
317.07,5.3402
317.55,5.3987
318.11,5.4837
318.58,5.7922
319.02,5.6137
319.55,5.5673
320.08,5.5107
320.56,5.6183
321.07,5.3723
321.57,5.4823
322.06,5.5577
322.55,5.854
323.03,5.7045
323.55,5.7343
324.05,5.8434
324.52,5.645
325.04,5.6468
325.58,5.735
326.07,5.7424
326.6,5.6268
327.08,5.6094
327.58,5.6776
328.06,5.8682
328.57,5.7919
329.09,6.1236
329.55,6.4366
330.04,6.378
330.54,6.3232
331.04,6.3613
331.55,6.4142
332.05,6.0454
332.47,5.9501
333.01,6.0074
333.49,5.888
333.98,5.7163
334.51,5.6639
335,5.7342
335.47,5.7479
336,5.9014
336.49,6.1297
337,6.3856
337.46,6.9267
337.95,7.4719
338.44,7.7902
338.94,8.1884
339.46,8.9831
339.95,9.5004
340.44,9.8978
340.95,10.866
341.47,11.494
341.93,12.488
342.46,13.466
342.94,14.393
343.42,15.647
343.86,16.66
344.37,17.547
344.92,18.942
345.4,19.788
345.87,20.937
346.3,21.836
346.85,22.894
347.31,23.868
347.79,24.888
348.3,25.873
348.78,26.917
349.32,27.828
349.8,28.997
350.3,29.731
350.76,30.623
351.27,31.958
351.78,32.625
352.26,33.949
352.74,34.789
353.24,35.857
353.75,36.343
354.23,37.014
354.73,37.525
355.25,37.889
355.71,38.287
356.26,38.431
356.74,38.699
357.23,38.601
357.7,38.47
358.21,38.308
358.7,37.848
359.2,37.51
359.7,36.79
360.2,36.143
360.67,35.324
361.17,34.605
361.67,33.954
362.13,33.092
362.65,32.181
363.14,31.271
363.63,30.533
364.17,29.637
364.69,28.947
365.17,28.027
365.65,27.196
366.15,26.311
366.67,25.202
367.19,24.382
367.66,23.412
368.15,22.658
368.65,21.908
369.14,21.147
369.63,20.347
370.15,19.61
370.63,18.878
371.11,18.087
371.59,17.452
372.1,16.731
372.63,16.438
373.11,15.781
373.58,15.402
374.13,14.953
374.59,15.016
375.08,14.199
375.58,13.863
376.1,13.499
376.6,13.188
377.1,12.746
377.62,12.474
378.09,12.192
378.6,11.968
379.1,11.722
379.57,11.693
380.07,11.49
380.59,11.388
381.1,11.517
381.6,11.405
382.08,11.396
382.57,11.198
383.08,10.911
383.59,10.742
384.05,10.605
384.54,10.455
385.06,10.39
385.54,10.442
386.04,10.216
386.55,10.199
387.05,10.557
387.53,10.469
388.01,10.344
388.55,10.511
389.04,10.762
389.52,10.685
390.01,10.927
390.5,10.937
391.02,10.965
391.51,10.857
392.07,10.629
392.52,10.568
392.99,10.629
393.51,10.531
394.01,10.77
394.5,10.857
395.01,11.142
395.54,11.186
396.02,11.357
396.53,11.591
397.02,12.035
397.51,12.073
398.02,12.241
398.48,12.425
399.01,12.231
399.52,12.372
400.02,12.571
400.48,12.442
400.98,12.79
401.47,13.083
402.03,13.45
402.52,13.681
402.99,13.908
403.51,14.403
404,14.382
404.53,14.497
405.04,14.996
405.56,14.944
406.08,15.146
406.61,15.438
407.07,15.536
407.58,15.677
408.08,15.808
408.61,16.095
409.09,16.457
409.57,16.688
410.08,17.166
410.57,17.584
411.1,17.957
411.57,18.523
412.08,18.743
412.61,19.296
413.09,19.704
413.56,20.428
414.05,20.81
414.57,21.091
415.06,21.574
415.56,22.203
416.08,22.63
416.55,23.483
417.06,24.189
417.55,24.688
418.07,25.354
418.55,25.999
419.06,26.987
419.56,27.808
420.03,28.886
420.52,30.111
421.05,31.477
421.52,32.95
422.03,34.592
422.51,35.872
423.01,37.574
423.51,38.968
423.97,40.238
424.5,41.75
425.03,43.125
425.55,44.563
426.03,46.145
426.49,47.481
427.01,48.722
427.51,49.914
428.02,51.14
428.49,52.372
429,53.4
429.49,54.721
429.98,55.922
430.49,57.241
430.95,58.657
431.47,60.356
431.93,61.548
432.44,62.994
432.95,64.288
433.46,65.502
433.95,66.997
434.44,68.513
434.98,69.804
435.41,70.843
435.92,71.417
436.46,71.686
436.94,71.12
437.47,70.649
437.95,69.905
438.41,69.256
438.96,68.449
439.46,67.788
439.96,67.752
440.43,68.216
440.95,69.262
441.47,70.717
441.95,72.38
442.44,74.363
442.95,76.384
443.46,78.426
443.99,80.467
444.48,82.181
445.01,83.936
445.55,85.622
446.01,88.016
446.52,90.781
447.01,93.862
447.51,97.209
448.06,100.21
448.55,103.14
449.02,106.44
449.53,109.39
450.06,112.58
450.54,116.07
451.04,119.46
451.56,123.35
452.05,127.23
452.57,131.05
453.08,135.02
453.55,139.1
454.07,143.08
454.57,146.98
455.08,151.06
455.55,155.12
456.08,159.53
456.58,164.5
457.07,170.02
457.6,175.41
458.07,181.26
458.58,186.91
459.09,192.25
459.56,197.49
460.09,202.62
460.57,207.8
461.09,213.64
461.61,219.96
462.09,226.81
462.6,233.6
463.08,240.52
463.58,247.43
464.05,254.36
464.57,261.22
465.07,268.24
465.53,275.44
466.05,282.8
466.55,290.4
467.11,297.84
467.55,304.4
468.08,311.78
468.55,320.3
469.04,328.67
469.57,337.05
470.01,344.89
470.52,352.87
471.05,360.52
471.53,366.98
472.02,374.11
472.51,382.96
473.03,389.45
473.45,397.03
474.02,405.2
474.47,413.15
474.99,421.29
475.5,429.9
475.98,438.36
476.44,446.7
476.97,456
477.44,463.67
477.94,473.55
478.41,481.29
478.92,490.4
479.37,496.27
479.92,503.94
480.42,508.28
480.89,514.64
481.4,518.32
481.88,524.07
482.41,527.51
482.89,532.55
483.44,535.96
483.92,540.07
484.38,542.77
484.91,545.49
485.39,547.88
485.9,550.14
486.4,551.36
486.87,552.36
487.39,551.11
487.88,549.94
488.36,547.37
488.87,545.16
489.36,542.32
489.85,539.3
490.32,535.59
490.83,532.68
491.35,528.63
491.85,524.03
492.33,519.18
492.85,513.48
493.36,507.32
493.83,500.34
494.34,492.85
494.86,484.54
495.33,475.63
495.8,465.65
496.32,454.78
496.85,443.25
497.31,431.23
497.81,418.21
498.34,404.85
498.8,390.79
499.32,376.12
499.8,360.93
500.29,345.21
500.75,329.01
501.25,312.38
501.78,295.45
502.27,278.38
502.75,261.15
503.25,243.74
503.76,226.27
504.22,209.02
504.77,192.08
505.29,175.38
505.74,159.15
506.31,143.07
506.79,127.88
507.3,113.16
507.79,99.428
508.28,86.372
508.8,74.044
509.32,62.769
509.82,52.583
510.3,43.432
510.83,35.609
511.33,28.604
511.81,23.079
512.34,18.047
512.84,13.855
513.35,10.508
513.83,7.9917
514.38,5.7607
514.87,3.8131
515.38,2.7378
515.88,1.789
516.36,1.0446
516.89,0.6461
517.39,0.50514
517.94,0.51226
518.4,0.45617
518.9,0.56438
519.41,0.49928
519.91,0.60334
520.45,0.58663
520.92,0.67132
521.43,0.64731
521.92,0.73872
522.42,0.57684
522.98,0.35559
523.55,0.55028
523.96,0.88625
524.52,0.6962
525.01,0.61745
525.45,0.47092
525.99,0.6012
526.5,0.67099
526.97,0.48473
527.48,0.5788
527.99,0.54871
528.49,0.70885
528.99,0.42478
529.51,0.58964
530,0.49485
530.48,0.34654
531,0.62412
531.51,0.50909
532.01,0.35419
532.52,0.69307
532.97,0.78339
533.53,0.46006
534,0.54681
534.52,0.62863
535,0.6251
535.49,0.57348
536,0.56636
536.52,0.44701
536.98,0.328
537.44,0.42502
537.95,0.38785
538.44,0.46837
539.01,0.48282
539.45,0.46127
539.94,0.60574
540.46,0.41238
540.95,0.5747
541.46,0.42967
541.91,0.46677
542.43,0.34352
542.92,0.45191
543.4,0.26433
543.95,0.32335
544.37,0.31632
544.88,0.24224
545.42,0.27345
545.91,0.20166
546.39,0.12937
546.85,-0.050592
547.3,0.064597
547.91,-0.18183
548.32,-0.19068
548.86,-0.037319
549.38,-0.082632
549.89,-0.3059
550.32,-0.18026
550.82,-0.28409
551.32,-0.26297
551.78,-0.23597
552.3,-0.076287
552.76,-0.18125
553.25,-0.33195
553.81,-0.50509
554.27,-0.53004
554.77,-0.43502
555.28,-0.57414
555.81,-0.37763
556.28,-0.49194
556.79,-0.31292
557.27,-0.2423
557.75,-0.2649
558.2,-0.18353
558.73,-0.0050203
559.19,0.051842
559.7,-0.15628
560.17,-0.28443
560.68,-0.3566
561.24,-0.46373
561.74,-0.29059
562.24,-0.19942
562.68,-0.33217
563.19,-0.30814
563.73,0.041182
564.16,-0.043259
564.64,0.19021
565.13,0.32473
565.63,0.12172
566.22,0.07986
566.65,0.18364
567.13,0.012106
567.65,-0.088228
568.11,-0.07417
568.62,0.13282
569.06,-0.11384
569.62,0.065067
570.04,0.18778
570.56,0.21846
571.09,0.057978
571.57,-0.060508
572.06,0.1119
572.57,0.013846
573.06,-0.12094
573.6,-0.052649
574.07,-0.029918
574.54,-0.038164
575.07,-0.088694
575.5,0.12897
576.09,-0.18373
576.47,-0.097999
576.99,-0.1834
577.47,-0.21384
578,-0.19544
578.46,-0.22544
578.97,-0.30634
579.47,-0.27135
580.06,-0.14914
580.53,-0.08739
580.99,-0.045354
581.53,0.11788
582.07,0.20115
582.49,0.13408
583,0.16687
583.51,-0.0022421
584,-0.039837
584.5,-0.24869
585.01,-0.18377
585.45,-0.19045
585.92,-0.40358
586.54,-0.44814
586.99,-0.56386
587.47,-0.49033
587.93,-0.44133
588.41,-0.48376
588.9,-0.41948
589.37,-0.36679
589.91,-0.0074747
590.47,-0.10072
590.89,-0.061816
591.38,-0.11739
591.92,-0.16616
592.39,-0.11149
592.92,-0.32702
593.36,-0.16642
593.85,0.063919
594.38,0.024302
594.9,0.085011
595.33,0.020569
595.84,0.038626
596.39,-0.10249
596.82,-0.22978
597.31,-0.24144
597.81,-0.11427
598.3,0
