s,kg,kg,kg,kg
Time,"RHO_PINE","RHO_CHAR","RHO_S","PYROLYZATE"
 0.0000000E+000, 1.8432000E-001, 0.0000000E+000, 1.8432000E-001, 0.0000000E+000
 3.6000000E+002, 0.0000000E+000, 9.1260000E-002, 9.1260000E-002, 9.1260000E-002
