s,C,g/g,g/g,g/g,g/g,g/g,1/s,1/s,1/s,1/s,1/s,W/g,W/g,W/g
 4.6680000E+003, 4.0900000E+002, 3.2260174E-001, 2.4145262E-019, 3.1600201E-001, 8.2316191E-019, 6.5996964E-003, 3.8766794E-004, 0.0000000E+000, 4.5607993E-004, 0.0000000E+000,-6.8411988E-005, 5.8105097E+000, 4.8971388E-001, 1.5180138E+000
 4.6800000E+003, 4.1000000E+002, 3.1767961E-001, 2.4145262E-019, 3.1021130E-001, 8.0847201E-019, 7.4683032E-003, 4.3330106E-004, 0.0000000E+000, 5.0976593E-004, 0.0000000E+000,-7.6464894E-005, 6.4944758E+000, 5.4342866E-001, 1.7106186E+000
 4.6920000E+003, 4.1100000E+002, 3.1218621E-001, 2.4145262E-019, 3.0374849E-001, 7.9105278E-019, 8.4377285E-003, 4.8288482E-004, 0.0000000E+000, 5.6809979E-004, 0.0000000E+000,-8.5214968E-005, 7.2376552E+000, 6.0173047E-001, 1.9274729E+000
 4.7040000E+003, 4.1200000E+002, 3.0607420E-001, 2.4145262E-019, 2.9655787E-001, 7.7387141E-019, 9.5163165E-003, 5.3637952E-004, 0.0000000E+000, 6.3103472E-004, 0.0000000E+000,-9.4655210E-005, 8.0394535E+000, 6.6455954E-001, 2.1712368E+000
 4.7160000E+003, 4.1300000E+002, 2.9929754E-001, 2.4145262E-019, 2.8858534E-001, 7.5693711E-019, 1.0712198E-002, 5.9361791E-004, 0.0000000E+000, 6.9837400E-004, 0.0000000E+000,-1.0475610E-004, 8.8973637E+000, 7.3170185E-001, 2.4447305E+000
 4.7280000E+003, 4.1400000E+002, 2.9181311E-001, 2.4145262E-019, 2.7978012E-001, 7.3750245E-019, 1.2032982E-002, 6.5427000E-004, 0.0000000E+000, 7.6972938E-004, 0.0000000E+000,-1.1545941E-004, 9.8064394E+000, 8.0275321E-001, 2.7509155E+000
 4.7400000E+003, 4.1500000E+002, 2.8358290E-001, 2.4145262E-019, 2.7009749E-001, 7.1842353E-019, 1.3485374E-002, 7.1780483E-004, 0.0000000E+000, 8.4447622E-004, 0.0000000E+000,-1.2667144E-004, 1.0758722E+001, 8.7706953E-001, 3.0928154E+000
 4.7520000E+003, 4.1600000E+002, 2.7457666E-001, 2.4145262E-019, 2.5950196E-001, 6.9706355E-019, 1.5074706E-002, 7.8344950E-004, 0.0000000E+000, 9.2170533E-004, 0.0000000E+000,-1.3825580E-004, 1.1742630E+001, 9.5372355E-001, 3.4734325E+000
 4.7640000E+003, 4.1700000E+002, 2.6477516E-001, 2.4145262E-019, 2.4797079E-001, 6.7360874E-019, 1.6804382E-002, 8.5014931E-004, 0.0000000E+000, 1.0001757E-003, 0.0000000E+000,-1.5002636E-004, 1.2742352E+001, 1.0314562E+000, 3.8955927E+000
 4.7760000E+003, 4.1800000E+002, 2.5417364E-001, 2.4145262E-019, 2.3549840E-001, 6.5076853E-019, 1.8675240E-002, 9.1653166E-004, 0.0000000E+000, 1.0782726E-003, 0.0000000E+000,-1.6174089E-004, 1.3737314E+001, 1.1086355E+000, 4.3617253E+000
 4.7880000E+003, 4.1900000E+002, 2.4278584E-001, 2.4145262E-019, 2.2210099E-001, 6.2854477E-019, 2.0684851E-002, 9.8088058E-004, 0.0000000E+000, 1.1539771E-003, 0.0000000E+000,-1.7309657E-004, 1.4701798E+001, 1.1832281E+000, 4.8735466E+000
 4.8000000E+003, 4.2000000E+002, 2.3064825E-001, 1.2200537E-019, 2.0782146E-001, 6.0221778E-019, 2.2826781E-002, 1.0411282E-003, 0.0000000E+000, 1.2248567E-003, 0.0000000E+000,-1.8372851E-004, 1.5604814E+001, 1.2527941E+000, 5.4316220E+000
 4.8120000E+003, 4.2100000E+002, 2.1782416E-001, 1.2200537E-019, 1.9273432E-001, 5.7680255E-019, 2.5089853E-002, 1.0948735E-003, 0.0000000E+000, 1.2880865E-003, 0.0000000E+000,-1.9321298E-004, 1.6410368E+001, 1.3145025E+000, 6.0346956E+000
 4.8240000E+003, 4.2200000E+002, 2.0440748E-001, 1.2200537E-019, 1.7694999E-001, 5.5010292E-019, 2.7457502E-002, 1.1394368E-003, 0.0000000E+000, 1.3405139E-003, 0.0000000E+000,-2.0107710E-004, 1.7078299E+001, 1.3652092E+000, 6.6788607E+000
 4.8360000E+003, 4.2300000E+002, 1.9052544E-001, 1.2200537E-019, 1.6061817E-001, 5.2445453E-019, 2.9907275E-002, 1.1719626E-003, 0.0000000E+000, 1.3787794E-003, 0.0000000E+000,-2.0681693E-004, 1.7565805E+001, 1.4015698E+000, 7.3563395E+000
 4.8480000E+003, 4.2400000E+002, 1.7633981E-001, 1.2200537E-019, 1.4392918E-001, 4.9582850E-019, 3.2410622E-002, 1.1895773E-003, 0.0000000E+000, 1.3995026E-003, 0.0000000E+000,-2.0992539E-004, 1.7829823E+001, 1.4202324E+000, 8.0539522E+000
 4.8600000E+003, 4.2500000E+002, 1.6204590E-001, 1.2200537E-019, 1.2711282E-001, 4.7046290E-019, 3.4933079E-002, 1.1896085E-003, 0.0000000E+000, 1.3995393E-003, 0.0000000E+000,-2.0993091E-004, 1.7830290E+001, 1.4180942E+000, 8.7511883E+000
 4.8720000E+003, 4.2600000E+002, 1.4786853E-001, 1.2200537E-019, 1.1043356E-001, 4.4441230E-019, 3.7434965E-002, 1.1698594E-003, 0.0000000E+000, 1.3763052E-003, 0.0000000E+000,-2.0644578E-004, 1.7534285E+001, 1.3926255E+000, 9.4179974E+000
 4.8840000E+003, 4.2700000E+002, 1.3405447E-001, 1.2200537E-019, 9.4181724E-002, 4.1790452E-019, 3.9872743E-002, 1.1289247E-003, 0.0000000E+000, 1.3281467E-003, 0.0000000E+000,-1.9922199E-004, 1.6920738E+001, 1.3422393E+000, 1.0012641E+001
 4.8960000E+003, 4.2800000E+002, 1.2086095E-001, 1.2200537E-019, 7.8659937E-002, 3.9442084E-019, 4.2201009E-002, 1.0665131E-003, 0.0000000E+000, 1.2547213E-003, 0.0000000E+000,-1.8820820E-004, 1.5985291E+001, 1.2666662E+000, 1.0480360E+001
 4.9080000E+003, 4.2900000E+002, 1.0854056E-001, 1.2200537E-019, 6.4165376E-002, 3.7209769E-019, 4.4375192E-002, 9.8373217E-004, 0.0000000E+000, 1.1573319E-003, 0.0000000E+000,-1.7359978E-004, 1.4744539E+001, 1.1672839E+000, 1.0754356E+001
 4.9200000E+003, 4.3000000E+002, 9.7323246E-002, 1.2200537E-019, 5.0968528E-002, 3.5236170E-019, 4.6354722E-002, 8.8326645E-004, 0.0000000E+000, 1.0391370E-003, 0.0000000E+000,-1.5587054E-004, 1.3238722E+001, 1.0473229E+000, 1.0761282E+001
 4.9320000E+003, 4.3100000E+002, 8.7397091E-002, 1.2200537E-019, 3.9290700E-002, 3.3495301E-019, 4.8106395E-002, 7.6938461E-004, 0.0000000E+000, 9.0515841E-004, 0.0000000E+000,-1.3577376E-004, 1.1531820E+001, 9.1186291E-001, 1.0433560E+001
 4.9440000E+003, 4.3200000E+002, 7.8890473E-002, 1.2200537E-019, 2.9282907E-002, 3.1828307E-019, 4.9607564E-002, 6.4771395E-004, 0.0000000E+000, 7.6201645E-004, 0.0000000E+000,-1.1430246E-004, 9.7081757E+000, 7.6755822E-001, 9.7294159E+000
 4.9560000E+003, 4.3300000E+002, 7.1858346E-002, 1.2200537E-019, 2.1009823E-002, 3.0624082E-019, 5.0848525E-002, 5.2475749E-004, 0.0000000E+000, 6.1736174E-004, 0.0000000E+000,-9.2604263E-005, 7.8652582E+000, 6.2207144E-001, 8.6569128E+000
 4.9680000E+003, 4.3400000E+002, 6.6275880E-002, 1.2200537E-019, 1.4442207E-002, 2.9584950E-019, 5.1833671E-002, 4.0718279E-004, 0.0000000E+000, 4.7903857E-004, 0.0000000E+000,-7.1855786E-005, 6.1030054E+000, 4.8322606E-001, 7.2911301E+000
 4.9800000E+003, 4.3500000E+002, 6.2041383E-002, 1.2200537E-019, 9.4604529E-003, 2.8698362E-019, 5.2580930E-002, 3.0098195E-004, 0.0000000E+000, 3.5409641E-004, 0.0000000E+000,-5.3114461E-005, 4.5112281E+000, 3.5802323E-001, 5.7707162E+000
 4.9920000E+003, 4.3600000E+002, 5.8989476E-002, 1.2200537E-019, 5.8699730E-003, 2.8077033E-019, 5.3119503E-002, 2.1066444E-004, 0.0000000E+000, 2.4784051E-004, 0.0000000E+000,-3.7176076E-005, 3.1575160E+000, 2.5170770E-001, 4.2669930E+000
 5.0040000E+003, 4.3700000E+002, 5.6912623E-002, 0.0000000E+000, 3.4266168E-003, 2.7464565E-019, 5.3486008E-002, 1.3867619E-004, 0.0000000E+000, 1.6314845E-004, 0.0000000E+000,-2.4472267E-005, 2.0785296E+000, 1.6708127E-001, 2.9357507E+000
 5.0160000E+003, 4.3800000E+002, 5.5587526E-002, 0.0000000E+000, 1.8676792E-003, 2.7100691E-019, 5.3719848E-002, 8.5207037E-005, 0.0000000E+000, 1.0024357E-004, 0.0000000E+000,-1.5036536E-005, 1.2771145E+000, 1.0430644E-001, 1.8764361E+000
 5.0280000E+003, 4.3900000E+002, 5.4801065E-002, 0.0000000E+000, 9.4242953E-004, 2.6859296E-019, 5.3858634E-002, 4.8452432E-005, 0.0000000E+000, 5.7002864E-005, 0.0000000E+000,-8.5504298E-006, 7.2622293E-001, 6.1204690E-002, 1.1168523E+000
 5.0400000E+003, 4.4000000E+002, 5.4370664E-002, 0.0000000E+000, 4.3607509E-004, 2.6498462E-019, 5.3934589E-002, 2.5256855E-005, 0.0000000E+000, 2.9713947E-005, 0.0000000E+000,-4.4570920E-006, 3.7855902E-001, 3.4031335E-002, 6.2591356E-001
 5.0520000E+003, 4.4100000E+002, 5.4155603E-002, 0.0000000E+000, 1.8306113E-004, 2.6378399E-019, 5.3972542E-002, 1.1940550E-005, 0.0000000E+000, 1.4047706E-005, 0.0000000E+000,-2.1071560E-006, 1.7896937E-001, 1.8449675E-002, 3.4067896E-001
 5.0640000E+003, 4.4200000E+002, 5.4058556E-002, 0.0000000E+000, 6.8889407E-005, 2.6138442E-019, 5.3989667E-002, 5.0588405E-006, 0.0000000E+000, 5.9515769E-006, 0.0000000E+000,-8.9273652E-007, 7.5823762E-002, 1.0404146E-002, 1.9246067E-001
 5.0760000E+003, 4.4300000E+002, 5.4019492E-002, 0.0000000E+000, 2.2930106E-005, 2.5898591E-019, 5.3996559E-002, 1.8951184E-006, 0.0000000E+000, 2.2295510E-006, 0.0000000E+000,-3.3443266E-007, 2.8404731E-002, 6.7103445E-003, 1.2422080E-001
 5.0880000E+003, 4.4400000E+002, 5.4005653E-002, 0.0000000E+000, 6.6502394E-006, 2.5778681E-019, 5.3999003E-002, 6.1838938E-007, 0.0000000E+000, 7.2751692E-007, 0.0000000E+000,-1.0912753E-007, 9.2686471E-003, 5.2208011E-003, 9.6671380E-002
 5.1000000E+003, 4.4500000E+002, 5.4001406E-002, 0.0000000E+000, 1.6525321E-006, 2.5538865E-019, 5.3999752E-002, 1.7283553E-007, 0.0000000E+000, 2.0333592E-007, 0.0000000E+000,-3.0500388E-008, 2.5905224E-003, 4.7018873E-003, 8.7069720E-002
 5.1120000E+003, 4.4600000E+002, 5.4000292E-002, 0.0000000E+000, 3.4528759E-007, 2.5418960E-019, 5.3999949E-002, 4.0605777E-008, 0.0000000E+000, 4.7771501E-008, 0.0000000E+000,-7.1657249E-009, 6.0861430E-004, 4.5480784E-003, 8.4223211E-002
 5.1240000E+003, 4.4700000E+002, 5.4000050E-002, 0.0000000E+000, 5.9401938E-008, 2.5179153E-019, 5.3999990E-002, 7.8523197E-009, 0.0000000E+000, 9.2380237E-009, 0.0000000E+000,-1.3857036E-009, 1.1769346E-004, 4.5090923E-003, 8.3501630E-002
 5.1360000E+003, 4.4800000E+002, 5.4000005E-002, 0.0000000E+000, 8.2186480E-009, 2.5059248E-019, 5.3999998E-002, 1.2208341E-009, 0.0000000E+000, 1.4362754E-009, 0.0000000E+000,-2.1544130E-010, 1.8298311E-005, 4.5019723E-003, 8.3369851E-002
 5.1480000E+003, 4.4900000E+002, 5.4000001E-002, 0.0000000E+000, 8.9077706E-010, 2.4819441E-019, 5.4000001E-002, 1.4864630E-010, 0.0000000E+000, 1.7487801E-010, 0.0000000E+000,-2.6231701E-011, 2.2279655E-006, 4.4988105E-003, 8.3311304E-002
 5.1600000E+003, 4.5000000E+002, 5.4000001E-002, 0.0000000E+000, 7.3443626E-011, 2.4699536E-019, 5.4000001E-002, 1.3763845E-011, 0.0000000E+000, 1.6192759E-011, 0.0000000E+000,-2.4289138E-012, 2.0629757E-007, 4.4995267E-003, 8.3324566E-002
 5.1720000E+003, 4.5100000E+002, 5.4000001E-002, 0.0000000E+000, 4.4576725E-012, 2.4579631E-019, 5.4000001E-002, 9.3792487E-013, 0.0000000E+000, 1.1034411E-012, 0.0000000E+000,-1.6551616E-013, 1.4057964E-008, 4.4999085E-003, 8.3331645E-002
 5.1840000E+003, 4.5200000E+002, 5.4000001E-002, 0.0000000E+000, 1.9200731E-013, 2.4339821E-019, 5.4000001E-002, 4.5344804E-014, 0.0000000E+000, 5.3346830E-014, 0.0000000E+000,-8.0020244E-015, 6.7964462E-010, 4.5005088E-003, 8.3342753E-002
 5.1960000E+003, 4.5300000E+002, 5.4000001E-002, 0.0000000E+000, 5.6339469E-015, 2.4219918E-019, 5.4000001E-002, 1.4929672E-015, 0.0000000E+000, 1.7564321E-015, 0.0000000E+000,-2.6346481E-016, 2.2377144E-011, 4.4999011E-003, 8.3331496E-002
 5.2080000E+003, 4.5400000E+002, 5.4000001E-002, 0.0000000E+000, 1.0758574E-016, 2.3980108E-019, 5.4000001E-002, 3.1981608E-017, 0.0000000E+000, 3.7625419E-017, 0.0000000E+000,-5.6438128E-018, 4.7935207E-013, 4.4996054E-003, 8.3326027E-002
 5.2200000E+003, 4.5500000E+002, 5.4000001E-002, 0.0000000E+000, 1.2705778E-018, 2.3860203E-019, 5.4000001E-002, 4.2358218E-019, 0.0000000E+000, 4.9833196E-019, 0.0000000E+000,-7.4749798E-020, 6.3488059E-015, 4.4998690E-003, 8.3330907E-002
 5.2320000E+003, 4.5600000E+002, 5.4000001E-002, 0.0000000E+000, 2.7288135E-019, 2.3740301E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5005265E-003, 8.3343089E-002
 5.2440000E+003, 4.5700000E+002, 5.4000001E-002, 0.0000000E+000, 2.4410283E-019, 2.3500491E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5000617E-003, 8.3334476E-002
 5.2560000E+003, 4.5800000E+002, 5.4000001E-002, 0.0000000E+000, 2.1772296E-019, 2.3380588E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5005153E-003, 8.3342873E-002
 5.2680000E+003, 4.5900000E+002, 5.4000001E-002, 0.0000000E+000, 1.9494034E-019, 2.3260683E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5000520E-003, 8.3334297E-002
 5.2800000E+003, 4.6000000E+002, 5.4000001E-002, 0.0000000E+000, 1.7335642E-019, 2.3020873E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5002056E-003, 8.3337143E-002
 5.2920000E+003, 4.6100000E+002, 5.4000001E-002, 0.0000000E+000, 1.5536993E-019, 2.2900971E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5002033E-003, 8.3337098E-002
 5.3040000E+003, 4.6200000E+002, 5.4000001E-002, 0.0000000E+000, 1.3858263E-019, 2.2781066E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5002680E-003, 8.3338290E-002
 5.3160000E+003, 4.6300000E+002, 5.4000001E-002, 0.0000000E+000, 1.2419358E-019, 2.2541256E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5000343E-003, 8.3333969E-002
 5.3280000E+003, 4.6400000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 2.2421353E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5000324E-003, 8.3333932E-002
 5.3400000E+003, 4.6500000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 2.2301448E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4997325E-003, 8.3328381E-002
 5.3520000E+003, 4.6600000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 2.2181543E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5000310E-003, 8.3333902E-002
 5.3640000E+003, 4.6700000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 2.1941733E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4997302E-003, 8.3328336E-002
 5.3760000E+003, 4.6800000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 2.1821831E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5005642E-003, 8.3343782E-002
 5.3880000E+003, 4.6900000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 2.1701926E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4999630E-003, 8.3332643E-002
 5.4000000E+003, 4.7000000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 2.1582021E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5004985E-003, 8.3342567E-002
 5.4120000E+003, 4.7100000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 2.1462116E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4997283E-003, 8.3328307E-002
 5.4240000E+003, 4.7200000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 2.1222307E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5003304E-003, 8.3339453E-002
 5.4360000E+003, 4.7300000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 2.1102404E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5003290E-003, 8.3339423E-002
 5.4480000E+003, 4.7400000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 2.0982499E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4997283E-003, 8.3328307E-002
 5.4600000E+003, 4.7500000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 2.0862595E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5002629E-003, 8.3338201E-002
 5.4720000E+003, 4.7600000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 2.0742690E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4996622E-003, 8.3327077E-002
 5.4840000E+003, 4.7700000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 2.0622785E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5005004E-003, 8.3342604E-002
 5.4960000E+003, 4.7800000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 2.0502880E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4997260E-003, 8.3328262E-002
 5.5080000E+003, 4.7900000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 2.0382976E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5000277E-003, 8.3333850E-002
 5.5200000E+003, 4.8000000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 2.0263071E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5000263E-003, 8.3333820E-002
 5.5320000E+003, 4.8100000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 2.0023263E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5000268E-003, 8.3333828E-002
 5.5440000E+003, 4.8200000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.9903359E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4999616E-003, 8.3332621E-002
 5.5560000E+003, 4.8300000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.9783454E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4999635E-003, 8.3332658E-002
 5.5680000E+003, 4.8400000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.9663549E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5008012E-003, 8.3348170E-002
 5.5800000E+003, 4.8500000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.9543645E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5000259E-003, 8.3333813E-002
 5.5920000E+003, 4.8600000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.9423741E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4997227E-003, 8.3328202E-002
 5.6040000E+003, 4.8700000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.9303836E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4994219E-003, 8.3322622E-002
 5.6160000E+003, 4.8800000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.9183933E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5000226E-003, 8.3333753E-002
 5.6280000E+003, 4.8900000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.9064028E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5000226E-003, 8.3333753E-002
 5.6400000E+003, 4.9000000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.8944123E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5002634E-003, 8.3338216E-002
 5.6520000E+003, 4.9100000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.8824219E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5002620E-003, 8.3338186E-002
 5.6640000E+003, 4.9200000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.8704314E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5005041E-003, 8.3342671E-002
 5.6760000E+003, 4.9300000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.8584410E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5000212E-003, 8.3333723E-002
 5.6880000E+003, 4.9400000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.8464505E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4997218E-003, 8.3328187E-002
 5.7000000E+003, 4.9500000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.8344600E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4997195E-003, 8.3328135E-002
 5.7120000E+003, 4.9600000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.8224697E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5000217E-003, 8.3333738E-002
 5.7240000E+003, 4.9700000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.8104792E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4997190E-003, 8.3328128E-002
 5.7360000E+003, 4.9800000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.8104792E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5000198E-003, 8.3333701E-002
 5.7480000E+003, 4.9900000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.7984888E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5005628E-003, 8.3343752E-002
 5.7600000E+003, 5.0000000E+002, 5.4000001E-002, 0.0000000E+000, 1.1939727E-019, 1.7864983E-019, 5.4000001E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4999612E-003, 8.3332621E-002
