s,kW/m2,C,kg/m2/s,kW/m2,m
 6.2551001E+002, 3.7053801E+001, 3.6233362E+002, 2.0165715E-002, 5.0000000E+001, 1.1805444E-003
 6.2640997E+002, 3.7121825E+001, 3.6103115E+002, 2.0205854E-002, 5.0000000E+001, 1.1442032E-003
 6.2731000E+002, 3.7188059E+001, 3.5975562E+002, 2.0227441E-002, 5.0000000E+001, 1.1078121E-003
 6.2821002E+002, 3.7251804E+001, 3.5852079E+002, 2.0244752E-002, 5.0000000E+001, 1.0713865E-003
 6.2910999E+002, 3.7223320E+001, 3.5911192E+002, 2.0032236E-002, 5.0000000E+001, 1.0351816E-003
 6.3001001E+002, 3.7260464E+001, 3.5835262E+002, 2.0199483E-002, 5.0000000E+001, 9.9893171E-004
 6.3090997E+002, 3.7320869E+001, 3.5717477E+002, 2.0219912E-002, 5.0000000E+001, 9.6255099E-004
 6.3181000E+002, 3.7378527E+001, 3.5604448E+002, 2.0230534E-002, 5.0000000E+001, 9.2614483E-004
 6.3271002E+002, 3.7398516E+001, 3.5567015E+002, 2.0100216E-002, 5.0000000E+001, 8.8979785E-004
 6.3360999E+002, 3.7397410E+001, 3.5567358E+002, 2.0175304E-002, 5.0000000E+001, 8.5360650E-004
 6.3451001E+002, 3.7450004E+001, 3.5463502E+002, 2.0195484E-002, 5.0000000E+001, 8.1726517E-004
 6.3540997E+002, 3.7499574E+001, 3.5365202E+002, 2.0196767E-002, 5.0000000E+001, 7.8091133E-004
 6.3631000E+002, 3.7521813E+001, 3.5321818E+002, 2.0096679E-002, 5.0000000E+001, 7.4460733E-004
 6.3721002E+002, 3.7135070E+001, 3.6099189E+002, 1.9410624E-002, 5.0000000E+001, 7.0880157E-004
 6.3810999E+002, 3.6681728E+001, 3.6932014E+002, 1.9418559E-002, 5.0000000E+001, 6.7418493E-004
 6.3901001E+002, 3.6759318E+001, 3.6787976E+002, 1.9490268E-002, 5.0000000E+001, 6.3913628E-004
 6.3990997E+002, 3.6836836E+001, 3.6643374E+002, 1.9504847E-002, 5.0000000E+001, 6.0403979E-004
 6.4081000E+002, 3.6911373E+001, 3.6503414E+002, 1.9515252E-002, 5.0000000E+001, 5.6892099E-004
 6.4171002E+002, 3.6982503E+001, 3.6369001E+002, 1.9521351E-002, 5.0000000E+001, 5.3378730E-004
 6.4260999E+002, 3.7049734E+001, 3.6241184E+002, 1.9522553E-002, 5.0000000E+001, 4.9864699E-004
 6.4351001E+002, 3.7112468E+001, 3.6121238E+002, 1.9518137E-002, 5.0000000E+001, 4.6350950E-004
 6.4440997E+002, 3.7169968E+001, 3.6010724E+002, 1.9507211E-002, 5.0000000E+001, 4.2838575E-004
 6.4531000E+002, 3.7221309E+001, 3.5911595E+002, 1.9488663E-002, 5.0000000E+001, 3.9328841E-004
 6.4621002E+002, 3.7265303E+001, 3.5826329E+002, 1.9461068E-002, 5.0000000E+001, 3.5823244E-004
 6.4710999E+002, 3.7300396E+001, 3.5758140E+002, 1.9422571E-002, 5.0000000E+001, 3.2323575E-004
 6.4801001E+002, 3.7324496E+001, 3.5711304E+002, 1.9370685E-002, 5.0000000E+001, 2.8832011E-004
 6.4890997E+002, 3.7334692E+001, 3.5691688E+002, 1.9301977E-002, 5.0000000E+001, 2.5351256E-004
 6.4981000E+002, 3.7326767E+001, 3.5707654E+002, 1.9211516E-002, 5.0000000E+001, 2.1884758E-004
 6.5071002E+002, 3.7294294E+001, 3.5771725E+002, 1.9091864E-002, 5.0000000E+001, 1.8437063E-004
 6.5160999E+002, 3.7226784E+001, 3.5903910E+002, 1.8931062E-002, 5.0000000E+001, 1.5014420E-004
 6.5251001E+002, 3.7105427E+001, 3.6139246E+002, 1.8708067E-002, 5.0000000E+001, 1.1625959E-004
 6.5340997E+002, 3.6891279E+001, 3.6548194E+002, 1.8380564E-002, 5.0000000E+001, 8.2862336E-005
 6.5431000E+002, 3.6480638E+001, 3.7311438E+002, 1.7841577E-002, 5.0000000E+001, 5.0220968E-005
 6.5521002E+002, 3.5327427E+001, 3.9320016E+002, 1.6627650E-002, 5.0000000E+001, 1.9013758E-005
 6.5610999E+002, 4.3502036E+001, 7.0796462E+001, 1.8469908E-003, 5.0000000E+001, 3.3065158E-007
 6.5701001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.5790997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.5881000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.5971002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.6060999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.6151001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.6240997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.6331000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.6421002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.6510999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.6601001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.6690997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.6781000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.6871002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.6960999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.7051001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.7140997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.7231000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.7321002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.7410999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.7501001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.7590997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.7681000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.7771002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.7860999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.7951001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.8040997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.8131000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.8221002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.8310999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.8401001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.8490997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.8581000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.8671002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.8760999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.8851001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.8940997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.9031000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.9121002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.9210999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.9301001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.9390997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.9481000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.9571002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.9660999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.9751001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.9840997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 6.9931000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.0021002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.0110999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.0201001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.0290997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.0381000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.0471002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.0560999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.0651001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.0740997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.0831000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.0921002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.1010999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.1101001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.1190997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.1281000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.1371002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.1460999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.1551001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.1640997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.1731000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.1821002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.1910999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.2001001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.2090997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.2181000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.2271002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.2360999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.2451001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.2540997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.2631000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.2721002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.2810999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.2901001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.2990997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.3081000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.3171002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.3260999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.3351001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.3440997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.3531000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.3621002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.3710999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.3801001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.3890997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.3981000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.4071002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.4160999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.4251001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.4340997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.4431000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.4521002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.4610999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.4701001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.4790997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.4881000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.4971002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.5060999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.5151001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.5240997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.5331000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.5421002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.5510999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.5601001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.5690997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.5781000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.5871002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.5960999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.6051001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.6140997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.6231000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.6321002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.6410999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.6501001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.6590997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.6681000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.6771002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.6860999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.6951001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.7040997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.7131000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.7221002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.7310999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.7401001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.7490997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.7581000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.7671002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.7760999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.7851001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.7940997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.8031000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.8121002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.8210999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.8301001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.8390997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.8481000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.8571002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.8660999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.8751001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.8840997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.8931000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.9021002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.9110999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.9201001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.9290997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.9381000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.9471002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.9560999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.9651001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.9740997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.9831000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 7.9921002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.0010999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.0101001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.0190997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.0281000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.0371002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.0460999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.0551001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.0640997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.0731000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.0821002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.0910999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.1001001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.1090997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.1181000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.1271002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.1360999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.1451001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.1540997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.1631000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.1721002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.1810999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.1901001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.1990997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.2081000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.2171002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.2260999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.2351001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.2440997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.2531000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.2621002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.2710999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.2801001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.2890997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.2981000E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.3071002E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.3160999E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.3251001E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 8.3340997E+002, 4.5000000E+001, 2.0000000E+001, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
