s,C,C
Ver. Time,surf,back
0,0,0
50,48.292,0
100,65.068,0
150,76.99,0
200,86.5,0
250,94.5,0
300,101.45,0.003
350,107.65,0.013
400,113.27,0.039
450,118.43,0.091
500,123.2,0.18
550,127.66,0.32
600,131.84,0.521
650,135.78,0.792
700,139.52,1.139
750,143.07,1.569
800,146.46,2.084
850,149.71,2.686
900,152.81,3.375
950,155.8,4.151
999,158.62,4.992
