s,C,C
Ver. Time,surf,back
0,0,0
50,51.226,0
100,70.637,0
150,85.06,0
200,96.98,0.001
250,107.34,0.012
300,116.68,0.068
350,125.28,0.245
400,133.33,0.646
450,140.92,1.387
500,148.16,2.575
550,155.11,4.294
600,161.81,6.601
650,168.3,9.526
700,174.62,13.074
750,180.78,17.224
800,186.82,21.944
850,192.74,27.187
900,198.57,32.899
950,204.34,39.026
999,209.97,45.378
