s,C,C
Ver. Time,surf,back
0,0,0
50,49.742,0
100,67.809,0
150,80.95,0
200,91.63,0
250,100.77,0.003
300,108.85,0.019
350,116.19,0.073
400,122.94,0.203
450,129.24,0.456
500,135.16,0.88
550,140.77,1.519
600,146.1,2.409
650,151.21,3.577
700,156.12,5.042
750,160.85,6.812
800,165.42,8.889
850,169.86,11.267
900,174.17,13.937
950,178.38,16.884
999,182.4,20.024
