s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kW,kW,kW,kW,kg,kg
 1.9003479E+001, 2.0755360E-001, 2.0755368E-001, 1.7200649E-010, 3.8644352E-004, 2.7014474E+001, 4.1728342E-047,-2.3686604E-001, 1.2185793E+002, 1.4121714E-008, 1.4121714E-008, 1.4121714E-008, 1.4121714E-008, 1.4121714E-008, 3.7501132E-004, 6.8017098E-007
 2.0016222E+001, 2.0755358E-001, 2.0755368E-001, 2.4275609E-010, 3.8646045E-004, 2.7017001E+001, 1.9000006E-037,-2.2456232E-001, 1.2864443E+002, 3.3857292E-008, 3.3857292E-008, 3.3857292E-008, 3.3857292E-008, 3.3857292E-008, 4.1713341E-004, 8.2855058E-007
 2.1013992E+001, 2.0755354E-001, 2.0755368E-001, 3.2338717E-010, 3.8647974E-004, 2.7019605E+001, 1.0699600E-029,-1.7583722E-001, 1.3465737E+002, 4.2603640E-008, 4.2603640E-008, 4.2603640E-008, 4.2603640E-008, 4.2603640E-008, 4.6112184E-004, 9.9583924E-007
 2.2018850E+001, 2.0755351E-001, 2.0755368E-001, 4.1401220E-010, 3.8650142E-004, 2.7021697E+001, 1.0206330E-022,-1.4460143E-001, 1.4222297E+002, 2.7621533E-007, 2.7621533E-007, 2.7621533E-007, 2.7621533E-007, 2.7621533E-007, 5.0734647E-004, 1.1685570E-006
 2.3002092E+001, 2.0755352E-001, 2.0755368E-001, 3.7540077E-010, 3.8649218E-004, 2.7023502E+001, 2.2527360E-016,-1.9932379E-001, 1.4822824E+002, 2.7655816E-007, 2.7655816E-007, 2.7655816E-007, 2.7655816E-007, 2.7655816E-007, 5.5548893E-004, 1.3514148E-006
 2.4010719E+001, 2.0755355E-001, 2.0755368E-001, 3.1277124E-010, 3.8647720E-004, 2.7026205E+001, 1.2652597E-009,-2.4430079E-001, 1.5468573E+002, 5.7375906E-007, 5.7375906E-007, 5.7375906E-007, 5.7375906E-007, 5.7375906E-007, 6.0584364E-004, 1.5579297E-006
 2.5001103E+001, 2.0755352E-001, 2.0755368E-001, 3.7076770E-010, 3.8649107E-004, 2.7030271E+001, 4.8066182E-001,-1.6493475E-001, 1.6202964E+002, 1.3099595E-006, 1.3099595E-006, 1.3099595E-006, 1.3099595E-006, 1.3099595E-006, 6.5831623E-004, 1.7909569E-006
 2.6017788E+001, 2.0755341E-001, 2.0755368E-001, 6.5000576E-010, 3.8655787E-004, 2.7036104E+001, 3.3872194E+000,-1.0770837E-001, 1.6810618E+002, 2.0451301E-006, 2.0451301E-006, 2.0451301E-006, 2.0451301E-006, 2.0451301E-006, 7.1335157E-004, 2.0416890E-006
 2.7010358E+001, 2.0755290E-001, 2.0755368E-001, 1.8980203E-009, 3.8685644E-004, 2.7046313E+001, 4.6178918E+000,-1.8994544E-001, 1.7516950E+002, 3.1768259E-006, 3.1768259E-006, 3.1768259E-006, 3.1768259E-006, 3.1768259E-006, 7.7103027E-004, 2.3021318E-006
 2.8009611E+001, 2.0752710E-001, 2.0755368E-001, 6.4884346E-008, 4.0192497E-004, 2.7348846E+001, 5.0249435E+000,-2.4331747E-001, 1.8142737E+002, 3.2141823E-006, 3.2141823E-006, 3.2141823E-006, 3.2141823E-006, 3.2141823E-006, 8.3035817E-004, 2.5845057E-006
 2.9004375E+001, 2.0693692E-001, 2.0755368E-001, 1.5060220E-006, 7.4669559E-004, 3.3553735E+001, 5.2458459E+000,-1.4103886E-001, 1.8904789E+002, 3.9851268E-006, 3.9851268E-006, 3.9851268E-006, 3.9851268E-006, 3.9851268E-006, 8.9137746E-004, 2.9023124E-006
 3.0001578E+001, 2.0640343E-001, 2.0755368E-001, 2.8087501E-006, 1.0583538E-003, 3.9056751E+001, 4.4145906E+000,-6.8594590E-002, 1.9378345E+002, 4.8219459E-006, 4.8219459E-006, 4.8219459E-006, 4.8219459E-006, 4.8219459E-006, 9.5455796E-004, 3.2420780E-006
 3.1001008E+001, 2.0645831E-001, 2.0755368E-001, 2.6747350E-006, 1.0262927E-003, 3.8581891E+001, 3.9386582E+000,-1.8282415E-001, 2.0129964E+002, 9.2035379E-006, 9.2035379E-006, 9.2035379E-006, 9.2035379E-006, 9.2035379E-006, 1.0199607E-003, 3.6038583E-006
 3.2010899E+001, 2.0647867E-001, 2.0755368E-001, 2.6250226E-006, 1.0143997E-003, 3.8241729E+001, 6.4075846E+000,-1.2463182E-001, 2.0866357E+002, 7.5371916E-006, 7.5371916E-006, 7.5371916E-006, 7.5371916E-006, 7.5371916E-006, 1.0876800E-003, 3.9855975E-006
 3.3001026E+001, 2.0659487E-001, 2.0755368E-001, 2.3412776E-006, 9.4651800E-004, 3.6944137E+001, 8.0852056E+000,-4.5260616E-002, 2.1329960E+002, 1.3684046E-005, 1.3684046E-005, 1.3684046E-005, 1.3684046E-005, 1.3684046E-005, 1.1564769E-003, 4.3886590E-006
 3.4015958E+001, 2.0673376E-001, 2.0755368E-001, 2.0021309E-006, 8.6538222E-004, 3.5506045E+001, 7.7366089E+000,-6.1757053E-002, 2.2187075E+002, 2.5332366E-005, 2.5332366E-005, 2.5332366E-005, 2.5332366E-005, 2.5332366E-005, 1.2279789E-003, 4.7972038E-006
 3.5011966E+001, 2.0669467E-001, 2.0755368E-001, 2.0975862E-006, 8.8821846E-004, 3.5875010E+001, 8.8673319E+000,-1.2015291E-001, 2.2895003E+002, 3.1034381E-005, 3.1034381E-005, 3.1034381E-005, 3.1034381E-005, 3.1034381E-005, 1.3014551E-003, 5.2558596E-006
 3.6007616E+001, 2.0664258E-001, 2.0755368E-001, 2.2247824E-006, 9.1864827E-004, 3.6399292E+001, 9.6612324E+000, 2.1437361E-002, 2.3367170E+002, 3.0525312E-005, 3.0525312E-005, 3.0525312E-005, 3.0525312E-005, 3.0525312E-005, 1.3764062E-003, 5.7112871E-006
 3.7001509E+001, 2.0663475E-001, 2.0755368E-001, 2.2438902E-006, 9.2321951E-004, 3.6477888E+001, 9.6346784E+000,-7.4734303E-002, 2.4165695E+002, 4.2028762E-005, 4.2028762E-005, 4.2028762E-005, 4.2028762E-005, 4.2028762E-005, 1.4536295E-003, 6.1685351E-006
 3.8000639E+001, 2.0663709E-001, 2.0755368E-001, 2.2381816E-006, 9.2185381E-004, 3.6431362E+001, 9.8783811E+000,-1.3368414E-001, 2.4705726E+002, 3.1676978E-005, 3.1676978E-005, 3.1676978E-005, 3.1676978E-005, 3.1676978E-005, 1.5332134E-003, 6.6482402E-006
 3.9013915E+001, 2.0683654E-001, 2.0755368E-001, 1.7511306E-006, 8.0533416E-004, 3.4339446E+001, 8.4094049E+000,-7.0871967E-002, 2.5499310E+002, 6.1313691E-005, 6.1313691E-005, 6.1313691E-005, 6.1313691E-005, 6.1313691E-005, 1.6153729E-003, 7.1834881E-006
 4.0012521E+001, 2.0693694E-001, 2.0755368E-001, 1.5059828E-006, 7.4668620E-004, 3.3316320E+001, 1.0508910E+001,-3.3525246E-002, 2.6063964E+002, 6.8629613E-005, 6.8629613E-005, 6.8629613E-005, 6.8629613E-005, 6.8629613E-005, 1.6998287E-003, 7.7715987E-006
 4.1010635E+001, 2.0686529E-001, 2.0755368E-001, 1.6809250E-006, 7.8853851E-004, 3.4051532E+001, 1.1383160E+001,-7.6743240E-003, 2.6810395E+002, 6.9226092E-005, 6.9226092E-005, 6.9226092E-005, 6.9226092E-005, 6.9226092E-005, 1.7867112E-003, 8.3935264E-006
 4.2004742E+001, 2.0679135E-001, 2.0755368E-001, 1.8614811E-006, 8.3173386E-004, 3.4785119E+001, 1.1020110E+001,-4.9338015E-002, 2.7433474E+002, 1.2960112E-004, 1.2960112E-004, 1.2960112E-004, 1.2960112E-004, 1.2960112E-004, 1.8751387E-003, 9.0208325E-006
 4.3014224E+001, 2.0645943E-001, 2.0755368E-001, 2.6719971E-006, 1.0256377E-003, 3.8302193E+001, 1.1699692E+001,-1.1865473E-002, 2.7927209E+002, 1.1081011E-004, 1.1081011E-004, 1.1081011E-004, 1.1081011E-004, 1.1081011E-004, 1.9661388E-003, 9.6598970E-006
 4.4014359E+001, 2.0625746E-001, 2.0755368E-001, 3.1651856E-006, 1.1436257E-003, 4.0323536E+001, 1.2025777E+001,-1.2409451E-002, 2.8875743E+002, 1.9020618E-004, 1.9020618E-004, 1.9020618E-004, 1.9020618E-004, 1.9020618E-004, 2.0601053E-003, 1.0346758E-005
 4.5008829E+001, 2.0629942E-001, 2.0755368E-001, 3.0627285E-006, 1.1191144E-003, 3.9711575E+001, 1.2005405E+001,-2.3162580E-002, 2.9497385E+002, 1.7615946E-004, 1.7615946E-004, 1.7615946E-004, 1.7615946E-004, 1.7615946E-004, 2.1560396E-003, 1.1040494E-005
 4.6014437E+001, 2.0626641E-001, 2.0755368E-001, 3.1433272E-006, 1.1383965E-003, 3.9926764E+001, 1.2012906E+001,-7.4843852E-002, 3.0065320E+002, 1.5862543E-004, 1.5862543E-004, 1.5862543E-004, 1.5862543E-004, 1.5862543E-004, 2.2538826E-003, 1.1747302E-005
 4.7009077E+001, 2.0607406E-001, 2.0755368E-001, 3.6130278E-006, 1.2507655E-003, 4.1718253E+001, 1.1963297E+001,-2.6906662E-002, 3.0836649E+002, 2.1530726E-004, 2.1530726E-004, 2.1530726E-004, 2.1530726E-004, 2.1530726E-004, 2.3528665E-003, 1.2482611E-005
 4.8005876E+001, 2.0593703E-001, 2.0755368E-001, 3.9476443E-006, 1.3308175E-003, 4.2946955E+001, 1.2167435E+001,-7.3761741E-003, 3.1159546E+002, 2.3925731E-004, 2.3925731E-004, 2.3925731E-004, 2.3925731E-004, 2.3925731E-004, 2.4537013E-003, 1.3286379E-005
 4.9010429E+001, 2.0584220E-001, 2.0755368E-001, 4.1792118E-006, 1.3862167E-003, 4.3729774E+001, 1.3087061E+001,-1.9641558E-002, 3.2115585E+002, 2.8466023E-004, 2.8466023E-004, 2.8466023E-004, 2.8466023E-004, 2.8466023E-004, 2.5577946E-003, 1.4112110E-005
 5.0014825E+001, 2.0579624E-001, 2.0755368E-001, 4.2914432E-006, 1.4130666E-003, 4.3783263E+001, 1.4065391E+001,-4.4140861E-002, 3.2677034E+002, 3.3777915E-004, 3.3777915E-004, 3.3777915E-004, 3.3777915E-004, 3.3777915E-004, 2.6643379E-003, 1.4936712E-005
 5.1012676E+001, 2.0578284E-001, 2.0755368E-001, 4.3241858E-006, 1.4208998E-003, 4.3456977E+001, 1.4335212E+001,-2.3179189E-002, 3.3506277E+002, 3.2345400E-004, 3.2345400E-004, 3.2345400E-004, 3.2345400E-004, 3.2345400E-004, 2.7721489E-003, 1.5780390E-005
 5.2007977E+001, 2.0582867E-001, 2.0755368E-001, 4.2122727E-006, 1.3941265E-003, 4.2427476E+001, 1.4453838E+001,-1.9770085E-002, 3.4170451E+002, 3.7726246E-004, 3.7726246E-004, 3.7726246E-004, 3.7726246E-004, 3.7726246E-004, 2.8818215E-003, 1.6647197E-005
 5.3010771E+001, 2.0581578E-001, 2.0755368E-001, 4.2437583E-006, 1.4016593E-003, 4.2468499E+001, 1.4171159E+001,-1.6327435E-001, 3.4628812E+002, 4.8967934E-004, 4.8967934E-004, 4.8967934E-004, 4.8967934E-004, 4.8967934E-004, 2.9939438E-003, 1.7571463E-005
 5.4016472E+001, 2.0575501E-001, 2.0755367E-001, 4.3921610E-006, 1.4371624E-003, 4.2974137E+001, 1.4472903E+001,-4.3304298E-002, 3.5364885E+002, 4.8361071E-004, 4.8361071E-004, 4.8361071E-004, 4.8361071E-004, 4.8361071E-004, 3.1078113E-003, 1.8597887E-005
 5.5005305E+001, 2.0565723E-001, 2.0755349E-001, 4.6309362E-006, 1.4942862E-003, 4.3575613E+001, 1.4758291E+001,-4.0732912E-002, 3.5861096E+002, 4.8465708E-004, 4.8465708E-004, 4.8465708E-004, 4.8465708E-004, 4.8465708E-004, 3.2243142E-003, 1.9647980E-005
 5.6004801E+001, 2.0579621E-001, 2.0755229E-001, 4.2915390E-006, 1.4130897E-003, 4.2925231E+001, 1.5066982E+001,-2.0504733E-001, 3.6647204E+002, 5.5633123E-004, 5.5633123E-004, 5.5633123E-004, 5.5633123E-004, 5.5633123E-004, 3.3437281E-003, 2.0703866E-005
 5.7009250E+001, 2.0563492E-001, 2.0755187E-001, 4.6853842E-006, 1.5073117E-003, 4.4328621E+001, 1.5213083E+001,-1.3888597E-001, 3.7541465E+002, 5.5573584E-004, 5.5573584E-004, 5.5573584E-004, 5.5573584E-004, 5.5573584E-004, 3.4650310E-003, 2.1762124E-005
 5.8007606E+001, 2.0536594E-001, 2.0755276E-001, 5.3422352E-006, 1.6644550E-003, 4.6141555E+001, 1.6421549E+001,-1.5842189E-001, 3.7849552E+002, 5.2150072E-004, 5.2150072E-004, 5.2150072E-004, 5.2150072E-004, 5.2150072E-004, 3.5885949E-003, 2.2918206E-005
 5.9001183E+001, 2.0526615E-001, 2.0755307E-001, 5.5859089E-006, 1.7227506E-003, 4.6987146E+001, 1.5946104E+001,-1.8743218E-001, 3.8598905E+002, 6.5674521E-004, 6.5674521E-004, 6.5674521E-004, 6.5674521E-004, 6.5674521E-004, 3.7144471E-003, 2.4049336E-005
 6.0012373E+001, 2.0512437E-001, 2.0755316E-001, 5.9321290E-006, 1.8055794E-003, 4.8142993E+001, 1.5683545E+001,-2.9344813E-001, 3.9373707E+002, 8.0604500E-004, 8.0604500E-004, 8.0604500E-004, 8.0604500E-004, 8.0604500E-004, 3.8430550E-003, 2.5145399E-005
 6.1009391E+001, 2.0490816E-001, 2.0755334E-001, 6.4600752E-006, 1.9318843E-003, 4.9874249E+001, 1.6232299E+001,-1.7244901E-001, 4.0352776E+002, 8.9878806E-004, 8.9878806E-004, 8.9878806E-004, 8.9878806E-004, 8.9878806E-004, 3.9721833E-003, 2.6315502E-005
 6.2009475E+001, 2.0493016E-001, 2.0755352E-001, 6.4063509E-006, 1.9190311E-003, 4.9798953E+001, 1.7154467E+001,-2.4090180E-001, 4.0320899E+002, 7.8970944E-004, 7.8970944E-004, 7.8970944E-004, 7.8970944E-004, 7.8970944E-004, 4.1035612E-003, 2.7518414E-005
 6.3013575E+001, 2.0496428E-001, 2.0755360E-001, 6.3230343E-006, 1.8990985E-003, 4.9522891E+001, 1.8192949E+001,-4.3850272E-001, 4.1403524E+002, 9.1343528E-004, 9.1343528E-004, 9.1343528E-004, 9.1343528E-004, 9.1343528E-004, 4.2378210E-003, 2.8794919E-005
 6.4005826E+001, 2.0493948E-001, 2.0755363E-001, 6.3835950E-006, 1.9135868E-003, 4.9761486E+001, 1.9455673E+001,-3.2215081E-001, 4.1664453E+002, 9.6402287E-004, 9.6402287E-004, 9.6402287E-004, 9.6402287E-004, 9.6402287E-004, 4.3704235E-003, 3.0134174E-005
 6.5007380E+001, 2.0478295E-001, 2.0755364E-001, 6.7658299E-006, 2.0050321E-003, 5.1096576E+001, 2.0277986E+001,-3.3366642E-001, 4.2809531E+002, 1.0418287E-003, 1.0418287E-003, 1.0418287E-003, 1.0418287E-003, 1.0418287E-003, 4.5071103E-003, 3.1508717E-005
 6.6009041E+001, 2.0460595E-001, 2.0755365E-001, 7.1980464E-006, 2.1084354E-003, 5.2421169E+001, 1.9808574E+001,-4.9473442E-001, 4.3337145E+002, 1.0612180E-003, 1.0612180E-003, 1.0612180E-003, 1.0612180E-003, 1.0612180E-003, 4.6471007E-003, 3.3011521E-005
 6.7009925E+001, 2.0448344E-001, 2.0755365E-001, 7.4971914E-006, 2.1800029E-003, 5.3477153E+001, 2.0976926E+001,-3.1177439E-001, 4.3962466E+002, 1.1897297E-003, 1.1897297E-003, 1.1897297E-003, 1.1897297E-003, 1.1897297E-003, 4.7878007E-003, 3.4624622E-005
 6.8012872E+001, 2.0430111E-001, 2.0755365E-001, 7.9424189E-006, 2.2865197E-003, 5.4956376E+001, 2.0480392E+001,-3.7922052E-001, 4.4731325E+002, 1.1595921E-003, 1.1595921E-003, 1.1595921E-003, 1.1595921E-003, 1.1595921E-003, 4.9300697E-003, 3.6350073E-005
 6.9012010E+001, 2.0416594E-001, 2.0755365E-001, 8.2724812E-006, 2.3654844E-003, 5.5983930E+001, 1.9754973E+001,-3.6256752E-001, 4.5323076E+002, 1.3083422E-003, 1.3083422E-003, 1.3083422E-003, 1.3083422E-003, 1.3083422E-003, 5.0758950E-003, 3.8184623E-005
 7.0010616E+001, 2.0403916E-001, 2.0755365E-001, 8.5820672E-006, 2.4395500E-003, 5.7042313E+001, 1.9275421E+001,-2.1029064E-001, 4.5767616E+002, 1.2326673E-003, 1.2326673E-003, 1.2326673E-003, 1.2326673E-003, 1.2326673E-003, 5.2208263E-003, 4.0089879E-005
 7.1004502E+001, 2.0400259E-001, 2.0755365E-001, 8.6713657E-006, 2.4609141E-003, 5.7306170E+001, 1.9881348E+001,-1.9632337E-001, 4.6679971E+002, 1.2203815E-003, 1.2203815E-003, 1.2203815E-003, 1.2203815E-003, 1.2203815E-003, 5.3685089E-003, 4.1944772E-005
 7.2010092E+001, 2.0404818E-001, 2.0755365E-001, 8.5600243E-006, 2.4342768E-003, 5.6937852E+001, 2.1910998E+001,-2.0376081E-001, 4.7533570E+002, 1.4338317E-003, 1.4338317E-003, 1.4338317E-003, 1.4338317E-003, 1.4338317E-003, 5.5199466E-003, 4.3736567E-005
 7.3002322E+001, 2.0416805E-001, 2.0755365E-001, 8.2673384E-006, 2.3642548E-003, 5.5792889E+001, 2.3763453E+001,-1.4779118E-001, 4.7784330E+002, 1.6231329E-003, 1.6231329E-003, 1.6231329E-003, 1.6231329E-003, 1.6231329E-003, 5.6695313E-003, 4.5592035E-005
 7.4005841E+001, 2.0429199E-001, 2.0755365E-001, 7.9646876E-006, 2.2918491E-003, 5.4527091E+001, 2.4299054E+001,-1.0965766E-001, 4.8470472E+002, 1.4681121E-003, 1.4681121E-003, 1.4681121E-003, 1.4681121E-003, 1.4681121E-003, 5.8203377E-003, 4.7527430E-005
 7.5011043E+001, 2.0433144E-001, 2.0755365E-001, 7.8683590E-006, 2.2688037E-003, 5.4100957E+001, 2.5207155E+001,-1.2864935E-001, 4.9532197E+002, 1.3641564E-003, 1.3641564E-003, 1.3641564E-003, 1.3641564E-003, 1.3641564E-003, 5.9756649E-003, 4.9572166E-005
 7.6001054E+001, 2.0435380E-001, 2.0755364E-001, 7.8137623E-006, 2.2557421E-003, 5.3779459E+001, 2.5382171E+001,-1.1939528E-001, 4.9329115E+002, 1.4787773E-003, 1.4787773E-003, 1.4787773E-003, 1.4787773E-003, 1.4787773E-003, 6.1302893E-003, 5.1704934E-005
 7.7013249E+001, 2.0429076E-001, 2.0755343E-001, 7.9677090E-006, 2.2925723E-003, 5.4269147E+001, 2.5080927E+001,-7.2045553E-002, 5.0405366E+002, 1.5932282E-003, 1.5932282E-003, 1.5932282E-003, 1.5932282E-003, 1.5932282E-003, 6.2882015E-003, 5.3934877E-005
 7.8003498E+001, 2.0387558E-001, 2.0754979E-001, 8.9815069E-006, 2.5351151E-003, 5.8052299E+001, 2.6690170E+001,-1.6330933E-001, 5.1972306E+002, 1.7766534E-003, 1.7766534E-003, 1.7766534E-003, 1.7766534E-003, 1.7766534E-003, 6.4517151E-003, 5.6180772E-005
 7.9005863E+001, 2.0374572E-001, 2.0750230E-001, 9.2986000E-006, 2.6109758E-003, 5.9046714E+001, 2.8703923E+001,-8.6730848E-002, 5.1598323E+002, 1.8930332E-003, 1.8930332E-003, 1.8930332E-003, 1.8930332E-003, 1.8930332E-003, 6.6154799E-003, 5.8416885E-005
 8.0010234E+001, 2.0372012E-001, 2.0740782E-001, 9.3611087E-006, 2.6259299E-003, 5.8988687E+001, 2.8355377E+001,-1.3161585E-001, 5.1990211E+002, 1.9933737E-003, 1.9933737E-003, 1.9933737E-003, 1.9933737E-003, 1.9933737E-003, 6.7806291E-003, 6.0686982E-005
 8.1003515E+001, 2.0366386E-001, 2.0736774E-001, 9.4984978E-006, 2.6587993E-003, 5.9433390E+001, 2.8360877E+001,-2.1166367E-001, 5.3966132E+002, 1.7997588E-003, 1.7997588E-003, 1.7997588E-003, 1.7997588E-003, 1.7997588E-003, 6.9489641E-003, 6.2983120E-005
 8.2005726E+001, 2.0363417E-001, 2.0738900E-001, 9.5709886E-006, 2.6761426E-003, 5.9672060E+001, 2.7991561E+001,-1.7023339E-001, 5.3963036E+002, 2.1214455E-003, 2.1214455E-003, 2.1214455E-003, 2.1214455E-003, 2.1214455E-003, 7.1186330E-003, 6.5314093E-005
 8.3003112E+001, 2.0372140E-001, 2.0740405E-001, 9.3580013E-006, 2.6251862E-003, 5.8236165E+001, 2.9304778E+001,-3.4669242E-001, 5.3597727E+002, 2.1557931E-003, 2.1557931E-003, 2.1557931E-003, 2.1557931E-003, 2.1557931E-003, 7.2882902E-003, 6.7700015E-005
 8.4012999E+001, 2.0361983E-001, 2.0742215E-001, 9.6060850E-006, 2.6845358E-003, 5.7733713E+001, 2.9169516E+001,-2.0449667E-001, 5.5522078E+002, 2.1036930E-003, 2.1036930E-003, 2.1036930E-003, 2.1036930E-003, 2.1036930E-003, 7.4614605E-003, 7.0176337E-005
 8.5010615E+001, 2.0342343E-001, 2.0746266E-001, 1.0085631E-005, 2.7992648E-003, 5.9868506E+001, 3.0259962E+001,-3.3851556E-001, 5.5942664E+002, 2.1385249E-003, 2.1385249E-003, 2.1385249E-003, 2.1385249E-003, 2.1385249E-003, 7.6372802E-003, 7.2853963E-005
