s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kW,kW,kW,kW,kg,kg
Time,"O2 1","O2 2","CO 3","CO2 4","T","Smoke Concentration","Pressure","R1","R2,1","R2,2","R2,3","R2,4","R2,5","GAS SOOT","WALL SOOT"
 0.0000000E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.6000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0596725E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.5993173E+001, 0.0000000E+000,-8.1300140E+000, 3.1254055E+000, 1.6100109E-028, 1.6100083E-028, 1.6100054E-028, 1.6100023E-028, 1.6099966E-028, 2.8468223E-007, 1.9476016E-015
 2.0230112E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.6004468E+001, 0.0000000E+000, 5.3001387E+000, 1.2402860E+001, 3.7061265E-024, 3.7061265E-024, 3.7061265E-024, 3.7061265E-024, 3.7061265E-024, 2.6639364E-006, 6.8131112E-014
 3.0826838E+000, 2.0755368E-001, 2.0755368E-001, 4.9719744E-121, 3.8640237E-004, 2.6000429E+001, 0.0000000E+000, 4.4222873E-001, 2.1826149E+001, 2.9310126E-013, 2.9310126E-013, 2.9310126E-013, 2.9310126E-013, 2.9310126E-013, 8.6906376E-006, 9.3970799E-013
 4.0156344E+000, 2.0755368E-001, 2.0755368E-001, 5.9641931E-111, 3.8640237E-004, 2.6001979E+001, 0.0000000E+000, 2.1414621E+000, 2.3536701E+001, 2.7618383E-018, 2.7618383E-018, 2.7618383E-018, 2.7618383E-018, 2.7618383E-018, 1.5928137E-005, 4.0739270E-012
 5.0199854E+000, 2.0755368E-001, 2.0755368E-001, 2.2168193E-102, 3.8640237E-004, 2.6002966E+001, 0.0000000E+000, 3.0807439E+000, 2.9237855E+001, 3.0193356E-018, 3.0193356E-018, 3.0193356E-018, 3.0193356E-018, 3.0193356E-018, 2.4354266E-005, 7.0433659E-012
 6.0098774E+000, 2.0755368E-001, 2.0755368E-001, 8.6311775E-080, 3.8640237E-004, 2.6004023E+001, 2.9699580E-284, 4.0626745E+000, 3.5605675E+001, 3.0931008E-015, 3.0931008E-015, 3.0931008E-015, 3.0931008E-015, 3.0931008E-015, 3.5101473E-005, 9.8604073E-012
 7.0155258E+000, 2.0755368E-001, 2.0755368E-001, 3.8098759E-059, 3.8640237E-004, 2.6005390E+001, 2.9795303E-269, 5.3416177E+000, 4.2299206E+001, 5.8202584E-015, 5.8202584E-015, 5.8202584E-015, 5.8202584E-015, 5.8202584E-015, 4.8065640E-005, 1.3899119E-011
 8.0195933E+000, 2.0755368E-001, 2.0755368E-001, 3.2668248E-047, 3.8640237E-004, 2.6006696E+001, 8.8685853E-251, 6.4162768E+000, 4.8685753E+001, 2.2742951E-014, 2.2742951E-014, 2.2742951E-014, 2.2742951E-014, 2.2742951E-014, 6.3394079E-005, 1.7291929E-009
 9.0156709E+000, 2.0755368E-001, 2.0755368E-001, 6.4065016E-038, 3.8640237E-004, 2.6008028E+001, 2.2620130E-229, 7.3591088E+000, 5.5348976E+001, 5.0825604E-013, 5.0825604E-013, 5.0825604E-013, 5.0825604E-013, 5.0825604E-013, 8.0802587E-005, 1.2271102E-008
 1.0014678E+001, 2.0755368E-001, 2.0755368E-001, 4.7334392E-027, 3.8640237E-004, 2.6009685E+001, 1.8485028E-210, 8.4009990E+000, 6.1914829E+001, 1.8321600E-012, 1.8321600E-012, 1.8321600E-012, 1.8321600E-012, 1.8321600E-012, 1.0036438E-004, 3.0570972E-008
 1.1021875E+001, 2.0755368E-001, 2.0755368E-001, 5.3295495E-023, 3.8640237E-004, 2.6011667E+001, 1.1107360E-182, 9.4973017E+000, 6.8857159E+001, 3.4719106E-011, 3.4719106E-011, 3.4719106E-011, 3.4719106E-011, 3.4719106E-011, 1.2220221E-004, 5.3974212E-008
