m,m/s
Velocity_z-z,Velocity_z
 6.2500000E-004, 1.5625000E-002
 1.4285714E-001, 6.6406250E-002
 2.8571429E-001, 1.0156250E-001
 4.2857143E-001, 1.2109375E-001
 5.7142857E-001, 1.2109375E-001
 7.1428571E-001, 1.0156250E-001
 8.5714286E-001, 6.6406250E-002
 9.9937500E-001, 1.5625000E-002
