Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
   0, 8.845E-01, 1.145E+00, 5.180E-01, 1.449E+00, 1.192E+00, 2.971E-01, 1.097E+02, 0.000E+00, 2.160E-04, 0.000E+00, 1.876E-01, 0.000E+00, 0.000E+00, 1.154E+02
