s,m/s
Time,"Ub"
 0.0000000E+000,-1.5876786E-019
 1.0452852E-002, 2.5097865E-001
 2.0684187E-002, 6.7213069E-001
 3.0354717E-002, 1.0703820E+000
 4.0311874E-002, 1.4572430E+000
 5.0268619E-002, 1.8400983E+000
 6.0085169E-002, 2.2054991E+000
 7.0252771E-002, 2.5571842E+000
 8.0026350E-002, 2.8957813E+000
 9.0165016E-002, 3.2035544E+000
 1.0015193E-001, 3.4541116E+000
 1.1011726E-001, 3.7064204E+000
 1.2007361E-001, 3.9291175E+000
 1.3010463E-001, 4.1164261E+000
 1.4014290E-001, 4.2782043E+000
 1.5003326E-001, 4.4383300E+000
 1.6005116E-001, 4.5907773E+000
 1.7011334E-001, 4.7504029E+000
 1.8007904E-001, 4.8846701E+000
 1.9014813E-001, 5.0140189E+000
 2.0005296E-001, 5.1746132E+000
 2.1003725E-001, 5.3513029E+000
 2.2012764E-001, 5.5133296E+000
 2.3005888E-001, 5.6761107E+000
 2.4012801E-001, 5.8273603E+000
 2.5005532E-001, 5.9349850E+000
 2.6003987E-001, 6.0039420E+000
 2.7003230E-001, 5.9673781E+000
 2.8012671E-001, 6.0399790E+000
 2.9003360E-001, 6.2007803E+000
 3.0009655E-001, 6.2675857E+000
 3.1001903E-001, 6.2619882E+000
 3.2004257E-001, 6.1843321E+000
 3.3000713E-001, 6.1273235E+000
 3.4007718E-001, 6.0200608E+000
 3.5001169E-001, 5.9236000E+000
 3.6010110E-001, 5.8665832E+000
 3.7007040E-001, 5.9098655E+000
 3.8010515E-001, 5.9192909E+000
 3.9006048E-001, 5.8061966E+000
 4.0005137E-001, 5.7734916E+000
 4.1008966E-001, 5.8562864E+000
 4.2006378E-001, 5.8545509E+000
 4.3005304E-001, 5.7586379E+000
 4.4011961E-001, 5.7070963E+000
 4.5006540E-001, 5.7199304E+000
 4.6006387E-001, 5.6694708E+000
 4.7006691E-001, 5.5678315E+000
 4.8001224E-001, 5.5675809E+000
 4.9000735E-001, 5.6252352E+000
 5.0013011E-001, 5.6779674E+000
 5.1005986E-001, 5.7023466E+000
 5.2007561E-001, 5.7366342E+000
 5.3005796E-001, 5.7550497E+000
