m,m/s
Velocity_z-z,Velocity_z
 1.2500000E-003, 3.1250000E-002
 1.4285714E-001, 7.8125000E-002
 2.8571429E-001, 1.0937500E-001
 4.2857143E-001, 1.2500000E-001
 5.7142857E-001, 1.2500000E-001
 7.1428571E-001, 1.0937500E-001
 8.5714286E-001, 7.8125000E-002
 9.9875000E-001, 3.1250000E-002
