s,m/s
Time,"Ub"
 0.0000000E+000,-1.5876786E-019
 1.0545458E-002, 2.6463941E-001
 2.0736801E-002, 6.7453693E-001
 3.0405295E-002, 1.0730380E+000
 4.0356019E-002, 1.4593017E+000
 5.0310336E-002, 1.8420382E+000
 6.0122777E-002, 2.2071265E+000
 7.0285013E-002, 2.5585383E+000
 8.0053181E-002, 2.8968565E+000
 9.0198163E-002, 3.2045689E+000
 1.0019426E-001, 3.4549841E+000
 1.1013951E-001, 3.7075891E+000
 1.2005068E-001, 3.9301400E+000
 1.3003038E-001, 4.1185851E+000
 1.4001009E-001, 4.2868474E+000
 1.5013127E-001, 4.4496400E+000
 1.6008478E-001, 4.6176669E+000
 1.7003828E-001, 4.7814234E+000
 1.8016049E-001, 4.9235709E+000
 1.9002478E-001, 5.0620727E+000
 2.0013235E-001, 5.2415490E+000
 2.1008906E-001, 5.4203060E+000
 2.2004578E-001, 5.5784410E+000
 2.3000249E-001, 5.6941534E+000
 2.4014390E-001, 5.8517290E+000
 2.5005897E-001, 6.0259889E+000
 2.6005700E-001, 6.1723525E+000
 2.7012299E-001, 6.2364050E+000
 2.8011642E-001, 6.2757683E+000
 2.9008064E-001, 6.3245121E+000
 3.0006501E-001, 6.3734358E+000
 3.1004938E-001, 6.3802948E+000
 3.2005551E-001, 6.4195875E+000
 3.3007953E-001, 6.4769140E+000
 3.4010354E-001, 6.5192284E+000
 3.5004932E-001, 6.5444307E+000
 3.6000830E-001, 6.5314228E+000
 3.7009236E-001, 6.5673271E+000
 3.8007932E-001, 6.6327761E+000
 3.9005800E-001, 6.6186139E+000
 4.0009404E-001, 6.5912793E+000
 4.1000916E-001, 6.6687440E+000
 4.2002614E-001, 6.7113605E+000
 4.3010102E-001, 6.5624006E+000
 4.4002210E-001, 6.4833791E+000
 4.5005640E-001, 6.4734972E+000
 4.6009576E-001, 6.5180181E+000
 4.7008352E-001, 6.4488820E+000
 4.8007129E-001, 6.3609014E+000
 4.9003963E-001, 6.2764142E+000
 5.0004006E-001, 6.2236241E+000
 5.1002942E-001, 6.1814150E+000
 5.2001878E-001, 6.2009636E+000
 5.3009341E-001, 6.1774934E+000
