Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
   0, 1.305E+00, 4.523E-01, 1.881E-01, 4.523E-01, 3.025E-02, 1.918E-01, 2.656E+02, 0.000E+00, 1.596E-01, 0.000E+00, 8.375E-02, 0.000E+00, 0.000E+00, 2.685E+02
