Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,Total T_USED (s)
   0, 1.336E+01, 1.815E+03, 3.980E+02, 1.452E+03, 1.931E+02, 6.180E+02, 1.221E+03, 0.000E+00, 1.121E-02, 0.000E+00, 5.407E+01, 0.000E+00, 0.000E+00, 5.764E+03
