Time,TMP,Pressure,Enthalpy,OH,O2,CH4,C_MF,H_MF,N_MF,O_MF
   0.01000, 626.84999,101324.99888,526541.51674,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.11000, 626.85074,101325.08353,526541.73927,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.21000, 626.85355,101325.39858,526542.56752,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.31000, 626.85786,101325.88230,526543.83920,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.41000, 626.86296,101326.45373,526545.34148,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.51000, 626.86856,101327.08199,526546.99315,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.61000, 626.87459,101327.75799,526548.77032,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.71000, 626.88102,101328.47942,526550.66693,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.81000, 626.88785,101329.24636,526552.68317,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.91000, 626.89510,101330.05989,526554.82191,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   1.01000, 626.90278,101330.92163,526557.08739,   0.00000,   0.22510,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   1.11000, 626.91090,101331.83348,526559.48461,   0.00000,   0.22510,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   1.21000, 626.91949,101332.79756,526562.01914,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.31000, 626.92856,101333.81617,526564.69701,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.41000, 626.93814,101334.89176,526567.52468,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.51000, 626.94825,101336.02695,526570.50905,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.61000, 626.95891,101337.22453,526573.65744,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.71000, 626.97015,101338.48747,526576.97766,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.81000, 626.98200,101339.81892,526580.47799,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.91000, 626.99448,101341.22224,526584.16726,   0.00000,   0.22509,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   2.01000, 627.00764,101342.70100,526588.05484,   0.00000,   0.22509,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   2.11000, 627.02150,101344.25899,526592.15074,   0.00000,   0.22509,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   2.21000, 627.03609,101345.90026,526596.46558,   0.00000,   0.22509,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   2.31000, 627.05146,101347.62914,526601.01071,   0.00000,   0.22509,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   2.41000, 627.06765,101349.45021,526605.79823,   0.00000,   0.22509,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   2.51000, 627.08470,101351.36840,526610.84106,   0.00000,   0.22509,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   2.61000, 627.10266,101353.38894,526616.15298,   0.00000,   0.22508,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   2.71000, 627.12157,101355.51746,526621.74876,   0.00000,   0.22508,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   2.81000, 627.14149,101357.75996,526627.64420,   0.00000,   0.22508,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   2.91000, 627.16248,101360.12287,526633.85620,   0.00000,   0.22508,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   3.01000, 627.18459,101362.61311,526640.40294,   0.00000,   0.22507,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   3.11000, 627.20790,101365.23809,526647.30390,   0.00000,   0.22507,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   3.21000, 627.23247,101368.00578,526654.58004,   0.00000,   0.22507,   0.03383,   0.02535,   0.00851,   0.74103,   0.22511
   3.31000, 627.25837,101370.92477,526662.25392,   0.00000,   0.22507,   0.03383,   0.02535,   0.00851,   0.74103,   0.22511
   3.41000, 627.28570,101374.00429,526670.34986,   0.00000,   0.22506,   0.03383,   0.02535,   0.00851,   0.74103,   0.22511
   3.51000, 627.31454,101377.25435,526678.89411,   0.00000,   0.22506,   0.03383,   0.02535,   0.00851,   0.74103,   0.22511
   3.61000, 627.34498,101380.68572,526687.91505,   0.00000,   0.22506,   0.03383,   0.02535,   0.00851,   0.74103,   0.22511
