Time,TMP,Pressure,Enthalpy,OH,O2,CH4,C_MF,H_MF,N_MF,O_MF
   0.01000, 626.84999,101324.99867,526541.51620,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.11000, 626.85123,101325.13790,526541.88222,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.21000, 626.85544,101325.61096,526543.12586,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.31000, 626.86136,101326.27456,526544.87045,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.41000, 626.86813,101327.03396,526546.86687,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.51000, 626.87555,101327.86605,526549.05441,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.61000, 626.88358,101328.76651,526551.42168,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.71000, 626.89222,101329.73606,526553.97058,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.81000, 626.90149,101330.77724,526556.70780,   0.00000,   0.22510,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.91000, 626.91144,101331.89344,526559.64224,   0.00000,   0.22510,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   1.01000, 626.92208,101333.08857,526562.78418,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.11000, 626.93347,101334.36692,526566.14491,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.21000, 626.94563,101335.73316,526569.73671,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.31000, 626.95862,101337.19234,526573.57283,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.41000, 626.97249,101338.74990,526577.66758,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.51000, 626.98727,101340.41170,526582.03638,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
