Time,TMP,Pressure,Enthalpy,OH,O2,CH4,C_MF,H_MF,N_MF,O_MF
   0.00010, 926.84966,101325.00000,910121.77856,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.00110, 926.84896,101325.00000,910121.77856,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.00210, 926.85468,101325.00000,910121.77856,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.00310, 926.87783,101325.00000,910121.77856,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   0.00410, 926.92770,101325.00000,910121.77856,   0.00000,   0.22509,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   0.00510, 927.00271,101325.00000,910121.77857,   0.00000,   0.22508,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   0.00610, 927.09652,101325.00000,910121.77857,   0.00000,   0.22507,   0.03383,   0.02535,   0.00851,   0.74103,   0.22511
   0.00710, 927.20532,101325.00000,910121.77857,   0.00000,   0.22505,   0.03381,   0.02535,   0.00851,   0.74103,   0.22511
   0.00810, 927.32817,101325.00000,910121.77857,   0.00000,   0.22503,   0.03380,   0.02535,   0.00851,   0.74103,   0.22511
   0.00910, 927.46556,101325.00000,910121.77857,   0.00000,   0.22501,   0.03378,   0.02535,   0.00851,   0.74103,   0.22511
   0.01010, 927.61864,101325.00000,910121.77857,   0.00000,   0.22499,   0.03377,   0.02535,   0.00851,   0.74103,   0.22511
   0.01110, 927.78892,101325.00000,910121.77857,   0.00000,   0.22496,   0.03375,   0.02535,   0.00851,   0.74103,   0.22511
   0.01210, 927.97820,101325.00000,910121.77857,   0.00000,   0.22493,   0.03373,   0.02535,   0.00851,   0.74103,   0.22511
   0.01310, 928.18857,101325.00000,910121.77857,   0.00000,   0.22490,   0.03370,   0.02535,   0.00851,   0.74103,   0.22511
   0.01410, 928.42245,101325.00000,910121.77857,   0.00000,   0.22487,   0.03368,   0.02535,   0.00851,   0.74103,   0.22511
   0.01510, 928.68269,101325.00000,910121.77857,   0.00000,   0.22483,   0.03365,   0.02535,   0.00851,   0.74103,   0.22511
   0.01610, 928.97261,101325.00000,910121.77857,   0.00000,   0.22478,   0.03362,   0.02535,   0.00851,   0.74103,   0.22511
   0.01710, 929.29612,101325.00000,910121.77857,   0.00000,   0.22474,   0.03359,   0.02535,   0.00851,   0.74103,   0.22511
   0.01810, 929.65790,101325.00000,910121.77857,   0.00000,   0.22468,   0.03355,   0.02535,   0.00851,   0.74103,   0.22511
   0.01910, 930.06357,101325.00000,910121.77857,   0.00000,   0.22462,   0.03351,   0.02535,   0.00851,   0.74103,   0.22511
   0.02010, 930.51995,101325.00000,910121.77857,   0.00000,   0.22456,   0.03346,   0.02535,   0.00851,   0.74103,   0.22511
   0.02110, 931.03543,101325.00000,910121.77857,   0.00000,   0.22448,   0.03341,   0.02535,   0.00851,   0.74103,   0.22511
   0.02210, 931.62045,101325.00000,910121.77857,   0.00000,   0.22440,   0.03335,   0.02535,   0.00851,   0.74103,   0.22511
   0.02310, 932.28826,101325.00000,910121.77857,   0.00000,   0.22430,   0.03328,   0.02535,   0.00851,   0.74103,   0.22511
   0.02410, 933.05592,101325.00000,910121.77857,   0.00000,   0.22419,   0.03320,   0.02535,   0.00851,   0.74103,   0.22511
   0.02510, 933.94594,101325.00000,910121.77857,   0.00000,   0.22406,   0.03312,   0.02535,   0.00851,   0.74103,   0.22511
   0.02610, 934.98874,101325.00000,910121.77857,   0.00000,   0.22391,   0.03301,   0.02535,   0.00851,   0.74103,   0.22511
   0.02710, 936.22677,101325.00000,910121.77857,   0.00000,   0.22373,   0.03290,   0.02535,   0.00851,   0.74103,   0.22511
   0.02810, 937.72159,101325.00000,910121.77857,   0.00000,   0.22352,   0.03275,   0.02535,   0.00851,   0.74103,   0.22511
   0.02910, 939.56692,101325.00000,910121.77857,   0.00000,   0.22326,   0.03258,   0.02535,   0.00851,   0.74103,   0.22511
   0.03010, 941.91488,101325.00000,910121.77857,   0.00000,   0.22292,   0.03237,   0.02535,   0.00851,   0.74103,   0.22511
   0.03110, 945.03475,101325.00000,910121.77857,   0.00000,   0.22247,   0.03208,   0.02535,   0.00851,   0.74103,   0.22511
   0.03210, 949.46755,101325.00000,910121.77857,   0.00000,   0.22184,   0.03169,   0.02535,   0.00851,   0.74103,   0.22511
   0.03310, 956.54142,101325.00000,910121.77857,   0.00000,   0.22083,   0.03109,   0.02535,   0.00851,   0.74103,   0.22511
   0.03410, 971.00377,101325.00000,910121.77856,   0.00000,   0.21876,   0.02992,   0.02535,   0.00851,   0.74103,   0.22511
   0.03510,1041.82446,101325.00000,910121.77850,   0.00001,   0.20870,   0.02494,   0.02535,   0.00851,   0.74103,   0.22511
   0.03610,2064.71513,101325.00000,910121.77867,   0.00494,   0.08958,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.03710,2079.42141,101325.00000,910121.77868,   0.00448,   0.08928,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.03810,2079.38768,101325.00000,910121.77868,   0.00447,   0.08918,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.03910,2079.11761,101325.00000,910121.77868,   0.00447,   0.08909,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04010,2078.84685,101325.00000,910121.77868,   0.00446,   0.08900,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04110,2078.57926,101325.00000,910121.77868,   0.00445,   0.08891,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04210,2078.31493,101325.00000,910121.77868,   0.00445,   0.08882,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04310,2078.05392,101325.00000,910121.77868,   0.00444,   0.08874,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04410,2077.79626,101325.00000,910121.77868,   0.00444,   0.08865,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04510,2077.54199,101325.00000,910121.77868,   0.00443,   0.08857,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04610,2077.29112,101325.00000,910121.77868,   0.00443,   0.08848,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04710,2077.04368,101325.00000,910121.77868,   0.00442,   0.08840,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04810,2076.79968,101325.00000,910121.77868,   0.00442,   0.08832,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04910,2076.55915,101325.00000,910121.77868,   0.00442,   0.08824,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05010,2076.32208,101325.00000,910121.77868,   0.00441,   0.08816,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05110,2076.08848,101325.00000,910121.77868,   0.00441,   0.08808,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05210,2075.85836,101325.00000,910121.77868,   0.00440,   0.08801,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05310,2075.63170,101325.00000,910121.77868,   0.00440,   0.08793,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05410,2075.40850,101325.00000,910121.77868,   0.00439,   0.08786,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05510,2075.18876,101325.00000,910121.77868,   0.00439,   0.08778,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
