Time,TMP,Pressure,Enthalpy,OH,O2,CH4,C_MF,H_MF,N_MF,O_MF
   0.00010, 926.84966,101325.00000,910121.77856,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.00110, 926.84957,101325.00000,910121.77856,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.00210, 926.86412,101325.00000,910121.77856,   0.00000,   0.22510,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.00310, 926.90499,101325.00000,910121.77856,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   0.00410, 926.97166,101325.00000,910121.77857,   0.00000,   0.22509,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   0.00510, 927.05632,101325.00000,910121.77857,   0.00000,   0.22507,   0.03383,   0.02535,   0.00851,   0.74103,   0.22511
   0.00610, 927.15407,101325.00001,910121.77859,   0.00000,   0.22506,   0.03382,   0.02535,   0.00851,   0.74103,   0.22511
   0.00710, 927.26363,101325.00002,910121.77863,   0.00000,   0.22504,   0.03381,   0.02535,   0.00851,   0.74103,   0.22511
   0.00810, 927.38535,101325.00003,910121.77869,   0.00000,   0.22502,   0.03379,   0.02535,   0.00851,   0.74103,   0.22511
   0.00910, 927.52027,101325.00006,910121.77877,   0.00000,   0.22500,   0.03378,   0.02535,   0.00851,   0.74103,   0.22511
   0.01010, 927.66968,101325.00009,910121.77889,   0.00000,   0.22498,   0.03376,   0.02535,   0.00851,   0.74103,   0.22511
   0.01110, 927.83514,101325.00014,910121.77905,   0.00000,   0.22495,   0.03374,   0.02535,   0.00851,   0.74103,   0.22511
   0.01210, 928.01839,101325.00019,910121.77925,   0.00000,   0.22493,   0.03372,   0.02535,   0.00851,   0.74103,   0.22511
   0.01310, 928.22147,101325.00026,910121.77950,   0.00000,   0.22490,   0.03370,   0.02535,   0.00851,   0.74103,   0.22511
   0.01410, 928.44668,101325.00035,910121.77980,   0.00000,   0.22486,   0.03368,   0.02535,   0.00851,   0.74103,   0.22511
   0.01510, 928.69673,101325.00045,910121.78016,   0.00000,   0.22482,   0.03365,   0.02535,   0.00851,   0.74103,   0.22511
   0.01610, 928.97475,101325.00058,910121.78059,   0.00000,   0.22478,   0.03362,   0.02535,   0.00851,   0.74103,   0.22511
   0.01710, 929.28444,101325.00072,910121.78110,   0.00000,   0.22474,   0.03359,   0.02535,   0.00851,   0.74103,   0.22511
   0.01810, 929.63016,101325.00089,910121.78169,   0.00000,   0.22469,   0.03355,   0.02535,   0.00851,   0.74103,   0.22511
   0.01910, 930.01715,101325.00108,910121.78237,   0.00000,   0.22463,   0.03351,   0.02535,   0.00851,   0.74103,   0.22511
   0.02010, 930.45170,101325.00130,910121.78315,   0.00000,   0.22457,   0.03347,   0.02535,   0.00851,   0.74103,   0.22511
   0.02110, 930.94155,101325.00156,910121.78404,   0.00000,   0.22450,   0.03342,   0.02535,   0.00851,   0.74103,   0.22511
   0.02210, 931.49623,101325.00185,910121.78506,   0.00000,   0.22442,   0.03336,   0.02535,   0.00851,   0.74103,   0.22511
   0.02310, 932.12778,101325.00218,910121.78623,   0.00000,   0.22432,   0.03330,   0.02535,   0.00851,   0.74103,   0.22511
   0.02410, 932.85154,101325.00255,910121.78755,   0.00000,   0.22422,   0.03322,   0.02535,   0.00851,   0.74103,   0.22511
   0.02510, 933.68760,101325.00298,910121.78906,   0.00000,   0.22410,   0.03314,   0.02535,   0.00851,   0.74103,   0.22511
   0.02610, 934.66279,101325.00347,910121.79079,   0.00000,   0.22396,   0.03305,   0.02535,   0.00851,   0.74103,   0.22511
   0.02710, 935.81406,101325.00403,910121.79276,   0.00000,   0.22379,   0.03294,   0.02535,   0.00851,   0.74103,   0.22511
   0.02810, 937.19408,101325.00467,910121.79504,   0.00000,   0.22360,   0.03280,   0.02535,   0.00851,   0.74103,   0.22511
   0.02910, 938.88142,101325.00542,910121.79768,   0.00000,   0.22335,   0.03265,   0.02535,   0.00851,   0.74103,   0.22511
   0.03010, 941.00001,101325.00629,910121.80078,   0.00000,   0.22305,   0.03245,   0.02535,   0.00851,   0.74103,   0.22511
   0.03110, 943.76102,101325.00733,910121.80448,   0.00000,   0.22266,   0.03220,   0.02535,   0.00851,   0.74103,   0.22511
   0.03210, 947.56506,101325.00860,910121.80899,   0.00000,   0.22211,   0.03186,   0.02535,   0.00851,   0.74103,   0.22511
   0.03310, 953.30781,101325.01018,910121.81466,   0.00000,   0.22129,   0.03137,   0.02535,   0.00851,   0.74103,   0.22511
   0.03410, 963.64874,101325.01227,910121.82219,   0.00000,   0.21981,   0.03051,   0.02535,   0.00851,   0.74103,   0.22511
   0.03510, 993.54932,101325.01516,910121.83273,   0.00000,   0.21553,   0.02821,   0.02535,   0.00851,   0.74103,   0.22511
   0.03610,1996.37905,101324.98161,910121.67941,   0.00652,   0.09064,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.03710,2078.39861,101325.54555,910125.54945,   0.00452,   0.08933,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.03810,2079.40903,101326.13607,910129.62832,   0.00448,   0.08922,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.03910,2079.16402,101326.67121,910133.32357,   0.00447,   0.08913,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04010,2078.90109,101327.15515,910136.66391,   0.00446,   0.08904,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04110,2078.64029,101327.59279,910139.68360,   0.00446,   0.08895,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04210,2078.38205,101327.98860,910142.41366,   0.00445,   0.08886,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04310,2078.12647,101328.34658,910144.88206,   0.00445,   0.08877,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04410,2077.87365,101328.67038,910147.11403,   0.00444,   0.08869,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04510,2077.62367,101328.96326,910149.13235,   0.00444,   0.08860,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04610,2077.37659,101329.22820,910150.95757,   0.00443,   0.08852,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04710,2077.13248,101329.46786,910152.60826,   0.00443,   0.08844,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04810,2076.89139,101329.68466,910154.10117,   0.00442,   0.08835,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04910,2076.65338,101329.88080,910155.45144,   0.00442,   0.08827,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05010,2076.41847,101330.05823,910156.67275,   0.00441,   0.08819,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05110,2076.18672,101330.21876,910157.77745,   0.00441,   0.08812,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05210,2075.95814,101330.36400,910158.77671,   0.00440,   0.08804,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05310,2075.73275,101330.49540,910159.68062,   0.00440,   0.08796,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05410,2075.51058,101330.61428,910160.49830,   0.00440,   0.08789,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05510,2075.29164,101330.72184,910161.23798,   0.00439,   0.08782,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05610,2075.07594,101330.81916,910161.90713,   0.00439,   0.08774,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05710,2074.86348,101330.90722,910162.51249,   0.00438,   0.08767,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
