Time,TMP,Pressure,Enthalpy,OH,O2,CH4,C_MF,H_MF,N_MF,O_MF
   0.01000, 626.84999,101324.99930,526541.51784,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.11000, 626.85015,101325.01637,526541.56272,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.21000, 626.85084,101325.09456,526541.76827,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.31000, 626.85218,101325.24526,526542.16447,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.41000, 626.85408,101325.45880,526542.72584,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.51000, 626.85639,101325.71719,526543.40516,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.61000, 626.85896,101326.00619,526544.16490,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.71000, 626.86174,101326.31735,526544.98295,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.81000, 626.86467,101326.64625,526545.84759,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.91000, 626.86774,101326.99057,526546.75281,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   1.01000, 626.87094,101327.34916,526547.69553,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   1.11000, 626.87426,101327.72144,526548.67424,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   1.21000, 626.87770,101328.10717,526549.68829,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   1.31000, 626.88126,101328.50629,526550.73757,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   1.41000, 626.88493,101328.91889,526551.82228,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   1.51000, 626.88873,101329.34513,526552.94285,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   1.61000, 626.89265,101329.78522,526554.09982,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   1.71000, 626.89670,101330.23942,526555.29388,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   1.81000, 626.90088,101330.70800,526556.52577,   0.00000,   0.22510,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   1.91000, 626.90518,101331.19128,526557.79629,   0.00000,   0.22510,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
