Time,TMP,Pressure,Enthalpy,OH,O2,CH4,C_MF,H_MF,N_MF,O_MF
   0.01000, 626.84999,101324.99847,526541.51565,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.11000, 626.85183,101325.20615,526542.06164,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.21000, 626.85757,101325.84956,526543.75314,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.31000, 626.86512,101326.69620,526545.97893,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.41000, 626.87366,101327.65427,526548.49764,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.51000, 626.88306,101328.70901,526551.27051,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.61000, 626.89333,101329.86066,526554.29815,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.71000, 626.90449,101331.11349,526557.59177,   0.00000,   0.22510,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.81000, 626.91660,101332.47333,526561.16674,   0.00000,   0.22510,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.91000, 626.92973,101333.94697,526565.04087,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.01000, 626.94393,101335.54191,526569.23392,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.11000, 626.95928,101337.26643,526573.76759,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.21000, 626.97586,101339.12954,526578.66563,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.31000, 626.99376,101341.14112,526583.95399,   0.00000,   0.22509,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.41000, 627.01307,101343.31198,526589.66107,   0.00000,   0.22509,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.51000, 627.03390,101345.65394,526595.81800,   0.00000,   0.22509,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.61000, 627.05636,101348.17999,526602.45887,   0.00000,   0.22509,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   1.71000, 627.08058,101350.90437,526609.62115,   0.00000,   0.22509,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   1.81000, 627.10669,101353.84276,526617.34607,   0.00000,   0.22508,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   1.91000, 627.13485,101357.01245,526625.67904,   0.00000,   0.22508,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   2.01000, 627.16523,101360.43251,526634.67024,   0.00000,   0.22508,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   2.11000, 627.19801,101364.12408,526644.37519,   0.00000,   0.22507,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   2.21000, 627.23340,101368.11057,526654.85551,   0.00000,   0.22507,   0.03383,   0.02535,   0.00851,   0.74103,   0.22511
   2.31000, 627.27163,101372.41806,526666.17972,   0.00000,   0.22507,   0.03383,   0.02535,   0.00851,   0.74103,   0.22511
   2.41000, 627.31295,101377.07563,526678.42426,   0.00000,   0.22506,   0.03383,   0.02535,   0.00851,   0.74103,   0.22511
   2.51000, 627.35766,101382.11579,526691.67462,   0.00000,   0.22506,   0.03383,   0.02535,   0.00851,   0.74103,   0.22511
   2.61000, 627.40607,101387.57505,526706.02678,   0.00000,   0.22505,   0.03382,   0.02535,   0.00851,   0.74103,   0.22511
   2.71000, 627.45855,101393.49450,526721.58877,   0.00000,   0.22505,   0.03382,   0.02535,   0.00851,   0.74103,   0.22511
   2.81000, 627.51551,101399.92060,526738.48271,   0.00000,   0.22504,   0.03382,   0.02535,   0.00851,   0.74103,   0.22511
   2.91000, 627.57740,101406.90604,526756.84714,   0.00000,   0.22503,   0.03381,   0.02535,   0.00851,   0.74103,   0.22511
   3.01000, 627.64476,101414.51089,526776.83995,   0.00000,   0.22503,   0.03381,   0.02535,   0.00851,   0.74103,   0.22511
