Time,TMP,Pressure,Enthalpy,OH,O2,CH4,C_MF,H_MF,N_MF,O_MF
   0.00010, 926.84966,101325.00000,910121.77856,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.00110, 926.84942,101325.00000,910121.77856,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.00210, 926.86007,101325.00000,910121.77856,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.00310, 926.88859,101325.00000,910121.77856,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   0.00410, 926.93567,101325.00000,910121.77857,   0.00000,   0.22509,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   0.00510, 926.99690,101325.00000,910121.77858,   0.00000,   0.22508,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   0.00610, 927.06858,101325.00002,910121.77862,   0.00000,   0.22507,   0.03383,   0.02535,   0.00851,   0.74103,   0.22511
   0.00710, 927.14931,101325.00004,910121.77870,   0.00000,   0.22506,   0.03382,   0.02535,   0.00851,   0.74103,   0.22511
   0.00810, 927.23906,101325.00007,910121.77881,   0.00000,   0.22504,   0.03381,   0.02535,   0.00851,   0.74103,   0.22511
   0.00910, 927.33847,101325.00011,910121.77898,   0.00000,   0.22503,   0.03380,   0.02535,   0.00851,   0.74103,   0.22511
   0.01010, 927.44843,101325.00018,910121.77920,   0.00000,   0.22501,   0.03379,   0.02535,   0.00851,   0.74103,   0.22511
   0.01110, 927.57004,101325.00026,910121.77949,   0.00000,   0.22499,   0.03377,   0.02535,   0.00851,   0.74103,   0.22511
   0.01210, 927.70452,101325.00036,910121.77985,   0.00000,   0.22497,   0.03376,   0.02535,   0.00851,   0.74103,   0.22511
   0.01310, 927.85325,101325.00049,910121.78030,   0.00000,   0.22495,   0.03374,   0.02535,   0.00851,   0.74103,   0.22511
   0.01410, 928.01781,101325.00064,910121.78084,   0.00000,   0.22493,   0.03372,   0.02535,   0.00851,   0.74103,   0.22511
   0.01510, 928.19997,101325.00082,910121.78147,   0.00000,   0.22490,   0.03370,   0.02535,   0.00851,   0.74103,   0.22511
   0.01610, 928.40177,101325.00103,910121.78222,   0.00000,   0.22487,   0.03368,   0.02535,   0.00851,   0.74103,   0.22511
   0.01710, 928.62554,101325.00127,910121.78310,   0.00000,   0.22484,   0.03366,   0.02535,   0.00851,   0.74103,   0.22511
   0.01810, 928.87397,101325.00156,910121.78410,   0.00000,   0.22480,   0.03363,   0.02535,   0.00851,   0.74103,   0.22511
   0.01910, 929.15022,101325.00189,910121.78526,   0.00000,   0.22476,   0.03360,   0.02535,   0.00851,   0.74103,   0.22511
   0.02010, 929.45796,101325.00226,910121.78658,   0.00000,   0.22471,   0.03357,   0.02535,   0.00851,   0.74103,   0.22511
   0.02110, 929.80158,101325.00268,910121.78807,   0.00000,   0.22466,   0.03353,   0.02535,   0.00851,   0.74103,   0.22511
   0.02210, 930.18627,101325.00316,910121.78977,   0.00000,   0.22461,   0.03349,   0.02535,   0.00851,   0.74103,   0.22511
   0.02310, 930.61835,101325.00371,910121.79169,   0.00000,   0.22454,   0.03345,   0.02535,   0.00851,   0.74103,   0.22511
   0.02410, 931.10551,101325.00432,910121.79385,   0.00000,   0.22447,   0.03340,   0.02535,   0.00851,   0.74103,   0.22511
   0.02510, 931.65727,101325.00501,910121.79629,   0.00000,   0.22439,   0.03334,   0.02535,   0.00851,   0.74103,   0.22511
   0.02610, 932.28562,101325.00579,910121.79904,   0.00000,   0.22430,   0.03328,   0.02535,   0.00851,   0.74103,   0.22511
   0.02710, 933.00587,101325.00667,910121.80214,   0.00000,   0.22420,   0.03321,   0.02535,   0.00851,   0.74103,   0.22511
   0.02810, 933.83802,101325.00766,910121.80565,   0.00000,   0.22408,   0.03313,   0.02535,   0.00851,   0.74103,   0.22511
   0.02910, 934.80881,101325.00878,910121.80963,   0.00000,   0.22394,   0.03303,   0.02535,   0.00851,   0.74103,   0.22511
   0.03010, 935.95501,101325.01006,910121.81416,   0.00000,   0.22377,   0.03292,   0.02535,   0.00851,   0.74103,   0.22511
   0.03110, 937.32910,101325.01153,910121.81935,   0.00000,   0.22358,   0.03279,   0.02535,   0.00851,   0.74103,   0.22511
   0.03210, 939.00922,101325.01322,910121.82534,   0.00000,   0.22334,   0.03263,   0.02535,   0.00851,   0.74103,   0.22511
   0.03310, 941.11866,101325.01520,910121.83236,   0.00000,   0.22304,   0.03244,   0.02535,   0.00851,   0.74103,   0.22511
   0.03410, 943.86725,101325.01754,910121.84069,   0.00000,   0.22264,   0.03219,   0.02535,   0.00851,   0.74103,   0.22511
   0.03510, 947.65268,101325.02037,910121.85081,   0.00000,   0.22210,   0.03186,   0.02535,   0.00851,   0.74103,   0.22511
   0.03610, 953.36242,101325.02392,910121.86352,   0.00000,   0.22129,   0.03136,   0.02535,   0.00851,   0.74103,   0.22511
   0.03710, 963.62239,101325.02859,910121.88034,   0.00000,   0.21982,   0.03051,   0.02535,   0.00851,   0.74103,   0.22511
   0.03810, 993.06545,101325.03501,910121.90385,   0.00000,   0.21560,   0.02825,   0.02535,   0.00851,   0.74103,   0.22511
   0.03910,1992.82559,101324.95880,910121.53555,   0.00658,   0.09070,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04010,2078.25291,101326.21355,910130.14724,   0.00453,   0.08933,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04110,2079.32058,101327.53404,910139.26685,   0.00448,   0.08922,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04210,2079.08825,101328.72961,910147.51813,   0.00447,   0.08913,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04310,2078.83629,101329.80981,910154.96769,   0.00447,   0.08904,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04410,2078.58551,101330.78590,910161.69462,   0.00446,   0.08895,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04510,2078.33641,101331.66803,910167.77018,   0.00446,   0.08886,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04610,2078.08918,101332.46534,910173.25842,   0.00445,   0.08878,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04710,2077.84398,101333.18607,910178.21689,   0.00444,   0.08869,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04810,2077.60094,101333.83765,910182.69737,   0.00444,   0.08860,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04910,2077.36019,101334.42676,910186.74646,   0.00443,   0.08852,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05010,2077.12185,101334.95943,910190.40613,   0.00443,   0.08844,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05110,2076.88601,101335.44111,910193.71417,   0.00442,   0.08836,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05210,2076.65277,101335.87671,910196.70466,   0.00442,   0.08828,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05310,2076.42221,101336.27066,910199.40831,   0.00441,   0.08820,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05410,2076.19439,101336.62696,910201.85283,   0.00441,   0.08812,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05510,2075.96938,101336.94923,910204.06320,   0.00441,   0.08804,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05610,2075.74724,101337.24073,910206.06199,   0.00440,   0.08797,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05710,2075.52800,101337.50440,910207.86955,   0.00440,   0.08789,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05810,2075.31171,101337.74292,910209.50426,   0.00439,   0.08782,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05910,2075.09840,101337.95869,910210.98272,   0.00439,   0.08775,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.06010,2074.88810,101338.15389,910212.31992,   0.00438,   0.08768,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.06110,2074.68082,101338.33047,910213.52940,   0.00438,   0.08761,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.06210,2074.47658,101338.49023,910214.62341,   0.00438,   0.08754,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.06310,2074.27538,101338.63476,910215.61300,   0.00437,   0.08747,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.06410,2074.07725,101338.76553,910216.50815,   0.00437,   0.08740,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.06510,2073.88217,101338.88383,910217.31791,   0.00436,   0.08734,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.06610,2073.69014,101338.99087,910218.05043,   0.00436,   0.08727,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.06710,2073.50117,101339.08772,910218.71310,   0.00436,   0.08721,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.06810,2073.31523,101339.17534,910219.31259,   0.00435,   0.08715,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.06910,2073.13231,101339.25462,910219.85493,   0.00435,   0.08709,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.07010,2072.95241,101339.32636,910220.34558,   0.00435,   0.08703,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.07110,2072.77550,101339.39126,910220.78947,   0.00434,   0.08697,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.07210,2072.60157,101339.44999,910221.19107,   0.00434,   0.08691,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.07310,2072.43059,101339.50312,910221.55440,   0.00434,   0.08685,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.07410,2072.26253,101339.55121,910221.88312,   0.00433,   0.08680,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.07510,2072.09738,101339.59471,910222.18052,   0.00433,   0.08674,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.07610,2071.93510,101339.63407,910222.44960,   0.00433,   0.08669,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.07710,2071.77567,101339.66969,910222.69304,   0.00432,   0.08664,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.07810,2071.61906,101339.70192,910222.91331,   0.00432,   0.08658,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
