Time,TMP,Pressure,Enthalpy,OH,O2,CH4,C_MF,H_MF,N_MF,O_MF
   0.00010, 926.84966,101325.00000,910121.77856,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.00110, 926.84952,101325.00000,910121.77856,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.00210, 926.86277,101325.00000,910121.77856,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.00310, 926.89915,101325.00000,910121.77856,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   0.00410, 926.95827,101325.00000,910121.77857,   0.00000,   0.22509,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   0.00510, 927.03334,101325.00000,910121.77858,   0.00000,   0.22508,   0.03383,   0.02535,   0.00851,   0.74103,   0.22511
   0.00610, 927.11986,101325.00001,910121.77862,   0.00000,   0.22506,   0.03382,   0.02535,   0.00851,   0.74103,   0.22511
   0.00710, 927.21651,101325.00003,910121.77868,   0.00000,   0.22505,   0.03381,   0.02535,   0.00851,   0.74103,   0.22511
   0.00810, 927.32353,101325.00006,910121.77878,   0.00000,   0.22503,   0.03380,   0.02535,   0.00851,   0.74103,   0.22511
   0.00910, 927.44177,101325.00010,910121.77893,   0.00000,   0.22501,   0.03379,   0.02535,   0.00851,   0.74103,   0.22511
   0.01010, 927.57240,101325.00016,910121.77913,   0.00000,   0.22499,   0.03377,   0.02535,   0.00851,   0.74103,   0.22511
   0.01110, 927.71673,101325.00023,910121.77939,   0.00000,   0.22497,   0.03376,   0.02535,   0.00851,   0.74103,   0.22511
   0.01210, 927.87626,101325.00033,910121.77972,   0.00000,   0.22495,   0.03374,   0.02535,   0.00851,   0.74103,   0.22511
   0.01310, 928.05271,101325.00044,910121.78012,   0.00000,   0.22492,   0.03372,   0.02535,   0.00851,   0.74103,   0.22511
   0.01410, 928.24800,101325.00058,910121.78061,   0.00000,   0.22489,   0.03370,   0.02535,   0.00851,   0.74103,   0.22511
   0.01510, 928.46437,101325.00074,910121.78119,   0.00000,   0.22486,   0.03368,   0.02535,   0.00851,   0.74103,   0.22511
   0.01610, 928.70437,101325.00094,910121.78188,   0.00000,   0.22482,   0.03365,   0.02535,   0.00851,   0.74103,   0.22511
   0.01710, 928.97097,101325.00116,910121.78268,   0.00000,   0.22478,   0.03362,   0.02535,   0.00851,   0.74103,   0.22511
   0.01810, 929.26767,101325.00142,910121.78360,   0.00000,   0.22474,   0.03359,   0.02535,   0.00851,   0.74103,   0.22511
   0.01910, 929.59856,101325.00173,910121.78466,   0.00000,   0.22469,   0.03355,   0.02535,   0.00851,   0.74103,   0.22511
   0.02010, 929.96852,101325.00207,910121.78587,   0.00000,   0.22464,   0.03352,   0.02535,   0.00851,   0.74103,   0.22511
   0.02110, 930.38344,101325.00246,910121.78726,   0.00000,   0.22458,   0.03347,   0.02535,   0.00851,   0.74103,   0.22511
