Time,TMP,Pressure,Enthalpy,OH,O2,CH4,C_MF,H_MF,N_MF,O_MF
   0.00010, 926.84966,101325.00000,910121.77856,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.00110, 926.84897,101325.00000,910121.77856,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.00210, 926.85200,101325.00000,910121.77856,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.00310, 926.86255,101325.00000,910121.77856,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.00410, 926.88411,101325.00000,910121.77856,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   0.00510, 926.91746,101325.00000,910121.77857,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   0.00610, 926.96082,101325.00000,910121.77858,   0.00000,   0.22509,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   0.00710, 927.01193,101325.00001,910121.77862,   0.00000,   0.22508,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   0.00810, 927.06936,101325.00003,910121.77869,   0.00000,   0.22507,   0.03383,   0.02535,   0.00851,   0.74103,   0.22511
   0.00910, 927.13252,101325.00006,910121.77881,   0.00000,   0.22506,   0.03382,   0.02535,   0.00851,   0.74103,   0.22511
   0.01010, 927.20133,101325.00011,910121.77898,   0.00000,   0.22505,   0.03381,   0.02535,   0.00851,   0.74103,   0.22511
   0.01110, 927.27599,101325.00017,910121.77921,   0.00000,   0.22504,   0.03381,   0.02535,   0.00851,   0.74103,   0.22511
   0.01210, 927.35684,101325.00026,910121.77951,   0.00000,   0.22503,   0.03380,   0.02535,   0.00851,   0.74103,   0.22511
   0.01310, 927.44431,101325.00036,910121.77990,   0.00000,   0.22501,   0.03379,   0.02535,   0.00851,   0.74103,   0.22511
   0.01410, 927.53887,101325.00050,910121.78038,   0.00000,   0.22500,   0.03378,   0.02535,   0.00851,   0.74103,   0.22511
   0.01510, 927.64111,101325.00066,910121.78099,   0.00000,   0.22498,   0.03377,   0.02535,   0.00851,   0.74103,   0.22511
   0.01610, 927.75162,101325.00087,910121.78172,   0.00000,   0.22497,   0.03375,   0.02535,   0.00851,   0.74103,   0.22511
   0.01710, 927.87113,101325.00111,910121.78260,   0.00000,   0.22495,   0.03374,   0.02535,   0.00851,   0.74103,   0.22511
   0.01810, 928.00039,101325.00140,910121.78365,   0.00000,   0.22493,   0.03373,   0.02535,   0.00851,   0.74103,   0.22511
   0.01910, 928.14029,101325.00175,910121.78490,   0.00000,   0.22491,   0.03371,   0.02535,   0.00851,   0.74103,   0.22511
   0.02010, 928.29180,101325.00216,910121.78636,   0.00000,   0.22489,   0.03369,   0.02535,   0.00851,   0.74103,   0.22511
   0.02110, 928.45602,101325.00264,910121.78808,   0.00000,   0.22486,   0.03368,   0.02535,   0.00851,   0.74103,   0.22511
   0.02210, 928.63417,101325.00320,910121.79009,   0.00000,   0.22484,   0.03366,   0.02535,   0.00851,   0.74103,   0.22511
   0.02310, 928.82768,101325.00385,910121.79242,   0.00000,   0.22481,   0.03364,   0.02535,   0.00851,   0.74103,   0.22511
   0.02410, 929.03814,101325.00461,910121.79513,   0.00000,   0.22478,   0.03362,   0.02535,   0.00851,   0.74103,   0.22511
   0.02510, 929.26738,101325.00549,910121.79827,   0.00000,   0.22474,   0.03359,   0.02535,   0.00851,   0.74103,   0.22511
   0.02610, 929.51750,101325.00650,910121.80190,   0.00000,   0.22471,   0.03356,   0.02535,   0.00851,   0.74103,   0.22511
   0.02710, 929.79095,101325.00767,910121.80608,   0.00000,   0.22467,   0.03354,   0.02535,   0.00851,   0.74103,   0.22511
   0.02810, 930.09057,101325.00903,910121.81092,   0.00000,   0.22462,   0.03351,   0.02535,   0.00851,   0.74103,   0.22511
   0.02910, 930.41970,101325.01059,910121.81649,   0.00000,   0.22457,   0.03347,   0.02535,   0.00851,   0.74103,   0.22511
   0.03010, 930.78228,101325.01239,910121.82293,   0.00000,   0.22452,   0.03343,   0.02535,   0.00851,   0.74103,   0.22511
   0.03110, 931.18302,101325.01447,910121.83036,   0.00000,   0.22446,   0.03339,   0.02535,   0.00851,   0.74103,   0.22511
   0.03210, 931.62761,101325.01688,910121.83894,   0.00000,   0.22440,   0.03335,   0.02535,   0.00851,   0.74103,   0.22511
   0.03310, 932.12296,101325.01966,910121.84888,   0.00000,   0.22433,   0.03330,   0.02535,   0.00851,   0.74103,   0.22511
   0.03410, 932.67762,101325.02289,910121.86041,   0.00000,   0.22425,   0.03325,   0.02535,   0.00851,   0.74103,   0.22511
   0.03510, 933.30230,101325.02664,910121.87381,   0.00000,   0.22416,   0.03318,   0.02535,   0.00851,   0.74103,   0.22511
   0.03610, 934.01061,101325.03101,910121.88945,   0.00000,   0.22406,   0.03311,   0.02535,   0.00851,   0.74103,   0.22511
   0.03710, 934.82022,101325.03614,910121.90777,   0.00000,   0.22394,   0.03304,   0.02535,   0.00851,   0.74103,   0.22511
   0.03810, 935.75458,101325.04216,910121.92934,   0.00000,   0.22381,   0.03295,   0.02535,   0.00851,   0.74103,   0.22511
   0.03910, 936.84567,101325.04930,910121.95490,   0.00000,   0.22365,   0.03284,   0.02535,   0.00851,   0.74103,   0.22511
   0.04010, 938.13851,101325.05781,910121.98542,   0.00000,   0.22347,   0.03272,   0.02535,   0.00851,   0.74103,   0.22511
   0.04110, 939.69916,101325.06807,910122.02222,   0.00000,   0.22324,   0.03258,   0.02535,   0.00851,   0.74103,   0.22511
   0.04210, 941.62962,101325.08057,910122.06716,   0.00000,   0.22297,   0.03240,   0.02535,   0.00851,   0.74103,   0.22511
