Time,TMP,Pressure,Enthalpy,OH,O2,CH4,C_MF,H_MF,N_MF,O_MF
   0.00010, 926.84966,101325.00000,910121.77856,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.00110, 926.84959,101325.00000,910121.77856,   0.00000,   0.22511,   0.03386,   0.02535,   0.00851,   0.74103,   0.22511
   0.00210, 926.86493,101325.00000,910121.77856,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   0.00310, 926.90869,101325.00000,910121.77856,   0.00000,   0.22510,   0.03385,   0.02535,   0.00851,   0.74103,   0.22511
   0.00410, 926.98055,101325.00000,910121.77856,   0.00000,   0.22508,   0.03384,   0.02535,   0.00851,   0.74103,   0.22511
   0.00510, 927.07222,101325.00000,910121.77856,   0.00000,   0.22507,   0.03383,   0.02535,   0.00851,   0.74103,   0.22511
   0.00610, 927.17869,101325.00000,910121.77856,   0.00000,   0.22505,   0.03382,   0.02535,   0.00851,   0.74103,   0.22511
   0.00710, 927.29876,101325.00000,910121.77856,   0.00000,   0.22503,   0.03380,   0.02535,   0.00851,   0.74103,   0.22511
   0.00810, 927.43295,101325.00000,910121.77856,   0.00000,   0.22501,   0.03379,   0.02535,   0.00851,   0.74103,   0.22511
   0.00910, 927.58243,101325.00000,910121.77856,   0.00000,   0.22499,   0.03377,   0.02535,   0.00851,   0.74103,   0.22511
   0.01010, 927.74870,101325.00000,910121.77856,   0.00000,   0.22497,   0.03375,   0.02535,   0.00851,   0.74103,   0.22511
   0.01110, 927.93352,101325.00000,910121.77856,   0.00000,   0.22494,   0.03373,   0.02535,   0.00851,   0.74103,   0.22511
   0.01210, 928.13892,101325.00000,910121.77856,   0.00000,   0.22491,   0.03371,   0.02535,   0.00851,   0.74103,   0.22511
   0.01310, 928.36726,101325.00000,910121.77856,   0.00000,   0.22487,   0.03369,   0.02535,   0.00851,   0.74103,   0.22511
   0.01410, 928.62126,101325.00000,910121.77856,   0.00000,   0.22484,   0.03366,   0.02535,   0.00851,   0.74103,   0.22511
   0.01510, 928.90415,101325.00000,910121.77856,   0.00000,   0.22479,   0.03363,   0.02535,   0.00851,   0.74103,   0.22511
   0.01610, 929.21968,101325.00000,910121.77856,   0.00000,   0.22475,   0.03359,   0.02535,   0.00851,   0.74103,   0.22511
   0.01710, 929.57236,101325.00000,910121.77856,   0.00000,   0.22470,   0.03356,   0.02535,   0.00851,   0.74103,   0.22511
   0.01810, 929.96755,101325.00000,910121.77856,   0.00000,   0.22464,   0.03352,   0.02535,   0.00851,   0.74103,   0.22511
   0.01910, 930.41180,101325.00000,910121.77856,   0.00000,   0.22457,   0.03347,   0.02535,   0.00851,   0.74103,   0.22511
   0.02010, 930.91309,101325.00000,910121.77856,   0.00000,   0.22450,   0.03342,   0.02535,   0.00851,   0.74103,   0.22511
   0.02110, 931.48135,101325.00000,910121.77856,   0.00000,   0.22442,   0.03336,   0.02535,   0.00851,   0.74103,   0.22511
   0.02210, 932.12912,101325.00000,910121.77856,   0.00000,   0.22432,   0.03330,   0.02535,   0.00851,   0.74103,   0.22511
   0.02310, 932.87247,101325.00000,910121.77856,   0.00000,   0.22422,   0.03322,   0.02535,   0.00851,   0.74103,   0.22511
   0.02410, 933.73252,101325.00000,910121.77856,   0.00000,   0.22409,   0.03314,   0.02535,   0.00851,   0.74103,   0.22511
   0.02510, 934.73761,101325.00000,910121.77856,   0.00000,   0.22395,   0.03304,   0.02535,   0.00851,   0.74103,   0.22511
   0.02610, 935.92700,101325.00000,910121.77856,   0.00000,   0.22378,   0.03292,   0.02535,   0.00851,   0.74103,   0.22511
   0.02710, 937.35707,101325.00000,910121.77856,   0.00000,   0.22357,   0.03279,   0.02535,   0.00851,   0.74103,   0.22511
   0.02810, 939.11264,101325.00000,910121.77856,   0.00000,   0.22332,   0.03262,   0.02535,   0.00851,   0.74103,   0.22511
   0.02910, 941.32917,101325.00000,910121.77856,   0.00000,   0.22300,   0.03242,   0.02535,   0.00851,   0.74103,   0.22511
   0.03010, 944.24120,101325.00000,910121.77856,   0.00000,   0.22259,   0.03216,   0.02535,   0.00851,   0.74103,   0.22511
   0.03110, 948.30449,101325.00000,910121.77856,   0.00000,   0.22201,   0.03180,   0.02535,   0.00851,   0.74103,   0.22511
   0.03210, 954.57794,101325.00000,910121.77856,   0.00000,   0.22111,   0.03126,   0.02535,   0.00851,   0.74103,   0.22511
   0.03310, 966.44716,101325.00000,910121.77855,   0.00000,   0.21941,   0.03028,   0.02535,   0.00851,   0.74103,   0.22511
   0.03410,1007.54022,101325.00000,910121.77853,   0.00000,   0.21354,   0.02722,   0.02535,   0.00851,   0.74103,   0.22511
   0.03510,2041.20206,101325.00000,910121.77845,   0.00556,   0.08994,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.03610,2079.10401,101325.00000,910121.77850,   0.00450,   0.08930,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.03710,2079.44382,101325.00000,910121.77850,   0.00447,   0.08920,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.03810,2079.17908,101325.00000,910121.77850,   0.00447,   0.08911,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.03910,2078.90770,101325.00000,910121.77850,   0.00446,   0.08902,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04010,2078.63937,101325.00000,910121.77850,   0.00446,   0.08893,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04110,2078.37430,101325.00000,910121.77850,   0.00445,   0.08884,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04210,2078.11254,101325.00000,910121.77850,   0.00445,   0.08876,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04310,2077.85412,101325.00000,910121.77850,   0.00444,   0.08867,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04410,2077.59908,101325.00000,910121.77850,   0.00444,   0.08859,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04510,2077.34744,101325.00000,910121.77850,   0.00443,   0.08850,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04610,2077.09923,101325.00000,910121.77850,   0.00443,   0.08842,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04710,2076.85445,101325.00000,910121.77850,   0.00442,   0.08834,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04810,2076.61314,101325.00000,910121.77850,   0.00442,   0.08826,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.04910,2076.37529,101325.00000,910121.77850,   0.00441,   0.08818,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05010,2076.14090,101325.00000,910121.77850,   0.00441,   0.08810,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05110,2075.90999,101325.00000,910121.77850,   0.00440,   0.08802,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05210,2075.68255,101325.00000,910121.77850,   0.00440,   0.08795,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05310,2075.45858,101325.00000,910121.77850,   0.00439,   0.08787,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05410,2075.23805,101325.00000,910121.77850,   0.00439,   0.08780,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05510,2075.02098,101325.00000,910121.77849,   0.00439,   0.08773,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05610,2074.80733,101325.00000,910121.77849,   0.00438,   0.08766,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
   0.05710,2074.59709,101325.00000,910121.77849,   0.00438,   0.08759,   0.00000,   0.02535,   0.00851,   0.74103,   0.22511
