s,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 3.1803316E+003, 1.3544966E+002, 1.1295959E+002, 2.8539520E+002, 2.1982964E+002, 7.7157621E+001, 5.7949876E+001, 4.2242871E-001, 3.4525109E-001, 2.6314959E+000, 1.5943012E+000, 2.0669354E-001, 1.3726577E-001
 3.1951921E+003, 1.3491366E+002, 1.1261079E+002, 2.8324802E+002, 2.1852391E+002, 7.7030109E+001, 5.7917123E+001, 4.2574318E-001, 3.4809250E-001, 2.6604269E+000, 1.5902908E+000, 2.0206964E-001, 1.4604603E-001
 3.2102401E+003, 1.3438354E+002, 1.1226418E+002, 2.8115423E+002, 2.1723521E+002, 7.6900937E+001, 5.7886090E+001, 4.2194179E-001, 3.4739513E-001, 2.6805232E+000, 1.5998302E+000, 1.9360663E-001, 1.4514208E-001
 3.2251007E+003, 1.3385625E+002, 1.1192196E+002, 2.7910116E+002, 2.1596774E+002, 7.6767414E+001, 5.7855248E+001, 4.2069707E-001, 3.4624300E-001, 2.6159215E+000, 1.6031216E+000, 1.8856346E-001, 1.4122790E-001
 3.2402200E+003, 1.3333196E+002, 1.1158288E+002, 2.7708695E+002, 2.1471347E+002, 7.6634109E+001, 5.7821505E+001, 4.1947521E-001, 3.4655511E-001, 2.6042221E+000, 1.5944031E+000, 1.8688366E-001, 1.3491934E-001
 3.2550254E+003, 1.3281428E+002, 1.1124383E+002, 2.7510220E+002, 2.1348059E+002, 7.6501568E+001, 5.7786748E+001, 4.2136554E-001, 3.4242355E-001, 2.6014117E+000, 1.6059792E+000, 1.8535185E-001, 1.3200634E-001
 3.2702040E+003, 1.3229988E+002, 1.1090915E+002, 2.7315084E+002, 2.1226677E+002, 7.6368260E+001, 5.7751030E+001, 4.1527042E-001, 3.4568389E-001, 2.6017818E+000, 1.6036052E+000, 1.8308202E-001, 1.3071211E-001
 3.2850645E+003, 1.3178516E+002, 1.1057694E+002, 2.7123786E+002, 2.1106029E+002, 7.6233445E+001, 5.7714525E+001, 4.1284357E-001, 3.4274736E-001, 2.5947581E+000, 1.5768933E+000, 1.9159809E-001, 1.2922712E-001
 3.3002707E+003, 1.3127714E+002, 1.1024459E+002, 2.6935695E+002, 2.0986209E+002, 7.6103940E+001, 5.7677463E+001, 4.1373167E-001, 3.3862331E-001, 2.5611869E+000, 1.5430595E+000, 1.9366127E-001, 1.2833005E-001
 3.3151312E+003, 1.3077188E+002, 1.0991307E+002, 2.6751325E+002, 2.0867200E+002, 7.5977638E+001, 5.7639778E+001, 4.0964912E-001, 3.3568737E-001, 2.5169779E+000, 1.5172207E+000, 1.8938457E-001, 1.3090482E-001
 3.3303374E+003, 1.3026840E+002, 1.0958104E+002, 2.6571253E+002, 2.0749028E+002, 7.5851872E+001, 5.7603456E+001, 4.0757027E-001, 3.3223328E-001, 2.5086763E+000, 1.4880522E+000, 1.8661535E-001, 1.3613307E-001
 3.3451979E+003, 1.2976999E+002, 1.0925268E+002, 2.6393362E+002, 2.0631914E+002, 7.5727187E+001, 5.7566697E+001, 4.0832667E-001, 3.3147231E-001, 2.4607232E+000, 1.4713279E+000, 1.8596114E-001, 1.3283673E-001
 3.3600585E+003, 1.2928410E+002, 1.0893214E+002, 2.6220012E+002, 2.0517996E+002, 7.5603934E+001, 5.7528209E+001, 4.1096573E-001, 3.3134727E-001, 2.4349469E+000, 1.4613097E+000, 1.8397994E-001, 1.2764116E-001
 3.3752646E+003, 1.2879867E+002, 1.0861068E+002, 2.6046686E+002, 2.0404121E+002, 7.5477920E+001, 5.7488287E+001, 4.0991540E-001, 3.2965770E-001, 2.4246619E+000, 1.4510374E+000, 1.8242313E-001, 1.2553103E-001
 3.3901252E+003, 1.2831723E+002, 1.0828869E+002, 2.5875670E+002, 2.0292293E+002, 7.5351736E+001, 5.7450782E+001, 4.0415446E-001, 3.2468033E-001, 2.4071815E+000, 1.4611352E+000, 1.8214288E-001, 1.2683840E-001
 3.4053314E+003, 1.2783549E+002, 1.0796758E+002, 2.5707237E+002, 2.0182114E+002, 7.5226633E+001, 5.7413218E+001, 3.9592818E-001, 3.2299431E-001, 2.3870638E+000, 1.4547729E+000, 1.8126817E-001, 1.2822127E-001
 3.4201919E+003, 1.2735542E+002, 1.0764835E+002, 2.5541071E+002, 2.0073348E+002, 7.5101712E+001, 5.7375360E+001, 3.9421843E-001, 3.2127081E-001, 2.3728086E+000, 1.4463616E+000, 1.7943840E-001, 1.2877072E-001
 3.4350525E+003, 1.2688618E+002, 1.0733598E+002, 2.5377927E+002, 1.9966822E+002, 7.4979736E+001, 5.7337858E+001, 3.9450291E-001, 3.2278667E-001, 2.3339542E+000, 1.4213834E+000, 1.7926864E-001, 1.2491545E-001
 3.4503340E+003, 1.2641507E+002, 1.0702164E+002, 2.5214647E+002, 1.9859465E+002, 7.4856809E+001, 5.7297361E+001, 3.9195597E-001, 3.1846990E-001, 2.2920286E+000, 1.3881773E+000, 1.7913306E-001, 1.2167985E-001
 3.4651765E+003, 1.2594435E+002, 1.0670826E+002, 2.5053296E+002, 1.9753215E+002, 7.4734344E+001, 5.7257008E+001, 3.8617870E-001, 3.1592573E-001, 2.2484168E+000, 1.3647601E+000, 1.7602409E-001, 1.2433750E-001
 3.4800371E+003, 1.2548385E+002, 1.0640049E+002, 2.4896848E+002, 1.9649676E+002, 7.4610813E+001, 5.7216889E+001, 3.8322484E-001, 3.1191112E-001, 2.2154181E+000, 1.3512635E+000, 1.7083753E-001, 1.3515830E-001
 3.4952432E+003, 1.2502201E+002, 1.0609086E+002, 2.4740528E+002, 1.9545896E+002, 7.4483042E+001, 5.7177223E+001, 3.7773774E-001, 3.1062293E-001, 2.1684886E+000, 1.3464264E+000, 1.6610320E-001, 1.3201317E-001
 3.5101038E+003, 1.2456191E+002, 1.0578008E+002, 2.4584742E+002, 1.9443378E+002, 7.4354421E+001, 5.7138957E+001, 3.6924895E-001, 3.0195262E-001, 2.1240021E+000, 1.3328095E+000, 1.6742230E-001, 1.3737685E-001
 3.5252718E+003, 1.2409822E+002, 1.0546636E+002, 2.4430817E+002, 1.9341708E+002, 7.4225479E+001, 5.7101384E+001, 3.5385264E-001, 2.9469604E-001, 2.0999433E+000, 1.3060651E+000, 1.8702959E-001, 1.2523016E-001
 3.5401183E+003, 1.2363118E+002, 1.0515310E+002, 2.4279510E+002, 1.9240909E+002, 7.4099310E+001, 5.7062626E+001, 3.4639897E-001, 2.9123382E-001, 2.0576711E+000, 1.2749512E+000, 1.8881860E-001, 1.2222965E-001
 3.5551861E+003, 1.2316872E+002, 1.0484367E+002, 2.4130465E+002, 1.9140989E+002, 7.3976358E+001, 5.7024080E+001, 3.4061885E-001, 2.8860020E-001, 2.0060775E+000, 1.2475169E+000, 1.7666516E-001, 1.2363783E-001
 3.5700161E+003, 1.2270849E+002, 1.0453640E+002, 2.3982644E+002, 1.9041538E+002, 7.3854832E+001, 5.6985430E+001, 3.3818284E-001, 2.8516751E-001, 1.9845340E+000, 1.2299478E+000, 1.7180038E-001, 1.2402169E-001
 3.5852222E+003, 1.2224987E+002, 1.0422797E+002, 2.3834716E+002, 1.8943606E+002, 7.3734485E+001, 5.6947128E+001, 3.3416916E-001, 2.8325861E-001, 1.9570037E+000, 1.2404058E+000, 1.7159532E-001, 1.2934067E-001
 3.6000828E+003, 1.2179737E+002, 1.0392001E+002, 2.3688490E+002, 1.8846785E+002, 7.3614440E+001, 5.6909043E+001, 3.4162203E-001, 2.8011611E-001, 1.9294783E+000, 1.2248433E+000, 1.6846419E-001, 1.2190565E-001
