s,C,m,kW/m2,1/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m
 1.2000125E+003, 6.9742156E+001, 1.4775856E+000, 3.3510025E-001, 1.7444796E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.2150132E+003, 6.8966114E+001, 1.4559831E+000, 3.3777203E-001, 1.7875101E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.2300242E+003, 6.9728502E+001, 1.4633939E+000, 3.4146124E-001, 1.8916428E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.2450003E+003, 6.9664052E+001, 1.4633966E+000, 3.3836823E-001, 1.8987559E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.2600137E+003, 6.9954062E+001, 1.4660760E+000, 3.4335955E-001, 1.9678151E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.2750139E+003, 7.0201128E+001, 1.4647398E+000, 3.4923969E-001, 1.9948858E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.2900045E+003, 6.9836581E+001, 1.4486696E+000, 3.4730513E-001, 1.9604921E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.3050086E+003, 6.9739899E+001, 1.4280302E+000, 3.4869466E-001, 2.0034729E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.3200079E+003, 6.9786344E+001, 1.4321315E+000, 3.5025883E-001, 2.0649730E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.3350157E+003, 6.9958869E+001, 1.4438677E+000, 3.4630509E-001, 2.2018354E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.3500271E+003, 7.0402613E+001, 1.4446928E+000, 3.4908535E-001, 2.2379321E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.3650118E+003, 6.9537872E+001, 1.4305306E+000, 3.4656400E-001, 2.2055300E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.3800252E+003, 6.9007609E+001, 1.4154226E+000, 3.4895337E-001, 2.2425372E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.3950251E+003, 6.9068210E+001, 1.4154359E+000, 3.4947369E-001, 2.3091166E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.4100273E+003, 6.8989996E+001, 1.4208696E+000, 3.4876051E-001, 2.3979715E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.4250013E+003, 6.8954027E+001, 1.4141357E+000, 3.4619922E-001, 2.3329336E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.4400052E+003, 6.8925915E+001, 1.4267634E+000, 3.4238817E-001, 2.3777944E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.4550168E+003, 6.8793979E+001, 1.4249518E+000, 3.4572042E-001, 2.4458026E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.4700056E+003, 6.8030127E+001, 1.4059320E+000, 3.4237229E-001, 2.5193795E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.4850083E+003, 6.7834075E+001, 1.3907039E+000, 3.4714864E-001, 2.5310591E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.5000265E+003, 6.7665159E+001, 1.4088281E+000, 3.3771754E-001, 2.5720968E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.5150104E+003, 6.7762692E+001, 1.4073764E+000, 3.4130411E-001, 2.6400092E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.5300221E+003, 6.7110045E+001, 1.3906968E+000, 3.4383680E-001, 2.6492269E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.5450198E+003, 6.6573478E+001, 1.3828260E+000, 3.3979313E-001, 2.6448231E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.5600210E+003, 6.6569948E+001, 1.3894910E+000, 3.3609413E-001, 2.6464119E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.5750238E+003, 6.6478438E+001, 1.3960093E+000, 3.3541343E-001, 2.7227488E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.5900198E+003, 6.6231109E+001, 1.3863709E+000, 3.3290311E-001, 2.7454422E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.6050194E+003, 6.5871238E+001, 1.3890312E+000, 3.3070020E-001, 2.7348923E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.6200227E+003, 6.5464292E+001, 1.3930857E+000, 3.2829253E-001, 2.8085853E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.6350155E+003, 6.5542578E+001, 1.3928684E+000, 3.2897759E-001, 2.8960891E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.6500296E+003, 6.4920157E+001, 1.3811340E+000, 3.2521925E-001, 2.9155786E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.6650279E+003, 6.4353226E+001, 1.3598283E+000, 3.2108955E-001, 2.8529975E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.6800112E+003, 6.4308264E+001, 1.3770586E+000, 3.2031998E-001, 2.9169051E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.6950007E+003, 6.3827375E+001, 1.3799639E+000, 3.1472606E-001, 2.9214232E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.7100220E+003, 6.3717902E+001, 1.3865274E+000, 3.1593462E-001, 2.9021932E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.7250111E+003, 6.2810596E+001, 1.3720862E+000, 3.0926392E-001, 2.9155259E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.7400199E+003, 6.2800661E+001, 1.3924694E+000, 3.0983024E-001, 3.0445523E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.7550115E+003, 6.2629319E+001, 1.3784297E+000, 3.1010711E-001, 3.0202912E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.7700169E+003, 6.2170472E+001, 1.3707953E+000, 3.0806239E-001, 3.0094189E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.7850223E+003, 6.1961436E+001, 1.3821813E+000, 3.0212813E-001, 3.0053200E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.8000232E+003, 6.1437546E+001, 1.3719813E+000, 3.0089838E-001, 3.0898791E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.8150222E+003, 6.0838921E+001, 1.3737728E+000, 2.9360342E-001, 3.1415373E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.8300154E+003, 6.0626331E+001, 1.3686496E+000, 2.9597334E-001, 3.1019435E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.8450174E+003, 5.9902115E+001, 1.3526896E+000, 2.9259328E-001, 3.0890105E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.8600194E+003, 5.9525148E+001, 1.3393111E+000, 2.9088046E-001, 3.1143809E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.8750026E+003, 5.9126030E+001, 1.3466667E+000, 2.8545199E-001, 3.1187772E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.8900116E+003, 5.9002206E+001, 1.3532315E+000, 2.8304512E-001, 3.1650271E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.9050006E+003, 5.8437166E+001, 1.3440940E+000, 2.8349635E-001, 3.1968762E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.9200238E+003, 5.7824279E+001, 1.3229526E+000, 2.7584999E-001, 3.2182249E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.9350020E+003, 5.7302476E+001, 1.3138326E+000, 2.7142991E-001, 3.2864979E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.9500245E+003, 5.7293709E+001, 1.3365987E+000, 2.7340483E-001, 3.3604947E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.9650032E+003, 5.6528919E+001, 1.3303862E+000, 2.6503089E-001, 3.3553579E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.9800105E+003, 5.6036685E+001, 1.3210853E+000, 2.6353664E-001, 3.3421847E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 1.9950065E+003, 5.5608373E+001, 1.3031919E+000, 2.6300422E-001, 3.3471537E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.0100025E+003, 5.4956547E+001, 1.2924718E+000, 2.5887551E-001, 3.3839869E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.0250341E+003, 5.4398278E+001, 1.2829673E+000, 2.5551616E-001, 3.4164680E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.0400101E+003, 5.3921799E+001, 1.2796830E+000, 2.5331232E-001, 3.4467270E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.0550376E+003, 5.3335749E+001, 1.2788720E+000, 2.4849746E-001, 3.4320168E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.0700270E+003, 5.3159472E+001, 1.2798474E+000, 2.4776361E-001, 3.3432885E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.0850164E+003, 5.2719904E+001, 1.2912936E+000, 2.3991206E-001, 3.3622438E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.1000058E+003, 5.1908428E+001, 1.2520665E+000, 2.4047977E-001, 3.4085822E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.1150334E+003, 5.1446783E+001, 1.2726916E+000, 2.3477617E-001, 3.4688718E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.1300075E+003, 5.0692686E+001, 1.2447348E+000, 2.3108510E-001, 3.4816654E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.1450275E+003, 5.0177066E+001, 1.2430936E+000, 2.2726543E-001, 3.4876048E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.1600432E+003, 4.9763651E+001, 1.2367805E+000, 2.2171503E-001, 3.4971480E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.1750421E+003, 4.8985585E+001, 1.2063196E+000, 2.1988096E-001, 3.5021146E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.1900078E+003, 4.8386706E+001, 1.2059667E+000, 2.1382882E-001, 3.5121387E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.2050436E+003, 4.7833764E+001, 1.2158722E+000, 2.1020812E-001, 3.5271672E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.2200110E+003, 4.7371352E+001, 1.1928475E+000, 2.0786029E-001, 3.5354467E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.2350487E+003, 4.6821360E+001, 1.1922116E+000, 2.0435479E-001, 3.5405889E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.2500211E+003, 4.6118840E+001, 1.1688800E+000, 1.9891663E-001, 3.5379270E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.2650321E+003, 4.5354821E+001, 1.1540759E+000, 1.9367456E-001, 3.5381211E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.2800250E+003, 4.4839323E+001, 1.1538308E+000, 1.9358437E-001, 3.5298461E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.2950129E+003, 4.4236592E+001, 1.1455982E+000, 1.8600795E-001, 3.5288355E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.3100187E+003, 4.3567726E+001, 1.1089826E+000, 1.8305211E-001, 3.5433440E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.3250689E+003, 4.3000132E+001, 1.1109103E+000, 1.8321800E-001, 3.5428233E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.3400324E+003, 4.2262417E+001, 1.0904653E+000, 1.7556647E-001, 3.5340810E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.3550659E+003, 4.1693813E+001, 1.0867865E+000, 1.7212161E-001, 3.5381328E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.3700994E+003, 4.1072963E+001, 1.0667582E+000, 1.6870672E-001, 3.5404300E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.3851329E+003, 4.0469326E+001, 1.0583645E+000, 1.6351341E-001, 3.5370690E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
 2.4000259E+003, 3.9898619E+001, 1.0474967E+000, 1.5681716E-001, 3.5291456E+001, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002, 1.0000000E+002
