s,C,m,kW/m2,1/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m,%/m
 2.4150004E+003, 2.0435308E+001, 5.1999998E+000, 3.0548141E-002, 7.2990591E-002, 7.2572691E+000, 1.4499354E+001, 1.5424746E+001, 1.1492015E+001, 2.3355178E+001, 2.3528156E+001, 7.4785525E+000, 1.2216542E+001, 1.7157132E+001, 1.4304177E+001, 1.6939814E+001, 4.2504831E+001
 2.4300070E+003, 2.0439419E+001, 5.1999998E+000, 3.0106541E-002, 6.0231492E-002, 6.6899939E+000, 1.1573545E+001, 1.1834723E+001, 1.0342815E+001, 2.2209712E+001, 2.0951798E+001, 6.3714395E+000, 1.0834134E+001, 1.4301501E+001, 1.2060940E+001, 1.3041490E+001, 3.1945594E+001
 2.4450036E+003, 2.0411518E+001, 5.1999998E+000, 2.9626959E-002, 5.0808051E-002, 5.9545779E+000, 9.7756939E+000, 9.5908607E+000, 8.9017821E+000, 2.1644359E+001, 1.7642408E+001, 5.6295261E+000, 8.7662148E+000, 1.1707681E+001, 1.0835323E+001, 1.0757983E+001, 3.0244611E+001
 2.4600002E+003, 2.0371899E+001, 5.1999998E+000, 2.9426679E-002, 4.9009409E-002, 5.5690521E+000, 7.4827477E+000, 7.2133314E+000, 7.7135098E+000, 2.0082445E+001, 1.6525747E+001, 5.0730280E+000, 5.9595514E+000, 8.7111213E+000, 8.7089610E+000, 1.0425696E+001, 2.0447131E+001
 2.4750068E+003, 2.0378325E+001, 5.1999998E+000, 2.9063496E-002, 3.8216652E-002, 4.3704228E+000, 6.3410799E+000, 6.6897391E+000, 7.5529404E+000, 1.7852084E+001, 1.6724783E+001, 4.3355993E+000, 4.9232275E+000, 6.8910431E+000, 8.4936694E+000, 9.3262004E+000, 2.0917215E+001
 2.4900034E+003, 2.0369405E+001, 5.1999998E+000, 2.8862979E-002, 3.3040383E-002, 3.7623664E+000, 5.3694991E+000, 4.8941093E+000, 6.6975502E+000, 1.5321145E+001, 1.2592372E+001, 3.6979434E+000, 4.3583833E+000, 5.6467976E+000, 7.5511749E+000, 8.8179571E+000, 1.7381054E+001
 2.5050101E+003, 2.0357761E+001, 5.1999998E+000, 2.8339982E-002, 2.3992130E-002, 3.1523592E+000, 4.6206621E+000, 3.7599901E+000, 4.9502269E+000, 1.3933022E+001, 1.4450182E+001, 3.1495481E+000, 3.4297102E+000, 4.9899938E+000, 5.8268455E+000, 6.9778653E+000, 1.2994438E+001
 2.5200066E+003, 2.0352392E+001, 5.1999998E+000, 2.8225314E-002, 2.0591282E-002, 2.6008070E+000, 3.9935390E+000, 4.3174070E+000, 4.3167588E+000, 1.2233928E+001, 1.0982746E+001, 2.4845823E+000, 3.2723232E+000, 4.3705406E+000, 4.5257890E+000, 6.9797643E+000, 1.2705766E+001
 2.5350032E+003, 2.0339466E+001, 5.1999998E+000, 2.7920340E-002, 1.7023923E-002, 2.1212792E+000, 3.2778508E+000, 2.9200581E+000, 3.5408914E+000, 1.0760293E+001, 6.7073875E+000, 2.1669428E+000, 2.7740883E+000, 3.6059283E+000, 4.3849460E+000, 4.9891154E+000, 7.2965452E+000
 2.5500099E+003, 2.0319686E+001, 5.1999998E+000, 2.7446615E-002, 1.3892170E-002, 1.7335077E+000, 2.5891113E+000, 2.0553804E+000, 3.0525615E+000, 9.8618926E+000, 5.8012079E+000, 1.9050590E+000, 2.5342367E+000, 2.7872933E+000, 3.7621525E+000, 4.6836190E+000, 7.8427945E+000
 2.5650064E+003, 2.0308097E+001, 5.1999998E+000, 2.7213876E-002, 1.3587654E-002, 1.5372337E+000, 2.1654354E+000, 1.8625518E+000, 2.7439641E+000, 8.2091351E+000, 4.6242360E+000, 1.5753042E+000, 2.0935464E+000, 2.3461985E+000, 2.9077909E+000, 4.2712361E+000, 6.8369290E+000
 2.5800030E+003, 2.0276378E+001, 5.1999998E+000, 2.7048565E-002, 1.0472626E-002, 1.2014658E+000, 1.7582671E+000, 1.6260430E+000, 2.3481734E+000, 6.2077666E+000, 5.2356937E+000, 1.3414873E+000, 1.6070728E+000, 1.8843608E+000, 2.6856702E+000, 3.8638098E+000, 5.1756813E+000
 2.5950097E+003, 2.0279199E+001, 5.1999998E+000, 2.6680082E-002, 8.5689422E-003, 1.0141414E+000, 1.6389265E+000, 1.2439338E+000, 1.8808798E+000, 5.6074219E+000, 4.0182091E+000, 1.0644533E+000, 1.2386499E+000, 1.6175657E+000, 2.1363228E+000, 3.8886594E+000, 6.2395906E+000
 2.6100063E+003, 2.0312670E+001, 5.1999998E+000, 2.6602138E-002, 7.8379680E-003, 7.8638145E-001, 1.2851550E+000, 9.5425908E-001, 1.6600579E+000, 4.0091248E+000, 2.8103278E+000, 8.8272292E-001, 1.1125816E+000, 1.2118027E+000, 1.7456125E+000, 3.4758733E+000, 4.1493572E+000
 2.6250028E+003, 2.0276505E+001, 5.1999998E+000, 2.6216661E-002, 6.0727365E-003, 6.8725113E-001, 1.0428401E+000, 8.6148200E-001, 1.3729268E+000, 3.2330025E+000, 2.5501972E+000, 7.5647931E-001, 8.9134659E-001, 1.0035226E+000, 1.6347863E+000, 3.0590285E+000, 2.9014906E+000
 2.6400095E+003, 2.0270398E+001, 5.1999998E+000, 2.6071808E-002, 4.6631133E-003, 6.0876944E-001, 8.8983957E-001, 6.3111508E-001, 1.2742753E+000, 2.7663240E+000, 1.5632845E+000, 6.3826825E-001, 7.5724980E-001, 8.1841397E-001, 1.4277322E+000, 3.0391534E+000, 2.0458055E+000
 2.6550061E+003, 2.0221859E+001, 5.1999998E+000, 2.5836908E-002, 4.0257296E-003, 4.9717422E-001, 7.6379536E-001, 5.0740435E-001, 9.6050241E-001, 2.6637352E+000, 1.4434846E+000, 4.9560654E-001, 5.5695725E-001, 6.5054628E-001, 1.1933505E+000, 1.8671295E+000, 2.6327253E+000
 2.6700026E+003, 2.0230752E+001, 5.1999998E+000, 2.5414428E-002, 2.9568799E-003, 4.1255396E-001, 6.3262171E-001, 4.2917373E-001, 7.3327762E-001, 2.3335727E+000, 9.8876266E-001, 4.4376624E-001, 4.9793548E-001, 5.4296885E-001, 9.5195222E-001, 1.7007521E+000, 1.8227289E+000
 2.6850093E+003, 2.0255150E+001, 5.1999998E+000, 2.5207065E-002, 2.2653536E-003, 3.4127071E-001, 5.0718667E-001, 3.9955018E-001, 7.0344142E-001, 2.0430806E+000, 9.2119799E-001, 3.5784346E-001, 3.9303096E-001, 4.3203567E-001, 8.3234796E-001, 9.6596779E-001, 9.6605555E-001
 2.7000059E+003, 2.0263977E+001, 5.1999998E+000, 2.4984049E-002, 2.0410443E-003, 2.8373453E-001, 3.7558657E-001, 2.8347072E-001, 5.5913038E-001, 1.6482677E+000, 9.3430206E-001, 3.0605525E-001, 3.2524239E-001, 3.3921969E-001, 6.9990505E-001, 1.2590196E+000, 7.9592275E-001
 2.7150024E+003, 2.0302099E+001, 5.1999998E+000, 2.4702718E-002, 1.8311723E-003, 2.1990976E-001, 3.0538143E-001, 2.0880860E-001, 4.2651471E-001, 1.5500097E+000, 8.3891676E-001, 2.4955753E-001, 3.1902886E-001, 2.7348054E-001, 6.0914149E-001, 1.0511454E+000, 7.3990515E-001
 2.7300091E+003, 2.0262121E+001, 5.1999998E+000, 2.4518073E-002, 1.5195152E-003, 2.0334098E-001, 2.8045399E-001, 1.8450173E-001, 4.5947436E-001, 1.4165472E+000, 7.3639297E-001, 2.0210559E-001, 2.4771184E-001, 2.2997276E-001, 4.9742496E-001, 8.4441019E-001, 5.9217665E-001
 2.7450057E+003, 2.0248017E+001, 5.1999998E+000, 2.4333727E-002, 1.3027235E-003, 1.6416304E-001, 2.3780195E-001, 1.4586993E-001, 3.3970228E-001, 1.1240564E+000, 7.2104883E-001, 1.7607284E-001, 2.0567674E-001, 1.8581365E-001, 4.4565544E-001, 7.1041310E-001, 5.0096570E-001
 2.7600022E+003, 2.0225000E+001, 5.1999998E+000, 2.4159787E-002, 9.9019591E-004, 1.4362267E-001, 1.8372499E-001, 1.1663924E-001, 2.9816376E-001, 9.6677473E-001, 5.6099855E-001, 1.5084733E-001, 1.7553295E-001, 1.5141758E-001, 3.7312753E-001, 6.6398567E-001, 4.8979859E-001
 2.7750089E+003, 2.0229113E+001, 5.1999998E+000, 2.3935752E-002, 8.1171606E-004, 1.1266719E-001, 1.5696612E-001, 1.1283978E-001, 2.2003450E-001, 8.1325964E-001, 2.6305426E-001, 1.2641971E-001, 1.5354598E-001, 1.2038227E-001, 2.9084522E-001, 4.5511127E-001, 3.5811621E-001
 2.7900055E+003, 2.0278396E+001, 5.1999998E+000, 2.3766061E-002, 6.7210299E-004, 8.8497762E-002, 1.2515584E-001, 8.8539249E-002, 1.8563788E-001, 6.1906477E-001, 2.6246377E-001, 9.9681554E-002, 1.3477475E-001, 1.0064291E-001, 2.3389084E-001, 3.5755638E-001, 4.0691948E-001
 2.8050020E+003, 2.0224528E+001, 5.1999998E+000, 2.3543159E-002, 5.9973782E-004, 7.2493280E-002, 1.1067041E-001, 6.0436241E-002, 1.4862398E-001, 5.1024992E-001, 2.8306431E-001, 7.9427129E-002, 9.9278728E-002, 7.8819136E-002, 1.7845402E-001, 3.7366065E-001, 2.3485485E-001
 2.8200087E+003, 2.0230730E+001, 5.1999998E+000, 2.3432995E-002, 5.0450258E-004, 6.3014021E-002, 9.8874383E-002, 5.7381776E-002, 1.2985063E-001, 4.6185922E-001, 2.7288102E-001, 6.3895208E-002, 7.8899177E-002, 6.5815519E-002, 1.5494170E-001, 3.4140899E-001, 2.2067107E-001
 2.8350053E+003, 2.0237689E+001, 5.1999998E+000, 2.3221720E-002, 4.0581791E-004, 4.9207942E-002, 7.7847817E-002, 4.1735234E-002, 9.4760153E-002, 4.2526382E-001, 1.3968329E-001, 5.5635146E-002, 5.9330958E-002, 5.5012969E-002, 1.3077308E-001, 2.6360155E-001, 2.7058796E-001
 2.8500018E+003, 2.0243810E+001, 5.1999998E+000, 2.2989774E-002, 3.5526064E-004, 4.1971832E-002, 5.8958227E-002, 3.9254540E-002, 8.5810075E-002, 3.6201458E-001, 1.2277212E-001, 4.4712496E-002, 5.6184495E-002, 4.6304511E-002, 1.0699784E-001, 2.2671639E-001, 1.3050659E-001
 2.8650085E+003, 2.0266144E+001, 5.1999998E+000, 2.2833217E-002, 2.7441370E-004, 3.4407232E-002, 4.6608781E-002, 3.3334412E-002, 9.1076254E-002, 2.5179796E-001, 7.3109930E-002, 3.7094719E-002, 4.9617569E-002, 3.9635228E-002, 8.5371623E-002, 2.3668855E-001, 1.0258868E-001
 2.8800051E+003, 2.0265211E+001, 5.1999998E+000, 2.2641075E-002, 2.5412704E-004, 3.0443526E-002, 3.6567725E-002, 2.4128437E-002, 7.2760814E-002, 1.9341998E-001, 1.1108659E-001, 3.2098559E-002, 3.9422235E-002, 3.1716333E-002, 8.0207375E-002, 2.1946657E-001, 8.7714390E-002
 2.8950016E+003, 2.0236715E+001, 5.1999998E+000, 2.2494152E-002, 2.0246000E-004, 2.4140994E-002, 3.3193576E-002, 2.0632050E-002, 5.5876754E-002, 1.8552234E-001, 6.0602776E-002, 2.8886966E-002, 3.2096056E-002, 2.5317120E-002, 7.0499964E-002, 2.0132257E-001, 1.0154424E-001
 2.9100083E+003, 2.0234653E+001, 5.1999998E+000, 2.2129427E-002, 1.3954888E-004, 2.1695149E-002, 3.0160993E-002, 1.8394392E-002, 4.4666630E-002, 1.7207338E-001, 4.6534617E-002, 2.2921367E-002, 2.4822424E-002, 2.1579067E-002, 5.4021316E-002, 1.7455268E-001, 6.4036102E-002
 2.9250049E+003, 2.0256959E+001, 5.1999998E+000, 2.2106713E-002, 1.2614917E-004, 1.7898956E-002, 2.4259146E-002, 1.8055757E-002, 3.6707134E-002, 1.6601455E-001, 3.3358850E-002, 1.8814382E-002, 2.0960255E-002, 1.8251183E-002, 4.3546519E-002, 1.5766846E-001, 5.0110621E-002
 2.9400014E+003, 2.0250346E+001, 5.1999998E+000, 2.1970052E-002, 1.2058328E-004, 1.4549958E-002, 1.9633287E-002, 1.5311641E-002, 2.7834522E-002, 1.1305284E-001, 3.1210201E-002, 1.6420007E-002, 1.8586915E-002, 1.5868027E-002, 3.5908591E-002, 1.4558293E-001, 3.8800992E-002
 2.9550081E+003, 2.0248030E+001, 5.1999998E+000, 2.1828210E-002, 9.8375848E-005, 1.2944062E-002, 1.6969019E-002, 1.0295498E-002, 3.1596854E-002, 7.6511331E-002, 4.4388166E-002, 1.3220221E-002, 1.4086719E-002, 1.2690173E-002, 2.8798273E-002, 1.1744553E-001, 3.2226763E-002
 2.9700047E+003, 2.0236252E+001, 5.1999998E+000, 2.1696346E-002, 7.8334347E-005, 1.0763676E-002, 1.3607299E-002, 8.7827999E-003, 4.0208131E-002, 9.3321073E-002, 2.8791833E-002, 1.1495884E-002, 1.1324816E-002, 9.9897839E-003, 2.7590575E-002, 9.2009375E-002, 3.6566746E-002
 2.9850012E+003, 2.0237361E+001, 5.1999998E+000, 2.1456263E-002, 6.4898712E-005, 9.0129157E-003, 1.1834374E-002, 7.3739838E-003, 2.1184447E-002, 8.0228334E-002, 1.6272149E-002, 9.2397663E-003, 9.4853414E-003, 8.6128514E-003, 2.7526343E-002, 7.8550683E-002, 2.5269388E-002
 3.0000079E+003, 2.0267347E+001, 5.1999998E+000, 2.1229200E-002, 4.7951132E-005, 7.6029294E-003, 9.9522644E-003, 5.4053914E-003, 1.6549820E-002, 6.5077429E-002, 1.5450337E-002, 7.8678665E-003, 8.9776363E-003, 6.4456753E-003, 2.3560172E-002, 7.9090472E-002, 1.9893012E-002
 3.0150045E+003, 2.0246075E+001, 5.1999998E+000, 2.1088080E-002, 4.6770354E-005, 6.1329094E-003, 8.6571448E-003, 5.1425711E-003, 1.3681348E-002, 6.5758063E-002, 1.3645970E-002, 6.6611216E-003, 6.3840410E-003, 5.7704905E-003, 1.7976006E-002, 6.0033231E-002, 1.5476481E-002
 3.0300010E+003, 2.0220140E+001, 5.1999998E+000, 2.1039550E-002, 4.0035569E-005, 5.0128593E-003, 7.1396237E-003, 3.9400442E-003, 1.5607604E-002, 5.8006048E-002, 1.1801904E-002, 5.8152470E-003, 5.7437648E-003, 4.8053971E-003, 1.7235298E-002, 4.7098307E-002, 1.4056573E-002
 3.0450077E+003, 2.0201186E+001, 5.1999998E+000, 2.0930852E-002, 3.3154969E-005, 4.4610093E-003, 5.7900555E-003, 3.2410369E-003, 1.1219887E-002, 5.4320813E-002, 9.9193826E-003, 4.7326768E-003, 5.3941553E-003, 4.0438457E-003, 1.4794123E-002, 3.6163809E-002, 1.2771431E-002
 3.0600043E+003, 2.0214825E+001, 5.1999998E+000, 2.0799945E-002, 2.7851487E-005, 3.8037289E-003, 4.7392553E-003, 2.4592220E-003, 1.0683999E-002, 4.0950538E-002, 9.9818556E-003, 3.9616789E-003, 4.2478132E-003, 3.2093558E-003, 1.0615684E-002, 3.9325758E-002, 1.1580241E-002
 3.0750009E+003, 2.0228234E+001, 5.1999998E+000, 2.0501165E-002, 2.2411106E-005, 3.0602400E-003, 4.2411689E-003, 2.0321631E-003, 7.3609774E-003, 3.6013171E-002, 5.8297240E-003, 3.3722174E-003, 3.2741821E-003, 2.7275099E-003, 9.4507797E-003, 4.0161392E-002, 9.2729065E-003
 3.0900075E+003, 2.0234248E+001, 5.1999998E+000, 2.0464249E-002, 1.9301273E-005, 2.5029719E-003, 3.3843241E-003, 1.6380033E-003, 6.7141414E-003, 3.3024427E-002, 1.2343091E-002, 2.8059962E-003, 2.8866928E-003, 2.1713211E-003, 9.2372339E-003, 2.8165967E-002, 8.5598869E-003
 3.1050041E+003, 2.0213364E+001, 5.1999998E+000, 2.0341052E-002, 1.6171020E-005, 2.0436614E-003, 3.0147337E-003, 1.4377617E-003, 4.8898528E-003, 1.8824541E-002, 5.7419274E-003, 2.2709575E-003, 2.6503082E-003, 1.8785606E-003, 7.4694144E-003, 2.9937871E-002, 8.4090335E-003
 3.1200007E+003, 2.0218564E+001, 5.1999998E+000, 2.0230625E-002, 1.4331265E-005, 1.7743978E-003, 2.4886148E-003, 1.3252831E-003, 4.5348293E-003, 1.6701116E-002, 1.1038404E-002, 1.9205904E-003, 2.0084612E-003, 1.5321908E-003, 5.9699402E-003, 2.4583223E-002, 6.2902766E-003
 3.1350073E+003, 2.0210122E+001, 5.1999998E+000, 2.0018246E-002, 1.1808257E-005, 1.4296894E-003, 1.9129435E-003, 1.0386013E-003, 3.4049405E-003, 1.6489913E-002, 8.0116027E-003, 1.6115146E-003, 1.7701506E-003, 1.2991092E-003, 5.8169328E-003, 1.6769831E-002, 5.7373733E-003
 3.1500039E+003, 2.0208112E+001, 5.1999998E+000, 1.9868267E-002, 9.6354181E-006, 1.2072317E-003, 1.7700463E-003, 8.6936253E-004, 3.0927880E-003, 1.2513901E-002, 6.1694182E-003, 1.3744693E-003, 1.3859383E-003, 1.0981813E-003, 4.5189329E-003, 1.4510865E-002, 6.3401553E-003
 3.1650005E+003, 2.0197260E+001, 5.1999998E+000, 1.9746966E-002, 7.5362356E-006, 1.0278794E-003, 1.5312349E-003, 6.6513521E-004, 2.6129425E-003, 1.3905959E-002, 3.1608591E-003, 1.1400435E-003, 1.2665688E-003, 9.3522887E-004, 3.6672138E-003, 7.7801127E-003, 4.4847228E-003
 3.1800071E+003, 2.0208188E+001, 5.1999998E+000, 1.9585236E-002, 6.8064059E-006, 8.0556561E-004, 1.2820428E-003, 6.5887837E-004, 1.8053289E-003, 1.1491870E-002, 2.3678737E-003, 9.4780229E-004, 1.1785472E-003, 7.4564848E-004, 2.9994518E-003, 8.7756655E-003, 3.2552418E-003
 3.1950037E+003, 2.0189824E+001, 5.1999998E+000, 1.9441666E-002, 5.8839335E-006, 7.9283793E-004, 1.0420954E-003, 5.2574615E-004, 2.9483890E-003, 9.7869382E-003, 4.3310738E-003, 7.8286320E-004, 8.3314257E-004, 6.2421803E-004, 2.9539920E-003, 8.5814322E-003, 2.5721848E-003
 3.2100003E+003, 2.0214429E+001, 5.1999998E+000, 1.9437780E-002, 5.0128860E-006, 7.1234158E-004, 8.2800239E-004, 4.3524180E-004, 2.1843323E-003, 8.0414477E-003, 2.3481804E-003, 6.9614244E-004, 7.0086667E-004, 5.4746810E-004, 3.1287907E-003, 7.9168392E-003, 2.2445188E-003
 3.2250069E+003, 2.0202961E+001, 5.1999998E+000, 1.9177234E-002, 4.0264410E-006, 5.8440510E-004, 7.0618616E-004, 3.6387161E-004, 1.5925076E-003, 7.4052140E-003, 3.0202918E-003, 5.8661046E-004, 6.6398309E-004, 4.8124119E-004, 2.3984493E-003, 7.1034046E-003, 1.5324070E-003
 3.2400035E+003, 2.0228095E+001, 5.1999998E+000, 1.9116873E-002, 3.6430447E-006, 4.8471436E-004, 6.5668262E-004, 3.3287865E-004, 9.8539735E-004, 6.0028145E-003, 2.2028424E-003, 5.0847300E-004, 6.2546031E-004, 3.9408848E-004, 1.6693687E-003, 6.6811856E-003, 1.2428300E-003
 3.2550001E+003, 2.0258543E+001, 5.1999998E+000, 1.9124495E-002, 3.1335280E-006, 3.9936842E-004, 5.6172299E-004, 3.4086582E-004, 9.9575219E-004, 6.1968862E-003, 1.1139632E-003, 4.0726806E-004, 5.1643589E-004, 3.4522147E-004, 1.3815776E-003, 5.4431871E-003, 1.2704965E-003
 3.2700067E+003, 2.0239390E+001, 5.1999998E+000, 1.8839985E-002, 2.5650038E-006, 3.4176067E-004, 4.1443648E-004, 2.6058876E-004, 7.2990676E-004, 5.4419792E-003, 8.9503948E-004, 3.4368086E-004, 4.1738774E-004, 2.8995978E-004, 1.1725581E-003, 4.1963354E-003, 1.1190617E-003
 3.2850033E+003, 2.0237713E+001, 5.1999998E+000, 1.8841119E-002, 2.3814058E-006, 2.7713105E-004, 3.5494510E-004, 2.0259496E-004, 8.2221794E-004, 3.8580313E-003, 9.2354940E-004, 3.0788228E-004, 2.9311785E-004, 2.4417898E-004, 1.1546244E-003, 4.0528076E-003, 9.8168061E-004
 3.3000100E+003, 2.0223943E+001, 5.1999998E+000, 1.8674432E-002, 2.1645590E-006, 2.4281038E-004, 2.9781339E-004, 1.7821010E-004, 6.2032161E-004, 3.9240412E-003, 1.5742502E-003, 2.5731757E-004, 2.6777163E-004, 2.0840087E-004, 1.1563836E-003, 3.8818495E-003, 8.6855324E-004
 3.3150065E+003, 2.0206424E+001, 5.1999998E+000, 1.8551842E-002, 1.6805915E-006, 2.0433379E-004, 2.4719852E-004, 1.4276986E-004, 7.2836475E-004, 3.9472610E-003, 6.9223129E-004, 2.2646734E-004, 2.2061204E-004, 1.7990557E-004, 9.0790815E-004, 3.1507960E-003, 6.5257721E-004
 3.3300031E+003, 2.0188681E+001, 5.1999998E+000, 1.8334331E-002, 1.4303847E-006, 1.7945490E-004, 2.3072617E-004, 1.1035262E-004, 8.0208297E-004, 2.6523899E-003, 9.2104247E-004, 1.9250758E-004, 1.9707521E-004, 1.5034794E-004, 6.8854848E-004, 2.2047615E-003, 6.6180705E-004
 3.3450098E+003, 2.0181268E+001, 5.1999998E+000, 1.8198628E-002, 1.2214797E-006, 1.4445180E-004, 1.9894793E-004, 1.1336330E-004, 4.3216085E-004, 2.3384554E-003, 6.7196587E-004, 1.5273290E-004, 1.7925445E-004, 1.2846367E-004, 6.5327497E-004, 2.0924131E-003, 7.1874492E-004
 3.3600063E+003, 2.0205620E+001, 5.1999998E+000, 1.8365758E-002, 1.1022058E-006, 1.2615780E-004, 1.4919460E-004, 1.0061301E-004, 3.6011092E-004, 2.0514771E-003, 6.7558503E-004, 1.2889487E-004, 1.5280719E-004, 1.1781467E-004, 5.6696542E-004, 1.8777345E-003, 5.4419297E-004
 3.3750029E+003, 2.0229296E+001, 5.1999998E+000, 1.8132842E-002, 8.7666327E-007, 1.0483590E-004, 1.3363075E-004, 6.9806806E-005, 3.3946345E-004, 2.0043155E-003, 3.0222281E-004, 1.1262358E-004, 1.2314413E-004, 9.3086812E-005, 4.2030005E-004, 1.8830282E-003, 4.3585370E-004
 3.3900096E+003, 2.0210233E+001, 5.1999998E+000, 1.8028785E-002, 7.9212893E-007, 8.8935836E-005, 1.1359752E-004, 5.9393861E-005, 3.2628924E-004, 1.5452022E-003, 5.0987399E-004, 9.1125461E-005, 1.1476920E-004, 7.4802084E-005, 4.1470658E-004, 1.6788877E-003, 3.4965520E-004
 3.4050061E+003, 2.0174009E+001, 5.1999998E+000, 1.7921850E-002, 7.0004816E-007, 7.3972027E-005, 9.9408417E-005, 5.6643398E-005, 2.9065552E-004, 1.4195640E-003, 2.6060557E-004, 7.7085989E-005, 9.8046749E-005, 6.6861916E-005, 4.0352270E-004, 1.3069831E-003, 3.7465329E-004
 3.4200027E+003, 2.0195296E+001, 5.1999998E+000, 1.7823176E-002, 5.4927101E-007, 5.9808302E-005, 8.5326225E-005, 4.6559259E-005, 2.1660568E-004, 1.1426314E-003, 3.3561716E-004, 6.4732118E-005, 7.9667229E-005, 5.5513495E-005, 3.5250000E-004, 9.5331353E-004, 4.1703429E-004
 3.4350094E+003, 2.0193282E+001, 5.1999998E+000, 1.7753210E-002, 4.8379216E-007, 5.2119358E-005, 7.0461581E-005, 3.5651896E-005, 1.8978821E-004, 1.0585352E-003, 4.0260333E-004, 5.7763914E-005, 7.2383001E-005, 4.7935766E-005, 3.6181392E-004, 7.3291049E-004, 2.6110053E-004
 3.4500059E+003, 2.0206196E+001, 5.1999998E+000, 1.7671308E-002, 4.2547074E-007, 4.6089177E-005, 6.0574895E-005, 3.1727175E-005, 1.9306789E-004, 9.9297157E-004, 2.1654636E-004, 4.9008264E-005, 5.0380694E-005, 3.9954098E-005, 2.6149725E-004, 6.2017385E-004, 2.2202931E-004
 3.4650025E+003, 2.0191951E+001, 5.1999998E+000, 1.7458624E-002, 3.5133045E-007, 4.1218349E-005, 5.2100674E-005, 3.2394930E-005, 2.3960706E-004, 7.2202201E-004, 2.5478639E-004, 4.0648786E-005, 4.3958165E-005, 3.4599938E-005, 2.1997912E-004, 6.0479802E-004, 2.1570470E-004
 3.4800092E+003, 2.0196615E+001, 5.1999998E+000, 1.7385942E-002, 3.0850474E-007, 3.6651747E-005, 4.3434513E-005, 2.8936087E-005, 1.4768400E-004, 5.6193061E-004, 4.3637537E-004, 3.7245817E-005, 3.7389480E-005, 2.8653460E-005, 1.8348683E-004, 5.7273568E-004, 2.0642533E-004
 3.4950057E+003, 2.0182088E+001, 5.1999998E+000, 1.7280377E-002, 2.5197023E-007, 2.8468449E-005, 3.4538425E-005, 2.2477502E-005, 1.0173946E-004, 6.3384094E-004, 2.6546251E-004, 3.2679099E-005, 3.0857743E-005, 2.6024437E-005, 1.8458140E-004, 6.0438147E-004, 1.4660582E-004
 3.5100023E+003, 2.0159567E+001, 5.1999998E+000, 1.7271403E-002, 1.9747817E-007, 2.5082884E-005, 2.9643518E-005, 1.7473659E-005, 9.4987587E-005, 6.5624629E-004, 7.2621807E-005, 2.6379103E-005, 2.4643533E-005, 2.2200258E-005, 1.3399645E-004, 4.6003363E-004, 9.1973782E-005
 3.5250090E+003, 2.0183140E+001, 5.1999998E+000, 1.7069299E-002, 1.5452920E-007, 2.4854539E-005, 2.5439136E-005, 1.4075858E-005, 8.6105548E-005, 5.0899702E-004, 1.0557335E-004, 2.3676579E-005, 2.2814733E-005, 1.8099049E-005, 1.0329747E-004, 4.0781392E-004, 8.5812841E-005
 3.5400056E+003, 2.0224357E+001, 5.1999998E+000, 1.7090697E-002, 1.6225937E-007, 1.8467352E-005, 2.1658925E-005, 1.2253911E-005, 6.3536024E-005, 4.1434854E-004, 5.7173841E-005, 2.0543925E-005, 1.8879694E-005, 1.5747247E-005, 9.6973956E-005, 3.5301834E-004, 1.0562974E-004
 3.5550021E+003, 2.0201825E+001, 5.1999998E+000, 1.6968475E-002, 1.4543859E-007, 1.8470456E-005, 1.7957830E-005, 1.0915587E-005, 8.0912231E-005, 3.3252763E-004, 5.1491323E-005, 1.8510067E-005, 1.6079722E-005, 1.2906129E-005, 9.5435342E-005, 2.7943520E-004, 7.8966721E-005
 3.5700088E+003, 2.0180456E+001, 5.1999998E+000, 1.6923708E-002, 1.2843601E-007, 1.5285595E-005, 1.5666885E-005, 9.7456169E-006, 6.4925177E-005, 3.2213778E-004, 4.3619130E-005, 1.6152334E-005, 1.4039209E-005, 1.1679263E-005, 9.7761764E-005, 2.6772990E-004, 5.8499582E-005
 3.5850054E+003, 2.0184491E+001, 5.1999998E+000, 1.6646166E-002, 1.0600567E-007, 1.2811827E-005, 1.3405567E-005, 9.2206756E-006, 6.4758623E-005, 2.6146427E-004, 4.1906319E-005, 1.3329873E-005, 1.0573525E-005, 1.0008130E-005, 7.7098704E-005, 2.3998531E-004, 6.2707352E-005
 3.6000019E+003, 2.0187129E+001, 5.1999998E+000, 1.6592954E-002, 7.6160229E-008, 1.1606985E-005, 1.1397972E-005, 5.8526505E-006, 4.7361429E-005, 2.1133847E-004, 5.8511192E-005, 1.1905762E-005, 1.0345925E-005, 8.2321557E-006, 7.1144778E-005, 2.0183405E-004, 4.2912063E-005
