Length,Pres
0.0,0.2145
0.5,0.2145
1.0,0.2145
1.5,0.2145
2.0,0.2145
2.5,0.2145
3.0,0.2145
3.5,0.2145
4.0,0.2145
4.5,0.10725
5.0,0.0
5.5,0.0
6.0,0.0
6.5,0.0
7.0,0.0
7.5,0.0
8.0,0.0
8.5,0.0
9.0,0.0
9.5,0.0
10.0,0.0
