s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kW,kW,kW,kW,kg,kg
Time,"O2 1","O2 2","CO 3","CO2 4","T","Smoke Concentration","Pressure","R1","R2,1","R2,2","R2,3","R2,4","R2,5","GAS SOOT","WALL SOOT"
 0.0000000E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.7000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0263232E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.6988678E+001, 0.0000000E+000,-1.3399218E+001, 2.7704255E+000, 5.9288438E-029, 5.9288079E-029, 5.9287872E-029, 5.9287503E-029, 5.9286928E-029, 2.5608010E-007, 7.1665251E-015
 2.0052698E+000, 2.0755368E-001, 2.0755368E-001, 4.9139452E-131, 3.8640237E-004, 2.6987495E+001, 0.0000000E+000,-1.4912397E+001, 9.2794258E+000, 8.5243042E-026, 8.5243041E-026, 8.5243041E-026, 8.5243041E-026, 8.5243040E-026, 2.1989675E-006, 5.4671345E-013
 3.0015935E+000, 2.0755368E-001, 2.0755368E-001, 2.1208347E-119, 3.8640237E-004, 2.6995126E+001, 1.5084831E-290,-6.0072478E+000, 1.5868243E+001, 2.2185731E-021, 2.2185731E-021, 2.2185731E-021, 2.2185731E-021, 2.2185731E-021, 6.3471638E-006, 2.6306851E-012
 4.0200577E+000, 2.0755368E-001, 2.0755368E-001, 3.5364529E-113, 3.8640237E-004, 2.6997428E+001, 2.9926795E-239,-3.5119831E+000, 2.2558879E+001, 5.0450466E-019, 5.0450466E-019, 5.0450466E-019, 5.0450466E-019, 5.0450466E-019, 1.2834898E-005, 6.7847103E-012
 5.0163813E+000, 2.0755368E-001, 2.0755368E-001, 6.0498963E-102, 3.8640237E-004, 2.6998631E+001, 7.9624864E-206,-2.4150359E+000, 2.9105919E+001, 2.1523351E-019, 2.1523351E-019, 2.1523351E-019, 2.1523351E-019, 2.1523351E-019, 2.1555964E-005, 1.1041912E-011
 6.0127050E+000, 2.0755368E-001, 2.0755368E-001, 3.8606483E-067, 3.8640237E-004, 2.6999631E+001, 2.7568522E-168,-1.6856557E+000, 3.5765499E+001, 2.1274483E-015, 2.1274483E-015, 2.1274483E-015, 2.1274483E-015, 2.1274483E-015, 3.2377874E-005, 1.5634707E-011
 7.0090287E+000, 2.0755368E-001, 2.0755368E-001, 7.2828803E-049, 3.8640237E-004, 2.7000907E+001, 2.3805804E-130,-1.0370598E+000, 4.2407728E+001, 5.4223438E-015, 5.4223438E-015, 5.4223438E-015, 5.4223438E-015, 5.4223438E-015, 4.5432533E-005, 1.9633332E-011
 8.0096268E+000, 2.0755368E-001, 2.0755368E-001, 2.5037709E-034, 3.8640237E-004, 2.7002500E+001, 3.1880552E-100,-5.2717551E-001, 4.9159844E+001, 4.6901041E-014, 4.6901041E-014, 4.6901041E-014, 4.6901041E-014, 4.6901041E-014, 6.0759046E-005, 2.3542864E-011
 9.0055236E+000, 2.0755368E-001, 2.0755368E-001, 4.3143912E-031, 3.8640237E-004, 2.7003364E+001, 1.9400194E-078,-2.0769958E-001, 5.5753683E+001, 2.9786550E-013, 2.9786550E-013, 2.9786550E-013, 2.9786550E-013, 2.9786550E-013, 7.8333362E-005, 2.8654945E-011
 1.0001421E+001, 2.0755368E-001, 2.0755368E-001, 3.0076315E-026, 3.8640237E-004, 2.7003868E+001, 4.4059956E-059, 9.4507515E-002, 6.2348881E+001, 6.7699724E-013, 6.7699724E-013, 6.7699724E-013, 6.7699724E-013, 6.7699724E-013, 9.8076106E-005, 2.1407840E-009
 1.1017235E+001, 2.0755368E-001, 2.0755368E-001, 1.0572005E-017, 3.8640237E-004, 2.7004423E+001, 2.3591194E-040, 1.4177607E-001, 6.9107119E+001, 8.6532234E-012, 8.6532234E-012, 8.6532234E-012, 8.6532234E-012, 8.6532234E-012, 1.2006006E-004, 1.8505492E-008
 1.2013132E+001, 2.0751674E-001, 2.0755368E-001, 9.0180241E-008, 4.0797664E-004, 2.7425287E+001, 1.5686720E-027, 5.4624219E-001, 7.5903679E+001, 2.6483365E-011, 2.6483365E-011, 2.6483365E-011, 2.6483365E-011, 2.6483365E-011, 1.4429402E-004, 3.6582616E-008
 1.3009029E+001, 2.0719992E-001, 2.0755368E-001, 8.6381928E-007, 5.9305821E-004, 3.0992699E+001, 4.3318618E-022, 8.7757285E-001, 8.2342795E+001, 6.2773205E-011, 6.2773205E-011, 6.2773205E-011, 6.2773205E-011, 6.2773205E-011, 1.7046658E-004, 6.1682480E-008
 1.4004926E+001, 2.0725068E-001, 2.0755368E-001, 7.3988798E-007, 5.6340950E-004, 3.0411304E+001, 1.3810975E-019, 1.3752202E+000, 8.8920085E+001, 1.3665691E-010, 1.3665691E-010, 1.3665691E-010, 1.3665691E-010, 1.3665691E-010, 1.9850035E-004, 9.1690147E-008
 1.5000823E+001, 2.0699160E-001, 2.0755368E-001, 1.3725167E-006, 7.1475646E-004, 3.3362296E+001, 6.3948225E-016, 1.7234668E+000, 9.5825135E+001, 1.0942446E-009, 1.0942446E-009, 1.0942446E-009, 1.0942446E-009, 1.0942446E-009, 2.2824459E-004, 1.3223021E-007
 1.6016638E+001, 2.0705340E-001, 2.0755368E-001, 1.2216138E-006, 6.7865519E-004, 3.2672280E+001, 9.1907230E-014, 2.1842112E+000, 1.0248779E+002, 4.3542618E-009, 4.3542618E-009, 4.3542618E-009, 4.3542618E-009, 4.3542618E-009, 2.6036943E-004, 1.8643950E-007
 1.7012534E+001, 2.0717017E-001, 2.0755368E-001, 9.3648066E-007, 6.1044135E-004, 3.1319692E+001, 1.1956476E-011, 2.5719701E+000, 1.0915411E+002, 7.5528774E-009, 7.5528774E-009, 7.5528774E-009, 7.5528774E-009, 7.5528774E-009, 2.9487699E-004, 2.6409509E-007
 1.8007621E+001, 2.0734258E-001, 2.0755368E-001, 5.1547026E-007, 5.0972091E-004, 2.9375214E+001, 2.7583175E-010, 3.0404792E+000, 1.1566286E+002, 8.0451108E-009, 8.0451108E-009, 8.0451108E-009, 8.0451108E-009, 8.0451108E-009, 3.3083530E-004, 3.6094676E-007
