s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kW,kW,kW,kW,kg,kg
Time,"O2 1","O2 2","CO 3","CO2 4","T","Smoke Concentration","Pressure","R1","R2,1","R2,2","R2,3","R2,4","R2,5","GAS SOOT","WALL SOOT"
 0.0000000E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 3.0000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0596725E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.9999989E+001, 0.0000000E+000, 2.0053615E-004, 3.1023429E+000, 4.9192088E-028, 4.9192014E-028, 4.9191956E-028, 4.9191871E-028, 4.9191725E-028, 2.8546705E-007, 2.0165168E-015
 2.0230112E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.9999988E+001, 0.0000000E+000, 1.2146381E-003, 1.2299821E+001, 7.7962090E-024, 7.7962090E-024, 7.7962090E-024, 7.7962090E-024, 7.7962090E-024, 2.6351305E-006, 7.1294768E-014
 3.0826838E+000, 2.0755368E-001, 2.0755368E-001, 1.1879883E-122, 3.8640237E-004, 3.0000028E+001, 0.0000000E+000, 1.9973420E-003, 2.1102351E+001, 6.7449588E-014, 6.7449588E-014, 6.7449588E-014, 6.7449588E-014, 6.7449588E-014, 8.5133594E-006, 9.0751357E-013
 4.0169846E+000, 2.0755368E-001, 2.0755368E-001, 3.2289041E-111, 3.8640237E-004, 3.0000155E+001, 0.0000000E+000, 8.8045904E-004, 2.3613475E+001, 7.5974422E-018, 7.5974422E-018, 7.5974422E-018, 7.5974422E-018, 7.5974422E-018, 1.5628621E-005, 3.8869939E-012
 5.0128728E+000, 2.0755368E-001, 2.0755368E-001, 5.0091559E-103, 3.8640237E-004, 3.0000364E+001, 0.0000000E+000, 9.7990624E-004, 2.9046333E+001, 4.9878469E-018, 4.9878469E-018, 4.9878469E-018, 4.9878469E-018, 4.9878469E-018, 2.4012945E-005, 6.7749493E-012
 6.0083280E+000, 2.0755368E-001, 2.0755368E-001, 8.6006646E-081, 3.8640237E-004, 3.0000602E+001, 5.5121896E-284, 1.7997839E-003, 3.5623332E+001, 7.2570793E-015, 7.2570793E-015, 7.2570793E-015, 7.2570793E-015, 7.2570793E-015, 3.4751975E-005, 9.6004382E-012
 7.0126969E+000, 2.0755368E-001, 2.0755368E-001, 6.3148903E-063, 3.8640237E-004, 3.0000913E+001, 9.3040313E-270, 7.1396720E-003, 4.2255393E+001, 1.1216699E-014, 1.1216699E-014, 1.1216699E-014, 1.1216699E-014, 1.1216699E-014, 4.7718757E-005, 2.0076172E-010
 8.0287320E+000, 2.0755368E-001, 2.0755368E-001, 8.3337981E-051, 3.8640237E-004, 3.0001336E+001, 1.0129962E-243,-5.9410751E-003, 4.8682744E+001, 7.4184483E-014, 7.4184483E-014, 7.4184483E-014, 7.4184483E-014, 7.4184483E-014, 6.2998102E-005, 2.5550899E-009
 9.0087330E+000, 2.0755368E-001, 2.0755368E-001, 4.4204872E-043, 3.8640237E-004, 3.0001856E+001, 1.9898082E-222,-6.7551993E-002, 5.5458906E+001, 3.3020947E-013, 3.3020947E-013, 3.3020947E-013, 3.3020947E-013, 3.3020947E-013, 8.0084473E-005, 1.3634764E-008
 1.0012330E+001, 2.0755368E-001, 2.0755368E-001, 2.1348342E-029, 3.8640237E-004, 3.0002578E+001, 1.3779993E-202,-1.0087306E-001, 6.1912710E+001, 4.0662650E-012, 4.0662650E-012, 4.0662650E-012, 4.0662650E-012, 4.0662650E-012, 9.9368790E-005, 3.2108898E-008
 1.1006909E+001, 2.0755368E-001, 2.0755368E-001, 9.7119003E-020, 3.8640237E-004, 3.0003831E+001, 1.7294961E-183,-8.9808148E-002, 6.8609442E+001, 8.1167676E-012, 8.1167676E-012, 8.1167676E-012, 8.1167676E-012, 8.1167676E-012, 1.2102122E-004, 5.9572902E-008
 1.2016114E+001, 2.0755355E-001, 2.0755368E-001, 2.9927494E-010, 3.8647397E-004, 3.0006929E+001, 1.7784549E-161,-5.5114129E-002, 7.5075557E+001, 4.7065196E-011, 4.7065196E-011, 4.7065196E-011, 4.7065196E-011, 4.7065196E-011, 1.4503297E-004, 9.3798926E-008
 1.3020190E+001, 2.0755317E-001, 2.0755368E-001, 1.2445786E-009, 3.8670012E-004, 3.0012087E+001, 1.4674758E-137,-6.3348171E-002, 8.1935077E+001, 1.7798268E-010, 1.7798268E-010, 1.7798268E-010, 1.7798268E-010, 1.7798268E-010, 1.7144158E-004, 1.3431648E-007
 1.4018079E+001, 2.0755359E-001, 2.0755368E-001, 2.0842382E-010, 3.8645223E-004, 3.0008228E+001, 9.4376710E-115,-1.5144885E-001, 8.8543132E+001, 3.5548699E-010, 3.5548699E-010, 3.5548699E-010, 3.5548699E-010, 3.5548699E-010, 1.9985731E-004, 1.8463042E-007
 1.5006621E+001, 2.0755364E-001, 2.0755368E-001, 8.6315160E-011, 3.8642302E-004, 3.0008805E+001, 1.2031509E-094,-1.9753133E-001, 9.4969517E+001, 7.3184146E-010, 7.3184146E-010, 7.3184146E-010, 7.3184146E-010, 7.3184146E-010, 2.3016717E-004, 2.5155667E-007
