s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kW,kW,kW,kW,kg,kg
Time,"O2 1","O2 2","CO 3","CO2 4","T","Smoke Concentration","Pressure","R1","R2,1","R2,2","R2,3","R2,4","R2,5","GAS SOOT","WALL SOOT"
 0.0000000E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.7000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0263279E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.6988693E+001, 0.0000000E+000,-1.3382173E+001, 2.8456880E+000, 6.3279493E-029, 6.3279149E-029, 6.3278949E-029, 6.3278552E-029, 6.3277995E-029, 2.6295904E-007, 7.3713479E-015
 2.0052709E+000, 2.0755368E-001, 2.0755368E-001, 5.1660665E-131, 3.8640237E-004, 2.6989626E+001, 0.0000000E+000,-1.2384830E+001, 9.4427244E+000, 1.0167435E-025, 1.0167435E-025, 1.0167434E-025, 1.0167434E-025, 1.0167434E-025, 2.2487494E-006, 5.5555443E-013
 3.0015871E+000, 2.0755368E-001, 2.0755368E-001, 2.3186170E-119, 3.8640237E-004, 2.6995905E+001, 1.6833218E-290,-5.0825789E+000, 1.6108142E+001, 2.8782767E-021, 2.8782767E-021, 2.8782767E-021, 2.8782767E-021, 2.8782767E-021, 6.4624405E-006, 2.6598625E-012
 4.0200437E+000, 2.0755368E-001, 2.0755368E-001, 3.9195641E-113, 3.8640237E-004, 2.6997680E+001, 3.2464980E-239,-3.2164286E+000, 2.2871137E+001, 5.8012020E-019, 5.8012020E-019, 5.8012020E-019, 5.8012020E-019, 5.8012020E-019, 1.3039305E-005, 6.8589375E-012
 5.0163600E+000, 2.0755368E-001, 2.0755368E-001, 1.0422997E-101, 3.8640237E-004, 2.6998775E+001, 8.6942758E-206,-2.2492619E+000, 2.9559271E+001, 2.7874148E-019, 2.7874148E-019, 2.7874148E-019, 2.7874148E-019, 2.7874148E-019, 2.1891220E-005, 1.1131336E-011
 6.0126762E+000, 2.0755368E-001, 2.0755368E-001, 8.1369560E-067, 3.8640237E-004, 2.6999717E+001, 3.5504235E-168,-1.5925696E+000, 3.6283059E+001, 2.6845002E-015, 2.6845002E-015, 2.6845002E-015, 2.6845002E-015, 2.6845002E-015, 3.2875243E-005, 1.5780628E-011
 7.0089925E+000, 2.0755368E-001, 2.0755368E-001, 1.3046454E-048, 3.8640237E-004, 2.7000966E+001, 3.7906730E-130,-9.8326143E-001, 4.3011812E+001, 6.2642204E-015, 6.2642204E-015, 6.2642204E-015, 6.2642204E-015, 6.2642204E-015, 4.6115953E-005, 1.9789811E-011
 8.0095522E+000, 2.0755368E-001, 2.0755368E-001, 5.2947559E-034, 3.8640237E-004, 2.7002547E+001, 5.8541340E-100,-4.9340293E-001, 4.9876070E+001, 5.7269105E-014, 5.7269105E-014, 5.7269105E-014, 5.7269105E-014, 5.7269105E-014, 6.1668914E-005, 2.3755433E-011
 9.0053558E+000, 2.0755368E-001, 2.0755368E-001, 7.2634602E-031, 3.8640237E-004, 2.7003410E+001, 3.0380886E-078,-1.8344166E-001, 5.6553809E+001, 3.7458008E-013, 3.7458008E-013, 3.7458008E-013, 3.7458008E-013, 3.7458008E-013, 7.9493676E-005, 2.8958921E-011
 1.0001159E+001, 2.0755368E-001, 2.0755368E-001, 2.9707085E-025, 3.8640237E-004, 2.7003966E+001, 7.8724789E-059, 1.6770791E-001, 6.3245938E+001, 9.5555078E-013, 9.5555078E-013, 9.5555078E-013, 9.5555078E-013, 9.5555078E-013, 9.9511085E-005, 2.8528203E-009
 1.1016879E+001, 2.0755368E-001, 2.0755368E-001, 6.6417641E-018, 3.8640237E-004, 2.7004560E+001, 3.4886866E-040, 2.2735786E-001, 7.0128012E+001, 1.0462773E-011, 1.0462773E-011, 1.0462773E-011, 1.0462773E-011, 1.0462773E-011, 1.2179569E-004, 2.0362513E-008
 1.2012682E+001, 2.0752695E-001, 2.0755368E-001, 6.5255250E-008, 4.0201371E-004, 2.7310263E+001, 2.0651885E-027, 6.6687446E-001, 7.7014878E+001, 3.1086532E-011, 3.1086532E-011, 3.1086532E-011, 3.1086532E-011, 3.1086532E-011, 1.4638532E-004, 3.8932773E-008
 1.3008486E+001, 2.0717199E-001, 2.0755368E-001, 9.3202146E-007, 6.0937456E-004, 3.1329029E+001, 5.3751296E-022, 1.0161453E+000, 8.3559256E+001, 7.5099602E-011, 7.5099602E-011, 7.5099602E-011, 7.5099602E-011, 7.5099602E-011, 1.7292379E-004, 6.4971975E-008
 1.4004289E+001, 2.0735664E-001, 2.0755368E-001, 4.8113532E-007, 5.0150679E-004, 2.9222558E+001, 1.2720797E-019, 1.5072306E+000, 9.0183115E+001, 1.8107688E-010, 1.8107688E-010, 1.8107688E-010, 1.8107688E-010, 1.8107688E-010, 2.0132206E-004, 9.5395480E-008
 1.5000093E+001, 2.0743396E-001, 2.0755368E-001, 2.9232558E-007, 4.5633689E-004, 2.8371520E+001, 5.7939035E-016, 1.8603380E+000, 9.7217148E+001, 1.3459125E-009, 1.3459125E-009, 1.3459125E-009, 1.3459125E-009, 1.3459125E-009, 2.3145533E-004, 1.3541164E-007
 1.6015813E+001, 2.0734549E-001, 2.0755368E-001, 5.0836555E-007, 5.0802122E-004, 2.9364789E+001, 9.0028480E-014, 2.2460868E+000, 1.0408525E+002, 5.5932960E-009, 5.5932960E-009, 5.5932960E-009, 5.5932960E-009, 5.5932960E-009, 2.6405682E-004, 1.9180267E-007
 1.7011616E+001, 2.0745374E-001, 2.0755368E-001, 2.4402250E-007, 4.4478110E-004, 2.8138750E+001, 1.1199782E-011, 2.6347913E+000, 1.1063936E+002, 6.4208512E-009, 6.4208512E-009, 6.4208512E-009, 6.4208512E-009, 6.4208512E-009, 2.9911631E-004, 2.7255245E-007
 1.8010683E+001, 2.0749869E-001, 2.0755368E-001, 1.3426605E-007, 4.1852351E-004, 2.7635937E+001, 2.5719892E-010, 3.0434425E+000, 1.1726465E+002, 8.0310194E-009, 8.0310194E-009, 8.0310194E-009, 8.0310194E-009, 8.0310194E-009, 3.3564296E-004, 3.7391412E-007
