s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kW,kW,kW,kW,kg,kg
Time,"O2 1","O2 2","CO 3","CO2 4","T","Smoke Concentration","Pressure","R1","R2,1","R2,2","R2,3","R2,4","R2,5","GAS SOOT","WALL SOOT"
 0.0000000E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.6000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0263410E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.5988970E+001, 0.0000000E+000,-1.3095071E+001, 5.5031896E+000, 4.2204637E-028, 4.2204618E-028, 4.2204598E-028, 4.2204575E-028, 4.2204530E-028, 4.9421970E-007, 1.3448642E-014
 2.0052753E+000, 2.0755368E-001, 2.0755368E-001, 6.1375462E-130, 3.8640237E-004, 2.5990854E+001, 0.0000000E+000,-1.0969926E+001, 1.8202260E+001, 2.0193175E-022, 2.0193175E-022, 2.0193175E-022, 2.0193175E-022, 2.0193175E-022, 4.3417088E-006, 8.4342356E-013
 3.0015983E+000, 2.0755368E-001, 2.0755368E-001, 6.7366419E-118, 3.8640237E-004, 2.5997769E+001, 2.0146209E-289,-2.9652118E+000, 3.1072475E+001, 1.7991243E-016, 1.7991243E-016, 1.7991243E-016, 1.7991243E-016, 1.7991243E-016, 1.2469016E-005, 4.2678418E-012
 4.0200619E+000, 2.0755368E-001, 2.0755368E-001, 3.6591664E-111, 3.8640237E-004, 2.6000157E+001, 6.3274211E-238,-5.1219804E-001, 4.3931189E+001, 3.1671807E-016, 3.1671807E-016, 3.1671807E-016, 3.1671807E-016, 3.1671807E-016, 2.5161353E-005, 1.0511066E-011
 5.0163850E+000, 2.0755368E-001, 2.0755368E-001, 5.8947045E-089, 3.8640237E-004, 2.6001405E+001, 2.8934535E-204, 4.5465315E-001, 5.6665643E+001, 1.1630426E-012, 1.1630426E-012, 1.1630426E-012, 1.1630426E-012, 1.1630426E-012, 4.2058071E-005, 1.6539568E-011
 6.0024580E+000, 2.0755368E-001, 2.0755368E-001, 5.7620764E-051, 3.8640237E-004, 2.6002683E+001, 4.8483242E-160, 1.1867800E+000, 6.9733887E+001, 5.0184402E-012, 5.0184402E-012, 5.0184402E-012, 5.0184402E-012, 5.0184402E-012, 6.3050142E-005, 3.8837056E-011
 7.0134056E+000, 2.0755368E-001, 2.0755368E-001, 1.6425855E-033, 3.8640237E-004, 2.6004882E+001, 1.2563218E-118, 2.4086877E+000, 8.2744164E+001, 9.3987221E-011, 9.3987221E-011, 9.3987221E-011, 9.3987221E-011, 9.3987221E-011, 8.8565450E-005, 7.9554979E-009
 8.0049118E+000, 2.0755368E-001, 2.0755368E-001, 1.8787629E-026, 3.8640237E-004, 2.6007577E+001, 2.4849625E-090, 3.6504944E+000, 9.5804663E+001, 1.1384113E-009, 1.1384113E-009, 1.1384113E-009, 1.1384113E-009, 1.1384113E-009, 1.1852994E-004, 3.0944774E-008
 9.0158594E+000, 2.0755368E-001, 2.0755368E-001, 1.2667632E-017, 3.8640237E-004, 2.6009852E+001, 1.6347610E-066, 4.9079654E+000, 1.0896936E+002, 1.1167794E-008, 1.1167794E-008, 1.1167794E-008, 1.1167794E-008, 1.1167794E-008, 1.5274166E-004, 6.3819703E-008
 1.0007366E+001, 2.0755317E-001, 2.0755368E-001, 1.2316879E-009, 3.8669703E-004, 2.6018629E+001, 1.1695331E-048, 6.3858069E+000, 1.2143861E+002, 1.3720626E-008, 1.3720626E-008, 1.3720626E-008, 1.3720626E-008, 1.3720626E-008, 1.9094038E-004, 1.0668902E-007
 1.1018313E+001, 2.0741516E-001, 2.0755368E-001, 3.3823874E-007, 4.6732093E-004, 2.7619848E+001, 1.5235433E-032, 7.6762675E+000, 1.3479698E+002, 7.2113002E-008, 7.2113002E-008, 7.2113002E-008, 7.2113002E-008, 7.2113002E-008, 2.3308514E-004, 1.6253256E-007
