s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kW,kW,kW,kW,kg,kg
Time,"O2 1","O2 2","CO 3","CO2 4","T","Smoke Concentration","Pressure","R1","R2,1","R2,2","R2,3","R2,4","R2,5","GAS SOOT","WALL SOOT"
 0.0000000E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.8000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0021335E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.7999991E+001, 0.0000000E+000, 2.3359496E-002, 2.6348475E+000, 6.7253995E-029, 6.7253695E-029, 6.7253418E-029, 6.7252994E-029, 6.7252361E-029, 2.3102756E-007, 4.3978962E-015
 2.0129832E+000, 2.0755368E-001, 2.0755368E-001, 1.9618120E-134, 3.8640237E-004, 2.8000021E+001, 0.0000000E+000,-1.7698258E-001, 9.0652693E+000, 9.7409524E-026, 9.7409524E-026, 9.7409524E-026, 9.7409523E-026, 9.7409523E-026, 2.1332707E-006, 4.8964462E-013
 3.0058690E+000, 2.0755368E-001, 2.0755368E-001, 1.5441719E-125, 3.8640237E-004, 2.8000112E+001, 2.5712935E-284,-1.9730304E-001, 1.5665943E+001, 2.2473543E-021, 2.2473543E-021, 2.2473543E-021, 2.2473543E-021, 2.2473543E-021, 6.2699877E-006, 2.3470817E-012
 4.0208190E+000, 2.0755368E-001, 2.0755368E-001, 1.0688574E-120, 3.8640237E-004, 2.8000317E+001, 2.0571940E-232,-7.4858076E-003, 2.2294172E+001, 5.5053451E-019, 5.5053451E-019, 5.5053451E-019, 5.5053451E-019, 5.5053451E-019, 1.2643536E-005, 6.1945187E-012
 5.0137049E+000, 2.0755368E-001, 2.0755368E-001, 9.1388400E-102, 3.8640237E-004, 2.8000615E+001, 7.8385710E-201, 1.4416558E-002, 2.8898367E+001, 1.7523915E-019, 1.7523915E-019, 1.7523915E-019, 1.7523915E-019, 1.7523915E-019, 2.1261452E-005, 1.0193722E-011
 6.0065908E+000, 2.0755368E-001, 2.0755368E-001, 4.2968805E-068, 3.8640237E-004, 2.8001001E+001, 4.7512684E-167,-1.4165274E-001, 3.5429020E+001, 7.8665065E-016, 7.8665065E-016, 7.8665065E-016, 7.8665065E-016, 7.8665065E-016, 3.1956554E-005, 1.3882974E-011
 7.0139776E+000, 2.0755368E-001, 2.0755368E-001, 2.8498639E-047, 3.8640237E-004, 2.8001700E+001, 4.0267169E-133,-2.9030419E-001, 4.2107888E+001, 4.5401681E-015, 4.5401681E-015, 4.5401681E-015, 4.5401681E-015, 4.5401681E-015, 4.4953423E-005, 1.8096829E-011
 8.0032328E+000, 2.0755368E-001, 2.0755368E-001, 4.3275792E-033, 3.8640237E-004, 2.8002961E+001, 7.8758402E-103,-2.5876048E-001, 4.8664961E+001, 2.1185911E-014, 2.1185911E-014, 2.1185911E-014, 2.1185911E-014, 2.1185911E-014, 6.0115482E-005, 2.1365647E-009
 9.0122732E+000, 2.0755368E-001, 2.0755368E-001, 3.0883103E-030, 3.8640237E-004, 2.8003637E+001, 3.4830905E-076,-1.0817024E-001, 5.5272628E+001, 1.5680393E-013, 1.5680393E-013, 1.5680393E-013, 1.5680393E-013, 1.5680393E-013, 7.7489287E-005, 1.1215025E-008
 1.0001528E+001, 2.0755368E-001, 2.0755368E-001, 5.6304418E-018, 3.8640237E-004, 2.8003915E+001, 6.9347920E-055,-5.8798171E-002, 6.1956821E+001, 7.4403931E-013, 7.4403931E-013, 7.4403931E-013, 7.4403931E-013, 7.4403931E-013, 9.7085327E-005, 2.4888278E-008
 1.1010569E+001, 2.0730875E-001, 2.0755368E-001, 5.9808933E-007, 5.2948629E-004, 3.0775387E+001, 3.7014904E-037,-1.6442330E-001, 6.8546014E+001, 4.3475393E-012, 4.3475393E-012, 4.3475393E-012, 4.3475393E-012, 4.3475393E-012, 1.1899170E-004, 4.2870982E-008
