s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kW,kW,kW,kW,kg,kg
Time,"O2 1","O2 2","CO 3","CO2 4","T","Smoke Concentration","Pressure","R1","R2,1","R2,2","R2,3","R2,4","R2,5","GAS SOOT","WALL SOOT"
 0.0000000E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 3.1000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0596725E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 3.0993425E+001, 0.0000000E+000,-7.7049132E+000, 6.5984646E+000, 9.9366270E-027, 9.9366259E-027, 9.9366246E-027, 9.9366230E-027, 9.9366203E-027, 5.5939400E-007, 4.6800900E-015
 2.0230112E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 3.1004459E+001, 0.0000000E+000, 5.1943378E+000, 3.1562117E+001, 2.3437850E-012, 2.3437850E-012, 2.3437850E-012, 2.3437850E-012, 2.3437850E-012, 6.5952262E-006, 2.2595924E-013
 3.0446541E+000, 2.0755368E-001, 2.0755368E-001, 1.7493024E-117, 3.8640237E-004, 3.1000804E+001, 0.0000000E+000, 7.7830999E-001, 3.4190967E+001, 1.6421769E-012, 1.6421769E-012, 1.6421769E-012, 1.6421769E-012, 1.6421769E-012, 1.7517182E-005, 2.8993415E-012
 4.0242511E+000, 2.0755368E-001, 2.0755368E-001, 8.8597680E-104, 3.8640237E-004, 3.1002167E+001, 0.0000000E+000, 2.0409218E+000, 4.5021644E+001, 6.2999171E-016, 6.2999171E-016, 6.2999171E-016, 6.2999171E-016, 6.2999171E-016, 3.0429225E-005, 7.6512939E-012
 5.0245060E+000, 2.0755368E-001, 2.0755368E-001, 3.2382994E-071, 3.8640237E-004, 3.1003789E+001, 1.0378013E-291, 3.4983516E+000, 5.7848054E+001, 2.0581965E-011, 2.0581965E-011, 2.0581965E-011, 2.0581965E-011, 2.0581965E-011, 4.7366881E-005, 1.1989851E-011
 6.0164848E+000, 2.0755368E-001, 2.0755368E-001, 1.9583824E-052, 3.8640237E-004, 3.1005556E+001, 7.3875085E-274, 4.9216303E+000, 7.1049858E+001, 2.0763160E-011, 2.0763160E-011, 2.0763160E-011, 2.0763160E-011, 2.0763160E-011, 6.8782105E-005, 4.2739585E-010
 7.0027797E+000, 2.0755368E-001, 2.0755368E-001, 2.3535284E-043, 3.8640237E-004, 3.1007271E+001, 6.8965596E-241, 6.0139686E+000, 8.3869717E+001, 2.0632185E-010, 2.0632185E-010, 2.0632185E-010, 2.0632185E-010, 2.0632185E-010, 9.4415437E-005, 1.6534093E-008
 8.0196014E+000, 2.0755368E-001, 2.0755368E-001, 7.6088479E-029, 3.8640237E-004, 3.1009604E+001, 1.1388344E-210, 7.3877176E+000, 9.6825912E+001, 7.4337313E-010, 7.4337313E-010, 7.4337313E-010, 7.4337313E-010, 7.4337313E-010, 1.2464885E-004, 5.3010303E-008
 9.0069465E+000, 2.0755368E-001, 2.0755368E-001, 4.3067728E-023, 3.8640237E-004, 3.1012433E+001, 5.0195658E-169, 8.6591824E+000, 1.1014467E+002, 1.1255012E-008, 1.1255012E-008, 1.1255012E-008, 1.1255012E-008, 1.1255012E-008, 1.5919819E-004, 9.5108796E-008
 1.0011163E+001, 2.0755368E-001, 2.0755368E-001, 2.7067212E-014, 3.8640238E-004, 3.1015392E+001, 4.5458906E-136, 9.9920808E+000, 1.2367232E+002, 6.6010802E-008, 6.6010802E-008, 6.6010802E-008, 6.6010802E-008, 6.6010802E-008, 1.9785419E-004, 1.6094207E-007
 1.1009427E+001, 2.0755367E-001, 2.0755368E-001, 1.6713554E-011, 3.8640637E-004, 3.1018000E+001, 6.7899981E-113, 1.1275515E+001, 1.3608550E+002, 7.1957103E-008, 7.1957103E-008, 7.1957103E-008, 7.1957103E-008, 7.1957103E-008, 2.4098702E-004, 2.6517830E-007
 1.2004958E+001, 2.0755366E-001, 2.0755368E-001, 4.8872716E-011, 3.8641406E-004, 3.1020841E+001, 3.2947749E-094, 1.2653436E+001, 1.4994882E+002, 4.5712051E-007, 4.5712051E-007, 4.5712051E-007, 4.5712051E-007, 4.5712051E-007, 2.8815226E-004, 3.8146652E-007
 1.3012189E+001, 2.0755364E-001, 2.0755368E-001, 8.9770663E-011, 3.8642385E-004, 3.1024708E+001, 3.0512796E-076, 1.4051856E+001, 1.6330808E+002, 8.5433039E-007, 8.5433039E-007, 8.5433039E-007, 8.5433039E-007, 8.5433039E-007, 3.3974248E-004, 5.3657001E-007
 1.4015612E+001, 2.0755362E-001, 2.0755368E-001, 1.2861724E-010, 3.8643314E-004, 3.1029281E+001, 3.8072138E-060, 1.5389414E+001, 1.7587706E+002, 3.5646352E-006, 3.5646352E-006, 3.5646352E-006, 3.5646352E-006, 3.5646352E-006, 3.9584153E-004, 7.1454805E-007
 1.5007495E+001, 2.0755359E-001, 2.0755368E-001, 2.0846717E-010, 3.8645224E-004, 3.1035111E+001, 9.0157458E-048, 1.6866927E+001, 1.8912852E+002, 4.5671085E-006, 4.5671085E-006, 4.5671085E-006, 4.5671085E-006, 4.5671085E-006, 4.5558309E-004, 9.1407662E-007
 1.6006164E+001, 2.0755355E-001, 2.0755368E-001, 3.1319993E-010, 3.8647730E-004, 3.1041679E+001, 6.2342410E-038, 1.8544292E+001, 2.0285794E+002, 9.5377700E-006, 9.5377700E-006, 9.5377700E-006, 9.5377700E-006, 9.5377700E-006, 5.1944829E-004, 1.1274048E-006
 1.7010621E+001, 2.0755353E-001, 2.0755368E-001, 3.4782377E-010, 3.8648558E-004, 3.1048015E+001, 1.6173414E-029, 2.0077220E+001, 2.1556046E+002, 1.4421947E-005, 1.4421947E-005, 1.4421947E-005, 1.4421947E-005, 1.4421947E-005, 5.8775822E-004, 1.3952542E-006
 1.8014074E+001, 2.0755352E-001, 2.0755368E-001, 3.8614872E-010, 3.8649475E-004, 3.1053353E+001, 9.1201500E-022, 2.1117272E+001, 2.2901086E+002, 2.3533454E-005, 2.3533454E-005, 2.3533454E-005, 2.3533454E-005, 2.3533454E-005, 6.6029208E-004, 1.7325533E-006
 1.9011754E+001, 2.0755354E-001, 2.0755368E-001, 3.4253027E-010, 3.8648432E-004, 3.1059748E+001, 1.8201443E-015, 2.2458865E+001, 2.4169886E+002, 3.4626801E-005, 3.4626801E-005, 3.4626801E-005, 3.4626801E-005, 3.4626801E-005, 7.3662890E-004, 2.1052975E-006
 2.0005167E+001, 2.0755345E-001, 2.0755368E-001, 5.4915806E-010, 3.8653375E-004, 3.1070586E+001, 7.1244149E-011, 2.3878995E+001, 2.5488055E+002, 5.5214941E-005, 5.5214941E-005, 5.5214941E-005, 5.5214941E-005, 5.5214941E-005, 8.1683680E-004, 2.5246746E-006
 2.1003103E+001, 2.0755334E-001, 2.0755368E-001, 8.3027651E-010, 3.8660100E-004, 3.1080010E+001, 1.2011171E-001, 2.5094054E+001, 2.6897177E+002, 9.7555259E-005, 9.7555259E-005, 9.7555259E-005, 9.7555259E-005, 9.7555259E-005, 9.0121879E-004, 2.9976214E-006
 2.2013925E+001, 2.0755306E-001, 2.0755368E-001, 1.4981316E-009, 3.8676078E-004, 3.1092525E+001, 3.5960743E+000, 2.6646968E+001, 2.8144641E+002, 1.2759270E-004, 1.2759270E-004, 1.2759270E-004, 1.2759270E-004, 1.2759270E-004, 9.8995294E-004, 3.5164255E-006
 2.3006335E+001, 2.0755196E-001, 2.0755368E-001, 4.1980641E-009, 3.8740669E-004, 3.1115521E+001, 5.4061067E+000, 2.8416761E+001, 2.9464931E+002, 1.5016131E-004, 1.5016131E-004, 1.5016131E-004, 1.5016131E-004, 1.5016131E-004, 1.0830118E-003, 4.0471587E-006
 2.4012761E+001, 2.0727768E-001, 2.0755368E-001, 6.7394508E-007, 5.4763365E-004, 3.3721929E+001, 7.8583770E+000, 2.9550559E+001, 3.0746020E+002, 2.2129505E-004, 2.2129505E-004, 2.2129505E-004, 2.2129505E-004, 2.2129505E-004, 1.1795564E-003, 4.6496303E-006
 2.5011704E+001, 2.0638762E-001, 2.0755368E-001, 2.8473464E-006, 1.0675876E-003, 4.2205109E+001, 6.0697324E+000, 3.0117053E+001, 3.2136965E+002, 2.6433448E-004, 2.6433448E-004, 2.6433448E-004, 2.6433448E-004, 2.6433448E-004, 1.2799177E-003, 5.3440509E-006
 2.6003951E+001, 2.0617775E-001, 2.0755368E-001, 3.3598249E-006, 1.1901906E-003, 4.4341252E+001, 5.8610683E+000, 3.1704188E+001, 3.3453436E+002, 3.2561097E-004, 3.2561097E-004, 3.2561097E-004, 3.2561097E-004, 3.2561097E-004, 1.3838174E-003, 6.0676074E-006
 2.7009470E+001, 2.0653112E-001, 2.0755368E-001, 2.4969468E-006, 9.8375966E-004, 4.0990099E+001, 6.7453604E+000, 3.3299531E+001, 3.4530126E+002, 3.9485627E-004, 3.9485627E-004, 3.9485627E-004, 3.9485627E-004, 3.9485627E-004, 1.4921690E-003, 6.8206854E-006
 2.8008744E+001, 2.0664937E-001, 2.0755368E-001, 2.2082027E-006, 9.1468200E-004, 3.9741801E+001, 9.9033268E+000, 3.4364894E+001, 3.6014873E+002, 5.2108190E-004, 5.2108190E-004, 5.2108190E-004, 5.2108190E-004, 5.2108190E-004, 1.6045009E-003, 7.6616736E-006
 2.9011328E+001, 2.0647499E-001, 2.0755368E-001, 2.6340090E-006, 1.0165500E-003, 4.1309813E+001, 1.1942041E+001, 3.4670906E+001, 3.7349707E+002, 7.1460988E-004, 7.1460988E-004, 7.1460988E-004, 7.1460988E-004, 7.1460988E-004, 1.7205854E-003, 8.5770251E-006
 3.0005236E+001, 2.0649643E-001, 2.0755368E-001, 2.5816601E-006, 1.0040262E-003, 4.1206381E+001, 1.0864753E+001, 3.7129402E+001, 3.8390962E+002, 6.1104434E-004, 6.1104434E-004, 6.1104434E-004, 6.1104434E-004, 6.1104434E-004, 1.8402910E-003, 9.5018804E-006
 3.1007995E+001, 2.0653556E-001, 2.0755368E-001, 2.4861102E-006, 9.8116727E-004, 4.0885836E+001, 9.4651347E+000, 4.0002261E+001, 3.9932060E+002, 7.6943142E-004, 7.6943142E-004, 7.6943142E-004, 7.6943142E-004, 7.6943142E-004, 1.9640368E-003, 1.0454710E-005
 3.2006255E+001, 2.0658153E-001, 2.0755368E-001, 2.3738285E-006, 9.5430555E-004, 4.0525512E+001, 9.0364307E+000, 4.0892261E+001, 4.1084104E+002, 8.3665169E-004, 8.3665169E-004, 8.3665169E-004, 8.3665169E-004, 8.3665169E-004, 2.0915336E-003, 1.1392837E-005
 3.3009195E+001, 2.0656522E-001, 2.0755368E-001, 2.4136576E-006, 9.6383424E-004, 4.0690968E+001, 8.8083531E+000, 4.1389248E+001, 4.2784427E+002, 1.1067748E-003, 1.1067748E-003, 1.1067748E-003, 1.1067748E-003, 1.1067748E-003, 2.2231476E-003, 1.2387682E-005
 3.4009798E+001, 2.0639851E-001, 2.0755368E-001, 2.8207471E-006, 1.0612247E-003, 4.2138645E+001, 1.4446492E+001, 4.3170740E+001, 4.3932286E+002, 1.0825242E-003, 1.0825242E-003, 1.0825242E-003, 1.0825242E-003, 1.0825242E-003, 2.3591541E-003, 1.3439965E-005
 3.5000556E+001, 2.0629630E-001, 2.0755368E-001, 3.0703154E-006, 1.1209304E-003, 4.3033743E+001, 1.6168016E+001, 4.4790417E+001, 4.4947894E+002, 1.1535616E-003, 1.1535616E-003, 1.1535616E-003, 1.1535616E-003, 1.1535616E-003, 2.4978847E-003, 1.4500151E-005
 3.6003059E+001, 2.0632191E-001, 2.0755368E-001, 3.0077828E-006, 1.1059703E-003, 4.2865698E+001, 1.6349553E+001, 4.6023412E+001, 4.5968075E+002, 1.2372464E-003, 1.2372464E-003, 1.2372464E-003, 1.2372464E-003, 1.2372464E-003, 2.6399277E-003, 1.5621874E-005
 3.7013024E+001, 2.0616552E-001, 2.0755368E-001, 3.3896786E-006, 1.1973337E-003, 4.4191427E+001, 1.7053735E+001, 4.7341962E+001, 4.8342675E+002, 1.5443903E-003, 1.5443903E-003, 1.5443903E-003, 1.5443903E-003, 1.5443903E-003, 2.7878972E-003, 1.6904585E-005
 3.8003168E+001, 2.0570594E-001, 2.0755368E-001, 4.5119130E-006, 1.4658144E-003, 4.7848363E+001, 1.7581559E+001, 4.9875246E+001, 4.9255340E+002, 1.6508942E-003, 1.6508942E-003, 1.6508942E-003, 1.6508942E-003, 1.6508942E-003, 2.9391887E-003, 1.8305251E-005
 3.9004531E+001, 2.0541841E-001, 2.0755368E-001, 5.2140387E-006, 1.6337897E-003, 4.9971126E+001, 1.7385907E+001, 5.1015601E+001, 5.0660722E+002, 1.9236800E-003, 1.9236800E-003, 1.9236800E-003, 1.9236800E-003, 1.9236800E-003, 3.0921568E-003, 1.9694315E-005
 4.0009101E+001, 2.0519706E-001, 2.0755368E-001, 5.7545476E-006, 1.7631009E-003, 5.1491343E+001, 1.5039569E+001, 5.4283840E+001, 5.1120001E+002, 1.8973198E-003, 1.8973198E-003, 1.8973198E-003, 1.8973198E-003, 1.8973198E-003, 3.2515571E-003, 2.1041919E-005
