s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg,kg
 7.6209190E+002, 1.2132628E-001, 1.2899041E-001, 2.1050766E-004, 5.0800994E-002, 1.4832480E+002, 2.5034218E+002,-1.9587308E+001, 1.4632711E-009, 0.0000000E+000, 1.1323152E-013, 1.1323152E-013, 1.1323152E-013, 1.1323152E-013, 1.1323152E-013, 1.1323152E-013, 1.1323152E-013, 1.1323152E-013, 1.1323152E-013, 1.4838772E-001, 2.4271729E-002
 7.6305524E+002, 1.2105622E-001, 1.2885347E-001, 2.1116710E-004, 5.0958870E-002, 1.4797093E+002, 2.5347274E+002,-1.9396293E+001, 1.4631369E-009, 0.0000000E+000, 1.0843391E-013, 1.0843391E-013, 1.0843391E-013, 1.0843391E-013, 1.0843391E-013, 1.0843391E-013, 1.0843391E-013, 1.0843391E-013, 1.0843391E-013, 1.4838319E-001, 2.4285661E-002
 7.6401858E+002, 1.2081527E-001, 1.2876961E-001, 2.1175531E-004, 5.1099744E-002, 1.4766347E+002, 2.5374324E+002,-1.9209705E+001, 1.4629741E-009, 0.0000000E+000, 1.0408785E-013, 1.0408785E-013, 1.0408785E-013, 1.0408785E-013, 1.0408785E-013, 1.0408785E-013, 1.0408785E-013, 1.0408785E-013, 1.0408785E-013, 1.4837890E-001, 2.4298909E-002
 7.6507825E+002, 1.2059166E-001, 1.2875158E-001, 2.1230117E-004, 5.1230477E-002, 1.4735869E+002, 2.5452092E+002,-1.9026205E+001, 1.4628177E-009, 0.0000000E+000, 9.9744646E-014, 9.9744646E-014, 9.9744646E-014, 9.9744646E-014, 9.9744646E-014, 9.9744646E-014, 9.9744646E-014, 9.9744646E-014, 9.9744646E-014, 1.4837444E-001, 2.4312805E-002
 7.6604159E+002, 1.2035914E-001, 1.2869580E-001, 2.1286884E-004, 5.1366418E-002, 1.4706782E+002, 2.5748546E+002,-1.8857421E+001, 1.4626797E-009, 0.0000000E+000, 9.5606615E-014, 9.5606615E-014, 9.5606615E-014, 9.5606615E-014, 9.5606615E-014, 9.5606615E-014, 9.5606615E-014, 9.5606615E-014, 9.5606615E-014, 1.4836999E-001, 2.4326689E-002
 7.6700493E+002, 1.2010434E-001, 1.2857857E-001, 2.1349091E-004, 5.1515385E-002, 1.4679600E+002, 2.5419318E+002,-1.8693019E+001, 1.4625243E-009, 0.0000000E+000, 9.1848400E-014, 9.1848400E-014, 9.1848400E-014, 9.1848400E-014, 9.1848400E-014, 9.1848400E-014, 9.1848400E-014, 9.1848400E-014, 9.1848400E-014, 1.4836579E-001, 2.4339898E-002
 7.6806460E+002, 1.1981638E-001, 1.2843828E-001, 2.1419389E-004, 5.1683735E-002, 1.4650182E+002, 2.5155591E+002,-1.8521573E+001, 1.4623062E-009, 0.0000000E+000, 8.8080923E-014, 8.8080923E-014, 8.8080923E-014, 8.8080923E-014, 8.8080923E-014, 8.8080923E-014, 8.8080923E-014, 8.8080923E-014, 8.8080923E-014, 1.4836141E-001, 2.4353753E-002
 7.6902794E+002, 1.1960870E-001, 1.2829844E-001, 2.1470089E-004, 5.1805149E-002, 1.4618903E+002, 2.5993846E+002,-1.8344460E+001, 1.4620939E-009, 0.0000000E+000, 8.4482819E-014, 8.4482819E-014, 8.4482819E-014, 8.4482819E-014, 8.4482819E-014, 8.4482819E-014, 8.4482819E-014, 8.4482819E-014, 8.4482819E-014, 1.4835706E-001, 2.4367592E-002
 7.7008761E+002, 1.1951269E-001, 1.2816012E-001, 2.1493530E-004, 5.1861288E-002, 1.4588488E+002, 2.5973192E+002,-1.8178470E+001, 1.4618804E-009, 0.0000000E+000, 8.1052211E-014, 8.1052211E-014, 8.1052211E-014, 8.1052211E-014, 8.1052211E-014, 8.1052211E-014, 8.1052211E-014, 8.1052211E-014, 8.1052211E-014, 1.4835276E-001, 2.4381412E-002
 7.7105095E+002, 1.1947576E-001, 1.2794232E-001, 2.1502544E-004, 5.1882885E-002, 1.4561233E+002, 2.5553372E+002,-1.8016202E+001, 1.4616564E-009, 0.0000000E+000, 7.7774189E-014, 7.7774189E-014, 7.7774189E-014, 7.7774189E-014, 7.7774189E-014, 7.7774189E-014, 7.7774189E-014, 7.7774189E-014, 7.7774189E-014, 1.4834849E-001, 2.4395213E-002
 7.7201429E+002, 1.1951648E-001, 1.2763209E-001, 2.1492603E-004, 5.1859081E-002, 1.4536301E+002, 2.5165265E+002,-1.7867796E+001, 1.4614841E-009, 0.0000000E+000, 7.4794418E-014, 7.4794418E-014, 7.4794418E-014, 7.4794418E-014, 7.4794418E-014, 7.4794418E-014, 7.4794418E-014, 7.4794418E-014, 7.4794418E-014, 1.4834446E-001, 2.4408330E-002
 7.7307396E+002, 1.1961184E-001, 1.2739305E-001, 2.1469320E-004, 5.1803327E-002, 1.4511485E+002, 2.4936134E+002,-1.7716607E+001, 1.4612977E-009, 0.0000000E+000, 7.1814295E-014, 7.1814295E-014, 7.1814295E-014, 7.1814295E-014, 7.1814295E-014, 7.1814295E-014, 7.1814295E-014, 7.1814295E-014, 7.1814295E-014, 1.4834027E-001, 2.4422073E-002
 7.7403730E+002, 1.1953484E-001, 1.2738953E-001, 2.1488115E-004, 5.1848354E-002, 1.4481729E+002, 2.4970932E+002,-1.7576056E+001, 1.4611081E-009, 0.0000000E+000, 6.8973358E-014, 6.8973358E-014, 6.8973358E-014, 6.8973358E-014, 6.8973358E-014, 6.8973358E-014, 6.8973358E-014, 6.8973358E-014, 6.8973358E-014, 1.4833611E-001, 2.4435791E-002
 7.7500064E+002, 1.1928097E-001, 1.2750696E-001, 2.1550090E-004, 5.1996796E-002, 1.4449528E+002, 2.4790312E+002,-1.7442985E+001, 1.4609639E-009, 0.0000000E+000, 6.6391912E-014, 6.6391912E-014, 6.6391912E-014, 6.6391912E-014, 6.6391912E-014, 6.6391912E-014, 6.6391912E-014, 6.6391912E-014, 6.6391912E-014, 1.4833217E-001, 2.4448841E-002
 7.7606031E+002, 1.1896215E-001, 1.2765872E-001, 2.1627923E-004, 5.2183220E-002, 1.4414395E+002, 2.5017242E+002,-1.7296508E+001, 1.4608241E-009, 0.0000000E+000, 6.3801533E-014, 6.3801533E-014, 6.3801533E-014, 6.3801533E-014, 6.3801533E-014, 6.3801533E-014, 6.3801533E-014, 6.3801533E-014, 6.3801533E-014, 1.4832807E-001, 2.4462525E-002
 7.7702365E+002, 1.1868379E-001, 1.2781102E-001, 2.1695875E-004, 5.2345986E-002, 1.4378217E+002, 2.4598607E+002,-1.7144843E+001, 1.4606804E-009, 0.0000000E+000, 6.1324281E-014, 6.1324281E-014, 6.1324281E-014, 6.1324281E-014, 6.1324281E-014, 6.1324281E-014, 6.1324281E-014, 6.1324281E-014, 6.1324281E-014, 1.4832401E-001, 2.4476188E-002
 7.7808333E+002, 1.1837774E-001, 1.2800390E-001, 2.1770584E-004, 5.2524952E-002, 1.4335764E+002, 2.4825841E+002,-1.6988990E+001, 1.4605042E-009, 0.0000000E+000, 5.8961585E-014, 5.8961585E-014, 5.8961585E-014, 5.8961585E-014, 5.8961585E-014, 5.8961585E-014, 5.8961585E-014, 5.8961585E-014, 5.8961585E-014, 1.4831998E-001, 2.4489829E-002
 7.7904666E+002, 1.1807553E-001, 1.2826964E-001, 2.1844346E-004, 5.2701660E-002, 1.4286707E+002, 2.5573108E+002,-1.6841745E+001, 1.4603528E-009, 0.0000000E+000, 5.6707796E-014, 5.6707796E-014, 5.6707796E-014, 5.6707796E-014, 5.6707796E-014, 5.6707796E-014, 5.6707796E-014, 5.6707796E-014, 5.6707796E-014, 1.4831598E-001, 2.4503454E-002
 7.8001000E+002, 1.1785940E-001, 1.2851898E-001, 2.1897097E-004, 5.2828040E-002, 1.4241776E+002, 2.5467839E+002,-1.6704465E+001, 1.4602465E-009, 0.0000000E+000, 5.4660195E-014, 5.4660195E-014, 5.4660195E-014, 5.4660195E-014, 5.4660195E-014, 5.4660195E-014, 5.4660195E-014, 5.4660195E-014, 5.4660195E-014, 1.4831218E-001, 2.4516416E-002
 7.8106968E+002, 1.1768354E-001, 1.2867993E-001, 2.1940016E-004, 5.2930865E-002, 1.4197189E+002, 2.5328192E+002,-1.6565788E+001, 1.4601387E-009, 0.0000000E+000, 5.2605642E-014, 5.2605642E-014, 5.2605642E-014, 5.2605642E-014, 5.2605642E-014, 5.2605642E-014, 5.2605642E-014, 5.2605642E-014, 5.2605642E-014, 1.4830822E-001, 2.4530006E-002
 7.8203301E+002, 1.1746590E-001, 1.2872358E-001, 2.1993147E-004, 5.3058125E-002, 1.4154968E+002, 2.5235587E+002,-1.6426956E+001, 1.4600094E-009, 0.0000000E+000, 5.0641577E-014, 5.0641577E-014, 5.0641577E-014, 5.0641577E-014, 5.0641577E-014, 5.0641577E-014, 5.0641577E-014, 5.0641577E-014, 5.0641577E-014, 1.4830428E-001, 2.4543581E-002
 7.8309269E+002, 1.1712091E-001, 1.2865790E-001, 2.2077375E-004, 5.3259825E-002, 1.4117275E+002, 2.5297030E+002,-1.6292722E+001, 1.4598846E-009, 0.0000000E+000, 4.8763628E-014, 4.8763628E-014, 4.8763628E-014, 4.8763628E-014, 4.8763628E-014, 4.8763628E-014, 4.8763628E-014, 4.8763628E-014, 4.8763628E-014, 1.4830037E-001, 2.4557142E-002
 7.8405603E+002, 1.1671690E-001, 1.2848736E-001, 2.2176017E-004, 5.3496007E-002, 1.4088607E+002, 2.5157275E+002,-1.6148930E+001, 1.4597568E-009, 0.0000000E+000, 4.6965265E-014, 4.6965265E-014, 4.6965265E-014, 4.6965265E-014, 4.6965265E-014, 4.6965265E-014, 4.6965265E-014, 4.6965265E-014, 4.6965265E-014, 1.4829648E-001, 2.4570686E-002
 7.8501936E+002, 1.1644349E-001, 1.2832820E-001, 2.2242781E-004, 5.3655834E-002, 1.4069661E+002, 2.5385303E+002,-1.6015052E+001, 1.4596516E-009, 0.0000000E+000, 4.5323203E-014, 4.5323203E-014, 4.5323203E-014, 4.5323203E-014, 4.5323203E-014, 4.5323203E-014, 4.5323203E-014, 4.5323203E-014, 4.5323203E-014, 1.4829280E-001, 2.4583568E-002
 7.8607904E+002, 1.1636882E-001, 1.2820064E-001, 2.2261012E-004, 5.3699468E-002, 1.4054074E+002, 2.5384998E+002,-1.5892777E+001, 1.4595656E-009, 0.0000000E+000, 4.3668031E-014, 4.3668031E-014, 4.3668031E-014, 4.3668031E-014, 4.3668031E-014, 4.3668031E-014, 4.3668031E-014, 4.3668031E-014, 4.3668031E-014, 1.4828897E-001, 2.4597079E-002
 7.8704238E+002, 1.1638474E-001, 1.2808238E-001, 2.2257129E-004, 5.3690154E-002, 1.4040675E+002, 2.4999775E+002,-1.5773127E+001, 1.4594737E-009, 0.0000000E+000, 4.2076850E-014, 4.2076850E-014, 4.2076850E-014, 4.2076850E-014, 4.2076850E-014, 4.2076850E-014, 4.2076850E-014, 4.2076850E-014, 4.2076850E-014, 1.4828516E-001, 2.4610573E-002
 7.8800571E+002, 1.1648979E-001, 1.2798642E-001, 2.2231492E-004, 5.3628726E-002, 1.4031270E+002, 2.5427385E+002,-1.5647248E+001, 1.4593764E-009, 0.0000000E+000, 4.0618217E-014, 4.0618217E-014, 4.0618217E-014, 4.0618217E-014, 4.0618217E-014, 4.0618217E-014, 4.0618217E-014, 4.0618217E-014, 4.0618217E-014, 1.4828157E-001, 2.4623406E-002
 7.8906539E+002, 1.1667660E-001, 1.2793999E-001, 2.2185896E-004, 5.3519490E-002, 1.4023714E+002, 2.5727740E+002,-1.5517737E+001, 1.4592695E-009, 0.0000000E+000, 3.9142967E-014, 3.9142967E-014, 3.9142967E-014, 3.9142967E-014, 3.9142967E-014, 3.9142967E-014, 3.9142967E-014, 3.9142967E-014, 3.9142967E-014, 1.4827784E-001, 2.4636860E-002
 7.9002873E+002, 1.1689364E-001, 1.2798796E-001, 2.2132917E-004, 5.3392589E-002, 1.4016668E+002, 2.5761998E+002,-1.5398905E+001, 1.4591516E-009, 0.0000000E+000, 3.7723495E-014, 3.7723495E-014, 3.7723495E-014, 3.7723495E-014, 3.7723495E-014, 3.7723495E-014, 3.7723495E-014, 3.7723495E-014, 3.7723495E-014, 1.4827413E-001, 2.4650298E-002
 7.9108840E+002, 1.1704375E-001, 1.2816620E-001, 2.2096271E-004, 5.3304827E-002, 1.4008711E+002, 2.5700359E+002,-1.5279628E+001, 1.4590261E-009, 0.0000000E+000, 3.6360384E-014, 3.6360384E-014, 3.6360384E-014, 3.6360384E-014, 3.6360384E-014, 3.6360384E-014, 3.6360384E-014, 3.6360384E-014, 3.6360384E-014, 1.4827045E-001, 2.4663722E-002
 7.9205174E+002, 1.1711883E-001, 1.2843333E-001, 2.2077946E-004, 5.3260936E-002, 1.3998651E+002, 2.5705470E+002,-1.5160625E+001, 1.4589229E-009, 0.0000000E+000, 3.5051582E-014, 3.5051582E-014, 3.5051582E-014, 3.5051582E-014, 3.5051582E-014, 3.5051582E-014, 3.5051582E-014, 3.5051582E-014, 3.5051582E-014, 1.4826681E-001, 2.4677129E-002
 7.9301507E+002, 1.1717661E-001, 1.2857615E-001, 2.2063838E-004, 5.3227147E-002, 1.3983740E+002, 2.5517430E+002,-1.5051340E+001, 1.4588359E-009, 0.0000000E+000, 3.3856655E-014, 3.3856655E-014, 3.3856655E-014, 3.3856655E-014, 3.3856655E-014, 3.3856655E-014, 3.3856655E-014, 3.3856655E-014, 3.3856655E-014, 1.4826338E-001, 2.4689878E-002
 7.9407475E+002, 1.1730555E-001, 1.2850848E-001, 2.2032356E-004, 5.3151750E-002, 1.3959070E+002, 2.5148246E+002,-1.4948661E+001, 1.4587321E-009, 0.0000000E+000, 3.2652362E-014, 3.2652362E-014, 3.2652362E-014, 3.2652362E-014, 3.2652362E-014, 3.2652362E-014, 3.2652362E-014, 3.2652362E-014, 3.2652362E-014, 1.4825980E-001, 2.4703249E-002
 7.9503809E+002, 1.1756591E-001, 1.2838164E-001, 2.1968786E-004, 5.2999506E-002, 1.3928827E+002, 2.5040366E+002,-1.4842525E+001, 1.4586377E-009, 0.0000000E+000, 3.1495253E-014, 3.1495253E-014, 3.1495253E-014, 3.1495253E-014, 3.1495253E-014, 3.1495253E-014, 3.1495253E-014, 3.1495253E-014, 3.1495253E-014, 1.4825624E-001, 2.4716610E-002
 7.9600142E+002, 1.1795538E-001, 1.2831925E-001, 2.1873698E-004, 5.2771779E-002, 1.3895004E+002, 2.4994879E+002,-1.4738387E+001, 1.4585582E-009, 0.0000000E+000, 3.0437475E-014, 3.0437475E-014, 3.0437475E-014, 3.0437475E-014, 3.0437475E-014, 3.0437475E-014, 3.0437475E-014, 3.0437475E-014, 3.0437475E-014, 1.4825288E-001, 2.4729321E-002
 7.9706110E+002, 1.1852100E-001, 1.2830403E-001, 2.1735603E-004, 5.2441049E-002, 1.3861071E+002, 2.5012939E+002,-1.4627767E+001, 1.4584682E-009, 0.0000000E+000, 2.9371623E-014, 2.9371623E-014, 2.9371623E-014, 2.9371623E-014, 2.9371623E-014, 2.9371623E-014, 2.9371623E-014, 2.9371623E-014, 2.9371623E-014, 1.4824936E-001, 2.4742654E-002
 7.9802444E+002, 1.1909206E-001, 1.2829878E-001, 2.1596179E-004, 5.2107141E-002, 1.3832841E+002, 2.5633313E+002,-1.4522221E+001, 1.4584035E-009, 0.0000000E+000, 2.8348581E-014, 2.8348581E-014, 2.8348581E-014, 2.8348581E-014, 2.8348581E-014, 2.8348581E-014, 2.8348581E-014, 2.8348581E-014, 2.8348581E-014, 1.4824588E-001, 2.4755975E-002
 7.9908411E+002, 1.1958534E-001, 1.2830625E-001, 2.1475746E-004, 5.1818710E-002, 1.3807991E+002, 2.5892395E+002,-1.4419641E+001, 1.4583331E-009, 0.0000000E+000, 2.7368677E-014, 2.7368677E-014, 2.7368677E-014, 2.7368677E-014, 2.7368677E-014, 2.7368677E-014, 2.7368677E-014, 2.7368677E-014, 2.7368677E-014, 1.4824243E-001, 2.4769285E-002
 8.0004745E+002, 1.2000978E-001, 1.2834559E-001, 2.1372121E-004, 5.1570535E-002, 1.3784395E+002, 2.5887879E+002,-1.4316171E+001, 1.4582451E-009, 0.0000000E+000, 2.6429341E-014, 2.6429341E-014, 2.6429341E-014, 2.6429341E-014, 2.6429341E-014, 2.6429341E-014, 2.6429341E-014, 2.6429341E-014, 2.6429341E-014, 1.4823901E-001, 2.4782585E-002
 8.0101079E+002, 1.2029030E-001, 1.2839715E-001, 2.1303632E-004, 5.1406511E-002, 1.3762295E+002, 2.5764561E+002,-1.4215341E+001, 1.4581685E-009, 0.0000000E+000, 2.5570526E-014, 2.5570526E-014, 2.5570526E-014, 2.5570526E-014, 2.5570526E-014, 2.5570526E-014, 2.5570526E-014, 2.5570526E-014, 2.5570526E-014, 1.4823579E-001, 2.4795241E-002
 8.0207046E+002, 1.2048684E-001, 1.2847469E-001, 2.1255648E-004, 5.1291591E-002, 1.3741825E+002, 2.5390348E+002,-1.4117052E+001, 1.4581167E-009, 0.0000000E+000, 2.4702799E-014, 2.4702799E-014, 2.4702799E-014, 2.4702799E-014, 2.4702799E-014, 2.4702799E-014, 2.4702799E-014, 2.4702799E-014, 2.4702799E-014, 1.4823243E-001, 2.4808515E-002
 8.0303380E+002, 1.2066946E-001, 1.2864148E-001, 2.1211063E-004, 5.1184808E-002, 1.3721561E+002, 2.5828006E+002,-1.4029067E+001, 1.4580419E-009, 0.0000000E+000, 2.3867660E-014, 2.3867660E-014, 2.3867660E-014, 2.3867660E-014, 2.3867660E-014, 2.3867660E-014, 2.3867660E-014, 2.3867660E-014, 2.3867660E-014, 1.4822909E-001, 2.4821777E-002
 8.0409347E+002, 1.2086079E-001, 1.2900821E-001, 2.1164348E-004, 5.1072925E-002, 1.3701203E+002, 2.5787042E+002,-1.3939521E+001, 1.4579639E-009, 0.0000000E+000, 2.3064335E-014, 2.3064335E-014, 2.3064335E-014, 2.3064335E-014, 2.3064335E-014, 2.3064335E-014, 2.3064335E-014, 2.3064335E-014, 2.3064335E-014, 1.4822578E-001, 2.4835031E-002
 8.0505681E+002, 1.2103505E-001, 1.2958551E-001, 2.1121803E-004, 5.0971030E-002, 1.3680108E+002, 2.4702955E+002,-1.3847838E+001, 1.4578953E-009, 0.0000000E+000, 2.2290675E-014, 2.2290675E-014, 2.2290675E-014, 2.2290675E-014, 2.2290675E-014, 2.2290675E-014, 2.2290675E-014, 2.2290675E-014, 2.2290675E-014, 1.4822250E-001, 2.4848274E-002
 8.0602015E+002, 1.2118271E-001, 1.3010195E-001, 2.1085754E-004, 5.0884689E-002, 1.3658062E+002, 2.4922009E+002,-1.3760286E+001, 1.4578355E-009, 0.0000000E+000, 2.1581036E-014, 2.1581036E-014, 2.1581036E-014, 2.1581036E-014, 2.1581036E-014, 2.1581036E-014, 2.1581036E-014, 2.1581036E-014, 2.1581036E-014, 1.4821941E-001, 2.4860874E-002
 8.0707982E+002, 1.2132722E-001, 1.3035425E-001, 2.1050473E-004, 5.0800188E-002, 1.3633413E+002, 2.5272510E+002,-1.3671987E+001, 1.4577848E-009, 0.0000000E+000, 2.0862465E-014, 2.0862692E-014, 2.0862692E-014, 2.0862692E-014, 2.0862692E-014, 2.0862692E-014, 2.0862692E-014, 2.0862692E-014, 2.0862692E-014, 1.4821617E-001, 2.4874095E-002
 8.0804316E+002, 1.2151122E-001, 1.3024186E-001, 2.1005552E-004, 5.0692602E-002, 1.3606211E+002, 2.5239883E+002,-1.3583242E+001, 1.4577149E-009, 0.0000000E+000, 2.0167396E-014, 2.0170240E-014, 2.0170240E-014, 2.0170240E-014, 2.0170240E-014, 2.0170240E-014, 2.0170240E-014, 2.0170240E-014, 2.0170240E-014, 1.4821295E-001, 2.4887307E-002
 8.0900650E+002, 1.2178999E-001, 1.2978069E-001, 2.0937496E-004, 5.0529614E-002, 1.3577261E+002, 2.5279253E+002,-1.3500995E+001, 1.4576615E-009, 0.0000000E+000, 1.9509936E-014, 1.9534407E-014, 1.9534407E-014, 1.9534407E-014, 1.9534407E-014, 1.9534407E-014, 1.9534407E-014, 1.9534407E-014, 1.9534407E-014, 1.4820989E-001, 2.4899880E-002
 8.1006617E+002, 1.2217013E-001, 1.2906771E-001, 2.0844691E-004, 5.0307361E-002, 1.3545541E+002, 2.5687012E+002,-1.3408875E+001, 1.4576052E-009, 0.0000000E+000, 1.8765767E-014, 1.8890788E-014, 1.8890788E-014, 1.8890788E-014, 1.8890788E-014, 1.8890788E-014, 1.8890788E-014, 1.8890788E-014, 1.8890788E-014, 1.4820669E-001, 2.4913072E-002
 8.1102951E+002, 1.2259941E-001, 1.2843952E-001, 2.0739890E-004, 5.0056392E-002, 1.3515710E+002, 2.5751573E+002,-1.3317959E+001, 1.4575534E-009, 0.0000000E+000, 1.7832824E-014, 1.8270872E-014, 1.8270872E-014, 1.8270872E-014, 1.8270872E-014, 1.8270872E-014, 1.8270872E-014, 1.8270872E-014, 1.8270872E-014, 1.4820351E-001, 2.4926256E-002
 8.1208918E+002, 1.2300727E-001, 1.2804742E-001, 2.0640318E-004, 4.9817954E-002, 1.3488425E+002, 2.5738161E+002,-1.3226976E+001, 1.4574921E-009, 0.0000000E+000, 1.6728995E-014, 1.7675466E-014, 1.7675466E-014, 1.7675466E-014, 1.7675466E-014, 1.7675466E-014, 1.7675466E-014, 1.7675466E-014, 1.7675466E-014, 1.4820035E-001, 2.4939430E-002
 8.1305252E+002, 1.2334420E-001, 1.2782772E-001, 2.0558061E-004, 4.9620984E-002, 1.3461813E+002, 2.5736672E+002,-1.3141876E+001, 1.4574234E-009, 0.0000000E+000, 1.5599372E-014, 1.7103685E-014, 1.7103685E-014, 1.7103685E-014, 1.7103685E-014, 1.7103685E-014, 1.7103685E-014, 1.7103685E-014, 1.7103685E-014, 1.4819721E-001, 2.4952592E-002
 8.1401586E+002, 1.2357574E-001, 1.2772304E-001, 2.0501536E-004, 4.9485638E-002, 1.3435274E+002, 2.5553770E+002,-1.3057168E+001, 1.4573797E-009, 0.0000000E+000, 1.4401096E-014, 1.6580751E-014, 1.6580751E-014, 1.6580751E-014, 1.6580751E-014, 1.6580751E-014, 1.6580751E-014, 1.6580751E-014, 1.6580751E-014, 1.4819424E-001, 2.4965118E-002
 8.1507553E+002, 1.2367670E-001, 1.2767865E-001, 2.0476892E-004, 4.9426628E-002, 1.3406591E+002, 2.5337128E+002,-1.2970123E+001, 1.4573064E-009, 0.0000000E+000, 1.3056017E-014, 1.6052920E-014, 1.6052920E-014, 1.6052920E-014, 1.6052920E-014, 1.6052920E-014, 1.6052920E-014, 1.6052920E-014, 1.6052920E-014, 1.4819112E-001, 2.4978260E-002
 8.1603887E+002, 1.2366160E-001, 1.2768672E-001, 2.0480578E-004, 4.9435462E-002, 1.3382365E+002, 2.5326498E+002,-1.2885052E+001, 1.4572222E-009, 0.0000000E+000, 1.1700349E-014, 1.5545277E-014, 1.5545277E-014, 1.5545277E-014, 1.5545277E-014, 1.5545277E-014, 1.5545277E-014, 1.5545277E-014, 1.5545277E-014, 1.4818802E-001, 2.4991393E-002
 8.1700221E+002, 1.2360169E-001, 1.2772450E-001, 2.0495206E-004, 4.9470498E-002, 1.3363098E+002, 2.5315557E+002,-1.2798566E+001, 1.4571537E-009, 0.0000000E+000, 1.0382258E-014, 1.5080172E-014, 1.5080172E-014, 1.5080172E-014, 1.5080172E-014, 1.5080172E-014, 1.5080172E-014, 1.5080172E-014, 1.5080172E-014, 1.4818507E-001, 2.5003892E-002
 8.1806188E+002, 1.2353596E-001, 1.2779301E-001, 2.0511251E-004, 4.9508923E-002, 1.3347997E+002, 2.5231506E+002,-1.2710836E+001, 1.4570781E-009, 0.0000000E+000, 8.8162907E-015, 1.4609650E-014, 1.4609650E-014, 1.4609650E-014, 1.4609650E-014, 1.4609650E-014, 1.4609650E-014, 1.4609650E-014, 1.4609650E-014, 1.4818199E-001, 2.5017001E-002
 8.1902522E+002, 1.2345979E-001, 1.2792397E-001, 2.0529845E-004, 4.9553445E-002, 1.3337064E+002, 2.5013422E+002,-1.2621418E+001, 1.4570192E-009, 0.0000000E+000, 7.2069914E-015, 1.4156110E-014, 1.4156110E-014, 1.4156110E-014, 1.4156110E-014, 1.4156110E-014, 1.4156110E-014, 1.4156110E-014, 1.4156110E-014, 1.4817893E-001, 2.5030096E-002
 8.2008489E+002, 1.2333986E-001, 1.2805369E-001, 2.0559121E-004, 4.9623548E-002, 1.3327910E+002, 2.4899511E+002,-1.2537226E+001, 1.4569529E-009, 0.0000000E+000, 6.0114419E-015, 1.3719163E-014, 1.3719163E-014, 1.3719163E-014, 1.3719163E-014, 1.3719163E-014, 1.3719163E-014, 1.3719163E-014, 1.3719163E-014, 1.4817589E-001, 2.5043178E-002
 8.2104823E+002, 1.2317964E-001, 1.2810612E-001, 2.0598234E-004, 4.9717214E-002, 1.3318173E+002, 2.5021823E+002,-1.2453943E+001, 1.4568791E-009, 0.0000000E+000, 5.0816297E-015, 1.3297809E-014, 1.3297809E-014, 1.3297809E-014, 1.3297809E-014, 1.3297809E-014, 1.3297809E-014, 1.3297809E-014, 1.3297809E-014, 1.4817286E-001, 2.5056253E-002
 8.2201157E+002, 1.2302870E-001, 1.2810275E-001, 2.0635079E-004, 4.9805453E-002, 1.3307341E+002, 2.5384016E+002,-1.2377594E+001, 1.4568247E-009, 0.0000000E+000, 4.3760650E-015, 1.2910727E-014, 1.2910727E-014, 1.2910727E-014, 1.2910727E-014, 1.2910727E-014, 1.2910727E-014, 1.2910727E-014, 1.2910727E-014, 1.4816998E-001, 2.5068702E-002
 8.2307124E+002, 1.2290820E-001, 1.2807962E-001, 2.0664494E-004, 4.9875895E-002, 1.3293939E+002, 2.5450091E+002,-1.2295277E+001, 1.4567624E-009, 0.0000000E+000, 3.6986669E-015, 1.2518538E-014, 1.2518538E-014, 1.2518538E-014, 1.2518538E-014, 1.2518538E-014, 1.2518538E-014, 1.2518538E-014, 1.2518538E-014, 1.4816697E-001, 2.5081771E-002
 8.2403458E+002, 1.2285395E-001, 1.2801332E-001, 2.0677735E-004, 4.9907607E-002, 1.3277990E+002, 2.5492901E+002,-1.2217626E+001, 1.4567149E-009, 0.0000000E+000, 3.1093423E-015, 1.2139742E-014, 1.2139742E-014, 1.2139742E-014, 1.2139742E-014, 1.2139742E-014, 1.2139742E-014, 1.2139742E-014, 1.2139742E-014, 1.4816396E-001, 2.5094833E-002
 8.2509425E+002, 1.2286842E-001, 1.2788706E-001, 2.0674201E-004, 4.9899141E-002, 1.3259480E+002, 2.5585283E+002,-1.2144537E+001, 1.4566798E-009, 0.0000000E+000, 2.6133120E-015, 1.1774037E-014, 1.1774037E-014, 1.1774037E-014, 1.1774037E-014, 1.1774037E-014, 1.1774037E-014, 1.1774037E-014, 1.1774037E-014, 1.4816097E-001, 2.5107884E-002
 8.2605759E+002, 1.2291841E-001, 1.2779501E-001, 2.0661998E-004, 4.9869911E-002, 1.3238345E+002, 2.5555364E+002,-1.2078189E+001, 1.4566258E-009, 0.0000000E+000, 2.2098227E-015, 1.1420421E-014, 1.1420421E-014, 1.1420421E-014, 1.1420421E-014, 1.1420421E-014, 1.1420421E-014, 1.1420421E-014, 1.1420421E-014, 1.4815800E-001, 2.5120925E-002
 8.2702093E+002, 1.2300715E-001, 1.2773160E-001, 2.0640333E-004, 4.9818018E-002, 1.3215647E+002, 2.5749005E+002,-1.2013610E+001, 1.4565585E-009, 0.0000000E+000, 1.8777650E-015, 1.1095057E-014, 1.1095057E-014, 1.1095057E-014, 1.1095057E-014, 1.1095057E-014, 1.1095057E-014, 1.1095057E-014, 1.1095057E-014, 1.4815519E-001, 2.5133338E-002
