s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kg
Time,"O2 1","O2 2","CO 3","CO2 4","T","Smoke Concentration","Pressure","R1","R2","GAS SOOT"
 1.2001041E+002, 1.9945147E-001, 2.0734967E-001, 1.9784608E-005, 5.1195738E-003, 8.1263749E+001, 4.5075259E+001, 1.8852032E+002, 2.7814511E-004, 2.7814511E-004, 1.4350753E-002
 1.2100866E+002, 1.9915447E-001, 2.0734584E-001, 2.0509820E-005, 5.2930699E-003, 8.3843847E+001, 4.4369190E+001, 1.8667623E+002, 2.8919618E-004, 2.8919618E-004, 1.4576031E-002
 1.2200211E+002, 1.9884482E-001, 2.0734678E-001, 2.1265938E-005, 5.4739597E-003, 8.6298193E+001, 4.6733652E+001, 1.9167472E+002, 2.8882967E-004, 2.8882967E-004, 1.4804718E-002
 1.2300070E+002, 1.9884797E-001, 2.0734783E-001, 2.1258224E-005, 5.4721142E-003, 8.6618467E+001, 4.8066784E+001, 1.9721203E+002, 2.9587149E-004, 2.9587149E-004, 1.5035149E-002
 1.2400289E+002, 1.9887787E-001, 2.0734852E-001, 2.1185273E-005, 5.4546618E-003, 8.5998940E+001, 4.7398118E+001, 1.9756970E+002, 2.8986442E-004, 2.8986442E-004, 1.5265798E-002
 1.2500844E+002, 1.9895876E-001, 2.0734833E-001, 2.0987813E-005, 5.4074227E-003, 8.3228215E+001, 4.8509421E+001, 2.0024091E+002, 2.9508360E-004, 2.9508360E-004, 1.5499515E-002
 1.2601045E+002, 1.9873684E-001, 2.0734938E-001, 2.1529625E-005, 5.5370430E-003, 8.6952006E+001, 4.9597298E+001, 2.0222223E+002, 3.0078146E-004, 3.0078146E-004, 1.5733970E-002
 1.2700715E+002, 1.9890851E-001, 2.0735543E-001, 2.1110394E-005, 5.4367481E-003, 8.5790376E+001, 4.9733774E+001, 2.0529283E+002, 3.0095007E-004, 3.0095007E-004, 1.5969187E-002
 1.2800014E+002, 1.9890599E-001, 2.0736585E-001, 2.1116570E-005, 5.4382256E-003, 8.5454686E+001, 5.1916489E+001, 2.1245150E+002, 3.0728694E-004, 3.0728694E-004, 1.6207921E-002
 1.2900170E+002, 1.9854396E-001, 2.0737382E-001, 2.2000588E-005, 5.6497138E-003, 8.8468926E+001, 5.4544312E+001, 2.1341434E+002, 3.0264537E-004, 3.0264537E-004, 1.6444265E-002
 1.3000232E+002, 1.9680754E-001, 2.0737706E-001, 2.6240763E-005, 6.6641121E-003, 1.0116384E+002, 5.3530212E+001, 2.1443082E+002, 3.0330985E-004, 3.0330985E-004, 1.6683857E-002
 1.3101137E+002, 1.9795942E-001, 2.0737416E-001, 2.3428078E-005, 5.9912196E-003, 8.8935437E+001, 5.2701633E+001, 2.2096142E+002, 3.1984957E-004, 3.1984957E-004, 1.6931469E-002
 1.3200960E+002, 1.9817352E-001, 2.0736481E-001, 2.2905296E-005, 5.8661517E-003, 8.4832069E+001, 5.1608190E+001, 2.2476670E+002, 3.1573487E-004, 3.1573487E-004, 1.7178818E-002
 1.3300332E+002, 1.9807251E-001, 2.0735525E-001, 2.3151938E-005, 5.9251571E-003, 8.6151234E+001, 5.1903539E+001, 2.1985046E+002, 3.0176465E-004, 3.0176465E-004, 1.7418746E-002
 1.3401223E+002, 1.9808105E-001, 2.0735003E-001, 2.3131099E-005, 5.9201716E-003, 8.6998737E+001, 5.3059020E+001, 2.1755124E+002, 3.2394043E-004, 3.2394043E-004, 1.7660705E-002
 1.3500417E+002, 1.9804081E-001, 2.0734787E-001, 2.3229331E-005, 5.9436722E-003, 8.7371650E+001, 5.6056343E+001, 2.2757315E+002, 3.2221288E-004, 3.2221288E-004, 1.7912722E-002
 1.3600401E+002, 1.9801600E-001, 2.0734161E-001, 2.3289912E-005, 5.9581652E-003, 8.8212180E+001, 5.3834407E+001, 2.3015735E+002, 3.1577771E-004, 3.1577771E-004, 1.8162292E-002
 1.3700460E+002, 1.9725351E-001, 2.0732831E-001, 2.5151741E-005, 6.4035799E-003, 9.4938467E+001, 5.4490040E+001, 2.3187269E+002, 3.3150787E-004, 3.3150787E-004, 1.8414664E-002
 1.3800285E+002, 1.9584792E-001, 2.0731078E-001, 2.8584021E-005, 7.2247015E-003, 1.0947446E+002, 5.1878566E+001, 2.3254276E+002, 3.2873553E-004, 3.2873553E-004, 1.8666691E-002
 1.3900918E+002, 1.9659815E-001, 2.0729653E-001, 2.6752039E-005, 6.7864272E-003, 1.0206859E+002, 5.4370237E+001, 2.3225594E+002, 3.3131168E-004, 3.3131168E-004, 1.8919514E-002
 1.4000906E+002, 1.9688308E-001, 2.0729101E-001, 2.6056337E-005, 6.6199912E-003, 9.7982198E+001, 5.8429713E+001, 2.3950429E+002, 3.2544241E-004, 3.2544241E-004, 1.9178565E-002
 1.4100669E+002, 1.9679382E-001, 2.0729142E-001, 2.6274298E-005, 6.6721351E-003, 9.6821319E+001, 5.7839884E+001, 2.3617949E+002, 3.2881003E-004, 3.2881003E-004, 1.9429306E-002
 1.4200547E+002, 1.9624044E-001, 2.0729051E-001, 2.7625592E-005, 6.9954119E-003, 1.0092249E+002, 5.2953087E+001, 2.4310565E+002, 3.4294529E-004, 3.4294529E-004, 1.9687899E-002
 1.4300556E+002, 1.9625065E-001, 2.0728296E-001, 2.7600639E-005, 6.9894422E-003, 1.0069227E+002, 5.6197692E+001, 2.5007729E+002, 3.4530424E-004, 3.4530424E-004, 1.9947633E-002
 1.4401056E+002, 1.9598320E-001, 2.0726741E-001, 2.8253734E-005, 7.1456855E-003, 1.0211513E+002, 5.9384858E+001, 2.5613625E+002, 3.3415427E-004, 3.3415427E-004, 2.0210972E-002
 1.4501113E+002, 1.9526228E-001, 2.0725198E-001, 3.0014161E-005, 7.5668413E-003, 1.0842947E+002, 5.8610999E+001, 2.5729885E+002, 3.5255821E-004, 3.5255821E-004, 2.0473971E-002
 1.4600551E+002, 1.9474711E-001, 2.0726153E-001, 3.1272183E-005, 7.8678042E-003, 1.1227285E+002, 5.7445867E+001, 2.5574936E+002, 3.4109968E-004, 3.4109968E-004, 2.0735049E-002
 1.4700107E+002, 1.9487257E-001, 2.0728482E-001, 3.0965810E-005, 7.7945091E-003, 1.1116956E+002, 5.8899557E+001, 2.5743553E+002, 3.5466464E-004, 3.5466464E-004, 2.0999005E-002
 1.4800243E+002, 1.9512542E-001, 2.0726023E-001, 3.0348317E-005, 7.6467832E-003, 1.0825428E+002, 6.1253072E+001, 2.6085052E+002, 3.4295338E-004, 3.4295338E-004, 2.1265908E-002
 1.4900090E+002, 1.9522917E-001, 2.0715459E-001, 3.0095017E-005, 7.5861848E-003, 1.0655761E+002, 6.1419891E+001, 2.5975113E+002, 3.4674388E-004, 3.4674388E-004, 2.1529838E-002
 1.5000134E+002, 1.9521973E-001, 2.0706118E-001, 3.0118084E-005, 7.5917033E-003, 1.0669390E+002, 6.1626641E+001, 2.6597139E+002, 3.6374189E-004, 3.6374189E-004, 2.1800544E-002
 1.5100153E+002, 1.9526007E-001, 2.0692229E-001, 3.0019557E-005, 7.5681322E-003, 1.0585660E+002, 6.2565188E+001, 2.7575116E+002, 3.7112403E-004, 3.7112403E-004, 2.2076767E-002
 1.5200841E+002, 1.9525519E-001, 2.0659145E-001, 3.0031517E-005, 7.5709935E-003, 1.0387094E+002, 6.4344383E+001, 2.7121476E+002, 3.4875973E-004, 3.4875973E-004, 2.2345320E-002
 1.5300044E+002, 1.9533362E-001, 2.0632824E-001, 2.9839962E-005, 7.5251667E-003, 1.0231806E+002, 6.4818990E+001, 2.7448776E+002, 3.6504960E-004, 3.6504960E-004, 2.2619185E-002
 1.5400286E+002, 1.9539930E-001, 2.0627195E-001, 2.9679545E-005, 7.4867894E-003, 1.0358691E+002, 6.4212269E+001, 2.7165673E+002, 3.7247561E-004, 3.7247561E-004, 2.2890049E-002
 1.5500595E+002, 1.9472974E-001, 2.0620921E-001, 3.1314572E-005, 7.8779452E-003, 1.1074340E+002, 6.2741346E+001, 2.7862878E+002, 3.6373652E-004, 3.6373652E-004, 2.3169471E-002
 1.5600557E+002, 1.9429342E-001, 2.0599725E-001, 3.2379960E-005, 8.1328233E-003, 1.1591328E+002, 6.5411879E+001, 2.7568976E+002, 3.7606726E-004, 3.7606726E-004, 2.3443400E-002
 1.5700631E+002, 1.9450182E-001, 2.0582884E-001, 3.1871153E-005, 8.0110987E-003, 1.1316765E+002, 6.4372348E+001, 2.8496711E+002, 3.7001090E-004, 3.7001090E-004, 2.3725333E-002
 1.5800295E+002, 1.9451409E-001, 2.0573524E-001, 3.1841245E-005, 8.0039438E-003, 1.0887564E+002, 6.6980719E+001, 2.8369419E+002, 3.6957720E-004, 3.6957720E-004, 2.4001782E-002
 1.5900953E+002, 1.9447010E-001, 2.0553961E-001, 3.1948627E-005, 8.0296334E-003, 1.0798272E+002, 6.7636406E+001, 2.8882562E+002, 3.6425271E-004, 3.6425271E-004, 2.4284043E-002
 1.6000853E+002, 1.9433001E-001, 2.0483533E-001, 3.2290628E-005, 8.1114519E-003, 1.1147129E+002, 6.5126484E+001, 2.9047944E+002, 3.8910204E-004, 3.8910204E-004, 2.4567139E-002
 1.6100869E+002, 1.9420883E-001, 2.0452426E-001, 3.2586467E-005, 8.1822268E-003, 1.1331288E+002, 6.5706736E+001, 2.9931704E+002, 3.8443046E-004, 3.8443046E-004, 2.4856880E-002
 1.6200174E+002, 1.9397749E-001, 2.0482644E-001, 3.3151515E-005, 8.3174062E-003, 1.1335763E+002, 6.6395779E+001, 2.9355255E+002, 3.8590687E-004, 3.8590687E-004, 2.5136939E-002
 1.6300710E+002, 1.9398287E-001, 2.0525416E-001, 3.3138390E-005, 8.3142662E-003, 1.1001284E+002, 6.6229432E+001, 2.9806348E+002, 3.9498618E-004, 3.9498618E-004, 2.5425047E-002
 1.6400750E+002, 1.9378776E-001, 2.0548548E-001, 3.3614841E-005, 8.4282501E-003, 1.0867975E+002, 6.8155719E+001, 2.9821927E+002, 3.8246400E-004, 3.8246400E-004, 2.5711740E-002
 1.6500627E+002, 1.9374245E-001, 2.0535997E-001, 3.3725477E-005, 8.4547180E-003, 1.0959325E+002, 6.8226838E+001, 3.0574669E+002, 3.9405917E-004, 3.9405917E-004, 2.6004901E-002
 1.6601069E+002, 1.9371044E-001, 2.0503544E-001, 3.3803727E-005, 8.4734383E-003, 1.1029042E+002, 6.7400027E+001, 3.0434959E+002, 4.0115267E-004, 4.0115267E-004, 2.6294181E-002
 1.6700194E+002, 1.9328838E-001, 2.0473641E-001, 3.4834192E-005, 8.7199614E-003, 1.1642228E+002, 7.0038642E+001, 3.0487435E+002, 3.8788175E-004, 3.8788175E-004, 2.6584879E-002
 1.6800121E+002, 1.9286287E-001, 2.0428239E-001, 3.5873230E-005, 8.9685357E-003, 1.2054332E+002, 7.1602986E+001, 3.0411168E+002, 3.8949311E-004, 3.8949311E-004, 2.6873814E-002
 1.6900453E+002, 1.9316477E-001, 2.0413613E-001, 3.5136154E-005, 8.7922016E-003, 1.1606307E+002, 6.9660631E+001, 3.0724078E+002, 4.1358977E-004, 4.1358977E-004, 2.7169107E-002
 1.7000843E+002, 1.9296110E-001, 2.0419651E-001, 3.5633452E-005, 8.9111725E-003, 1.1565589E+002, 6.9715618E+001, 3.1655326E+002, 3.9372114E-004, 3.9372114E-004, 2.7470999E-002
 1.7100533E+002, 1.9278976E-001, 2.0430678E-001, 3.6051855E-005, 9.0112693E-003, 1.1600422E+002, 7.0224416E+001, 3.1218893E+002, 4.1172512E-004, 4.1172512E-004, 2.7764355E-002
 1.7200584E+002, 1.9279297E-001, 2.0412088E-001, 3.6044019E-005, 9.0093946E-003, 1.1660425E+002, 7.1111670E+001, 3.1901272E+002, 4.0271754E-004, 4.0271754E-004, 2.8064103E-002
 1.7301137E+002, 1.9257788E-001, 2.0347863E-001, 3.6569230E-005, 9.1350435E-003, 1.1818575E+002, 7.0210283E+001, 3.1581342E+002, 4.2488433E-004, 4.2488433E-004, 2.8361145E-002
 1.7400862E+002, 1.9250927E-001, 2.0296174E-001, 3.6736762E-005, 9.1751230E-003, 1.1858350E+002, 6.8527316E+001, 3.3004025E+002, 4.1645104E-004, 4.1645104E-004, 2.8672706E-002
 1.7500165E+002, 1.9241912E-001, 2.0292882E-001, 3.6956894E-005, 9.2277863E-003, 1.1859194E+002, 7.1212743E+001, 3.2686023E+002, 4.1593903E-004, 4.1593903E-004, 2.8971812E-002
 1.7600222E+002, 1.9219949E-001, 2.0327583E-001, 3.7493206E-005, 9.3560908E-003, 1.2174065E+002, 7.2406913E+001, 3.2459720E+002, 4.2128036E-004, 4.2128036E-004, 2.9273223E-002
 1.7700314E+002, 1.9171554E-001, 2.0364777E-001, 3.8674745E-005, 9.6387562E-003, 1.2725643E+002, 7.3043375E+001, 3.3214720E+002, 4.0200069E-004, 4.0200069E-004, 2.9581419E-002
 1.7800271E+002, 1.9095873E-001, 2.0411687E-001, 4.0522946E-005, 1.0080911E-002, 1.2362097E+002, 7.4415178E+001, 3.1559479E+002, 4.1722459E-004, 4.1722459E-004, 2.9873968E-002
 1.7900497E+002, 1.9074452E-001, 2.0434137E-001, 4.1046168E-005, 1.0206084E-002, 1.2319726E+002, 7.4963737E+001, 3.2795204E+002, 4.3980881E-004, 4.3980881E-004, 3.0188997E-002
 1.8000173E+002, 1.9082449E-001, 2.0374222E-001, 4.0850946E-005, 1.0159380E-002, 1.2577079E+002, 7.7245999E+001, 3.3200450E+002, 4.2720415E-004, 4.2720415E-004, 3.0500843E-002
 1.8100097E+002, 1.9078443E-001, 2.0244558E-001, 4.0948914E-005, 1.0182817E-002, 1.2838399E+002, 7.9906305E+001, 3.2789551E+002, 4.1801127E-004, 4.1801127E-004, 3.0805159E-002
 1.8200593E+002, 1.9033692E-001, 2.0187871E-001, 4.2041686E-005, 1.0444247E-002, 1.3334496E+002, 8.1870778E+001, 3.2873824E+002, 4.2999529E-004, 4.2999529E-004, 3.1115284E-002
 1.8301130E+002, 1.8967762E-001, 2.0233703E-001, 4.3651237E-005, 1.0829308E-002, 1.3942082E+002, 8.1879500E+001, 3.3782365E+002, 4.3714264E-004, 4.3714264E-004, 3.1434609E-002
 1.8400046E+002, 1.8966021E-001, 2.0264698E-001, 4.3693947E-005, 1.0839526E-002, 1.3820386E+002, 8.5903954E+001, 3.3753467E+002, 4.4151276E-004, 4.4151276E-004, 3.1744292E-002
 1.8500978E+002, 1.8932228E-001, 2.0271341E-001, 4.4519146E-005, 1.1036942E-002, 1.4178249E+002, 8.3485321E+001, 3.2561983E+002, 4.1753068E-004, 4.1753068E-004, 3.2045451E-002
 1.8600647E+002, 1.8942635E-001, 2.0312406E-001, 4.4265134E-005, 1.0976173E-002, 1.4035837E+002, 8.2093230E+001, 3.3216023E+002, 4.3910296E-004, 4.3910296E-004, 3.2362611E-002
 1.8700449E+002, 1.8953463E-001, 2.0365229E-001, 4.4000420E-005, 1.0912844E-002, 1.3684336E+002, 7.9031429E+001, 3.1348126E+002, 4.2068954E-004, 4.2068954E-004, 3.2658747E-002
 1.8800765E+002, 1.8974191E-001, 2.0351589E-001, 4.3494423E-005, 1.0791792E-002, 1.3327121E+002, 7.9425289E+001, 3.1954640E+002, 4.4243738E-004, 4.4243738E-004, 3.2972253E-002
 1.8900286E+002, 1.8966636E-001, 2.0242360E-001, 4.3678902E-005, 1.0835926E-002, 1.3580241E+002, 8.1721036E+001, 3.2235294E+002, 4.2365621E-004, 4.2365621E-004, 3.3283567E-002
 1.9000658E+002, 1.8935107E-001, 2.0060167E-001, 4.4448801E-005, 1.1020113E-002, 1.3396883E+002, 8.1502515E+001, 3.0705913E+002, 4.2290863E-004, 4.2290863E-004, 3.3582048E-002
 1.9100274E+002, 1.8908452E-001, 1.9982049E-001, 4.5099838E-005, 1.1175864E-002, 1.3496819E+002, 8.0500280E+001, 3.0909004E+002, 4.2999929E-004, 4.2999929E-004, 3.3892090E-002
 1.9200227E+002, 1.8862991E-001, 2.0062728E-001, 4.6209767E-005, 1.1441398E-002, 1.3839350E+002, 7.9214290E+001, 2.9916110E+002, 4.2857129E-004, 4.2857129E-004, 3.4194907E-002
 1.9300789E+002, 1.8823647E-001, 2.0119587E-001, 4.7170655E-005, 1.1671276E-002, 1.3769114E+002, 8.0753935E+001, 3.0868916E+002, 4.4763435E-004, 4.4763435E-004, 3.4512600E-002
 1.9400528E+002, 1.8821091E-001, 2.0105122E-001, 4.7233056E-005, 1.1686205E-002, 1.4089216E+002, 8.2035602E+001, 3.0819752E+002, 4.2903591E-004, 4.2903591E-004, 3.4824237E-002
 1.9500137E+002, 1.8835820E-001, 2.0106497E-001, 4.6873278E-005, 1.1600133E-002, 1.4365291E+002, 8.3877059E+001, 2.9088071E+002, 4.1498811E-004, 4.1498811E-004, 3.5123298E-002
 1.9600444E+002, 1.8860393E-001, 2.0125364E-001, 4.6273337E-005, 1.1456606E-002, 1.4111752E+002, 8.6458927E+001, 2.8414316E+002, 4.4181704E-004, 4.4181704E-004, 3.5428324E-002
 1.9700346E+002, 1.8846433E-001, 2.0123430E-001, 4.6614099E-005, 1.1538128E-002, 1.4214128E+002, 8.7599793E+001, 2.8717746E+002, 4.2406287E-004, 4.2406287E-004, 3.5739038E-002
 1.9800591E+002, 1.8809618E-001, 2.0076329E-001, 4.7513053E-005, 1.1753189E-002, 1.4280404E+002, 8.4894276E+001, 2.8542546E+002, 4.4216773E-004, 4.4216773E-004, 3.6047203E-002
 1.9900748E+002, 1.8797409E-001, 1.9996437E-001, 4.7811162E-005, 1.1824507E-002, 1.4236283E+002, 8.2641155E+001, 2.9036659E+002, 4.3744368E-004, 4.3744368E-004, 3.6362555E-002
 2.0000461E+002, 1.8798048E-001, 1.9970497E-001, 4.7795594E-005, 1.1820783E-002, 1.4237262E+002, 8.4035452E+001, 2.8287299E+002, 4.2601540E-004, 4.2601540E-004, 3.6670030E-002
 2.0100392E+002, 1.8760213E-001, 1.9989476E-001, 4.8719275E-005, 1.2041760E-002, 1.4809628E+002, 8.4900091E+001, 2.6547099E+002, 4.1560647E-004, 4.1560647E-004, 3.6966468E-002
 2.0200779E+002, 1.8774296E-001, 1.9997177E-001, 4.8375648E-005, 1.1959552E-002, 1.4388283E+002, 8.5134657E+001, 2.5972793E+002, 4.3383460E-004, 4.3383460E-004, 3.7270358E-002
 2.0300865E+002, 1.8726828E-001, 1.9988008E-001, 4.9534796E-005, 1.2236861E-002, 1.3653830E+002, 8.6256632E+001, 2.5978098E+002, 4.3107844E-004, 4.3107844E-004, 3.7579101E-002
 2.0400847E+002, 1.8718045E-001, 1.9968468E-001, 4.9749252E-005, 1.2288167E-002, 1.3929797E+002, 8.6715615E+001, 2.5557155E+002, 4.2133306E-004, 4.2133306E-004, 3.7883695E-002
 2.0500439E+002, 1.8733174E-001, 1.9927792E-001, 4.9379698E-005, 1.2199756E-002, 1.4087132E+002, 8.6519400E+001, 2.5816801E+002, 4.3245365E-004, 4.3245365E-004, 3.8193115E-002
 2.0600766E+002, 1.8678352E-001, 1.9896137E-001, 5.0718482E-005, 1.2520040E-002, 1.4426584E+002, 8.7246385E+001, 2.5294136E+002, 4.3445207E-004, 4.3445207E-004, 3.8498625E-002
 2.0700919E+002, 1.8534414E-001, 1.9903441E-001, 5.4232986E-005, 1.3360833E-002, 1.5550310E+002, 8.8540015E+001, 2.5940200E+002, 4.3636039E-004, 4.3636039E-004, 3.8814410E-002
 2.0800883E+002, 1.8546132E-001, 1.9910418E-001, 5.3946998E-005, 1.3292414E-002, 1.5539281E+002, 8.8946235E+001, 2.5425108E+002, 4.3118982E-004, 4.3118982E-004, 3.9122406E-002
 2.0900197E+002, 1.8645243E-001, 1.9872798E-001, 5.1526892E-005, 1.2713440E-002, 1.4881170E+002, 8.8389310E+001, 2.2918240E+002, 4.3416929E-004, 4.3416929E-004, 3.9412517E-002
 2.1000285E+002, 1.8650112E-001, 1.9785576E-001, 5.1407985E-005, 1.2684994E-002, 1.4819087E+002, 8.9356822E+001, 2.3991176E+002, 4.2211964E-004, 4.2211964E-004, 3.9727010E-002
 2.1100156E+002, 1.8614906E-001, 1.9721611E-001, 5.2267543E-005, 1.2890630E-002, 1.5162413E+002, 8.9679026E+001, 2.4605905E+002, 4.3192836E-004, 4.3192836E-004, 4.0041184E-002
 2.1200709E+002, 1.8619712E-001, 1.9744453E-001, 5.2150148E-005, 1.2862545E-002, 1.5302577E+002, 9.1120760E+001, 2.3408563E+002, 4.2263729E-004, 4.2263729E-004, 4.0341744E-002
 2.1300923E+002, 1.8627729E-001, 1.9750054E-001, 5.1954534E-005, 1.2815747E-002, 1.5229571E+002, 8.9569722E+001, 2.3530965E+002, 4.4255747E-004, 4.4255747E-004, 4.0653087E-002
 2.1400900E+002, 1.8588983E-001, 1.9683736E-001, 5.2900812E-005, 1.3042130E-002, 1.5402300E+002, 8.9492762E+001, 2.3835500E+002, 4.3433608E-004, 4.3433608E-004, 4.0966988E-002
 2.1500657E+002, 1.8593627E-001, 1.9696028E-001, 5.2787490E-005, 1.3015020E-002, 1.5136422E+002, 9.2713846E+001, 2.2610549E+002, 4.2594147E-004, 4.2594147E-004, 4.1269748E-002
 2.1600803E+002, 1.8580214E-001, 1.9788635E-001, 5.3114985E-005, 1.3093368E-002, 1.5019265E+002, 9.0997395E+001, 2.1433202E+002, 4.1684551E-004, 4.1684551E-004, 4.1570230E-002
 2.1701012E+002, 1.8570282E-001, 1.9781412E-001, 5.3357537E-005, 1.3151395E-002, 1.5029779E+002, 9.1046346E+001, 2.0765924E+002, 4.3351189E-004, 4.3351189E-004, 4.1875221E-002
 2.1800580E+002, 1.8529385E-001, 1.9712200E-001, 5.4356333E-005, 1.3390342E-002, 1.5486224E+002, 9.2074326E+001, 2.1059940E+002, 4.3519219E-004, 4.3519219E-004, 4.2186535E-002
 2.1900264E+002, 1.8528226E-001, 1.9619733E-001, 5.4384411E-005, 1.3397059E-002, 1.5420734E+002, 9.2062634E+001, 2.1721064E+002, 4.2159552E-004, 4.2159552E-004, 4.2499998E-002
 2.2000727E+002, 1.8504979E-001, 1.9496661E-001, 5.4952171E-005, 1.3532887E-002, 1.5486849E+002, 9.4023696E+001, 1.9680344E+002, 4.4401854E-004, 4.4401854E-004, 4.2796782E-002
 2.2100936E+002, 1.8477887E-001, 1.9432575E-001, 5.5613851E-005, 1.3691184E-002, 1.5609672E+002, 9.6575412E+001, 2.1256288E+002, 4.3384343E-004, 4.3384343E-004, 4.3117969E-002
 2.2200734E+002, 1.8442762E-001, 1.9463570E-001, 5.6471621E-005, 1.3896393E-002, 1.5763278E+002, 9.7515222E+001, 2.0976930E+002, 4.3620005E-004, 4.3620005E-004, 4.3427728E-002
 2.2300739E+002, 1.8406865E-001, 1.9545181E-001, 5.7348178E-005, 1.4106096E-002, 1.5725334E+002, 9.6840263E+001, 2.0984381E+002, 4.2213467E-004, 4.2213467E-004, 4.3740130E-002
 2.2400059E+002, 1.8378735E-001, 1.9586354E-001, 5.8035099E-005, 1.4270432E-002, 1.6118849E+002, 9.7011124E+001, 1.9366501E+002, 4.2521768E-004, 4.2521768E-004, 4.4038965E-002
 2.2500929E+002, 1.8364898E-001, 1.9607529E-001, 5.8373105E-005, 1.4351295E-002, 1.6490165E+002, 9.6010978E+001, 1.8923951E+002, 4.2130371E-004, 4.2130371E-004, 4.4345565E-002
 2.2600240E+002, 1.8357273E-001, 1.9566881E-001, 5.8559245E-005, 1.4395826E-002, 1.6642535E+002, 9.3363800E+001, 1.7502722E+002, 4.1899725E-004, 4.1899725E-004, 4.4643854E-002
 2.2701170E+002, 1.8263299E-001, 1.9501597E-001, 6.0853962E-005, 1.4944803E-002, 1.7579235E+002, 9.3840018E+001, 1.8053326E+002, 4.4790629E-004, 4.4790629E-004, 4.4957981E-002
 2.2800702E+002, 1.8234463E-001, 1.9521798E-001, 6.1557960E-005, 1.5113223E-002, 1.7761703E+002, 9.7575908E+001, 1.9278902E+002, 4.5420650E-004, 4.5420650E-004, 4.5277605E-002
 2.2900611E+002, 1.8199297E-001, 1.9577845E-001, 6.2416545E-005, 1.5318627E-002, 1.6493792E+002, 9.6808835E+001, 1.9083790E+002, 4.2304149E-004, 4.2304149E-004, 4.5585726E-002
 2.3000471E+002, 1.8201661E-001, 1.9592371E-001, 6.2358864E-005, 1.5304828E-002, 1.6277778E+002, 9.8235422E+001, 1.8521550E+002, 4.3842060E-004, 4.3842060E-004, 4.5892548E-002
 2.3100177E+002, 1.8167482E-001, 1.9482540E-001, 6.3193433E-005, 1.5504486E-002, 1.6091977E+002, 9.8815606E+001, 1.8180306E+002, 4.2784876E-004, 4.2784876E-004, 4.6201069E-002
 2.3200692E+002, 1.8119520E-001, 1.9383191E-001, 6.4364564E-005, 1.5784661E-002, 1.5940888E+002, 1.0174184E+002, 1.8153088E+002, 4.2353610E-004, 4.2353610E-004, 4.6512640E-002
 2.3300964E+002, 1.8146270E-001, 1.9338123E-001, 6.3711335E-005, 1.5628386E-002, 1.6112253E+002, 1.0149587E+002, 1.7165690E+002, 4.3802710E-004, 4.3802710E-004, 4.6819393E-002
 2.3400631E+002, 1.8147470E-001, 1.9340680E-001, 6.3681964E-005, 1.5621359E-002, 1.6386869E+002, 9.9683767E+001, 1.6890607E+002, 4.1174456E-004, 4.1174456E-004, 4.7128247E-002
 2.3500345E+002, 1.8170987E-001, 1.9368476E-001, 6.3107734E-005, 1.5483984E-002, 1.5859270E+002, 1.0144313E+002, 1.5953711E+002, 4.3874148E-004, 4.3874148E-004, 4.7432969E-002
 2.3600687E+002, 1.8189503E-001, 1.9375738E-001, 6.2655672E-005, 1.5375834E-002, 1.5838271E+002, 1.0258864E+002, 1.5114916E+002, 4.1997736E-004, 4.1997736E-004, 4.7736848E-002
 2.3700158E+002, 1.8168675E-001, 1.9343421E-001, 6.3164364E-005, 1.5497531E-002, 1.6212190E+002, 1.0369058E+002, 1.6349495E+002, 4.4937027E-004, 4.4937027E-004, 4.8057038E-002
 2.3800801E+002, 1.8136005E-001, 1.9256581E-001, 6.3962303E-005, 1.5688427E-002, 1.6569927E+002, 1.0728088E+002, 1.6971633E+002, 4.3587245E-004, 4.3587245E-004, 4.8373703E-002
 2.3900059E+002, 1.8111815E-001, 1.9105292E-001, 6.4553042E-005, 1.5829752E-002, 1.6849536E+002, 1.0481774E+002, 1.6094904E+002, 4.2333182E-004, 4.2333182E-004, 4.8681251E-002
 2.4000412E+002, 1.8118687E-001, 1.8989112E-001, 6.4385165E-005, 1.5789590E-002, 1.6931591E+002, 1.0421716E+002, 1.5365801E+002, 4.0817573E-004, 4.0817573E-004, 4.8984963E-002
 2.4101091E+002, 1.8084376E-001, 1.8977539E-001, 6.5222894E-005, 1.5990004E-002, 1.6594154E+002, 1.0536816E+002, 1.4833417E+002, 4.6023531E-004, 4.6023531E-004, 4.9291804E-002
 2.4200929E+002, 1.8053914E-001, 1.9043206E-001, 6.5966605E-005, 1.6167926E-002, 1.6153492E+002, 1.0755730E+002, 1.6724303E+002, 4.2575421E-004, 4.2575421E-004, 4.9616882E-002
 2.4300131E+002, 1.8060350E-001, 1.9125081E-001, 6.5809351E-005, 1.6130305E-002, 1.6302753E+002, 1.0944198E+002, 1.5801273E+002, 4.2395410E-004, 4.2395410E-004, 4.9920427E-002
 2.4400410E+002, 1.8077176E-001, 1.9112215E-001, 6.5398396E-005, 1.6031990E-002, 1.6470373E+002, 1.0647596E+002, 1.5520432E+002, 4.3383543E-004, 4.3383543E-004, 5.0229958E-002
 2.4500045E+002, 1.8046041E-001, 1.8985560E-001, 6.6158813E-005, 1.6213909E-002, 1.6716888E+002, 1.0967123E+002, 1.4612682E+002, 4.1428808E-004, 4.1428808E-004, 5.0536254E-002
