s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kg
Time,"O2 1","O2 2","CO 3","CO2 4","T","Smoke Concentration","Pressure","R1","R2","GAS SOOT"
 2.4600691E+002, 1.8059647E-001, 1.8863941E-001, 6.5826556E-005, 1.6134421E-002, 1.6791707E+002, 1.0989712E+002, 1.3763857E+002, 4.3290376E-004, 4.3290376E-004, 5.0843005E-002
 2.4700849E+002, 1.8062102E-001, 1.8848682E-001, 6.5766865E-005, 1.6120141E-002, 1.6849739E+002, 1.0877488E+002, 1.3551139E+002, 4.3381033E-004, 4.3381033E-004, 5.1152574E-002
 2.4800537E+002, 1.8024916E-001, 1.8887136E-001, 6.6674939E-005, 1.6337384E-002, 1.7233765E+002, 1.0795240E+002, 1.4746480E+002, 4.4240873E-004, 4.4240873E-004, 5.1474404E-002
 2.4900465E+002, 1.7944207E-001, 1.8988996E-001, 6.8645797E-005, 1.6808882E-002, 1.8035432E+002, 1.0785866E+002, 1.2678604E+002, 4.0782758E-004, 4.0782758E-004, 5.1771154E-002
 2.5000378E+002, 1.7931799E-001, 1.8995083E-001, 6.8948781E-005, 1.6881367E-002, 1.7844639E+002, 1.0852007E+002, 1.3333807E+002, 4.5565049E-004, 4.5565049E-004, 5.2088250E-002
 2.5100677E+002, 1.7928883E-001, 1.8934978E-001, 6.9019836E-005, 1.6898365E-002, 1.7581788E+002, 1.0942620E+002, 1.3306403E+002, 4.2624269E-004, 4.2624269E-004, 5.2402411E-002
 2.5200081E+002, 1.7944743E-001, 1.8963577E-001, 6.8632237E-005, 1.6805638E-002, 1.7165305E+002, 1.0973654E+002, 1.3109697E+002, 4.2849478E-004, 4.2849478E-004, 5.2717190E-002
 2.5300799E+002, 1.7923050E-001, 1.8976313E-001, 6.9162123E-005, 1.6932405E-002, 1.7120661E+002, 1.1045575E+002, 1.3074706E+002, 4.3708601E-004, 4.3708601E-004, 5.3033500E-002
 2.5401110E+002, 1.7926683E-001, 1.8955597E-001, 6.9073616E-005, 1.6911232E-002, 1.7296164E+002, 1.1132248E+002, 1.2999767E+002, 4.2214464E-004, 4.2214464E-004, 5.3351107E-002
 2.5500148E+002, 1.7935020E-001, 1.8921039E-001, 6.8870163E-005, 1.6862559E-002, 1.7352519E+002, 1.1360050E+002, 1.1173646E+002, 4.2198930E-004, 4.2198930E-004, 5.3653486E-002
 2.5600027E+002, 1.7745578E-001, 1.8879522E-001, 7.3496794E-005, 1.7969411E-002, 1.8258160E+002, 1.1450049E+002, 1.1888204E+002, 4.3208294E-004, 4.3208294E-004, 5.3971985E-002
 2.5700953E+002, 1.7692097E-001, 1.8826336E-001, 7.4802531E-005, 1.8281789E-002, 1.8526907E+002, 1.1478953E+002, 1.1449571E+002, 4.4081674E-004, 4.4081674E-004, 5.4286989E-002
 2.5800213E+002, 1.7818611E-001, 1.8751265E-001, 7.1712622E-005, 1.7542574E-002, 1.7606926E+002, 1.1745657E+002, 1.3208958E+002, 4.4111952E-004, 4.4111952E-004, 5.4617941E-002
 2.5900195E+002, 1.7860923E-001, 1.8701245E-001, 7.0679458E-005, 1.7295405E-002, 1.7151211E+002, 1.1636524E+002, 1.0882851E+002, 4.3328489E-004, 4.3328489E-004, 5.4918125E-002
 2.6000168E+002, 1.7782892E-001, 1.8623727E-001, 7.2585624E-005, 1.7751428E-002, 1.8023066E+002, 1.1465170E+002, 1.0512230E+002, 4.1971217E-004, 4.1971217E-004, 5.5231431E-002
 2.6100191E+002, 1.7745426E-001, 1.8600206E-001, 7.3500548E-005, 1.7970310E-002, 1.8399283E+002, 1.1583943E+002, 1.1456468E+002, 4.3679591E-004, 4.3679591E-004, 5.5553270E-002
 2.6200020E+002, 1.7603224E-001, 1.8628757E-001, 7.6973208E-005, 1.8801092E-002, 1.9218423E+002, 1.1498208E+002, 1.1594857E+002, 4.1811600E-004, 4.1811600E-004, 5.5869369E-002
 2.6300848E+002, 1.7614455E-001, 1.8653488E-001, 7.6698871E-005, 1.8735460E-002, 1.8990836E+002, 1.1479115E+002, 1.1268768E+002, 4.3121976E-004, 4.3121976E-004, 5.6183749E-002
 2.6400468E+002, 1.7661228E-001, 1.8670686E-001, 7.5556195E-005, 1.8462092E-002, 1.8782869E+002, 1.1607026E+002, 1.0717536E+002, 4.2420060E-004, 4.2420060E-004, 5.6496800E-002
 2.6500705E+002, 1.7728226E-001, 1.8696515E-001, 7.3920242E-005, 1.8070715E-002, 1.8348937E+002, 1.1886634E+002, 9.8377391E+001, 4.1565555E-004, 4.1565555E-004, 5.6807256E-002
 2.6600906E+002, 1.7756563E-001, 1.8705752E-001, 7.3228162E-005, 1.7905145E-002, 1.8354316E+002, 1.1755136E+002, 9.5141734E+001, 4.2779633E-004, 4.2779633E-004, 5.7120471E-002
 2.6700259E+002, 1.7714277E-001, 1.8675245E-001, 7.4261002E-005, 1.8152237E-002, 1.8810676E+002, 1.1702903E+002, 9.5390702E+001, 4.4684963E-004, 4.4684963E-004, 5.7435888E-002
 2.6800814E+002, 1.7720954E-001, 1.8611130E-001, 7.4097824E-005, 1.8113199E-002, 1.8399720E+002, 1.1776281E+002, 1.0946736E+002, 4.4252750E-004, 4.4252750E-004, 5.7764138E-002
 2.6900408E+002, 1.7694272E-001, 1.8613359E-001, 7.4749078E-005, 1.8269001E-002, 1.8288825E+002, 1.1894010E+002, 1.0659377E+002, 4.3940248E-004, 4.3940248E-004, 5.8083955E-002
 2.7000467E+002, 1.7637818E-001, 1.8601053E-001, 7.6127588E-005, 1.8598789E-002, 1.8481300E+002, 1.2004180E+002, 1.0133853E+002, 4.2249898E-004, 4.2249898E-004, 5.8400176E-002
 2.7100191E+002, 1.7562700E-001, 1.8613149E-001, 7.7961944E-005, 1.9037631E-002, 1.9618653E+002, 1.1888119E+002, 8.7462961E+001, 4.4628023E-004, 4.4628023E-004, 5.8710190E-002
 2.7200844E+002, 1.7597925E-001, 1.8674503E-001, 7.7101619E-005, 1.8831811E-002, 1.9451388E+002, 1.2012216E+002, 9.4854810E+001, 4.0980311E-004, 4.0980311E-004, 5.9033285E-002
 2.7300433E+002, 1.7632202E-001, 1.8729023E-001, 7.6265108E-005, 1.8631689E-002, 1.9334384E+002, 1.1861928E+002, 7.6591702E+001, 4.1481139E-004, 4.1481139E-004, 5.9339531E-002
 2.7400265E+002, 1.7643753E-001, 1.8661075E-001, 7.5982420E-005, 1.8564060E-002, 1.8648013E+002, 1.1915975E+002, 8.4325352E+001, 4.4996174E-004, 4.4996174E-004, 5.9666290E-002
 2.7500874E+002, 1.7663557E-001, 1.8554438E-001, 7.5499100E-005, 1.8448433E-002, 1.8356527E+002, 1.2002106E+002, 1.0223841E+002, 4.2936709E-004, 4.2936709E-004, 6.0003550E-002
 2.7600376E+002, 1.7641620E-001, 1.8471213E-001, 7.6035617E-005, 1.8576787E-002, 1.8641312E+002, 1.2008465E+002, 8.3081962E+001, 4.2187875E-004, 4.2187875E-004, 6.0315700E-002
 2.7700811E+002, 1.7637758E-001, 1.8457655E-001, 7.6129971E-005, 1.8599360E-002, 1.8686161E+002, 1.2183734E+002, 7.1383699E+001, 4.3456069E-004, 4.3456069E-004, 6.0632328E-002
 2.7800094E+002, 1.7649183E-001, 1.8456993E-001, 7.5850533E-005, 1.8532508E-002, 1.8372604E+002, 1.2394013E+002, 7.7767814E+001, 4.4433889E-004, 4.4433889E-004, 6.0959162E-002
 2.7900982E+002, 1.7650653E-001, 1.8435240E-001, 7.5814329E-005, 1.8523847E-002, 1.8382495E+002, 1.2527412E+002, 8.8121709E+001, 4.5382110E-004, 4.5382110E-004, 6.1289028E-002
 2.8000316E+002, 1.7587935E-001, 1.8405655E-001, 7.7345716E-005, 1.8890208E-002, 1.8953834E+002, 1.2649545E+002, 8.0603637E+001, 4.1101692E-004, 4.1101692E-004, 6.1605359E-002
 2.8100781E+002, 1.7593189E-001, 1.8389064E-001, 7.7217637E-005, 1.8859567E-002, 1.9093044E+002, 1.2592332E+002, 7.0471961E+001, 4.4381301E-004, 4.4381301E-004, 6.1918663E-002
 2.8201031E+002, 1.7594434E-001, 1.8383768E-001, 7.7187529E-005, 1.8852364E-002, 1.9298643E+002, 1.2519378E+002, 8.9008864E+001, 4.2862207E-004, 4.2862207E-004, 6.2253984E-002
 2.8300170E+002, 1.7617127E-001, 1.8374563E-001, 7.6633897E-005, 1.8719917E-002, 1.8916303E+002, 1.2625629E+002, 7.0590980E+001, 4.1238365E-004, 4.1238365E-004, 6.2561157E-002
 2.8401051E+002, 1.7582155E-001, 1.8350358E-001, 7.7487320E-005, 1.8924085E-002, 1.9125246E+002, 1.2966933E+002, 7.0621693E+001, 4.2576834E-004, 4.2576834E-004, 6.2881426E-002
 2.8500064E+002, 1.7476165E-001, 1.8364266E-001, 8.0074887E-005, 1.9543121E-002, 2.0092525E+002, 1.2699189E+002, 7.5119251E+001, 4.3941860E-004, 4.3941860E-004, 6.3206322E-002
 2.8600793E+002, 1.7443758E-001, 1.8431425E-001, 8.0866565E-005, 1.9732519E-002, 1.9911311E+002, 1.2805773E+002, 7.5940711E+001, 4.3148503E-004, 4.3148503E-004, 6.3530437E-002
 2.8701141E+002, 1.7405518E-001, 1.8490626E-001, 8.1799670E-005, 1.9955749E-002, 1.9477976E+002, 1.2687607E+002, 7.2217985E+001, 4.2597900E-004, 4.2597900E-004, 6.3854103E-002
 2.8800798E+002, 1.7357613E-001, 1.8507987E-001, 8.2969875E-005, 2.0235704E-002, 1.9466975E+002, 1.2616054E+002, 5.3620369E+001, 4.1981833E-004, 4.1981833E-004, 6.4162596E-002
 2.8900148E+002, 1.7227225E-001, 1.8449499E-001, 8.6154044E-005, 2.0997469E-002, 2.0494763E+002, 1.2677919E+002, 7.5577278E+001, 4.2872851E-004, 4.2872851E-004, 6.4498695E-002
 2.9000814E+002, 1.7228090E-001, 1.8358253E-001, 8.6133265E-005, 2.0992498E-002, 2.0381120E+002, 1.2705241E+002, 5.4310478E+001, 4.2011861E-004, 4.2011861E-004, 6.4805897E-002
 2.9100158E+002, 1.7236695E-001, 1.8263756E-001, 8.5922307E-005, 2.0942029E-002, 1.9687337E+002, 1.2845021E+002, 8.6909717E+001, 4.7057104E-004, 4.7057104E-004, 6.5154179E-002
 2.9200304E+002, 1.7170437E-001, 1.8200935E-001, 8.7540450E-005, 2.1329146E-002, 2.0118021E+002, 1.3370997E+002, 7.7997139E+001, 4.2184762E-004, 4.2184762E-004, 6.5471982E-002
 2.9300510E+002, 1.7151732E-001, 1.8170425E-001, 8.7996430E-005, 2.1438231E-002, 1.8564820E+002, 1.3182571E+002, 5.8365169E+001, 4.3409675E-004, 4.3409675E-004, 6.5785836E-002
 2.9400372E+002, 1.7095477E-001, 1.8169894E-001, 8.9370521E-005, 2.1766962E-002, 1.8347146E+002, 1.3262334E+002, 6.4004524E+001, 4.2834816E-004, 4.2834816E-004, 6.6115330E-002
 2.9500130E+002, 1.7119545E-001, 1.8157771E-001, 8.8782605E-005, 2.1626312E-002, 1.8605524E+002, 1.3275243E+002, 6.3147688E+001, 4.3459949E-004, 4.3459949E-004, 6.6442002E-002
 2.9600257E+002, 1.7087768E-001, 1.8100648E-001, 8.9558610E-005, 2.1811960E-002, 1.8678214E+002, 1.3359928E+002, 4.6902061E+001, 4.3276447E-004, 4.3276447E-004, 6.6757243E-002
 2.9700660E+002, 1.7030512E-001, 1.8093990E-001, 9.0956860E-005, 2.2146470E-002, 1.8317210E+002, 1.3348714E+002, 5.5698206E+001, 4.1193686E-004, 4.1193686E-004, 6.7091390E-002
 2.9800402E+002, 1.7056677E-001, 1.8147961E-001, 9.0318004E-005, 2.1993633E-002, 1.8455944E+002, 1.3448222E+002, 5.8123779E+001, 4.4858686E-004, 4.4858686E-004, 6.7421432E-002
 2.9900053E+002, 1.7005038E-001, 1.8169357E-001, 9.1578933E-005, 2.2295292E-002, 1.8825634E+002, 1.3638641E+002, 5.9992422E+001, 4.1617059E-004, 4.1617059E-004, 6.7748842E-002
 3.0000696E+002, 1.6934814E-001, 1.8081987E-001, 9.3293660E-005, 2.2705515E-002, 1.8941930E+002, 1.3895712E+002, 5.0641554E+001, 4.2745623E-004, 4.2745623E-004, 6.8069405E-002
 3.0100382E+002, 1.6897319E-001, 1.8010822E-001, 9.4209198E-005, 2.2924543E-002, 1.8841458E+002, 1.3954109E+002, 4.9506733E+001, 4.3867266E-004, 4.3867266E-004, 6.8393915E-002
 3.0200169E+002, 1.6912628E-001, 1.7968996E-001, 9.3835483E-005, 2.2835138E-002, 1.9073304E+002, 1.3822426E+002, 5.4679822E+001, 4.2594382E-004, 4.2594382E-004, 6.8722632E-002
 3.0300966E+002, 1.6921560E-001, 1.7933493E-001, 9.3617396E-005, 2.2782964E-002, 1.9106388E+002, 1.3512947E+002, 6.1997649E+001, 4.3118493E-004, 4.3118493E-004, 6.9057234E-002
 3.0400160E+002, 1.6892673E-001, 1.7918790E-001, 9.4322649E-005, 2.2951685E-002, 1.8985522E+002, 1.3458779E+002, 5.2130683E+001, 4.4453573E-004, 4.4453573E-004, 6.9379042E-002
 3.0500011E+002, 1.6861603E-001, 1.7921108E-001, 9.5081367E-005, 2.3133197E-002, 1.8958792E+002, 1.3441419E+002, 4.4976456E+001, 4.1416508E-004, 4.1416508E-004, 6.9699880E-002
 3.0600488E+002, 1.6831322E-001, 1.7952599E-001, 9.5820799E-005, 2.3310095E-002, 1.8991652E+002, 1.3535781E+002, 4.4362851E+001, 4.3242874E-004, 4.3242874E-004, 7.0029601E-002
 3.0700459E+002, 1.6806777E-001, 1.7970138E-001, 9.6420215E-005, 2.3453496E-002, 1.9038020E+002, 1.3884195E+002, 5.3170106E+001, 4.4180745E-004, 4.4180745E-004, 7.0368046E-002
 3.0800051E+002, 1.6862813E-001, 1.7989057E-001, 9.5051979E-005, 2.3126166E-002, 1.9550477E+002, 1.4042810E+002, 5.0373509E+001, 4.1657590E-004, 4.1657590E-004, 7.0697063E-002
 3.0900052E+002, 1.6867733E-001, 1.8005742E-001, 9.4931450E-005, 2.3097331E-002, 1.9493612E+002, 1.4032659E+002, 4.2230353E+001, 4.2928077E-004, 4.2928077E-004, 7.1022766E-002
 3.1001043E+002, 1.6778835E-001, 1.7984212E-001, 9.7102317E-005, 2.3616679E-002, 1.9633005E+002, 1.4178887E+002, 3.8932715E+001, 4.2828843E-004, 4.2828843E-004, 7.1351371E-002
 3.1100379E+002, 1.6772322E-001, 1.7935777E-001, 9.7261371E-005, 2.3654730E-002, 1.9703923E+002, 1.4348857E+002, 4.7414423E+001, 4.2734198E-004, 4.2734198E-004, 7.1685817E-002
 3.1200268E+002, 1.6756918E-001, 1.7907969E-001, 9.7637638E-005, 2.3744746E-002, 1.9848241E+002, 1.4475546E+002, 4.3657938E+001, 4.3753808E-004, 4.3753808E-004, 7.2009249E-002
 3.1300076E+002, 1.6878278E-001, 1.7908759E-001, 9.4674562E-005, 2.3035875E-002, 2.0321022E+002, 1.4626732E+002, 3.9062363E+001, 4.2466761E-004, 4.2466761E-004, 7.2333507E-002
 3.1400876E+002, 1.7050144E-001, 1.7876107E-001, 9.0477933E-005, 2.2031895E-002, 1.9750361E+002, 1.4617493E+002, 4.3293270E+001, 4.3345486E-004, 4.3345486E-004, 7.2668066E-002
 3.1500358E+002, 1.7167918E-001, 1.7843314E-001, 8.7601758E-005, 2.1343812E-002, 1.9525419E+002, 1.4596243E+002, 3.2069629E+001, 4.3966843E-004, 4.3966843E-004, 7.2992046E-002
 3.1601046E+002, 1.7133783E-001, 1.7773033E-001, 8.8435142E-005, 2.1543187E-002, 1.9849107E+002, 1.4369498E+002, 4.4257683E+001, 4.2592583E-004, 4.2592583E-004, 7.3330749E-002
 3.1700982E+002, 1.7157062E-001, 1.7744379E-001, 8.7866823E-005, 2.1407225E-002, 2.0077498E+002, 1.4616849E+002, 4.9077402E+001, 4.2931582E-004, 4.2931582E-004, 7.3666885E-002
 3.1800164E+002, 1.7221784E-001, 1.7712295E-001, 8.6286504E-005, 2.1029158E-002, 1.9197121E+002, 1.4527355E+002, 4.3579823E+001, 4.2403082E-004, 4.2403082E-004, 7.3992663E-002
 3.1900024E+002, 1.7080025E-001, 1.7697574E-001, 8.9747851E-005, 2.1857233E-002, 1.9616061E+002, 1.4732528E+002, 4.4665393E+001, 4.4403143E-004, 4.4403143E-004, 7.4324935E-002
 3.2001011E+002, 1.7076253E-001, 1.7711461E-001, 8.9839803E-005, 2.1879231E-002, 1.9472699E+002, 1.5200206E+002, 4.1707692E+001, 4.2322939E-004, 4.2322939E-004, 7.4656924E-002
 3.2101230E+002, 1.6949785E-001, 1.7675746E-001, 9.2927929E-005, 2.2618019E-002, 2.0300426E+002, 1.5035435E+002, 3.0959572E+001, 4.2115322E-004, 4.2115322E-004, 7.4985141E-002
 3.2200625E+002, 1.6847993E-001, 1.7628142E-001, 9.5413826E-005, 2.3212733E-002, 2.0978805E+002, 1.5002977E+002, 3.7166880E+001, 4.4786005E-004, 4.4786005E-004, 7.5322381E-002
 3.2300924E+002, 1.6799283E-001, 1.7581365E-001, 9.6603496E-005, 2.3497344E-002, 2.1170041E+002, 1.4948331E+002, 2.8688040E+001, 4.2585216E-004, 4.2585216E-004, 7.5648044E-002
 3.2400416E+002, 1.6826515E-001, 1.7581793E-001, 9.5938496E-005, 2.3338252E-002, 2.0828456E+002, 1.5110214E+002, 3.9246253E+001, 4.2031413E-004, 4.2031413E-004, 7.5988935E-002
 3.2500623E+002, 1.6807214E-001, 1.7678508E-001, 9.6409300E-005, 2.3450885E-002, 1.9601533E+002, 1.5235857E+002, 3.2084494E+001, 4.4219810E-004, 4.4219810E-004, 7.6320816E-002
 3.2600187E+002, 1.6776199E-001, 1.7682841E-001, 9.7166879E-005, 2.3632124E-002, 1.9446113E+002, 1.5066815E+002, 2.7526499E+001, 4.0809693E-004, 4.0809693E-004, 7.6650606E-002
 3.2700809E+002, 1.6691371E-001, 1.7569028E-001, 9.9238436E-005, 2.4127713E-002, 1.9126519E+002, 1.5073899E+002, 3.8308442E+001, 4.6402800E-004, 4.6402800E-004, 7.6994795E-002
 3.2800868E+002, 1.6710473E-001, 1.7459848E-001, 9.8772238E-005, 2.4016183E-002, 1.9245546E+002, 1.5289227E+002, 3.1652542E+001, 4.2776080E-004, 4.2776080E-004, 7.7326228E-002
 3.2900212E+002, 1.6773675E-001, 1.7489997E-001, 9.7228845E-005, 2.3646949E-002, 1.9739239E+002, 1.5444176E+002, 3.5238011E+001, 4.2425986E-004, 4.2425986E-004, 7.7663958E-002
 3.3001028E+002, 1.6795495E-001, 1.7461106E-001, 9.6696159E-005, 2.3519512E-002, 2.0134514E+002, 1.5344331E+002, 3.1243971E+001, 4.3278172E-004, 4.3278172E-004, 7.7997985E-002
 3.3100324E+002, 1.6875964E-001, 1.7373158E-001, 9.4731060E-005, 2.3049391E-002, 1.9666418E+002, 1.5410800E+002, 2.8980166E+001, 4.3179148E-004, 4.3179148E-004, 7.8332372E-002
 3.3201181E+002, 1.6934459E-001, 1.7285056E-001, 9.3302392E-005, 2.2707604E-002, 1.9315710E+002, 1.5675607E+002, 2.4375039E+001, 4.2313658E-004, 4.2313658E-004, 7.8666088E-002
 3.3300487E+002, 1.6824452E-001, 1.7181652E-001, 9.5988644E-005, 2.3350249E-002, 1.9218634E+002, 1.5563089E+002, 1.8876278E+001, 4.2382080E-004, 4.2382080E-004, 7.8999528E-002
 3.3400844E+002, 1.6784732E-001, 1.7136709E-001, 9.6958508E-005, 2.3582275E-002, 1.9164244E+002, 1.5518760E+002, 2.8416180E+001, 4.4312447E-004, 4.4312447E-004, 7.9345091E-002
 3.3500842E+002, 1.6641614E-001, 1.7078900E-001, 1.0045333E-004, 2.4418358E-002, 1.9244935E+002, 1.5805784E+002, 2.4278417E+001, 4.2825198E-004, 4.2825198E-004, 7.9680851E-002
 3.3600756E+002, 1.6477123E-001, 1.7070257E-001, 1.0447009E-004, 2.5379308E-002, 1.9269671E+002, 1.5956352E+002, 3.0703223E+001, 4.2004520E-004, 4.2004520E-004, 8.0022344E-002
 3.3700117E+002, 1.6364994E-001, 1.7084494E-001, 1.0720807E-004, 2.6034330E-002, 1.9394096E+002, 1.6108789E+002, 2.8407242E+001, 4.3182169E-004, 4.3182169E-004, 8.0358436E-002
 3.3800745E+002, 1.6368602E-001, 1.7072185E-001, 1.0711991E-004, 2.6013238E-002, 1.9687093E+002, 1.6161092E+002, 2.0088921E+001, 4.4208038E-004, 4.4208038E-004, 8.0693417E-002
 3.3900080E+002, 1.6417032E-001, 1.7059791E-001, 1.0593731E-004, 2.5730319E-002, 1.9782681E+002, 1.6441370E+002, 1.7796964E+001, 4.2860915E-004, 4.2860915E-004, 8.1030563E-002
 3.4000569E+002, 1.6426828E-001, 1.7073708E-001, 1.0569817E-004, 2.5673108E-002, 1.9507081E+002, 1.6547278E+002, 2.6918773E+001, 4.2983634E-004, 4.2983634E-004, 8.1374450E-002
 3.4100026E+002, 1.6514667E-001, 1.7108853E-001, 1.0355323E-004, 2.5159963E-002, 1.9866827E+002, 1.6437088E+002, 3.0033357E+001, 4.2591977E-004, 4.2591977E-004, 8.1715116E-002
 3.4200640E+002, 1.6474894E-001, 1.7121291E-001, 1.0452483E-004, 2.5392403E-002, 1.9986930E+002, 1.6151245E+002, 2.2813295E+001, 4.2015387E-004, 4.2015387E-004, 8.2047080E-002
 3.4300928E+002, 1.6419842E-001, 1.7100827E-001, 1.0586893E-004, 2.5713960E-002, 1.9841544E+002, 1.6225092E+002, 2.5167604E+001, 4.3634592E-004, 4.3634592E-004, 8.2387432E-002
 3.4400982E+002, 1.6419587E-001, 1.6979428E-001, 1.0587551E-004, 2.5715535E-002, 1.9969372E+002, 1.6187504E+002, 2.2091564E+001, 4.3302174E-004, 4.3302174E-004, 8.2721798E-002
 3.4500554E+002, 1.6359236E-001, 1.6948457E-001, 1.0734910E-004, 2.6068069E-002, 2.0116895E+002, 1.6120484E+002, 2.1906662E+001, 4.2389389E-004, 4.2389389E-004, 8.3057722E-002
 3.4600434E+002, 1.6249107E-001, 1.6959782E-001, 1.1003788E-004, 2.6711320E-002, 1.9960352E+002, 1.5995543E+002, 1.8311482E+001, 4.2834497E-004, 4.2834497E-004, 8.3390320E-002
 3.4700811E+002, 1.6215011E-001, 1.6897320E-001, 1.1087054E-004, 2.6910520E-002, 2.0061788E+002, 1.6030905E+002, 3.5399957E+001, 4.4047546E-004, 4.4047546E-004, 8.3739495E-002
 3.4800186E+002, 1.6191111E-001, 1.6890476E-001, 1.1145409E-004, 2.7050125E-002, 2.0103004E+002, 1.5964043E+002, 3.5514980E+001, 4.3510664E-004, 4.3510664E-004, 8.4075759E-002
 3.4900982E+002, 1.6170085E-001, 1.6861462E-001, 1.1196760E-004, 2.7172976E-002, 2.0181889E+002, 1.5621086E+002, 2.2440677E+001, 4.2409930E-004, 4.2409930E-004, 8.4403820E-002
 3.5000467E+002, 1.6173826E-001, 1.6873733E-001, 1.1187597E-004, 2.7151053E-002, 2.0241377E+002, 1.5791844E+002, 2.1108354E+001, 4.3435187E-004, 4.3435187E-004, 8.4740509E-002
 3.5100305E+002, 1.6182855E-001, 1.6847273E-001, 1.1165558E-004, 2.7098330E-002, 2.0291855E+002, 1.5721491E+002, 2.9155149E+001, 4.4145057E-004, 4.4145057E-004, 8.5083663E-002
 3.5200587E+002, 1.6249305E-001, 1.6814012E-001, 1.1003319E-004, 2.6710197E-002, 2.0357678E+002, 1.5884231E+002, 1.1469453E+001, 4.2094211E-004, 4.2094211E-004, 8.5409969E-002
 3.5300763E+002, 1.6472125E-001, 1.6797991E-001, 1.0459229E-004, 2.5408543E-002, 2.0531834E+002, 1.5952649E+002, 1.7999277E+001, 4.2136013E-004, 4.2136013E-004, 8.5754468E-002
 3.5400062E+002, 1.6513331E-001, 1.6779891E-001, 1.0358623E-004, 2.5167857E-002, 2.0854634E+002, 1.6298179E+002, 1.6197301E+001, 4.2243898E-004, 4.2243898E-004, 8.6091703E-002
 3.5500285E+002, 1.6508397E-001, 1.6821924E-001, 1.0370624E-004, 2.5196569E-002, 2.1519444E+002, 1.6639584E+002, 7.5594772E+000, 4.1563515E-004, 4.1563515E-004, 8.6423483E-002
 3.5600308E+002, 1.6512308E-001, 1.6852097E-001, 1.0361063E-004, 2.5173695E-002, 2.1608791E+002, 1.6754331E+002, 3.1162758E+001, 4.6053716E-004, 4.6053716E-004, 8.6783269E-002
 3.5700103E+002, 1.6444184E-001, 1.6811131E-001, 1.0527440E-004, 2.5571728E-002, 2.1514398E+002, 1.7000256E+002, 2.3857813E+001, 3.9863263E-004, 3.9863263E-004, 8.7117298E-002
 3.5800469E+002, 1.6363965E-001, 1.6745800E-001, 1.0723344E-004, 2.6040398E-002, 2.1242857E+002, 1.6886713E+002, 2.0370857E+001, 4.5441050E-004, 4.5441050E-004, 8.7457068E-002
 3.5900046E+002, 1.6293939E-001, 1.6649318E-001, 1.0894383E-004, 2.6449583E-002, 2.0882865E+002, 1.7011593E+002, 1.7764288E+001, 4.1133163E-004, 4.1133163E-004, 8.7791877E-002
 3.6000638E+002, 1.6281116E-001, 1.6594403E-001, 1.0925645E-004, 2.6524373E-002, 2.0849728E+002, 1.6766679E+002, 8.5701717E+000, 4.0602616E-004, 4.0602616E-004, 8.8124889E-002
 3.6100918E+002, 1.6220494E-001, 1.6604379E-001, 1.1073657E-004, 2.6878469E-002, 2.1250932E+002, 1.7057582E+002, 3.4137978E+001, 4.7704299E-004, 4.7704299E-004, 8.8487869E-002
 3.6200399E+002, 1.6224017E-001, 1.6627109E-001, 1.1065092E-004, 2.6857980E-002, 2.1251324E+002, 1.6910639E+002, 3.2628482E+001, 4.3817137E-004, 4.3817137E-004, 8.8826216E-002
 3.6300657E+002, 1.6224487E-001, 1.6625135E-001, 1.1063937E-004, 2.6855217E-002, 2.1987024E+002, 1.6896762E+002, 8.5459732E+000, 4.0118378E-004, 4.0118378E-004, 8.9150817E-002
 3.6400902E+002, 1.6269627E-001, 1.6613884E-001, 1.0953691E-004, 2.6591470E-002, 2.2043692E+002, 1.7505693E+002, 1.6379140E+001, 4.4788068E-004, 4.4788068E-004, 8.9500251E-002
 3.6500244E+002, 1.6356585E-001, 1.6597481E-001, 1.0741355E-004, 2.6083486E-002, 2.1559946E+002, 1.7148181E+002, 1.8417822E+001, 4.3132605E-004, 4.3132605E-004, 8.9841118E-002
 3.6600766E+002, 1.6158913E-001, 1.6593878E-001, 1.1224071E-004, 2.7238313E-002, 2.1592059E+002, 1.7324617E+002, 8.9251587E+000, 4.1211646E-004, 4.1211646E-004, 9.0175282E-002
 3.6700389E+002, 1.6067464E-001, 1.6593641E-001, 1.1447376E-004, 2.7772538E-002, 2.1549814E+002, 1.7312670E+002, 1.9651598E+001, 4.3658765E-004, 4.3658765E-004, 9.0524480E-002
 3.6801044E+002, 1.6019210E-001, 1.6576114E-001, 1.1565164E-004, 2.8054327E-002, 2.2325989E+002, 1.7392266E+002, 1.8362391E+001, 4.1678406E-004, 4.1678406E-004, 9.0864688E-002
 3.6900857E+002, 1.6050100E-001, 1.6553823E-001, 1.1489775E-004, 2.7873969E-002, 2.1958166E+002, 1.7393168E+002, 1.5861887E+001, 4.3953648E-004, 4.3953648E-004, 9.1210551E-002
 3.7000930E+002, 1.6046138E-001, 1.6547311E-001, 1.1499420E-004, 2.7897043E-002, 2.1088987E+002, 1.7169817E+002, 7.0364912E+000, 4.1318611E-004, 4.1318611E-004, 9.1547013E-002
 3.7101141E+002, 1.5970595E-001, 1.6561281E-001, 1.1683952E-004, 2.8338510E-002, 2.1150138E+002, 1.7387257E+002, 1.4623016E+001, 4.3418215E-004, 4.3418215E-004, 9.1897328E-002
