s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kg,kg
Time,"O2 1","O2 2","CO 3","CO2 4","T","Smoke Concentration","Pressure","R1","R2","GAS SOOT","WALL SOOT"
 0.0000000E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.6000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0596725E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.5993595E+001, 0.0000000E+000,-7.6271521E+000, 3.1253769E+000, 1.3266274E-030, 2.8478352E-007, 6.8265392E-016
 2.0230112E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.6002608E+001, 0.0000000E+000, 3.0873075E+000, 1.2431962E+001, 7.8096607E-026, 2.6628463E-006, 2.4105705E-014
 3.0826838E+000, 2.0755368E-001, 2.0755368E-001, 4.9457906E-121, 3.8640237E-004, 2.6000874E+001, 0.0000000E+000, 9.7070024E-001, 2.1813749E+001, 4.3430583E-014, 8.7016221E-006, 3.5583142E-013
 4.0527999E+000, 2.0755368E-001, 2.0755368E-001, 1.2825397E-110, 3.8640237E-004, 2.6000462E+001, 0.0000000E+000, 3.3081935E-001, 2.3638254E+001, 2.5213094E-019, 1.6080657E-005, 1.5821616E-012
 5.0391387E+000, 2.0755368E-001, 2.0755368E-001, 4.4202176E-102, 3.8640237E-004, 2.6001286E+001, 0.0000000E+000, 1.0711300E+000, 2.9288070E+001, 3.4418161E-019, 2.4615301E-005, 2.7254997E-012
 6.0112910E+000, 2.0755368E-001, 2.0755368E-001, 2.6091034E-079, 3.8640237E-004, 2.6001867E+001, 2.5678873E-284, 1.4905336E+000, 3.5744121E+001, 4.9163860E-016, 3.5210390E-005, 3.7893782E-012
 7.0116644E+000, 2.0755368E-001, 2.0755368E-001, 1.0936879E-058, 3.8640237E-004, 2.6002637E+001, 1.7638380E-269, 2.0601147E+000, 4.2354547E+001, 9.6656315E-016, 4.8045007E-005, 1.0531944E-011
 8.0227292E+000, 2.0755368E-001, 2.0755368E-001, 1.0268881E-047, 3.8640237E-004, 2.6003515E+001, 1.3254634E-250, 2.6216822E+000, 4.8620223E+001, 3.7403360E-015, 6.3389489E-005, 1.6221249E-009
 9.0272133E+000, 2.0755368E-001, 2.0755368E-001, 1.0677643E-038, 3.8640237E-004, 2.6004545E+001, 4.2414384E-229, 3.1992701E+000, 5.5415001E+001, 1.3927669E-013, 8.0929343E-005, 1.1000599E-008
 1.0013088E+001, 2.0755368E-001, 2.0755368E-001, 3.7555622E-027, 3.8640237E-004, 2.6005859E+001, 3.0811043E-211, 3.8355902E+000, 6.1940210E+001, 4.5170391E-013, 1.0045354E-004, 2.6423330E-008
 1.1004200E+001, 2.0755368E-001, 2.0755368E-001, 4.1897077E-022, 3.8640237E-004, 2.6007552E+001, 1.0883368E-179, 4.5668772E+000, 6.8651924E+001, 9.2762439E-012, 1.2197267E-004, 4.4817253E-008
 1.2004298E+001, 2.0755368E-001, 2.0755368E-001, 4.7734655E-015, 3.8640237E-004, 2.6009210E+001, 7.0934887E-150, 5.3002250E+000, 7.5205654E+001, 7.1217521E-012, 1.4582449E-004, 6.9737252E-008
 1.3011118E+001, 2.0755367E-001, 2.0755368E-001, 2.5028674E-012, 3.8640297E-004, 2.6011017E+001, 3.7405385E-126, 6.0887390E+000, 8.1840221E+001, 2.0092311E-011, 1.7203762E-004, 1.0294503E-007
 1.4015989E+001, 2.0755367E-001, 2.0755368E-001, 1.1876796E-011, 3.8640521E-004, 2.6012735E+001, 9.4418280E-106, 6.9274165E+000, 8.8422664E+001, 6.4117958E-011, 2.0045205E-004, 1.4546476E-007
 1.5006716E+001, 2.0755367E-001, 2.0755368E-001, 1.8308298E-011, 3.8640675E-004, 2.6014093E+001, 3.0063032E-089, 7.6048318E+000, 9.4877819E+001, 3.6102767E-010, 2.3080670E-004, 2.0705736E-007
 1.6024666E+001, 2.0755367E-001, 2.0755368E-001, 2.1104056E-011, 3.8640742E-004, 2.6015809E+001, 1.1557581E-073, 8.6015966E+000, 1.0191537E+002, 3.3052753E-009, 2.6342382E-004, 2.7142865E-007
 1.7004188E+001, 2.0755367E-001, 2.0755368E-001, 2.4310065E-011, 3.8640819E-004, 2.6017874E+001, 2.4033204E-060, 9.5569410E+000, 1.0804925E+002, 1.1865907E-009, 2.9804392E-004, 3.5128204E-007
 1.8001399E+001, 2.0755366E-001, 2.0755368E-001, 2.8665485E-011, 3.8640923E-004, 2.6019990E+001, 5.1093691E-049, 1.0351224E+001, 1.1467739E+002, 9.0302304E-009, 3.3440875E-004, 4.4830335E-007
 1.9000779E+001, 2.0755366E-001, 2.0755368E-001, 2.8246530E-011, 3.8640913E-004, 2.6022261E+001, 8.4393387E-039, 1.1373671E+001, 1.2189075E+002, 4.9574059E-008, 3.7319460E-004, 5.5644236E-007
 2.0018075E+001, 2.0755366E-001, 2.0755368E-001, 3.2976659E-011, 3.8641026E-004, 2.6024944E+001, 2.5899703E-029, 1.2582653E+001, 1.2795480E+002, 2.2429378E-008, 4.1446022E-004, 6.7742664E-007
 2.1015209E+001, 2.0755364E-001, 2.0755368E-001, 7.7395390E-011, 3.8642089E-004, 2.6027725E+001, 2.5541952E-021, 1.3498017E+001, 1.3425242E+002, 2.6899618E-008, 4.5785912E-004, 8.2008173E-007
 2.2018702E+001, 2.0755356E-001, 2.0755368E-001, 2.7737444E-010, 3.8646873E-004, 2.6031154E+001, 4.6193149E-015, 1.4492446E+001, 1.4165392E+002, 1.0916872E-007, 5.0305609E-004, 9.8700524E-007
 2.3007271E+001, 2.0755347E-001, 2.0755368E-001, 5.1267855E-010, 3.8652502E-004, 2.6035529E+001, 9.1896024E-008, 1.5949640E+001, 1.4831345E+002, 1.5400558E-007, 5.5012391E-004, 1.1633345E-006
 2.4016723E+001, 2.0755337E-001, 2.0755368E-001, 7.5674675E-010, 3.8658341E-004, 2.6039633E+001, 1.1358101E+000, 1.7296413E+001, 1.5390238E+002, 1.4813759E-007, 5.9952773E-004, 1.3496153E-006
 2.5007148E+001, 2.0755334E-001, 2.0755368E-001, 8.1345383E-010, 3.8659698E-004, 2.6043734E+001, 3.3941789E+000, 1.8551905E+001, 1.6238465E+002, 5.2601248E-007, 6.5089329E-004, 1.5409314E-006
 2.6017490E+001, 2.0755320E-001, 2.0755368E-001, 1.1562009E-009, 3.8667897E-004, 2.6049301E+001, 3.7358801E+000, 1.9967771E+001, 1.6673524E+002, 6.3865010E-007, 7.0453567E-004, 1.7558716E-006
 2.7012674E+001, 2.0755298E-001, 2.0755368E-001, 1.6901728E-009, 3.8680672E-004, 2.6053792E+001, 4.4035155E+000, 2.0644561E+001, 1.7456726E+002, 1.8941449E-006, 7.6018291E-004, 1.9926763E-006
 2.8003745E+001, 2.0755211E-001, 2.0755368E-001, 3.8329151E-009, 3.8731934E-004, 2.6065794E+001, 5.4572050E+000, 2.2206672E+001, 1.8063208E+002, 1.8934856E-006, 8.1753850E-004, 2.2370948E-006
 2.9009293E+001, 2.0741936E-001, 2.0755368E-001, 3.2796916E-007, 4.6486408E-004, 2.7427106E+001, 5.6416570E+000, 2.3666744E+001, 1.8814068E+002, 3.3981171E-006, 8.7711094E-004, 2.4987974E-006
 3.0013120E+001, 2.0677797E-001, 2.0755368E-001, 1.8941876E-006, 8.3955841E-004, 3.3923870E+001, 6.3174145E+000, 2.5008069E+001, 1.9397742E+002, 3.5234257E-006, 9.3910789E-004, 2.7981606E-006
 3.1000731E+001, 2.0671164E-001, 2.0755368E-001, 2.0561540E-006, 8.7830644E-004, 3.4611601E+001, 5.7171648E+000, 2.5931125E+001, 2.0104662E+002, 7.1751361E-006, 1.0024495E-003, 3.1184626E-006
 3.2002149E+001, 2.0657360E-001, 2.0755368E-001, 2.3932276E-006, 9.5894625E-004, 3.6051041E+001, 5.0201789E+000, 2.6888720E+001, 2.0763916E+002, 1.8181661E-005, 1.0678881E-003, 3.4511687E-006
 3.3012870E+001, 2.0656554E-001, 2.0755368E-001, 2.4129007E-006, 9.6365276E-004, 3.6015197E+001, 4.0122780E+000, 2.8553843E+001, 2.1453980E+002, 1.6828514E-005, 1.1360681E-003, 3.8185626E-006
 3.4016829E+001, 2.0654790E-001, 2.0755368E-001, 2.4559877E-006, 9.7396067E-004, 3.6157890E+001, 3.9688134E+000, 3.0113216E+001, 2.2094778E+002, 2.8188062E-005, 1.2064477E-003, 4.1704399E-006
 3.5002263E+001, 2.0661391E-001, 2.0755368E-001, 2.2947927E-006, 9.3539719E-004, 3.5485947E+001, 7.0632036E+000, 3.1442430E+001, 2.2673550E+002, 3.2222815E-005, 1.2779175E-003, 4.5509338E-006
 3.6009395E+001, 2.0677826E-001, 2.0755368E-001, 1.8934779E-006, 8.3938862E-004, 3.3798101E+001, 9.5474788E+000, 3.2897188E+001, 2.3358256E+002, 2.2832487E-005, 1.3515596E-003, 4.9785071E-006
 3.7015361E+001, 2.0687508E-001, 2.0755368E-001, 1.6570578E-006, 7.8282865E-004, 3.2848805E+001, 8.7529987E+000, 3.3591227E+001, 2.4003565E+002, 4.7253896E-005, 1.4277800E-003, 5.4376960E-006
 3.8010831E+001, 2.0695575E-001, 2.0755368E-001, 1.4600500E-006, 7.3569749E-004, 3.2058247E+001, 8.6929875E+000, 3.5204347E+001, 2.4728668E+002, 5.1828024E-005, 1.5058257E-003, 5.9205436E-006
 3.9012272E+001, 2.0697670E-001, 2.0755368E-001, 1.4088995E-006, 7.2346049E-004, 3.1875850E+001, 1.0779989E+001, 3.6050215E+001, 2.5405091E+002, 1.1212443E-004, 1.5854595E-003, 6.4310332E-006
 4.0013713E+001, 2.0692001E-001, 2.0755368E-001, 1.5473306E-006, 7.5657806E-004, 3.2408324E+001, 1.0758983E+001, 3.8249498E+001, 2.6168110E+002, 9.3557111E-005, 1.6678469E-003, 6.9574097E-006
 4.1005784E+001, 2.0690805E-001, 2.0755368E-001, 1.5765367E-006, 7.6356519E-004, 3.2535352E+001, 1.1384826E+001, 3.9845825E+001, 2.6676924E+002, 1.4539780E-004, 1.7512426E-003, 7.4938794E-006
 4.2014901E+001, 2.0676579E-001, 2.0755368E-001, 1.9239220E-006, 8.4667191E-004, 3.4024392E+001, 1.1877905E+001, 4.1611966E+001, 2.7331468E+002, 1.1868577E-004, 1.8373088E-003, 8.0408135E-006
 4.3006761E+001, 2.0646257E-001, 2.0755368E-001, 2.6643487E-006, 1.0238079E-003, 3.7040550E+001, 1.1906224E+001, 4.3017155E+001, 2.8122652E+002, 1.8525920E-004, 1.9251264E-003, 8.5881665E-006
 4.4016805E+001, 2.0619889E-001, 2.0755368E-001, 3.3082323E-006, 1.1778475E-003, 3.9540292E+001, 1.1920217E+001, 4.5245630E+001, 2.8604827E+002, 1.6571806E-004, 2.0151994E-003, 9.1470093E-006
 4.5009845E+001, 2.0605352E-001, 2.0755368E-001, 3.6632139E-006, 1.2627715E-003, 4.0657406E+001, 1.2382221E+001, 4.6350460E+001, 2.9379493E+002, 1.6878666E-004, 2.1072460E-003, 9.7626820E-006
 4.6013794E+001, 2.0608218E-001, 2.0755368E-001, 3.5932310E-006, 1.2460292E-003, 4.0097257E+001, 1.2540841E+001, 4.7254345E+001, 2.9894966E+002, 3.0552352E-004, 2.2008624E-003, 1.0448721E-005
 4.7008147E+001, 2.0599328E-001, 2.0755368E-001, 3.8103169E-006, 1.2979638E-003, 4.0835350E+001, 1.2672741E+001, 4.8026481E+001, 3.0573888E+002, 2.4775106E-004, 2.2966349E-003, 1.1138305E-005
 4.8004135E+001, 2.0583420E-001, 2.0755368E-001, 4.1987851E-006, 1.3908991E-003, 4.2144744E+001, 1.3050259E+001, 4.9926132E+001, 3.1463287E+002, 4.1064429E-004, 2.3940495E-003, 1.1845648E-005
 4.9007016E+001, 2.0579909E-001, 2.0755368E-001, 4.2845156E-006, 1.4114088E-003, 4.2311912E+001, 1.2793376E+001, 5.2664466E+001, 3.2116444E+002, 3.4273413E-004, 2.4938121E-003, 1.2571804E-005
 5.0011077E+001, 2.0584871E-001, 2.0755368E-001, 4.1633463E-006, 1.3824209E-003, 4.1776068E+001, 1.3568396E+001, 5.5549754E+001, 3.2465484E+002, 3.8191104E-004, 2.5957562E-003, 1.3317820E-005
 5.1003060E+001, 2.0571177E-001, 2.0755368E-001, 4.4977352E-006, 1.4624185E-003, 4.2654840E+001, 1.3783099E+001, 5.8119792E+001, 3.3370936E+002, 4.4945916E-004, 2.6992244E-003, 1.4025512E-005
 5.2012848E+001, 2.0567529E-001, 2.0755368E-001, 4.5868356E-006, 1.4837345E-003, 4.2791399E+001, 1.3870907E+001, 5.8945363E+001, 3.3911321E+002, 4.6570782E-004, 2.8048394E-003, 1.4791182E-005
