s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kg,kg
 5.3001435E+001, 2.0578057E-001, 2.0755367E-001, 4.3297598E-006, 1.4222330E-003, 4.1666202E+001, 1.4321609E+001, 5.9763512E+001, 3.4544742E+002, 5.3249922E-004, 2.9120829E-003, 1.5649717E-005
 5.4010126E+001, 2.0564695E-001, 2.0755361E-001, 4.6560441E-006, 1.5002918E-003, 4.2605815E+001, 1.4402088E+001, 6.1263068E+001, 3.5157963E+002, 5.7028285E-004, 3.0214100E-003, 1.6550294E-005
 5.5005469E+001, 2.0580067E-001, 2.0755357E-001, 4.2806647E-006, 1.4104877E-003, 4.1366495E+001, 1.4293133E+001, 6.2033280E+001, 3.6065446E+002, 7.5931500E-004, 3.1331086E-003, 1.7458801E-005
 5.6012916E+001, 2.0584056E-001, 2.0755364E-001, 4.1832594E-006, 1.3871848E-003, 4.1278232E+001, 1.3278225E+001, 6.3741501E+001, 3.6602866E+002, 8.0235332E-004, 3.2469576E-003, 1.8406619E-005
 5.7010366E+001, 2.0584973E-001, 2.0755367E-001, 4.1608621E-006, 1.3818266E-003, 4.1120365E+001, 1.2057674E+001, 6.5794815E+001, 3.7201326E+002, 9.2082033E-004, 3.3624216E-003, 1.9381500E-005
 5.8014580E+001, 2.0581275E-001, 2.0755368E-001, 4.2511621E-006, 1.4034296E-003, 4.1289154E+001, 1.4531038E+001, 6.6875346E+001, 3.7972225E+002, 9.8100143E-004, 3.4793593E-003, 2.0333232E-005
 5.9013875E+001, 2.0555753E-001, 2.0755368E-001, 4.8743827E-006, 1.5525261E-003, 4.3282330E+001, 1.5999175E+001, 6.8591361E+001, 3.8783202E+002, 1.0714893E-003, 3.5986112E-003, 2.1295412E-005
 6.0013515E+001, 2.0550115E-001, 2.0755368E-001, 5.0120580E-006, 1.5854629E-003, 4.3708649E+001, 1.5484845E+001, 7.2054884E+001, 3.9103279E+002, 1.0392952E-003, 3.7199759E-003, 2.2337619E-005
 6.1014592E+001, 2.0514904E-001, 2.0755367E-001, 5.8719041E-006, 1.7911687E-003, 4.6361990E+001, 1.5390507E+001, 7.3383597E+001, 3.9768782E+002, 1.1444504E-003, 3.8423556E-003, 2.3406608E-005
 6.2008076E+001, 2.0505327E-001, 2.0755367E-001, 6.1057579E-006, 1.8471152E-003, 4.6842176E+001, 1.6938710E+001, 7.3838612E+001, 4.0493934E+002, 1.1957656E-003, 3.9668943E-003, 2.4534718E-005
 6.3001294E+001, 2.0487428E-001, 2.0755365E-001, 6.5428312E-006, 1.9516788E-003, 4.8322647E+001, 1.8841318E+001, 7.4440678E+001, 4.1218364E+002, 1.2863492E-003, 4.0927209E-003, 2.5739417E-005
 6.4009759E+001, 2.0465312E-001, 2.0755364E-001, 7.0828958E-006, 2.0808817E-003, 5.0150792E+001, 1.9841565E+001, 7.3502971E+001, 4.2204483E+002, 1.3830922E-003, 4.2208826E-003, 2.7046874E-005
 6.5013840E+001, 2.0452090E-001, 2.0755363E-001, 7.4057515E-006, 2.1581204E-003, 5.1336253E+001, 2.0112234E+001, 7.4399665E+001, 4.2627074E+002, 1.6104786E-003, 4.3519958E-003, 2.8467927E-005
 6.6014963E+001, 2.0433398E-001, 2.0755363E-001, 7.8621820E-006, 2.2673152E-003, 5.3031946E+001, 2.1143685E+001, 7.7151954E+001, 4.2909128E+002, 1.8933818E-003, 4.4844819E-003, 2.9811433E-005
 6.7005193E+001, 2.0433810E-001, 2.0755363E-001, 7.8521289E-006, 2.2649102E-003, 5.2927281E+001, 2.1585264E+001, 7.9536218E+001, 4.3657739E+002, 1.6403882E-003, 4.6178113E-003, 3.1070279E-005
 6.8006729E+001, 2.0413603E-001, 2.0755363E-001, 8.3455579E-006, 2.3829569E-003, 5.4601883E+001, 2.0261918E+001, 8.0555533E+001, 4.4818273E+002, 1.6239818E-003, 4.7536487E-003, 3.2430406E-005
 6.9013615E+001, 2.0411909E-001, 2.0755364E-001, 8.3869102E-006, 2.3928498E-003, 5.4810905E+001, 1.9331302E+001, 8.1613590E+001, 4.4935702E+002, 1.9724010E-003, 4.8907912E-003, 3.4014205E-005
 7.0013531E+001, 2.0429051E-001, 2.0755364E-001, 7.9683294E-006, 2.2927096E-003, 5.3219729E+001, 2.1828922E+001, 8.3659189E+001, 4.6203618E+002, 1.8693839E-003, 5.0309095E-003, 3.5643294E-005
 7.1012178E+001, 2.0431099E-001, 2.0755364E-001, 7.9183219E-006, 2.2807459E-003, 5.2986047E+001, 2.3969885E+001, 8.4625731E+001, 4.6225810E+002, 1.8294506E-003, 5.1716687E-003, 3.7319379E-005
 7.2002399E+001, 2.0423693E-001, 2.0755363E-001, 8.0991750E-006, 2.3240127E-003, 5.3664215E+001, 2.3225872E+001, 8.7149899E+001, 4.7334997E+002, 2.4044231E-003, 5.3141398E-003, 3.9010201E-005
 7.3013346E+001, 2.0416228E-001, 2.0755360E-001, 8.2814405E-006, 2.3676175E-003, 5.4263761E+001, 2.4521618E+001, 8.8785757E+001, 4.8027153E+002, 2.2543739E-003, 5.4590294E-003, 4.0689482E-005
 7.4000096E+001, 2.0412657E-001, 2.0755357E-001, 8.3686581E-006, 2.3884831E-003, 5.4472536E+001, 2.3785495E+001, 9.0507098E+001, 4.8617485E+002, 2.5213993E-003, 5.6058467E-003, 4.2462484E-005
 7.5007688E+001, 2.0411044E-001, 2.0755351E-001, 8.4080440E-006, 2.3979057E-003, 5.4498751E+001, 2.2436703E+001, 9.1303569E+001, 4.8971663E+002, 2.4775251E-003, 5.7531734E-003, 4.4286309E-005
 7.6004716E+001, 2.0411137E-001, 2.0755347E-001, 8.4057769E-006, 2.3973633E-003, 5.4477580E+001, 2.4388186E+001, 9.3977949E+001, 5.0368517E+002, 2.6727384E-003, 5.9046011E-003, 4.6194391E-005
 7.7010544E+001, 2.0406581E-001, 2.0755346E-001, 8.5170235E-006, 2.4239777E-003, 5.4849686E+001, 2.5118026E+001, 9.4285334E+001, 5.0228239E+002, 2.6113419E-003, 6.0559739E-003, 4.8204991E-005
 7.8001881E+001, 2.0403004E-001, 2.0755344E-001, 8.6043586E-006, 2.4448715E-003, 5.5125784E+001, 2.6582684E+001, 9.6359743E+001, 5.1075570E+002, 2.7902663E-003, 6.2087331E-003, 5.0117286E-005
 7.9000357E+001, 2.0397329E-001, 2.0755334E-001, 8.7429598E-006, 2.4780299E-003, 5.5480925E+001, 2.6718798E+001, 9.9905988E+001, 5.2154134E+002, 3.1862549E-003, 6.3632052E-003, 5.2004167E-005
 8.0002090E+001, 2.0390008E-001, 2.0755159E-001, 8.9217268E-006, 2.5207976E-003, 5.5948007E+001, 2.5893424E+001, 1.0073400E+002, 5.2007126E+002, 3.4829328E-003, 6.5204237E-003, 5.4051395E-005
 8.1004392E+001, 2.0380380E-001, 2.0753713E-001, 9.1568304E-006, 2.5770431E-003, 5.6580667E+001, 2.4300462E+001, 1.0203091E+002, 5.3000548E+002, 3.1182789E-003, 6.6796553E-003, 5.6155246E-005
 8.2006502E+001, 2.0373947E-001, 2.0751338E-001, 9.3139324E-006, 2.6146277E-003, 5.6849088E+001, 2.5754664E+001, 1.0486316E+002, 5.3504555E+002, 2.9940914E-003, 6.8414830E-003, 5.8308131E-005
 8.3006590E+001, 2.0370588E-001, 2.0749728E-001, 9.3959573E-006, 2.6342509E-003, 5.6704558E+001, 2.7272712E+001, 1.0612016E+002, 5.4251472E+002, 3.0902146E-003, 7.0038833E-003, 6.0580084E-005
 8.4012399E+001, 2.0365632E-001, 2.0750472E-001, 9.5169805E-006, 2.6632042E-003, 5.7037601E+001, 2.7455475E+001, 1.0726604E+002, 5.5122468E+002, 3.6269926E-003, 7.1676626E-003, 6.2882914E-005
 8.5010775E+001, 2.0353819E-001, 2.0752056E-001, 9.8054439E-006, 2.7322153E-003, 5.7741711E+001, 2.7362578E+001, 1.0995421E+002, 5.5860353E+002, 4.1646658E-003, 7.3346002E-003, 6.5139304E-005
 8.6014651E+001, 2.0339287E-001, 2.0752911E-001, 1.0160294E-005, 2.8171087E-003, 5.8696228E+001, 2.8175026E+001, 1.1164084E+002, 5.6389894E+002, 3.9610568E-003, 7.5028998E-003, 6.7520630E-005
 8.7009238E+001, 2.0308061E-001, 2.0753111E-001, 1.0922914E-005, 2.9995550E-003, 5.8377800E+001, 2.9329131E+001, 1.1273271E+002, 5.7636919E+002, 4.0965757E-003, 7.6725086E-003, 7.0055636E-005
 8.8010647E+001, 2.0295614E-001, 2.0752780E-001, 1.1226840E-005, 3.0722659E-003, 5.9638643E+001, 2.8740159E+001, 1.1422420E+002, 5.7628924E+002, 4.1886929E-003, 7.8429191E-003, 7.2640776E-005
 8.9006703E+001, 2.0291826E-001, 2.0751924E-001, 1.1319343E-005, 3.0943962E-003, 5.9430012E+001, 2.9375603E+001, 1.1836004E+002, 5.8329758E+002, 4.6794028E-003, 8.0157261E-003, 7.5313138E-005
 9.0009387E+001, 2.0280906E-001, 2.0750987E-001, 1.1586023E-005, 3.1581957E-003, 6.0309796E+001, 3.1259530E+001, 1.1792305E+002, 5.8098808E+002, 4.0697292E-003, 8.1874124E-003, 7.7926565E-005
 9.1003793E+001, 2.0269305E-001, 2.0750447E-001, 1.1869282E-005, 3.2259621E-003, 6.1168736E+001, 3.1997985E+001, 1.2173175E+002, 5.9855161E+002, 4.3543402E-003, 8.3636521E-003, 8.0585667E-005
 9.2002098E+001, 2.0238192E-001, 2.0749920E-001, 1.2628994E-005, 3.4077154E-003, 6.4122651E+001, 3.3829837E+001, 1.2248038E+002, 6.0534108E+002, 4.9027885E-003, 8.5393510E-003, 8.3348161E-005
 9.3013328E+001, 2.0198858E-001, 2.0749471E-001, 1.3589481E-005, 3.6375014E-003, 6.6899151E+001, 3.3878697E+001, 1.2446278E+002, 6.1535005E+002, 5.4069953E-003, 8.7203007E-003, 8.6293860E-005
 9.4007471E+001, 2.0196321E-001, 2.0750755E-001, 1.3651443E-005, 3.6523258E-003, 6.6773354E+001, 3.6521028E+001, 1.2757254E+002, 6.2155326E+002, 5.5424491E-003, 8.9027772E-003, 8.9377838E-005
 9.5001061E+001, 2.0211425E-001, 2.0752804E-001, 1.3282634E-005, 3.5640915E-003, 6.5390921E+001, 3.7251185E+001, 1.2893688E+002, 6.1956182E+002, 4.5368027E-003, 9.0827469E-003, 9.2349312E-005
 9.6003619E+001, 2.0215314E-001, 2.0753877E-001, 1.3187688E-005, 3.5413764E-003, 6.4953659E+001, 3.5739061E+001, 1.3371619E+002, 6.3670577E+002, 4.3419219E-003, 9.2670159E-003, 9.5312850E-005
 9.7000783E+001, 2.0182768E-001, 2.0754432E-001, 1.3982396E-005, 3.7315016E-003, 6.7704246E+001, 3.4213467E+001, 1.3574687E+002, 6.3360262E+002, 4.4825126E-003, 9.4512140E-003, 9.8383796E-005
 9.8012395E+001, 2.0156701E-001, 2.0754638E-001, 1.4618939E-005, 3.8837875E-003, 6.9750715E+001, 3.6192512E+001, 1.4043034E+002, 6.3519969E+002, 4.9709541E-003, 9.6400949E-003, 1.0152489E-004
 9.9004751E+001, 2.0165117E-001, 2.0754735E-001, 1.4413424E-005, 3.8346204E-003, 6.8852359E+001, 3.4748723E+001, 1.4130992E+002, 6.5348689E+002, 5.4351325E-003, 9.8289347E-003, 1.0468000E-004
 1.0001200E+002, 2.0174716E-001, 2.0754836E-001, 1.4179031E-005, 3.7785445E-003, 6.7815215E+001, 3.5737108E+001, 1.4622880E+002, 6.5124694E+002, 5.1195656E-003, 1.0020538E-002, 1.0787454E-004
 1.0100061E+002, 2.0176568E-001, 2.0754626E-001, 1.4133831E-005, 3.7677305E-003, 6.7728852E+001, 3.7144312E+001, 1.4637773E+002, 6.6079911E+002, 4.8876883E-003, 1.0210992E-002, 1.1107323E-004
 1.0200047E+002, 2.0166717E-001, 2.0753113E-001, 1.4374352E-005, 3.8252726E-003, 6.8515803E+001, 3.7876669E+001, 1.5014612E+002, 6.8102416E+002, 6.2608709E-003, 1.0405950E-002, 1.1437191E-004
 1.0300165E+002, 2.0148397E-001, 2.0750977E-001, 1.4821729E-005, 3.9323029E-003, 6.9503292E+001, 3.8318495E+001, 1.5055671E+002, 6.6557739E+002, 5.1859938E-003, 1.0599869E-002, 1.1758695E-004
 1.0400583E+002, 2.0118728E-001, 2.0749996E-001, 1.5546203E-005, 4.1056254E-003, 7.1636903E+001, 3.7659133E+001, 1.5139317E+002, 6.8764755E+002, 6.6998726E-003, 1.0796903E-002, 1.2090599E-004
 1.0500772E+002, 2.0088694E-001, 2.0750016E-001, 1.6279610E-005, 4.2810848E-003, 7.3681796E+001, 3.7792105E+001, 1.5354409E+002, 6.9076536E+002, 6.2488844E-003, 1.0997917E-002, 1.2447860E-004
 1.0600474E+002, 2.0070930E-001, 2.0751314E-001, 1.6713359E-005, 4.3848546E-003, 7.5224756E+001, 3.6562732E+001, 1.5919584E+002, 7.0111888E+002, 6.0654708E-003, 1.1200245E-002, 1.2817568E-004
 1.0700886E+002, 2.0084108E-001, 2.0751754E-001, 1.6391585E-005, 4.3078740E-003, 7.4313001E+001, 3.5514184E+001, 1.5681432E+002, 6.8899593E+002, 6.3599822E-003, 1.1399294E-002, 1.3191125E-004
 1.0800693E+002, 2.0081088E-001, 2.0750787E-001, 1.6465418E-005, 4.3255369E-003, 7.2159157E+001, 3.6205688E+001, 1.5569616E+002, 7.0652942E+002, 6.6493758E-003, 1.1601319E-002, 1.3586837E-004
 1.0900140E+002, 2.0073816E-001, 2.0749219E-001, 1.6642996E-005, 4.3680205E-003, 7.2469127E+001, 3.7661125E+001, 1.5911399E+002, 7.2550409E+002, 7.5415010E-003, 1.1805557E-002, 1.3987706E-004
 1.1000864E+002, 2.0062965E-001, 2.0747309E-001, 1.6907956E-005, 4.4314093E-003, 7.4009247E+001, 3.8071313E+001, 1.6236350E+002, 7.3003634E+002, 7.5994566E-003, 1.2013306E-002, 1.4405898E-004
 1.1100714E+002, 2.0035833E-001, 2.0745757E-001, 1.7570449E-005, 4.5899037E-003, 7.6336934E+001, 3.8933117E+001, 1.6446386E+002, 7.3687254E+002, 8.6585882E-003, 1.2223383E-002, 1.4847414E-004
 1.1200129E+002, 2.0033822E-001, 2.0743530E-001, 1.7619557E-005, 4.6016523E-003, 7.6229424E+001, 4.0884205E+001, 1.6755010E+002, 7.2832817E+002, 6.6864860E-003, 1.2432545E-002, 1.5299183E-004
 1.1300270E+002, 2.0032868E-001, 2.0741410E-001, 1.7642876E-005, 4.6072312E-003, 7.6009643E+001, 4.1365009E+001, 1.6599383E+002, 7.3275001E+002, 7.4071469E-003, 1.2639242E-002, 1.5745144E-004
 1.1401221E+002, 2.0018200E-001, 2.0741145E-001, 1.8001084E-005, 4.6929283E-003, 7.6700041E+001, 4.1442903E+001, 1.7130747E+002, 7.6939251E+002, 1.0736648E-002, 1.2854166E-002, 1.6201958E-004
