s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kg,kg
 5.3001491E+001, 2.0576765E-001, 2.0755368E-001, 4.3609455E-006, 1.4296931E-003, 4.2328258E+001, 1.4894999E+001, 5.9922371E+001, 1.2382774E-004, 1.2382774E-004, 2.9188810E-003, 1.0210919E-005
 5.4010292E+001, 2.0564749E-001, 2.0755368E-001, 4.6544217E-006, 1.4999029E-003, 4.2998135E+001, 1.5463254E+001, 6.0802491E+001, 1.2745423E-004, 1.2745423E-004, 3.0292372E-003, 1.0743422E-005
 5.5007503E+001, 2.0564991E-001, 2.0755367E-001, 4.6484877E-006, 1.4984833E-003, 4.3095390E+001, 1.5420932E+001, 6.3653429E+001, 1.3024939E-004, 1.3024939E-004, 3.1417683E-003, 1.1285517E-005
 5.6008778E+001, 2.0563330E-001, 2.0755362E-001, 4.6890328E-006, 1.5081831E-003, 4.3299574E+001, 1.5001742E+001, 6.5556153E+001, 1.3226084E-004, 1.3226084E-004, 3.2550247E-003, 1.1848056E-005
 5.7004978E+001, 2.0553857E-001, 2.0755361E-001, 4.9203463E-006, 1.5635213E-003, 4.4053797E+001, 1.5226773E+001, 6.6817612E+001, 1.3353864E-004, 1.3353864E-004, 3.3707947E-003, 1.2462791E-005
 5.8009733E+001, 2.0535587E-001, 2.0755309E-001, 5.3665029E-006, 1.6702577E-003, 4.5465718E+001, 1.3891983E+001, 6.5775952E+001, 1.3592147E-004, 1.3592147E-004, 3.4879624E-003, 1.3108904E-005
 5.9014281E+001, 2.0516015E-001, 2.0755196E-001, 5.8444353E-006, 1.7845958E-003, 4.6930630E+001, 1.4574743E+001, 6.8355797E+001, 1.4008023E-004, 1.4008023E-004, 3.6085230E-003, 1.3755186E-005
 6.0012522E+001, 2.0505370E-001, 2.0755173E-001, 6.1043796E-006, 1.8467836E-003, 4.7765563E+001, 1.4833291E+001, 7.1404965E+001, 1.4173852E-004, 1.4173852E-004, 3.7306112E-003, 1.4406720E-005
 6.1008539E+001, 2.0499444E-001, 2.0755196E-001, 6.2490881E-006, 1.8814030E-003, 4.8213876E+001, 1.4243465E+001, 7.1764715E+001, 1.4457693E-004, 1.4457693E-004, 3.8536800E-003, 1.5094247E-005
 6.2005682E+001, 2.0506997E-001, 2.0755271E-001, 6.0646999E-006, 1.8372909E-003, 4.7537179E+001, 1.6224561E+001, 7.3616418E+001, 1.4608116E-004, 1.4608116E-004, 3.9784454E-003, 1.5837358E-005
 6.3009668E+001, 2.0519793E-001, 2.0755326E-001, 5.7522207E-006, 1.7625349E-003, 4.6420678E+001, 1.8136296E+001, 7.4533931E+001, 1.4819623E-004, 1.4819623E-004, 4.1051230E-003, 1.6611919E-005
 6.4009213E+001, 2.0504448E-001, 2.0755348E-001, 6.1269275E-006, 1.8521779E-003, 4.7586216E+001, 1.9366152E+001, 7.5624270E+001, 1.5081836E-004, 1.5081836E-004, 4.2343146E-003, 1.7408257E-005
 6.5001792E+001, 2.0479536E-001, 2.0755356E-001, 6.7352401E-006, 1.9977076E-003, 4.9692352E+001, 1.9709271E+001, 7.5627842E+001, 1.5415842E-004, 1.5415842E-004, 4.3643811E-003, 1.8241335E-005
 6.6013551E+001, 2.0459211E-001, 2.0755361E-001, 7.2315398E-006, 2.1164399E-003, 5.1147315E+001, 1.9706534E+001, 7.6465223E+001, 1.5620817E-004, 1.5620817E-004, 4.4981896E-003, 1.9162528E-005
 6.7005856E+001, 2.0447351E-001, 2.0755363E-001, 7.5211788E-006, 2.1857317E-003, 5.1896778E+001, 1.9380620E+001, 7.6317867E+001, 1.5797410E-004, 1.5797410E-004, 4.6330862E-003, 2.0166068E-005
 6.8005395E+001, 2.0445376E-001, 2.0755364E-001, 7.5694109E-006, 2.1972705E-003, 5.1972525E+001, 1.9858550E+001, 7.9414592E+001, 1.6161188E-004, 1.6161188E-004, 4.7694420E-003, 2.1156411E-005
 6.9001552E+001, 2.0448642E-001, 2.0755364E-001, 7.4896637E-006, 2.1781922E-003, 5.1503017E+001, 2.1236268E+001, 8.1344578E+001, 1.6188922E-004, 1.6188922E-004, 4.9069030E-003, 2.2127850E-005
 7.0002725E+001, 2.0435431E-001, 2.0755362E-001, 7.8122546E-006, 2.2553672E-003, 5.2553070E+001, 2.1200569E+001, 8.2429810E+001, 1.6565811E-004, 1.6565811E-004, 5.0461390E-003, 2.3118098E-005
 7.1007780E+001, 2.0438535E-001, 2.0755358E-001, 7.7364604E-006, 2.2372346E-003, 5.2242330E+001, 2.1792032E+001, 8.3906745E+001, 1.6762033E-004, 1.6762033E-004, 5.1886854E-003, 2.4191837E-005
 7.2001951E+001, 2.0444671E-001, 2.0755346E-001, 7.5866505E-006, 2.2013948E-003, 5.1654372E+001, 2.1359417E+001, 8.6494443E+001, 1.7016067E-004, 1.7016067E-004, 5.3318528E-003, 2.5339105E-005
 7.3000590E+001, 2.0441336E-001, 2.0755329E-001, 7.6680612E-006, 2.2208711E-003, 5.1899487E+001, 2.1590172E+001, 8.9382930E+001, 1.7298855E-004, 1.7298855E-004, 5.4768036E-003, 2.6476659E-005
 7.4011559E+001, 2.0421381E-001, 2.0755328E-001, 8.1552612E-006, 2.3374263E-003, 5.3659047E+001, 2.3144326E+001, 9.0692966E+001, 1.7363980E-004, 1.7363980E-004, 5.6245292E-003, 2.7673574E-005
 7.5000798E+001, 2.0405398E-001, 2.0755331E-001, 8.5454709E-006, 2.4307781E-003, 5.4989710E+001, 2.3976507E+001, 9.1023205E+001, 1.7798995E-004, 1.7798995E-004, 5.7735897E-003, 2.8920494E-005
 7.6000342E+001, 2.0402930E-001, 2.0755326E-001, 8.6057573E-006, 2.4452007E-003, 5.5054902E+001, 2.5031433E+001, 9.2629004E+001, 1.7889325E-004, 1.7889325E-004, 5.9233218E-003, 3.0181647E-005
 7.7013910E+001, 2.0390302E-001, 2.0755304E-001, 8.9141139E-006, 2.5189704E-003, 5.5870959E+001, 2.5706987E+001, 9.4625238E+001, 1.8338553E-004, 1.8338553E-004, 6.0769810E-003, 3.1463415E-005
 7.8011025E+001, 2.0375761E-001, 2.0755176E-001, 9.2691652E-006, 2.6039111E-003, 5.6861262E+001, 2.5095806E+001, 9.7754667E+001, 1.8468406E-004, 1.8468406E-004, 6.2328855E-003, 3.2735434E-005
 7.9007733E+001, 2.0377630E-001, 2.0754058E-001, 9.2235129E-006, 2.5929895E-003, 5.6693255E+001, 2.5298049E+001, 1.0244882E+002, 1.8721988E-004, 1.8721988E-004, 6.3890851E-003, 3.3983632E-005
 8.0000134E+001, 2.0381852E-001, 2.0751830E-001, 9.1204152E-006, 2.5683249E-003, 5.6356475E+001, 2.4833558E+001, 1.0550173E+002, 1.8869793E-004, 1.8869793E-004, 6.5456616E-003, 3.5190753E-005
 8.1011928E+001, 2.0380492E-001, 2.0750933E-001, 9.1536440E-006, 2.5762744E-003, 5.6362869E+001, 2.7542081E+001, 1.0508523E+002, 1.9164960E-004, 1.9164960E-004, 6.7059479E-003, 3.6453534E-005
 8.2000531E+001, 2.0379029E-001, 2.0752434E-001, 9.1893998E-006, 2.5848285E-003, 5.6317892E+001, 2.8309316E+001, 1.0551985E+002, 1.9451230E-004, 1.9451230E-004, 6.8671550E-003, 3.7795035E-005
 8.3005922E+001, 2.0378117E-001, 2.0753749E-001, 9.2116545E-006, 2.5901526E-003, 5.6346366E+001, 2.8218295E+001, 1.0792144E+002, 1.9653794E-004, 1.9653794E-004, 7.0308079E-003, 3.9163181E-005
 8.4003532E+001, 2.0358968E-001, 2.0754151E-001, 9.6792274E-006, 2.7020124E-003, 5.7799195E+001, 2.8276871E+001, 1.0924598E+002, 1.9864445E-004, 1.9864445E-004, 7.1968059E-003, 4.0531768E-005
 8.5006604E+001, 2.0355353E-001, 2.0754198E-001, 9.7676044E-006, 2.7231553E-003, 5.7622331E+001, 2.7731601E+001, 1.1249785E+002, 1.9927071E-004, 1.9927071E-004, 7.3645823E-003, 4.1981617E-005
 8.6013260E+001, 2.0353726E-001, 2.0754111E-001, 9.8074973E-006, 2.7326992E-003, 5.6897412E+001, 2.5445156E+001, 1.1418980E+002, 2.0562966E-004, 2.0562966E-004, 7.5340167E-003, 4.3454144E-005
 8.7007933E+001, 2.0342413E-001, 2.0753832E-001, 1.0083779E-005, 2.7987955E-003, 5.7648813E+001, 2.5590710E+001, 1.1313340E+002, 2.0397397E-004, 2.0397397E-004, 7.7038837E-003, 4.5018970E-005
 8.8013181E+001, 2.0329743E-001, 2.0753147E-001, 1.0393113E-005, 2.8727991E-003, 5.8541058E+001, 2.7723479E+001, 1.1418892E+002, 2.1100124E-004, 2.1100124E-004, 7.8768959E-003, 4.6656445E-005
 8.9012137E+001, 2.0319936E-001, 2.0752080E-001, 1.0632930E-005, 2.9301719E-003, 5.8110937E+001, 2.8345373E+001, 1.1477802E+002, 2.1005810E-004, 2.1005810E-004, 8.0502710E-003, 4.8314212E-005
 9.0001285E+001, 2.0309192E-001, 2.0751196E-001, 1.0895509E-005, 2.9929902E-003, 5.8264313E+001, 2.7807903E+001, 1.1868221E+002, 2.1367188E-004, 2.1367188E-004, 8.2264391E-003, 5.0079130E-005
 9.1004307E+001, 2.0289974E-001, 2.0750477E-001, 1.1364568E-005, 3.1052055E-003, 6.0212827E+001, 2.8770386E+001, 1.1992856E+002, 2.1674970E-004, 2.1674970E-004, 8.4032992E-003, 5.1963988E-005
 9.2012785E+001, 2.0198987E-001, 2.0749186E-001, 1.3585993E-005, 3.6366479E-003, 6.8271547E+001, 2.9775721E+001, 1.1845418E+002, 2.1637263E-004, 2.1637263E-004, 8.5815000E-003, 5.3972725E-005
 9.3010371E+001, 2.0160211E-001, 2.0747238E-001, 1.4532793E-005, 3.8631554E-003, 7.1341038E+001, 3.3152748E+001, 1.2506424E+002, 2.1914385E-004, 2.1914385E-004, 8.7634937E-003, 5.5984130E-005
 9.4001531E+001, 2.0184659E-001, 2.0747235E-001, 1.3935739E-005, 3.7203192E-003, 6.9436728E+001, 3.3417227E+001, 1.2722960E+002, 2.2389694E-004, 2.2389694E-004, 8.9437959E-003, 5.7918846E-005
 9.5010516E+001, 2.0210530E-001, 2.0749334E-001, 1.3303983E-005, 3.5691809E-003, 6.7632497E+001, 3.2434390E+001, 1.3133510E+002, 2.2416111E-004, 2.2416111E-004, 9.1283938E-003, 5.9935476E-005
 9.6007303E+001, 2.0224948E-001, 2.0751543E-001, 1.2951944E-005, 3.4849609E-003, 6.6554205E+001, 3.3002158E+001, 1.3430337E+002, 2.2522520E-004, 2.2522520E-004, 9.3145144E-003, 6.2031012E-005
 9.7002141E+001, 2.0227206E-001, 2.0753120E-001, 1.2897112E-005, 3.4718435E-003, 6.4997601E+001, 3.4667937E+001, 1.3757560E+002, 2.3096507E-004, 2.3096507E-004, 9.4997374E-003, 6.4146466E-005
 9.8001139E+001, 2.0223776E-001, 2.0753937E-001, 1.2980924E-005, 3.4918943E-003, 6.4978041E+001, 3.6476259E+001, 1.3916317E+002, 2.3146296E-004, 2.3146296E-004, 9.6861274E-003, 6.6238656E-005
 9.9012141E+001, 2.0202962E-001, 2.0754344E-001, 1.3488965E-005, 3.6134352E-003, 6.6945629E+001, 3.7711842E+001, 1.3999171E+002, 2.3464379E-004, 2.3464379E-004, 9.8780968E-003, 6.8424712E-005
 1.0001309E+002, 2.0185438E-001, 2.0754539E-001, 1.3916755E-005, 3.7157776E-003, 6.8661776E+001, 3.4916004E+001, 1.4463943E+002, 2.3435380E-004, 2.3435380E-004, 1.0072133E-002, 7.0601336E-005
 1.0101185E+002, 2.0177391E-001, 2.0754582E-001, 1.4113282E-005, 3.7627937E-003, 6.9095551E+001, 3.4170962E+001, 1.4701706E+002, 2.3924853E-004, 2.3924853E-004, 1.0264515E-002, 7.2811740E-005
 1.0200709E+002, 2.0172795E-001, 2.0754487E-001, 1.4225695E-005, 3.7896869E-003, 6.8618693E+001, 3.6120493E+001, 1.4777024E+002, 2.4341163E-004, 2.4341163E-004, 1.0459825E-002, 7.5112398E-005
 1.0300700E+002, 2.0172369E-001, 2.0754000E-001, 1.4236072E-005, 3.7921694E-003, 6.8672603E+001, 3.5779898E+001, 1.4559471E+002, 2.4307435E-004, 2.4307435E-004, 1.0655620E-002, 7.7529800E-005
 1.0400329E+002, 2.0169282E-001, 2.0752428E-001, 1.4311657E-005, 3.8102523E-003, 6.8064658E+001, 3.4657357E+001, 1.4830687E+002, 2.5008641E-004, 2.5008641E-004, 1.0856792E-002, 8.0066412E-005
 1.0500705E+002, 2.0137001E-001, 2.0749435E-001, 1.5099885E-005, 3.9988240E-003, 7.0236672E+001, 3.7507006E+001, 1.4682439E+002, 2.4410655E-004, 2.4410655E-004, 1.1052974E-002, 8.2658743E-005
 1.0600367E+002, 2.0104861E-001, 2.0745666E-001, 1.5884592E-005, 4.1865532E-003, 7.2877368E+001, 3.8941577E+001, 1.5219895E+002, 2.5286728E-004, 2.5286728E-004, 1.1253179E-002, 8.5079633E-005
 1.0700599E+002, 2.0050169E-001, 2.0742253E-001, 1.7219907E-005, 4.5060072E-003, 7.7558754E+001, 3.7366215E+001, 1.5869569E+002, 2.5378489E-004, 2.5378489E-004, 1.1457043E-002, 8.7507434E-005
 1.0800486E+002, 2.0027600E-001, 2.0739985E-001, 1.7770935E-005, 4.6378324E-003, 7.9565794E+001, 3.8307136E+001, 1.6337105E+002, 2.5450803E-004, 2.5450803E-004, 1.1663819E-002, 9.0007311E-005
 1.0900193E+002, 2.0067802E-001, 2.0737645E-001, 1.6789652E-005, 4.4030755E-003, 7.4839365E+001, 3.7081418E+001, 1.6596149E+002, 2.6102820E-004, 2.6102820E-004, 1.1871700E-002, 9.2548235E-005
 1.1000639E+002, 2.0065070E-001, 2.0735250E-001, 1.6856821E-005, 4.4191449E-003, 7.2556439E+001, 3.8360538E+001, 1.6618394E+002, 2.6293553E-004, 2.6293553E-004, 1.2079877E-002, 9.5191041E-005
 1.1100513E+002, 2.0063409E-001, 2.0733899E-001, 1.6897331E-005, 4.4288364E-003, 7.3148080E+001, 3.9214327E+001, 1.6849917E+002, 2.6521943E-004, 2.6521943E-004, 1.2291005E-002, 9.7937517E-005
 1.1201263E+002, 2.0052906E-001, 2.0733523E-001, 1.7153617E-005, 4.4901487E-003, 7.4938879E+001, 3.8934429E+001, 1.6829842E+002, 2.6282450E-004, 2.6282450E-004, 1.2500631E-002, 1.0068317E-004
 1.1301143E+002, 2.0000546E-001, 2.0733692E-001, 1.8431906E-005, 4.7959600E-003, 8.0136652E+001, 3.8397563E+001, 1.7111176E+002, 2.6611427E-004, 2.6611427E-004, 1.2714062E-002, 1.0349002E-004
 1.1401236E+002, 1.9961824E-001, 2.0734891E-001, 1.9377370E-005, 5.0221481E-003, 8.3384484E+001, 4.0367001E+001, 1.7464242E+002, 2.7213891E-004, 2.7213891E-004, 1.2929554E-002, 1.0644964E-004
