s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,,,,,,,,
 2.6400378E+002, 1.7740515E-001, 1.8588047E-001, 7.3605026E-005, 1.8005954E-002, 1.7913181E+002, 1.0558412E+002, 1.1294773E+002, 1.1897551E+003, 2.2839412E-001, 2.2839412E-001, 2.2839412E-001, 2.2839412E-001, 2.2839412E-001, 5.2116815E-002, 2.6836183E-003
 2.6500624E+002, 1.7731285E-001, 1.8513845E-001, 7.3830324E-005, 1.8059858E-002, 1.7574244E+002, 1.0656277E+002, 1.1179192E+002, 1.1994322E+003, 1.9643005E-001, 1.9643005E-001, 1.9643005E-001, 1.9643005E-001, 1.9643005E-001, 5.2377484E-002, 2.7128573E-003
 2.6600471E+002, 1.7729201E-001, 1.8525012E-001, 7.3881168E-005, 1.8072068E-002, 1.7689342E+002, 1.0776446E+002, 1.0083438E+002, 1.1707265E+003, 1.7954717E-001, 1.7954717E-001, 1.7954717E-001, 1.7954717E-001, 1.7954717E-001, 5.2634938E-002, 2.7422526E-003
 2.6700646E+002, 1.7714638E-001, 1.8546045E-001, 7.4236456E-005, 1.8157218E-002, 1.7811920E+002, 1.1045548E+002, 9.2811783E+001, 1.1651236E+003, 1.9524056E-001, 1.9524056E-001, 1.9524056E-001, 1.9524056E-001, 1.9524056E-001, 5.2895252E-002, 2.7717442E-003
 2.6800732E+002, 1.7680207E-001, 1.8575440E-001, 7.5076594E-005, 1.8358555E-002, 1.7996398E+002, 1.0793025E+002, 8.9925642E+001, 1.1659306E+003, 1.8558613E-001, 1.8558613E-001, 1.8558613E-001, 1.8558613E-001, 1.8558613E-001, 5.3156178E-002, 2.8011490E-003
 2.6900811E+002, 1.7645705E-001, 1.8647991E-001, 7.5919137E-005, 1.8560305E-002, 1.7823418E+002, 1.0851509E+002, 9.3032437E+001, 1.1606592E+003, 2.1889499E-001, 2.1889499E-001, 2.1889419E-001, 2.1889410E-001, 2.1889499E-001, 5.3417373E-002, 2.8303846E-003
 2.7000459E+002, 1.7642487E-001, 1.8736459E-001, 7.5997692E-005, 1.8579115E-002, 1.8099228E+002, 1.0858788E+002, 9.1408272E+001, 1.2800215E+003, 1.7609738E-001, 1.7609738E-001, 1.7609738E-001, 1.7609738E-001, 1.7609738E-001, 5.3678644E-002, 2.8595748E-003
 2.7100167E+002, 1.7598473E-001, 1.8841522E-001, 7.7070692E-005, 1.8836374E-002, 1.8866113E+002, 1.1020507E+002, 1.2388134E+002, 1.1944398E+003, 2.3007036E-001, 2.3007036E-001, 2.3007036E-001, 2.3007036E-001, 2.3007036E-001, 5.3967513E-002, 2.8891585E-003
 2.7200216E+002, 1.7574735E-001, 1.9008545E-001, 7.7650040E-005, 1.8975188E-002, 1.8830689E+002, 1.1073440E+002, 8.2128057E+001, 1.1036503E+003, 1.7604766E-001, 1.7604766E-001, 1.7604766E-001, 1.7600597E-001, 1.7600601E-001, 5.4199812E-002, 2.9199092E-003
 2.7300280E+002, 1.7461284E-001, 1.9031962E-001, 8.0418596E-005, 1.9638658E-002, 1.9485589E+002, 1.0980271E+002, 8.3568243E+001, 1.2371148E+003, 2.2647059E-001, 2.2647059E-001, 2.2647059E-001, 2.2647059E-001, 2.2647059E-001, 5.4466577E-002, 2.9505039E-003
 2.7400822E+002, 1.7407867E-001, 1.8751528E-001, 8.1721860E-005, 1.9950980E-002, 1.9866780E+002, 1.0915112E+002, 1.0338585E+002, 1.2539443E+003, 2.7628381E-001, 2.7628381E-001, 2.7628381E-001, 2.7628381E-001, 2.7628381E-001, 5.4740631E-002, 2.9810185E-003
 2.7500648E+002, 1.7453915E-001, 1.8505279E-001, 8.0598413E-005, 1.9681630E-002, 1.9601170E+002, 1.0974985E+002, 9.9415476E+001, 1.1887662E+003, 2.2121955E-001, 2.2121955E-001, 2.2121955E-001, 2.2121955E-001, 2.2121955E-001, 5.4993280E-002, 3.0118344E-003
 2.7600161E+002, 1.7528645E-001, 1.8498717E-001, 7.8775206E-005, 1.9244605E-002, 1.9128048E+002, 1.1064359E+002, 7.8403215E+001, 1.1156820E+003, 1.9549104E-001, 1.9549104E-001, 1.9549104E-001, 1.9549104E-001, 1.9549104E-001, 5.5241674E-002, 3.0422013E-003
 2.7700065E+002, 1.7529354E-001, 1.8531626E-001, 7.8757727E-005, 1.9240473E-002, 1.8928652E+002, 1.1295034E+002, 7.5493735E+001, 1.1835983E+003, 2.0225981E-001, 2.0225981E-001, 2.0225981E-001, 2.0225981E-001, 2.0225981E-001, 5.5501461E-002, 3.0727287E-003
 2.7800624E+002, 1.7538871E-001, 1.8740057E-001, 7.8525634E-005, 1.9184841E-002, 1.8796980E+002, 1.1282624E+002, 8.4732795E+001, 1.2264072E+003, 2.3903611E-001, 2.3903611E-001, 2.3903611E-001, 2.3903611E-001, 2.3903611E-001, 5.5770326E-002, 3.1036251E-003
 2.7900507E+002, 1.7568331E-001, 1.8921354E-001, 7.7806979E-005, 1.9012601E-002, 1.8487464E+002, 1.1217641E+002, 9.1631672E+001, 1.2242076E+003, 3.0004482E-001, 3.0004482E-001, 3.0004482E-001, 3.0004482E-001, 3.0004482E-001, 5.6034372E-002, 3.1356951E-003
 2.8000432E+002, 1.7562983E-001, 1.8722807E-001, 7.7937415E-005, 1.9043935E-002, 1.8409534E+002, 1.1371124E+002, 7.3181005E+001, 1.1434182E+003, 2.2534104E-001, 2.2534104E-001, 2.2534104E-001, 2.2534104E-001, 2.2534104E-001, 5.6275095E-002, 3.1680618E-003
 2.8100259E+002, 1.7539170E-001, 1.8438521E-001, 7.8518278E-005, 1.9183218E-002, 1.8534352E+002, 1.1291316E+002, 6.6952641E+001, 1.1405384E+003, 1.8918644E-001, 1.8918644E-001, 1.8918644E-001, 1.8918644E-001, 1.8918644E-001, 5.6532375E-002, 3.2001579E-003
 2.8200450E+002, 1.7528319E-001, 1.8286541E-001, 7.8783184E-005, 1.9246679E-002, 1.8521889E+002, 1.1481456E+002, 6.8282299E+001, 1.1951257E+003, 2.2243888E-001, 2.2243888E-001, 2.2243888E-001, 2.2243888E-001, 2.2243888E-001, 5.6797383E-002, 3.2317659E-003
 2.8300289E+002, 1.7512121E-001, 1.8227132E-001, 7.9178671E-005, 1.9341456E-002, 1.8578815E+002, 1.1313977E+002, 6.6347604E+001, 1.1745114E+003, 2.4105587E-001, 2.4105587E-001, 2.4105587E-001, 2.4105587E-001, 2.4105587E-001, 5.7051814E-002, 3.2633267E-003
 2.8400287E+002, 1.7491707E-001, 1.8235662E-001, 7.9676623E-005, 1.9460881E-002, 1.8763793E+002, 1.1329320E+002, 9.3440922E+001, 1.2923014E+003, 3.1396185E-001, 3.1396185E-001, 3.1396185E-001, 3.1396185E-001, 3.1396185E-001, 5.7327345E-002, 3.2949739E-003
 2.8500714E+002, 1.7378690E-001, 1.8162549E-001, 8.2433838E-005, 2.0121917E-002, 1.9622417E+002, 1.1442485E+002, 8.4797323E+001, 1.1065426E+003, 2.1348173E-001, 2.1348173E-001, 2.1348173E-001, 2.1348173E-001, 2.1348173E-001, 5.7575427E-002, 3.3272801E-003
 2.8600819E+002, 1.7376089E-001, 1.8132668E-001, 8.2497533E-005, 2.0137103E-002, 1.9506953E+002, 1.1407648E+002, 7.0867260E+001, 1.2379929E+003, 2.4223353E-001, 2.4223353E-001, 2.4223353E-001, 2.4223353E-001, 2.4223353E-001, 5.7831939E-002, 3.3592940E-003
 2.8700785E+002, 1.7407983E-001, 1.8203103E-001, 8.1719343E-005, 1.9950568E-002, 1.9290124E+002, 1.1312895E+002, 7.7754485E+001, 1.1467009E+003, 2.4175891E-001, 2.4175891E-001, 2.4175891E-001, 2.4175891E-001, 2.4175891E-001, 5.8095030E-002, 3.3912227E-003
 2.8800669E+002, 1.7349432E-001, 1.8302645E-001, 8.3147728E-005, 2.0293067E-002, 1.9955293E+002, 1.1604743E+002, 5.4558138E+001, 1.1512158E+003, 2.1625900E-001, 2.1625900E-001, 2.1625900E-001, 2.1625900E-001, 2.1625900E-001, 5.8336381E-002, 3.4231277E-003
 2.8900764E+002, 1.7301768E-001, 1.8297956E-001, 8.4310811E-005, 2.0571798E-002, 2.0021005E+002, 1.1651893E+002, 6.7954988E+001, 1.2691502E+003, 2.8747981E-001, 2.8747981E-001, 2.8747981E-001, 2.8747981E-001, 2.8747981E-001, 5.8604937E-002, 3.4549046E-003
 2.9000496E+002, 1.7300369E-001, 1.8229857E-001, 8.4345139E-005, 2.0579948E-002, 1.9781136E+002, 1.1602713E+002, 9.4338592E+001, 1.2518119E+003, 3.0739114E-001, 3.0739114E-001, 3.0739114E-001, 3.0739114E-001, 3.0739114E-001, 5.8877212E-002, 3.4869816E-003
 2.9100438E+002, 1.7234286E-001, 1.8244929E-001, 8.5957810E-005, 2.0966512E-002, 1.9918841E+002, 1.1694966E+002, 7.3715880E+001, 1.0943231E+003, 2.6422116E-001, 2.6422116E-001, 2.6422116E-001, 2.6422116E-001, 2.6422116E-001, 5.9114512E-002, 3.5199676E-003
 2.9200801E+002, 1.7198205E-001, 1.8361436E-001, 8.6838262E-005, 2.1177521E-002, 2.0163646E+002, 1.1707394E+002, 4.5063221E+001, 1.0920881E+003, 2.3893744E-001, 2.3906174E-001, 2.3906174E-001, 2.3901120E-001, 2.3906174E-001, 5.9349404E-002, 3.5533441E-003
 2.9300529E+002, 1.7223593E-001, 1.8392486E-001, 8.6218623E-005, 2.1028941E-002, 2.0069706E+002, 1.1714984E+002, 5.2474920E+001, 1.2532011E+003, 2.3082564E-001, 2.3082564E-001, 2.3082564E-001, 2.3082564E-001, 2.3082564E-001, 5.9614233E-002, 3.5862941E-003
 2.9400921E+002, 1.7294218E-001, 1.8123410E-001, 8.4495501E-005, 2.0615897E-002, 1.9665486E+002, 1.1868775E+002, 7.7547797E+001, 1.2129354E+003, 2.3859223E-001, 2.3859223E-001, 2.3859223E-001, 2.3859223E-001, 2.3859223E-001, 5.9891899E-002, 3.6191671E-003
 2.9500846E+002, 1.7376359E-001, 1.8002815E-001, 8.2491368E-005, 2.0135532E-002, 1.9115259E+002, 1.1789054E+002, 6.6451417E+001, 1.2061679E+003, 2.2314835E-001, 2.2314835E-001, 2.2314835E-001, 2.2314835E-001, 2.2314835E-001, 6.0148140E-002, 3.6526789E-003
 2.9600843E+002, 1.7366650E-001, 1.7993302E-001, 8.2728498E-005, 2.0192327E-002, 1.9070044E+002, 1.1737006E+002, 6.2544942E+001, 1.1771100E+003, 2.5997355E-001, 2.5997355E-001, 2.5997355E-001, 2.5997355E-001, 2.5997355E-001, 6.0408670E-002, 3.6868309E-003
 2.9700563E+002, 1.7202638E-001, 1.8065406E-001, 8.6729491E-005, 2.1151609E-002, 2.0078155E+002, 1.1580444E+002, 5.3487809E+001, 1.1390938E+003, 2.2905391E-001, 2.2905391E-001, 2.2905391E-001, 2.2905391E-001, 2.2905391E-001, 6.0660722E-002, 3.7211621E-003
 2.9800799E+002, 1.6966435E-001, 1.8148619E-001, 9.2491742E-005, 2.2533360E-002, 2.1341877E+002, 1.1866326E+002, 6.4695316E+001, 1.2747551E+003, 2.7223339E-001, 2.7223339E-001, 2.7223339E-001, 2.7223339E-001, 2.7223339E-001, 6.0928283E-002, 3.7549793E-003
 2.9900326E+002, 1.7001923E-001, 1.8054899E-001, 9.1625754E-005, 2.2325802E-002, 2.0786425E+002, 1.2077276E+002, 7.2445229E+001, 1.1547746E+003, 2.4031760E-001, 2.4031760E-001, 2.4031760E-001, 2.4031760E-001, 2.4031760E-001, 6.1190099E-002, 3.7883112E-003
 3.0000621E+002, 1.7043051E-001, 1.7895452E-001, 9.0622453E-005, 2.2085155E-002, 2.0469786E+002, 1.2289304E+002, 4.6648238E+001, 1.1228328E+003, 2.1270319E-001, 2.1270319E-001, 2.1270319E-001, 2.1270319E-001, 2.1270319E-001, 6.1435263E-002, 3.8226997E-003
 3.0100408E+002, 1.7074962E-001, 1.7764994E-001, 8.9844077E-005, 2.1898392E-002, 2.0329896E+002, 1.2248567E+002, 4.2018904E+001, 1.1765848E+003, 1.8364005E-001, 1.8364005E-001, 1.8364005E-001, 1.8364005E-001, 1.8364005E-001, 6.1695221E-002, 3.8567074E-003
 3.0200450E+002, 1.7188991E-001, 1.7713552E-001, 8.7062872E-005, 2.1231437E-002, 1.9531915E+002, 1.2227799E+002, 4.8963252E+001, 1.2453632E+003, 2.6716890E-001, 2.6716890E-001, 2.6716890E-001, 2.6716890E-001, 2.6716890E-001, 6.1967599E-002, 3.8906528E-003
 3.0300240E+002, 1.7200166E-001, 1.7695246E-001, 8.6790300E-005, 2.1166173E-002, 1.9366906E+002, 1.2230045E+002, 7.9060097E+001, 1.2496544E+003, 3.2970289E-001, 3.2970289E-001, 3.2970289E-001, 3.2970289E-001, 3.2970289E-001, 6.2244186E-002, 3.9254241E-003
 3.0400668E+002, 1.7153079E-001, 1.7700684E-001, 8.7938959E-005, 2.1441630E-002, 1.9658422E+002, 1.2224939E+002, 6.4737555E+001, 1.1675747E+003, 3.0899081E-001, 3.0899081E-001, 3.0899081E-001, 3.0899081E-001, 3.0899081E-001, 6.2488596E-002, 3.9617589E-003
 3.0500777E+002, 1.7126768E-001, 1.7672132E-001, 8.8581130E-005, 2.1595559E-002, 1.9730383E+002, 1.2139046E+002, 4.4465130E+001, 1.1706890E+003, 2.7042469E-001, 2.7042469E-001, 2.7042469E-001, 2.7042469E-001, 2.7042469E-001, 6.2729388E-002, 3.9984869E-003
 3.0600725E+002, 1.7137124E-001, 1.7613916E-001, 8.8329073E-005, 2.1534855E-002, 2.0078199E+002, 1.2236711E+002, 3.5838002E+001, 1.1835270E+003, 2.4551106E-001, 2.4553226E-001, 2.4553226E-001, 2.4553226E-001, 2.4553226E-001, 6.2981751E-002, 4.0346699E-003
 3.0700163E+002, 1.7106839E-001, 1.7605330E-001, 8.9067864E-005, 2.1712008E-002, 2.0324050E+002, 1.2195710E+002, 4.5025990E+001, 1.1539482E+003, 2.5800644E-001, 2.5800644E-001, 2.5800644E-001, 2.5800644E-001, 2.5800644E-001, 6.3246295E-002, 4.0698776E-003
 3.0800323E+002, 1.7030904E-001, 1.7706306E-001, 9.0920100E-005, 2.2156263E-002, 2.0506517E+002, 1.2362888E+002, 4.8900924E+001, 1.1639899E+003, 2.3420330E-001, 2.3420330E-001, 2.3420330E-001, 2.3420330E-001, 2.3420330E-001, 6.3504662E-002, 4.1048518E-003
 3.0900086E+002, 1.7105316E-001, 1.7694299E-001, 8.9104813E-005, 2.1721012E-002, 1.9827115E+002, 1.2665759E+002, 4.3378599E+001, 1.1851460E+003, 2.6853878E-001, 2.6853878E-001, 2.6853878E-001, 2.6853878E-001, 2.6853878E-001, 6.3762309E-002, 4.1399460E-003
 3.1000835E+002, 1.7107927E-001, 1.7595754E-001, 8.9040841E-005, 2.1705671E-002, 1.9635755E+002, 1.2640192E+002, 4.2614274E+001, 1.1952966E+003, 2.4962952E-001, 2.4962952E-001, 2.4962952E-001, 2.4962952E-001, 2.4962952E-001, 6.4019914E-002, 4.1760937E-003
 3.1100666E+002, 1.7102963E-001, 1.7588661E-001, 8.9162054E-005, 2.1734694E-002, 1.9770752E+002, 1.2292643E+002, 5.5417039E+001, 1.2788373E+003, 2.6227425E-001, 2.6227425E-001, 2.6227425E-001, 2.6227425E-001, 2.6227425E-001, 6.4294416E-002, 4.2130090E-003
 3.1200174E+002, 1.7060108E-001, 1.7605944E-001, 9.0207865E-005, 2.1985343E-002, 1.9900226E+002, 1.2332363E+002, 4.5851123E+001, 1.0986479E+003, 2.5697602E-001, 2.5697602E-001, 2.5697602E-001, 2.5697602E-001, 2.5697602E-001, 6.4542952E-002, 4.2497875E-003
 3.1300412E+002, 1.6997434E-001, 1.7604068E-001, 9.1737387E-005, 2.2351972E-002, 2.0252554E+002, 1.2581558E+002, 3.7957891E+001, 1.2056731E+003, 2.6937149E-001, 2.6937149E-001, 2.6937149E-001, 2.6937149E-001, 2.6937149E-001, 6.4797656E-002, 4.2862442E-003
 3.1400340E+002, 1.6977777E-001, 1.7608336E-001, 9.2217000E-005, 2.2466933E-002, 2.0312891E+002, 1.2540833E+002, 4.9354179E+001, 1.2296395E+003, 2.9371498E-001, 2.9371498E-001, 2.9371498E-001, 2.9371498E-001, 2.9371498E-001, 6.5060019E-002, 4.3226436E-003
 3.1500762E+002, 1.7009987E-001, 1.7596493E-001, 9.1431707E-005, 2.2278472E-002, 1.9820843E+002, 1.2580637E+002, 4.8025238E+001, 1.1236080E+003, 2.6078675E-001, 2.6078675E-001, 2.6078675E-001, 2.6078675E-001, 2.6078675E-001, 6.5313673E-002, 4.3593551E-003
 3.1600244E+002, 1.6984989E-001, 1.7553059E-001, 9.2042234E-005, 2.2424638E-002, 1.9610367E+002, 1.2640924E+002, 4.3031768E+001, 1.1954381E+003, 2.5592555E-001, 2.5592555E-001, 2.5592555E-001, 2.5592555E-001, 2.5592555E-001, 6.5569902E-002, 4.3958497E-003
 3.1700339E+002, 1.6909842E-001, 1.7561037E-001, 9.3875283E-005, 2.2864217E-002, 1.9521132E+002, 1.2749798E+002, 4.0846595E+001, 1.2107741E+003, 2.1422027E-001, 2.1422027E-001, 2.1422027E-001, 2.1422027E-001, 2.1422027E-001, 6.5829668E-002, 4.4327366E-003
 3.1800391E+002, 1.6831930E-001, 1.7567452E-001, 9.5775111E-005, 2.3320136E-002, 2.0534315E+002, 1.2709180E+002, 4.3159654E+001, 1.2091691E+003, 2.6249860E-001, 2.6249860E-001, 2.6249860E-001, 2.6249860E-001, 2.6249860E-001, 6.6094890E-002, 4.4698177E-003
 3.1900251E+002, 1.6731513E-001, 1.7541342E-001, 9.8224108E-005, 2.3907695E-002, 2.1438291E+002, 1.2746967E+002, 4.1110484E+001, 1.1814960E+003, 2.6691142E-001, 2.6691142E-001, 2.6691142E-001, 2.6691142E-001, 2.6691142E-001, 6.6350096E-002, 4.5070701E-003
 3.2000248E+002, 1.6841527E-001, 1.7511345E-001, 9.5541541E-005, 2.3263944E-002, 2.0211187E+002, 1.2892337E+002, 6.1739672E+001, 1.2413362E+003, 2.8648962E-001, 2.8648962E-001, 2.8648962E-001, 2.8648962E-001, 2.8648962E-001, 6.6625072E-002, 4.5443656E-003
 3.2100891E+002, 1.6906717E-001, 1.7491838E-001, 9.3951738E-005, 2.2882569E-002, 1.9653520E+002, 1.2904477E+002, 3.5140952E+001, 1.1108571E+003, 1.8884211E-001, 1.8884211E-001, 1.8884211E-001, 1.8884211E-001, 1.8884211E-001, 6.6866285E-002, 4.5822385E-003
 3.2200269E+002, 1.6928606E-001, 1.7470855E-001, 9.3417191E-005, 2.2754588E-002, 2.0312206E+002, 1.2927546E+002, 4.0315300E+001, 1.2275481E+003, 2.2116364E-001, 2.2116364E-001, 2.2116364E-001, 2.2116364E-001, 2.2116364E-001, 6.7137727E-002, 4.6190508E-003
 3.2300344E+002, 1.6893690E-001, 1.7434184E-001, 9.4269059E-005, 2.2958794E-002, 2.0816771E+002, 1.3088504E+002, 5.0891095E+001, 1.2645550E+003, 2.7656178E-001, 2.7656178E-001, 2.7656178E-001, 2.7656178E-001, 2.7656178E-001, 6.7409012E-002, 4.6562866E-003
 3.2400780E+002, 1.6938085E-001, 1.7462180E-001, 9.3185958E-005, 2.2699093E-002, 2.0723038E+002, 1.3088946E+002, 3.2370230E+001, 1.0701564E+003, 2.4692466E-001, 2.4692466E-001, 2.4692466E-001, 2.4692466E-001, 2.4692466E-001, 6.7652762E-002, 4.6943890E-003
 3.2500096E+002, 1.6959618E-001, 1.7469406E-001, 9.2660967E-005, 2.2573140E-002, 2.0815566E+002, 1.3116430E+002, 2.7980390E+001, 1.2242221E+003, 2.0048342E-001, 2.0048342E-001, 2.0048342E-001, 2.0048342E-001, 2.0048342E-001, 6.7914860E-002, 4.7321030E-003
 3.2600032E+002, 1.6823570E-001, 1.7439263E-001, 9.5980216E-005, 2.3368890E-002, 2.0874471E+002, 1.3299921E+002, 3.6196832E+001, 1.1362605E+003, 2.4111845E-001, 2.4111845E-001, 2.4111845E-001, 2.4111845E-001, 2.4111845E-001, 6.8181235E-002, 4.7698510E-003
 3.2700410E+002, 1.6828433E-001, 1.7431413E-001, 9.5861970E-005, 2.3340493E-002, 2.0289554E+002, 1.3298505E+002, 3.1236060E+001, 1.2217643E+003, 2.5321500E-001, 2.5321500E-001, 2.5321500E-001, 2.5321500E-001, 2.5321500E-001, 6.8440903E-002, 4.8087509E-003
 3.2800406E+002, 1.6850769E-001, 1.7465949E-001, 9.5317097E-005, 2.3209872E-002, 2.0628384E+002, 1.3355436E+002, 4.0552636E+001, 1.2257010E+003, 2.7384841E-001, 2.7384841E-001, 2.7384841E-001, 2.7384841E-001, 2.7384841E-001, 6.8712853E-002, 4.8481742E-003
 3.2900823E+002, 1.6854671E-001, 1.7535304E-001, 9.5221258E-005, 2.3186893E-002, 2.1396753E+002, 1.3326631E+002, 3.2097096E+001, 1.1176471E+003, 2.6152962E-001, 2.6152962E-001, 2.6152962E-001, 2.6152962E-001, 2.6152962E-001, 6.8965946E-002, 4.8874599E-003
 3.3000742E+002, 1.6867514E-001, 1.7654434E-001, 9.4907252E-005, 2.3111624E-002, 2.1531275E+002, 1.3347854E+002, 2.3439185E+001, 1.1697881E+003, 2.1289176E-001, 2.1289176E-001, 2.1289176E-001, 2.1289176E-001, 2.1289176E-001, 6.9221262E-002, 4.9263315E-003
 3.3100100E+002, 1.6912992E-001, 1.7840185E-001, 9.3798359E-005, 2.2845763E-002, 2.0996384E+002, 1.3298617E+002, 2.5768779E+001, 1.2230602E+003, 2.5063709E-001, 2.5063709E-001, 2.5063709E-001, 2.5063709E-001, 2.5063709E-001, 6.9488746E-002, 4.9648734E-003
 3.3200830E+002, 1.7030343E-001, 1.7749645E-001, 9.0935445E-005, 2.2159508E-002, 2.0418874E+002, 1.3381613E+002, 3.3852168E+001, 1.1115582E+003, 2.6573908E-001, 2.6573908E-001, 2.6573908E-001, 2.6573908E-001, 2.6573908E-001, 6.9752696E-002, 5.0044247E-003
 3.3300114E+002, 1.6951212E-001, 1.7656677E-001, 9.2865855E-005, 2.2622274E-002, 2.0821136E+002, 1.3366878E+002, 2.7819623E+001, 1.2819565E+003, 2.1960894E-001, 2.1960894E-001, 2.1960894E-001, 2.1960894E-001, 2.1960894E-001, 7.0011658E-002, 5.0435808E-003
 3.3400080E+002, 1.6782699E-001, 1.7608336E-001, 9.6977164E-005, 2.3607806E-002, 2.1546603E+002, 1.3403746E+002, 5.5372847E+001, 1.2152595E+003, 2.9089257E-001, 2.9089257E-001, 2.9089257E-001, 2.9089257E-001, 2.9089257E-001, 7.0293151E-002, 5.0825148E-003
 3.3500720E+002, 1.6860730E-001, 1.7623654E-001, 9.5074050E-005, 2.3151744E-002, 2.1389039E+002, 1.3364528E+002, 3.1138977E+001, 1.1904191E+003, 2.6462317E-001, 2.6462317E-001, 2.6462317E-001, 2.6462317E-001, 2.6462317E-001, 7.0537938E-002, 5.1229836E-003
 3.3600364E+002, 1.6983802E-001, 1.7676544E-001, 9.2071116E-005, 2.2431919E-002, 2.1239354E+002, 1.3165424E+002, 2.6357926E+001, 1.2069924E+003, 2.5449200E-001, 2.5449200E-001, 2.5449200E-001, 2.5449200E-001, 2.5449200E-001, 7.0794040E-002, 5.1631847E-003
 3.3700047E+002, 1.6839610E-001, 1.7723733E-001, 9.5589277E-005, 2.3275066E-002, 2.1679216E+002, 1.3301801E+002, 4.1925304E+001, 1.1486427E+003, 2.4682650E-001, 2.4682650E-001, 2.4682650E-001, 2.4682650E-001, 2.4682650E-001, 7.1065802E-002, 5.2028863E-003
 3.3800247E+002, 1.6840835E-001, 1.7736292E-001, 9.5559317E-005, 2.3267950E-002, 2.1407858E+002, 1.3483806E+002, 1.5144744E+001, 1.0974635E+003, 2.2212435E-001, 2.2212435E-001, 2.2212435E-001, 2.2212435E-001, 2.2212435E-001, 7.1309525E-002, 5.2431804E-003
 3.3900526E+002, 1.6947729E-001, 1.7678854E-001, 9.2951334E-005, 2.2642791E-002, 2.0919732E+002, 1.3719971E+002, 2.3501349E+001, 1.2644642E+003, 2.3244980E-001, 2.3244980E-001, 2.3244980E-001, 2.3244980E-001, 2.3244980E-001, 7.1581393E-002, 5.2827514E-003
 3.4000501E+002, 1.6977460E-001, 1.7680844E-001, 9.2225976E-005, 2.2469003E-002, 2.0920400E+002, 1.3725368E+002, 6.2622726E+001, 1.2590367E+003, 3.6775703E-001, 3.6775703E-001, 3.6775703E-001, 3.6775703E-001, 3.6775703E-001, 7.1864592E-002, 5.3228591E-003
 3.4100642E+002, 1.7012865E-001, 1.7752216E-001, 9.1361470E-005, 2.2261923E-002, 2.1421996E+002, 1.3724615E+002, 2.8658630E+001, 1.1747146E+003, 2.7281469E-001, 2.7281469E-001, 2.7281469E-001, 2.7281469E-001, 2.7281469E-001, 7.2094680E-002, 5.3653704E-003
 3.4200167E+002, 1.6991670E-001, 1.7873766E-001, 9.1878087E-005, 2.2385870E-002, 2.1822557E+002, 1.3774964E+002, 2.0577228E+001, 1.1701177E+003, 2.5935757E-001, 2.5935757E-001, 2.5935757E-001, 2.5935757E-001, 2.5935757E-001, 7.2353960E-002, 5.4069000E-003
 3.4300428E+002, 1.6991781E-001, 1.7976797E-001, 9.1875879E-005, 2.2385131E-002, 2.1726414E+002, 1.3655178E+002, 2.3909092E+001, 1.2061892E+003, 2.3269910E-001, 2.3269910E-001, 2.3269910E-001, 2.3269910E-001, 2.3269910E-001, 7.2620624E-002, 5.4482655E-003
 3.4400618E+002, 1.6783628E-001, 1.8007976E-001, 9.6955022E-005, 2.3602581E-002, 2.1961352E+002, 1.3810298E+002, 2.5593082E+001, 1.1522332E+003, 2.5580068E-001, 2.5580068E-001, 2.5580068E-001, 2.5580068E-001, 2.5580068E-001, 7.2881470E-002, 5.4899913E-003
 3.4500327E+002, 1.6868554E-001, 1.8002245E-001, 9.4882250E-005, 2.3105956E-002, 2.1783693E+002, 1.3927526E+002, 1.5524956E+001, 1.1863408E+003, 2.7728700E-001, 2.7728700E-001, 2.7728700E-001, 2.7728700E-001, 2.7728700E-001, 7.3136682E-002, 5.5317497E-003
 3.4600250E+002, 1.7175625E-001, 1.7972706E-001, 8.7390685E-005, 2.1310018E-002, 2.0829801E+002, 1.4021366E+002, 2.2174056E+001, 1.1468875E+003, 2.5732824E-001, 2.5732824E-001, 2.5732824E-001, 2.5732824E-001, 2.5732824E-001, 7.3399103E-002, 5.5731075E-003
 3.4700657E+002, 1.6875980E-001, 1.7896720E-001, 9.4700493E-005, 2.3062462E-002, 2.2026701E+002, 1.4077557E+002, 2.5403779E+001, 1.1963769E+003, 2.6348110E-001, 2.6348110E-001, 2.6348110E-001, 2.6348110E-001, 2.6348110E-001, 7.3664438E-002, 5.6151542E-003
 3.4800297E+002, 1.6617326E-001, 1.7687593E-001, 1.0101231E-004, 2.4575260E-002, 2.2177524E+002, 1.4109259E+002, 1.2372613E+001, 1.1477516E+003, 2.4039044E-001, 2.4039044E-001, 2.4039044E-001, 2.4039044E-001, 2.4039044E-001, 7.3911966E-002, 5.6571278E-003
 3.4900144E+002, 1.6499414E-001, 1.7620768E-001, 1.0389045E-004, 2.5264789E-002, 2.2178228E+002, 1.4242859E+002, 2.5641037E+001, 1.2498343E+003, 2.5920775E-001, 2.5920775E-001, 2.5920775E-001, 2.5920775E-001, 2.5920775E-001, 7.4188640E-002, 5.6984685E-003
 3.5000702E+002, 1.6576610E-001, 1.7701333E-001, 1.0200721E-004, 2.4813344E-002, 2.1959725E+002, 1.4170115E+002, 3.7076768E+001, 1.1631599E+003, 2.7635046E-001, 2.7635046E-001, 2.7635046E-001, 2.7635046E-001, 2.7635046E-001, 7.4454438E-002, 5.7398458E-003
