s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kg,kg
Time,"O2 1","O2 2","CO 3","CO2 4","T","Smoke Concentration","Pressure","R1","R2","GAS SOOT","WALL SOOT"
 0.0000000E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.6000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0596725E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.5993601E+001, 0.0000000E+000,-7.6210951E+000, 1.1463967E-006, 1.1463967E-006, 2.9046362E-007, 1.9776922E-015
 2.0230112E+000, 2.0755368E-001, 2.0755368E-001, 0.0000000E+000, 3.8640237E-004, 2.6002618E+001, 0.0000000E+000, 3.0987250E+000, 4.6764879E-006, 4.6764879E-006, 2.6986482E-006, 6.8330708E-014
 3.0826838E+000, 2.0755368E-001, 2.0755368E-001, 5.2732495E-121, 3.8640237E-004, 2.6000762E+001, 0.0000000E+000, 8.3613970E-001, 8.1899602E-006, 8.1899602E-006, 8.8347141E-006, 9.5060157E-013
 4.0044733E+000, 2.0755368E-001, 2.0755368E-001, 5.3810987E-111, 3.8640237E-004, 2.6000442E+001, 0.0000000E+000, 3.1177904E-001, 8.5177333E-006, 8.5177333E-006, 1.5966299E-005, 4.0477606E-012
 5.0329605E+000, 2.0755368E-001, 2.0755368E-001, 5.0597127E-102, 3.8640237E-004, 2.6001293E+001, 0.0000000E+000, 1.0916611E+000, 1.0510577E-005, 1.0510577E-005, 2.4443818E-005, 7.0621497E-012
 6.0313174E+000, 2.0755368E-001, 2.0755368E-001, 5.6362803E-078, 3.8640237E-004, 2.6001859E+001, 9.4170401E-284, 1.4913090E+000, 1.2909915E-005, 1.2909915E-005, 3.5380930E-005, 1.0020794E-011
 7.0134998E+000, 2.0755368E-001, 2.0755368E-001, 8.1365848E-059, 3.8640237E-004, 2.6002628E+001, 2.6649024E-269, 2.0624665E+000, 1.5280506E-005, 1.5280506E-005, 4.8278829E-005, 1.4709484E-011
 8.0116294E+000, 2.0755368E-001, 2.0755368E-001, 1.5614767E-048, 3.8640237E-004, 2.6003493E+001, 3.4195629E-252, 2.6204059E+000, 1.7551765E-005, 1.7551765E-005, 6.3393225E-005, 2.3031139E-009
 9.0204144E+000, 2.0755368E-001, 2.0755368E-001, 5.2751210E-037, 3.8640237E-004, 2.6004514E+001, 1.2290026E-229, 3.1839908E+000, 1.9990133E-005, 1.9990133E-005, 8.0852411E-005, 1.4107693E-008
 1.0014941E+001, 2.0755368E-001, 2.0755368E-001, 1.3083308E-026, 3.8640237E-004, 2.6005927E+001, 2.0897555E-206, 3.8722197E+000, 2.2369324E-005, 2.2369324E-005, 1.0050708E-004, 3.1140391E-008
 1.1016565E+001, 2.0755368E-001, 2.0755368E-001, 3.3535806E-018, 3.8640237E-004, 2.6007869E+001, 6.3571208E-174, 4.6140558E+000, 2.4791249E-005, 2.4791249E-005, 1.2226321E-004, 4.9728336E-008
 1.2007470E+001, 2.0755368E-001, 2.0755368E-001, 2.3784376E-013, 3.8640243E-004, 2.6009511E+001, 1.3187534E-144, 5.3412267E+000, 2.7115295E-005, 2.7115295E-005, 1.4614333E-004, 7.6180501E-008
 1.3008900E+001, 2.0755367E-001, 2.0755368E-001, 1.9390364E-012, 3.8640283E-004, 2.6010716E+001, 3.4936551E-121, 6.0666383E+000, 2.9545639E-005, 2.9545639E-005, 1.7216985E-004, 1.1650853E-007
 1.4002928E+001, 2.0755367E-001, 2.0755368E-001, 3.8527393E-012, 3.8640329E-004, 2.6012186E+001, 8.8893869E-102, 6.7707850E+000, 3.1922760E-005, 3.1922760E-005, 2.0036339E-004, 1.7118621E-007
 1.5008181E+001, 2.0755367E-001, 2.0755368E-001, 7.0681724E-012, 3.8640406E-004, 2.6014064E+001, 3.9071117E-085, 7.7233480E+000, 3.4210481E-005, 3.4210481E-005, 2.3072940E-004, 2.3996497E-007
 1.6021721E+001, 2.0755367E-001, 2.0755368E-001, 9.7515835E-012, 3.8640470E-004, 2.6015914E+001, 1.9010698E-071, 8.6986594E+000, 3.6711577E-005, 3.6711577E-005, 2.6355965E-004, 3.1354822E-007
 1.7009062E+001, 2.0755367E-001, 2.0755368E-001, 1.2549905E-011, 3.8640537E-004, 2.6018011E+001, 1.2927264E-059, 9.6997690E+000, 3.9134215E-005, 3.9134215E-005, 2.9823935E-004, 3.9979798E-007
 1.8014164E+001, 2.0755367E-001, 2.0755368E-001, 1.9953508E-011, 3.8640714E-004, 2.6020596E+001, 6.6758509E-049, 1.0739898E+001, 4.1445897E-005, 4.1445897E-005, 3.3490494E-004, 4.9295720E-007
 1.9014526E+001, 2.0755367E-001, 2.0755368E-001, 2.4971585E-011, 3.8640834E-004, 2.6023357E+001, 6.1809767E-039, 1.1733629E+001, 4.3778969E-005, 4.3778969E-005, 3.7388994E-004, 6.0845477E-007
 2.0009769E+001, 2.0755366E-001, 2.0755368E-001, 3.7878908E-011, 3.8641143E-004, 2.6026310E+001, 1.7073415E-029, 1.2818700E+001, 4.6223123E-005, 4.6223123E-005, 4.1479245E-004, 7.3407961E-007
 2.1016727E+001, 2.0755365E-001, 2.0755368E-001, 5.3689192E-011, 3.8641521E-004, 2.6029240E+001, 9.0402655E-021, 1.3667544E+001, 4.8747602E-005, 4.8747602E-005, 4.5801306E-004, 8.8655272E-007
 2.2016037E+001, 2.0755363E-001, 2.0755368E-001, 1.0506603E-010, 3.8642751E-004, 2.6032815E+001, 6.6237591E-014, 1.4610182E+001, 5.0896776E-005, 5.0896776E-005, 5.0327316E-004, 1.0662969E-006
 2.3004534E+001, 2.0755361E-001, 2.0755368E-001, 1.5541680E-010, 3.8643955E-004, 2.6035546E+001, 5.0259145E-006, 1.5713834E+001, 5.3506538E-005, 5.3506538E-005, 5.5035313E-004, 1.2684537E-006
 2.4010918E+001, 2.0755355E-001, 2.0755368E-001, 3.1127258E-010, 3.8647684E-004, 2.6040107E+001, 1.3108500E+000, 1.7153463E+001, 5.5565237E-005, 5.5565237E-005, 5.9948407E-004, 1.4750459E-006
 2.5006626E+001, 2.0755345E-001, 2.0755368E-001, 5.3900682E-010, 3.8653132E-004, 2.6045594E+001, 2.8665024E+000, 1.8544845E+001, 5.8180969E-005, 5.8180969E-005, 6.5102410E-004, 1.6908005E-006
 2.6019981E+001, 2.0755329E-001, 2.0755368E-001, 9.3297669E-010, 3.8662557E-004, 2.6052810E+001, 3.1137443E+000, 1.9816353E+001, 6.0501241E-005, 6.0501241E-005, 7.0478593E-004, 1.9307930E-006
 2.7019570E+001, 2.0755261E-001, 2.0755368E-001, 2.6120799E-009, 3.8702727E-004, 2.6071322E+001, 3.8697050E+000, 2.1216842E+001, 6.3107835E-005, 6.3107835E-005, 7.6061122E-004, 2.1811290E-006
 2.8006462E+001, 2.0741252E-001, 2.0755368E-001, 3.4466906E-007, 4.6885928E-004, 2.7530107E+001, 4.9483637E+000, 2.2544097E+001, 6.5162572E-005, 6.5162572E-005, 8.1791780E-004, 2.4484970E-006
 2.9011461E+001, 2.0691901E-001, 2.0755368E-001, 1.5497562E-006, 7.5715835E-004, 3.2496067E+001, 5.4628004E+000, 2.3234253E+001, 6.7713139E-005, 6.7713139E-005, 8.7734464E-004, 2.7544331E-006
 3.0014585E+001, 2.0690862E-001, 2.0755368E-001, 1.5751327E-006, 7.6322928E-004, 3.2549141E+001, 5.3644893E+000, 2.4444344E+001, 7.0063764E-005, 7.0063764E-005, 9.3911838E-004, 3.0883440E-006
 3.1009434E+001, 2.0683586E-001, 2.0755368E-001, 1.7528077E-006, 8.0573538E-004, 3.3301094E+001, 4.1533057E+000, 2.5732077E+001, 7.2587103E-005, 7.2587103E-005, 1.0028439E-003, 3.4664955E-006
 3.2010047E+001, 2.0699128E-001, 2.0755368E-001, 1.3732856E-006, 7.1494038E-004, 3.1688355E+001, 4.5543694E+000, 2.7450890E+001, 7.4778784E-005, 7.4778784E-005, 1.0683390E-003, 3.8764289E-006
 3.3008474E+001, 2.0698328E-001, 2.0755368E-001, 1.3928291E-006, 7.1961589E-004, 3.1764627E+001, 5.6622332E+000, 2.9174506E+001, 7.7506070E-005, 7.7506070E-005, 1.1359277E-003, 4.2837205E-006
 3.4001582E+001, 2.0703278E-001, 2.0755368E-001, 1.2719442E-006, 6.9069596E-004, 3.1199037E+001, 6.1816272E+000, 3.0047896E+001, 7.9504895E-005, 7.9504895E-005, 1.2051748E-003, 4.7093626E-006
 3.5004780E+001, 2.0698899E-001, 2.0755368E-001, 1.3788667E-006, 7.1627558E-004, 3.1630058E+001, 6.1668583E+000, 3.0924961E+001, 8.1999171E-005, 8.1999171E-005, 1.2768988E-003, 5.1707965E-006
 3.6015949E+001, 2.0698824E-001, 2.0755368E-001, 1.3807114E-006, 7.1671690E-004, 3.1687099E+001, 6.9865700E+000, 3.2930208E+001, 8.4287309E-005, 8.4287309E-005, 1.3512121E-003, 5.6752145E-006
 3.7009558E+001, 2.0692868E-001, 2.0755368E-001, 1.5261509E-006, 7.5151111E-004, 3.2302509E+001, 8.6102239E+000, 3.4499118E+001, 8.6751426E-005, 8.6751426E-005, 1.4271290E-003, 6.1655367E-006
 3.8012353E+001, 2.0678225E-001, 2.0755368E-001, 1.8837200E-006, 8.3705418E-004, 3.3801899E+001, 9.6543104E+000, 3.6370317E+001, 8.9233812E-005, 8.9233812E-005, 1.5048728E-003, 6.6531323E-006
 3.9014424E+001, 2.0669779E-001, 2.0755368E-001, 2.0899519E-006, 8.8639208E-004, 3.4669559E+001, 9.2633625E+000, 3.6889269E+001, 9.1454043E-005, 9.1454043E-005, 1.5849239E-003, 7.1793319E-006
 4.0007017E+001, 2.0668447E-001, 2.0755368E-001, 2.1224793E-006, 8.9417375E-004, 3.4803869E+001, 9.3290323E+000, 3.8335273E+001, 9.3965893E-005, 9.3965893E-005, 1.6666072E-003, 7.7365056E-006
 4.1011633E+001, 2.0662249E-001, 2.0755368E-001, 2.2738165E-006, 9.3037891E-004, 3.5426117E+001, 9.9603449E+000, 3.9438931E+001, 9.6500703E-005, 9.6500703E-005, 1.7504653E-003, 8.3139893E-006
 4.2004054E+001, 2.0652945E-001, 2.0755368E-001, 2.5010097E-006, 9.8473149E-004, 3.6360576E+001, 1.0679131E+001, 4.0438913E+001, 9.8934705E-005, 9.8934705E-005, 1.8360983E-003, 8.9429107E-006
 4.3001101E+001, 2.0652300E-001, 2.0755368E-001, 2.5167611E-006, 9.8849978E-004, 3.6463680E+001, 1.1405923E+001, 4.2237993E+001, 1.0090317E-004, 1.0090317E-004, 1.9235210E-003, 9.5904794E-006
 4.4016613E+001, 2.0634787E-001, 2.0755368E-001, 2.9444163E-006, 1.0908099E-003, 3.8068738E+001, 1.1303110E+001, 4.4802583E+001, 1.0364162E-004, 1.0364162E-004, 2.0140001E-003, 1.0252583E-005
 4.5007578E+001, 2.0632477E-001, 2.0755368E-001, 3.0008289E-006, 1.1043058E-003, 3.8113048E+001, 1.1350667E+001, 4.7405341E+001, 1.0592681E-004, 1.0592681E-004, 2.1062193E-003, 1.0889626E-005
 4.6012865E+001, 2.0628581E-001, 2.0755368E-001, 3.0959517E-006, 1.1270625E-003, 3.8383547E+001, 1.1688968E+001, 4.9346203E+001, 1.0848906E-004, 1.0848906E-004, 2.1999375E-003, 1.1550033E-005
 4.7010968E+001, 2.0619455E-001, 2.0755368E-001, 3.3188175E-006, 1.1803798E-003, 3.9211213E+001, 1.2519401E+001, 5.0379569E+001, 1.1023841E-004, 1.1023841E-004, 2.2958615E-003, 1.2261417E-005
 4.8005070E+001, 2.0621327E-001, 2.0755368E-001, 3.2731088E-006, 1.1694447E-003, 3.8929775E+001, 1.2994275E+001, 5.1519126E+001, 1.1265935E-004, 1.1265935E-004, 2.3930791E-003, 1.3014223E-005
 4.9003972E+001, 2.0616236E-001, 2.0755368E-001, 3.3974029E-006, 1.1991802E-003, 3.9400995E+001, 1.2980901E+001, 5.2702464E+001, 1.1549537E-004, 1.1549537E-004, 2.4925304E-003, 1.3819328E-005
 5.0004628E+001, 2.0606199E-001, 2.0755368E-001, 3.6425049E-006, 1.2578171E-003, 4.0142401E+001, 1.3741685E+001, 5.4479507E+001, 1.1776611E-004, 1.1776611E-004, 2.5939474E-003, 1.4630873E-005
 5.1002797E+001, 2.0604859E-001, 2.0755368E-001, 3.6752520E-006, 1.2656514E-003, 3.9954470E+001, 1.4197072E+001, 5.4488067E+001, 1.2032536E-004, 1.2032536E-004, 2.6972500E-003, 1.5478171E-005
 5.2002599E+001, 2.0600531E-001, 2.0755368E-001, 3.7809245E-006, 1.2909320E-003, 4.0168911E+001, 1.4339740E+001, 5.7075814E+001, 1.2227567E-004, 1.2227567E-004, 2.8029479E-003, 1.6354664E-005
