Time, PVC, O2, CO2, H2O, CO, S, HCL, N2
1.000000, 0.000438, 0.000010, 0.155193, 0.065878, 0.014400, 0.039312, 0.133330, 0.591385
1.250000, 0.000427, 0.000001, 0.155200, 0.065881, 0.014401, 0.039314, 0.133336, 0.591385
1.500000, 0.000426, 0.000000, 0.155201, 0.065882, 0.014401, 0.039314, 0.133337, 0.591385
1.750000, 0.000426, 0.000000, 0.155201, 0.065882, 0.014401, 0.039314, 0.133337, 0.591385
2.000000, 0.000426, 0.000000, 0.155201, 0.065882, 0.014401, 0.039314, 0.133337, 0.591385
