s,mol/mol,mol/mol,mol/mol,mol/mol,C,mg/m3,Pa,kW,kW,kW,kW,kW,kW,kg,kg
 1.2004312E+001, 2.0755368E-001, 2.0755368E-001, 4.7717551E-015, 3.8640237E-004, 2.6009210E+001, 1.9598716E-149, 5.3001913E+000, 7.5205538E+001, 2.2146660E-011, 2.2146660E-011, 2.2146660E-011, 2.2146660E-011, 2.2146660E-011, 1.4581986E-004, 7.4630615E-008
 1.3011046E+001, 2.0755367E-001, 2.0755368E-001, 2.4798022E-012, 3.8640296E-004, 2.6011016E+001, 1.0661743E-125, 6.0887010E+000, 8.1840223E+001, 5.6447114E-011, 5.6447114E-011, 5.6447114E-011, 5.6447114E-011, 5.6447114E-011, 1.7203009E-004, 1.1010891E-007
 1.4016341E+001, 2.0755367E-001, 2.0755368E-001, 1.1723302E-011, 3.8640517E-004, 2.6012731E+001, 2.8493387E-105, 6.9272594E+000, 8.8422550E+001, 1.6126816E-010, 1.6126816E-010, 1.6126816E-010, 1.6126816E-010, 1.6126816E-010, 2.0044747E-004, 1.5545469E-007
 1.5007769E+001, 2.0755367E-001, 2.0755368E-001, 1.8011075E-011, 3.8640668E-004, 2.6014090E+001, 9.5416726E-089, 7.6048868E+000, 9.4877736E+001, 8.0763067E-010, 8.0763067E-010, 8.0763067E-010, 8.0763067E-010, 8.0763067E-010, 2.3081665E-004, 2.2085557E-007
 1.6004288E+001, 2.0755367E-001, 2.0755368E-001, 2.0688162E-011, 3.8640732E-004, 2.6015793E+001, 1.7276850E-073, 8.5949025E+000, 1.0185396E+002, 6.0604714E-009, 6.0604714E-009, 6.0604714E-009, 6.0604714E-009, 6.0604714E-009, 2.6308167E-004, 2.8849828E-007
 1.7007938E+001, 2.0755367E-001, 2.0755368E-001, 2.3877308E-011, 3.8640808E-004, 2.6017864E+001, 8.3402825E-060, 9.5528684E+000, 1.0797758E+002, 2.3699031E-009, 2.3699031E-009, 2.3699031E-009, 2.3699031E-009, 2.3699031E-009, 2.9773707E-004, 3.7320855E-007
 1.8007894E+001, 2.0755366E-001, 2.0755368E-001, 2.8094533E-011, 3.8640909E-004, 2.6020004E+001, 1.9456945E-048, 1.0353161E+001, 1.1477094E+002, 1.6008807E-008, 1.6008807E-008, 1.6008807E-008, 1.6008807E-008, 1.6008807E-008, 3.3458255E-004, 4.7729334E-007
 1.9014127E+001, 2.0755366E-001, 2.0755368E-001, 2.7303739E-011, 3.8640890E-004, 2.6022287E+001, 3.3341297E-038, 1.1377312E+001, 1.2199204E+002, 7.5245308E-008, 7.5245308E-008, 7.5245308E-008, 7.5245308E-008, 7.5245308E-008, 3.7357662E-004, 5.9244691E-007
 2.0019778E+001, 2.0755366E-001, 2.0755368E-001, 3.0523067E-011, 3.8640967E-004, 2.6024955E+001, 8.7455737E-029, 1.2599781E+001, 1.2804392E+002, 3.5136774E-008, 3.5136774E-008, 3.5136774E-008, 3.5136774E-008, 3.5136774E-008, 4.1476470E-004, 7.2029828E-007
 2.1009150E+001, 2.0755365E-001, 2.0755368E-001, 6.6347697E-011, 3.8641824E-004, 2.6027657E+001, 7.7102733E-021, 1.3490078E+001, 1.3427067E+002, 4.1611942E-008, 4.1611942E-008, 4.1611942E-008, 4.1611942E-008, 4.1611942E-008, 4.5774300E-004, 8.7002706E-007
 2.2015363E+001, 2.0755360E-001, 2.0755368E-001, 1.8701863E-010, 3.8644711E-004, 2.6030680E+001, 1.3877274E-014, 1.4453518E+001, 1.4144077E+002, 1.5001511E-007, 1.5001511E-007, 1.5001511E-007, 1.5001511E-007, 1.5001511E-007, 5.0281202E-004, 1.0457810E-006
 2.3010078E+001, 2.0755353E-001, 2.0755368E-001, 3.4442460E-010, 3.8648477E-004, 2.6034737E+001, 9.8988868E-008, 1.5931140E+001, 1.4835153E+002, 2.0686153E-007, 2.0686153E-007, 2.0686153E-007, 2.0686153E-007, 2.0686153E-007, 5.5006003E-004, 1.2326402E-006
 2.4012165E+001, 2.0755345E-001, 2.0755368E-001, 5.3882748E-010, 3.8653128E-004, 2.6038746E+001, 1.0945451E+000, 1.7280535E+001, 1.5389108E+002, 2.1170432E-007, 2.1170432E-007, 2.1170432E-007, 2.1170432E-007, 2.1170432E-007, 5.9942166E-004, 1.4292579E-006
 2.5014154E+001, 2.0755344E-001, 2.0755368E-001, 5.6605428E-010, 3.8653779E-004, 2.6042793E+001, 3.3158644E+000, 1.8532124E+001, 1.6244449E+002, 6.4857871E-007, 6.4857871E-007, 6.4857871E-007, 6.4857871E-007, 6.4857871E-007, 6.5088102E-004, 1.6313732E-006
 2.6011739E+001, 2.0755330E-001, 2.0755368E-001, 9.0830323E-010, 3.8661967E-004, 2.6048169E+001, 3.6824014E+000, 1.9956456E+001, 1.6659941E+002, 7.5501469E-007, 7.5501469E-007, 7.5501469E-007, 7.5501469E-007, 7.5501469E-007, 7.0448915E-004, 1.8555293E-006
 2.7005503E+001, 2.0755307E-001, 2.0755368E-001, 1.4859348E-009, 3.8675786E-004, 2.6052826E+001, 4.3641609E+000, 2.0695358E+001, 1.7464865E+002, 1.7449449E-006, 1.7449449E-006, 1.7449449E-006, 1.7449449E-006, 1.7449449E-006, 7.5973597E-004, 2.0997625E-006
 2.8014291E+001, 2.0755234E-001, 2.0755368E-001, 3.2677510E-009, 3.8718413E-004, 2.6064422E+001, 5.4373172E+000, 2.2442517E+001, 1.8062630E+002, 1.9591869E-006, 1.9591869E-006, 1.9591869E-006, 1.9591869E-006, 1.9591869E-006, 8.1761223E-004, 2.3490827E-006
 2.9017712E+001, 2.0740357E-001, 2.0755368E-001, 3.6650111E-007, 4.7408224E-004, 2.7568754E+001, 5.6116594E+000, 2.3742945E+001, 1.8792563E+002, 5.2205675E-006, 5.2205675E-006, 5.2205675E-006, 5.2205675E-006, 5.2205675E-006, 8.7763204E-004, 2.6204792E-006
 3.0012522E+001, 2.0661227E-001, 2.0755368E-001, 2.2986973E-006, 9.3633123E-004, 3.5643591E+001, 6.2787746E+000, 2.4809663E+001, 1.9434722E+002, 5.6074624E-006, 5.6074624E-006, 5.6074624E-006, 5.6074624E-006, 5.6074624E-006, 9.3930440E-004, 2.9267546E-006
 3.1014882E+001, 2.0648780E-001, 2.0755368E-001, 2.6026519E-006, 1.0090478E-003, 3.6983971E+001, 5.2932698E+000, 2.5905233E+001, 2.0129777E+002, 1.2447890E-005, 1.2447890E-005, 1.2447890E-005, 1.2447890E-005, 1.2447890E-005, 1.0029189E-003, 3.2380116E-006
 3.2003405E+001, 2.0656467E-001, 2.0755368E-001, 2.4149516E-006, 9.6414333E-004, 3.6155782E+001, 5.0295748E+000, 2.7229378E+001, 2.0810545E+002, 2.2225171E-005, 2.2225171E-005, 2.2225171E-005, 2.2225171E-005, 2.2225171E-005, 1.0684879E-003, 3.5661506E-006
 3.3009211E+001, 2.0653243E-001, 2.0755368E-001, 2.4936729E-006, 9.8297623E-004, 3.6396259E+001, 4.0989269E+000, 2.8243257E+001, 2.1359278E+002, 1.2254884E-005, 1.2254884E-005, 1.2254884E-005, 1.2254884E-005, 1.2254884E-005, 1.1360909E-003, 3.9354631E-006
 3.4008091E+001, 2.0656748E-001, 2.0755368E-001, 2.4080807E-006, 9.6249956E-004, 3.6018733E+001, 4.5627840E+000, 2.9469203E+001, 2.2016419E+002, 1.5564113E-005, 1.5564113E-005, 1.5564113E-005, 1.5564113E-005, 1.5564113E-005, 1.2060936E-003, 4.3388879E-006
 3.5009005E+001, 2.0660192E-001, 2.0755368E-001, 2.3239840E-006, 9.4238068E-004, 3.5658944E+001, 6.2002684E+000, 3.0977232E+001, 2.2722875E+002, 1.7827066E-005, 1.7827066E-005, 1.7827066E-005, 1.7827066E-005, 1.7827066E-005, 1.2780672E-003, 4.7708073E-006
 3.6006511E+001, 2.0668958E-001, 2.0755368E-001, 2.1099012E-006, 8.9116458E-004, 3.4794116E+001, 9.2956321E+000, 3.2883829E+001, 2.3463069E+002, 1.7726132E-005, 1.7726132E-005, 1.7726132E-005, 1.7726132E-005, 1.7726132E-005, 1.3518180E-003, 5.2140309E-006
 3.7009520E+001, 2.0680513E-001, 2.0755368E-001, 1.8277374E-006, 8.2366110E-004, 3.3649328E+001, 9.5740311E+000, 3.3786127E+001, 2.4046117E+002, 5.5007508E-005, 5.5007508E-005, 5.5007508E-005, 5.5007508E-005, 5.5007508E-005, 1.4274820E-003, 5.6781199E-006
 3.8013567E+001, 2.0681606E-001, 2.0755368E-001, 1.8010453E-006, 8.1727541E-004, 3.3554751E+001, 9.8354167E+000, 3.5083367E+001, 2.4693427E+002, 6.4203602E-005, 6.4203602E-005, 6.4203602E-005, 6.4203602E-005, 6.4203602E-005, 1.5056148E-003, 6.1918035E-006
 3.9006917E+001, 2.0684965E-001, 2.0755368E-001, 1.7190228E-006, 7.9765276E-004, 3.3202650E+001, 1.0226381E+001, 3.6879257E+001, 2.5349992E+002, 6.8826945E-005, 6.8826945E-005, 6.8826945E-005, 6.8826945E-005, 6.8826945E-005, 1.5855191E-003, 6.6787374E-006
 4.0005565E+001, 2.0687882E-001, 2.0755368E-001, 1.6477997E-006, 7.8061370E-004, 3.2904386E+001, 1.0067468E+001, 3.9268755E+001, 2.6134289E+002, 6.8902590E-005, 6.8902590E-005, 6.8902590E-005, 6.8902590E-005, 6.8902590E-005, 1.6670536E-003, 7.1688063E-006
 4.1001256E+001, 2.0694419E-001, 2.0755368E-001, 1.4881815E-006, 7.4242744E-004, 3.2266000E+001, 1.0821792E+001, 4.1641529E+001, 2.6733370E+002, 8.7258981E-005, 8.7258981E-005, 8.7258981E-005, 8.7258981E-005, 8.7258981E-005, 1.7508893E-003, 7.6656232E-006
 4.2002113E+001, 2.0696949E-001, 2.0755368E-001, 1.4263716E-006, 7.2764034E-004, 3.2088592E+001, 1.1668531E+001, 4.2457770E+001, 2.7281717E+002, 7.9310663E-005, 7.9310663E-005, 7.9310663E-005, 7.9310663E-005, 7.9310663E-005, 1.8366730E-003, 8.2232899E-006
 4.3005429E+001, 2.0678026E-001, 2.0755368E-001, 1.8884290E-006, 8.3818063E-004, 3.3897766E+001, 1.1708457E+001, 4.3114714E+001, 2.8036463E+002, 1.3341505E-004, 1.3341505E-004, 1.3341505E-004, 1.3341505E-004, 1.3341505E-004, 1.9246364E-003, 8.7960833E-006
 4.4010685E+001, 2.0639877E-001, 2.0755368E-001, 2.8199698E-006, 1.0610380E-003, 3.7378511E+001, 1.1371447E+001, 4.5022980E+001, 2.8700099E+002, 1.1980392E-004, 1.1980392E-004, 1.1980392E-004, 1.1980392E-004, 1.1980392E-004, 2.0150568E-003, 9.3976666E-006
 4.5006923E+001, 2.0598054E-001, 2.0755368E-001, 3.8412465E-006, 1.3053636E-003, 4.1145150E+001, 1.1340956E+001, 4.5552216E+001, 2.9450512E+002, 1.8374090E-004, 1.8374090E-004, 1.8374090E-004, 1.8374090E-004, 1.8374090E-004, 2.1068972E-003, 1.0041083E-005
 4.6016144E+001, 2.0576668E-001, 2.0755368E-001, 4.3634777E-006, 1.4302999E-003, 4.3000070E+001, 1.1604306E+001, 4.7839921E+001, 2.9797237E+002, 1.5186637E-004, 1.5186637E-004, 1.5186637E-004, 1.5186637E-004, 1.5186637E-004, 2.2010201E-003, 1.0711328E-005
 4.7016092E+001, 2.0572968E-001, 2.0755368E-001, 4.4538471E-006, 1.4519195E-003, 4.3191856E+001, 1.2360170E+001, 4.8682496E+001, 3.0702285E+002, 2.0752609E-004, 2.0752609E-004, 2.0752609E-004, 2.0752609E-004, 2.0752609E-004, 2.2971383E-003, 1.1415746E-005
 4.8014748E+001, 2.0571849E-001, 2.0755368E-001, 4.4812001E-006, 1.4584633E-003, 4.3092170E+001, 1.2556676E+001, 5.1029910E+001, 3.1429986E+002, 2.3425824E-004, 2.3425824E-004, 2.3425824E-004, 2.3425824E-004, 2.3425824E-004, 2.3950873E-003, 1.2135688E-005
 4.9007162E+001, 2.0574261E-001, 2.0755368E-001, 4.4222952E-006, 1.4443712E-003, 4.2842078E+001, 1.3030712E+001, 5.3129172E+001, 3.2092494E+002, 2.4655525E-004, 2.4655525E-004, 2.4655525E-004, 2.4655525E-004, 2.4655525E-004, 2.4944272E-003, 1.2848232E-005
 5.0007425E+001, 2.0577941E-001, 2.0755368E-001, 4.3324217E-006, 1.4228702E-003, 4.2511058E+001, 1.3734284E+001, 5.5802214E+001, 3.2591478E+002, 2.9933481E-004, 2.9933481E-004, 2.9933481E-004, 2.9933481E-004, 2.9933481E-004, 2.5961371E-003, 1.3611526E-005
 5.1001376E+001, 2.0575362E-001, 2.0755368E-001, 4.3953995E-006, 1.4379368E-003, 4.2704556E+001, 1.3842750E+001, 5.7386660E+001, 3.3141721E+002, 3.1927787E-004, 3.1927787E-004, 3.1927787E-004, 3.1927787E-004, 3.1927787E-004, 2.6991574E-003, 1.4390472E-005
 5.2015753E+001, 2.0560472E-001, 2.0755368E-001, 4.7590189E-006, 1.5249276E-003, 4.3936254E+001, 1.4136280E+001, 5.7836046E+001, 3.4078704E+002, 3.7446924E-004, 3.7446924E-004, 3.7446924E-004, 3.7446924E-004, 3.7446924E-004, 2.8049409E-003, 1.5202802E-005
 5.3011426E+001, 2.0557991E-001, 2.0755367E-001, 4.8196069E-006, 1.5394228E-003, 4.3943451E+001, 1.4343224E+001, 5.9712056E+001, 3.4584602E+002, 4.3791499E-004, 4.3791499E-004, 4.3791499E-004, 4.3791499E-004, 4.3791499E-004, 2.9134438E-003, 1.6050842E-005
 5.4002118E+001, 2.0563441E-001, 2.0755367E-001, 4.6865216E-006, 1.5075840E-003, 4.3430251E+001, 1.4348233E+001, 6.2510325E+001, 3.5117300E+002, 4.6430552E-004, 4.6430552E-004, 4.6430552E-004, 4.6430552E-004, 4.6430552E-004, 3.0220394E-003, 1.6840253E-005
 5.5008420E+001, 2.0552008E-001, 2.0755367E-001, 4.9656904E-006, 1.5743711E-003, 4.4424802E+001, 1.4323992E+001, 6.4853402E+001, 3.6055177E+002, 3.9681645E-004, 3.9681645E-004, 3.9681645E-004, 3.9681645E-004, 3.9681645E-004, 3.1334390E-003, 1.7665944E-005
 5.6001470E+001, 2.0537100E-001, 2.0755362E-001, 5.3297298E-006, 1.6614626E-003, 4.5653737E+001, 1.3681241E+001, 6.6079012E+001, 3.6610211E+002, 6.4684195E-004, 6.4684195E-004, 6.4684195E-004, 6.4684195E-004, 6.4684195E-004, 3.2468046E-003, 1.8541215E-005
 5.7010017E+001, 2.0534550E-001, 2.0755362E-001, 5.3920158E-006, 1.6763639E-003, 4.5689825E+001, 1.4818491E+001, 6.6336464E+001, 3.7081101E+002, 5.5111284E-004, 5.5111284E-004, 5.5111284E-004, 5.5111284E-004, 5.5111284E-004, 3.3620114E-003, 1.9471769E-005
 5.8016171E+001, 2.0535053E-001, 2.0755367E-001, 5.3797546E-006, 1.6734310E-003, 4.5404430E+001, 1.5358948E+001, 6.6555346E+001, 3.8153700E+002, 6.8835507E-004, 6.8835507E-004, 6.8835507E-004, 6.8835507E-004, 6.8835507E-004, 3.4798559E-003, 2.0454645E-005
 5.9005204E+001, 2.0525741E-001, 2.0755367E-001, 5.6071503E-006, 1.7278326E-003, 4.5940159E+001, 1.5917998E+001, 6.9350659E+001, 3.8847390E+002, 7.4344784E-004, 7.4344784E-004, 7.4344784E-004, 7.4344784E-004, 7.4344784E-004, 3.5990605E-003, 2.1495847E-005
 6.0005334E+001, 2.0512950E-001, 2.0755367E-001, 5.9194873E-006, 1.8025549E-003, 4.7042189E+001, 1.6579252E+001, 7.1946129E+001, 3.8897342E+002, 6.0824978E-004, 6.0824978E-004, 6.0824978E-004, 6.0824978E-004, 6.0824978E-004, 3.7189198E-003, 2.2545592E-005
 6.1002345E+001, 2.0512198E-001, 2.0755367E-001, 5.9378543E-006, 1.8069488E-003, 4.7094215E+001, 1.7760158E+001, 7.3804560E+001, 3.9937885E+002, 6.4125576E-004, 6.4125576E-004, 6.4125576E-004, 6.4125576E-004, 6.4125576E-004, 3.8417331E-003, 2.3543739E-005
 6.2001781E+001, 2.0513665E-001, 2.0755366E-001, 5.9020289E-006, 1.7983779E-003, 4.6896266E+001, 1.7990368E+001, 7.6256495E+001, 4.0447095E+002, 8.5854207E-004, 8.5854207E-004, 8.5854207E-004, 8.5854207E-004, 8.5854207E-004, 3.9666948E-003, 2.4630131E-005
 6.3004195E+001, 2.0480037E-001, 2.0755366E-001, 6.7232013E-006, 1.9948341E-003, 4.9406222E+001, 1.7558853E+001, 7.7186130E+001, 4.0919759E+002, 9.5081648E-004, 9.5081648E-004, 9.5081648E-004, 9.5081648E-004, 9.5081648E-004, 4.0930237E-003, 2.5720824E-005
 6.4013442E+001, 2.0451753E-001, 2.0755365E-001, 7.4138635E-006, 2.1600671E-003, 5.1588997E+001, 1.7224510E+001, 7.7513909E+001, 4.2453879E+002, 9.1660247E-004, 9.1660247E-004, 9.1660247E-004, 9.1660247E-004, 9.1660247E-004, 4.2220364E-003, 2.6852096E-005
 6.5001846E+001, 2.0441006E-001, 2.0755364E-001, 7.6763027E-006, 2.2228528E-003, 5.2379339E+001, 1.8373518E+001, 7.9208015E+001, 4.2570182E+002, 1.0660085E-003, 1.0660085E-003, 1.0660085E-003, 1.0660085E-003, 1.0660085E-003, 4.3528281E-003, 2.8082532E-005
 6.6000603E+001, 2.0444340E-001, 2.0755363E-001, 7.5948892E-006, 2.2033759E-003, 5.2034451E+001, 1.8946657E+001, 7.9424027E+001, 4.3352718E+002, 1.0693691E-003, 1.0693691E-003, 1.0693691E-003, 1.0693691E-003, 1.0693691E-003, 4.4845715E-003, 2.9374696E-005
 6.7008557E+001, 2.0453476E-001, 2.0755361E-001, 7.3717976E-006, 2.1500044E-003, 5.1069990E+001, 1.9145573E+001, 7.9785390E+001, 4.3623486E+002, 1.1869250E-003, 1.1869250E-003, 1.1869250E-003, 1.1869250E-003, 1.1869250E-003, 4.6187270E-003, 3.0821128E-005
 6.8004332E+001, 2.0459576E-001, 2.0755359E-001, 7.2228743E-006, 2.1143761E-003, 5.0541438E+001, 2.0997165E+001, 8.0477539E+001, 4.4582333E+002, 1.0925077E-003, 1.0925077E-003, 1.0925077E-003, 1.0925077E-003, 1.0925077E-003, 4.7541396E-003, 3.2351057E-005
 6.9013201E+001, 2.0459106E-001, 2.0755359E-001, 7.2343456E-006, 2.1171203E-003, 5.0622936E+001, 2.1133942E+001, 8.2443988E+001, 4.5247948E+002, 1.1141966E-003, 1.1141966E-003, 1.1141966E-003, 1.1141966E-003, 1.1141966E-003, 4.8927276E-003, 3.3922240E-005
 7.0002593E+001, 2.0445710E-001, 2.0755359E-001, 7.5614389E-006, 2.1953744E-003, 5.1822886E+001, 2.0595558E+001, 8.1909436E+001, 4.5709835E+002, 1.5109723E-003, 1.5109723E-003, 1.5109723E-003, 1.5109723E-003, 1.5109723E-003, 5.0313519E-003, 3.5589139E-005
 7.1012859E+001, 2.0421374E-001, 2.0755358E-001, 8.1556808E-006, 2.3375411E-003, 5.3916158E+001, 2.0412540E+001, 8.3682246E+001, 4.6458616E+002, 1.3841593E-003, 1.3841593E-003, 1.3841593E-003, 1.3841593E-003, 1.3841593E-003, 5.1723731E-003, 3.7298990E-005
 7.2002488E+001, 2.0412783E-001, 2.0755358E-001, 8.3654337E-006, 2.3877228E-003, 5.4639175E+001, 2.1477391E+001, 8.7325548E+001, 4.7504468E+002, 1.4091742E-003, 1.4091742E-003, 1.4091742E-003, 1.4091742E-003, 1.4091742E-003, 5.3151533E-003, 3.9021240E-005
 7.3014196E+001, 2.0411484E-001, 2.0755357E-001, 8.3971410E-006, 2.3953093E-003, 5.4692929E+001, 2.3765476E+001, 9.1415229E+001, 4.7869538E+002, 1.4508038E-003, 1.4508038E-003, 1.4508038E-003, 1.4508038E-003, 1.4508038E-003, 5.4608140E-003, 4.0738789E-005
 7.4010887E+001, 2.0415736E-001, 2.0755355E-001, 8.2933254E-006, 2.3704731E-003, 5.4303755E+001, 2.4976499E+001, 9.2620027E+001, 4.8240617E+002, 1.4681854E-003, 1.4681854E-003, 1.4681854E-003, 1.4681854E-003, 1.4681854E-003, 5.6071228E-003, 4.2452450E-005
 7.5007611E+001, 2.0419203E-001, 2.0755353E-001, 8.2086340E-006, 2.3502111E-003, 5.4182793E+001, 2.4858062E+001, 9.4639966E+001, 4.9425933E+002, 1.6697116E-003, 1.6697116E-003, 1.6697116E-003, 1.6697116E-003, 1.6697116E-003, 5.7545032E-003, 4.4173631E-005
 7.6012469E+001, 2.0404268E-001, 2.0755347E-001, 8.5732904E-006, 2.4374517E-003, 5.5381808E+001, 2.4652533E+001, 9.5881205E+001, 4.9677042E+002, 1.6199737E-003, 1.6199737E-003, 1.6199737E-003, 1.6199737E-003, 1.6199737E-003, 5.9047196E-003, 4.6040736E-005
 7.7006426E+001, 2.0374932E-001, 2.0755116E-001, 9.2896360E-006, 2.6088318E-003, 5.7263373E+001, 2.4531866E+001, 9.5844829E+001, 5.0474520E+002, 1.7195227E-003, 1.7195227E-003, 1.7195227E-003, 1.7195227E-003, 1.7195227E-003, 6.0554841E-003, 4.7941681E-005
 7.8007752E+001, 2.0366128E-001, 2.0754144E-001, 9.5046144E-006, 2.6602639E-003, 5.7801275E+001, 2.4575129E+001, 9.7053169E+001, 5.1386651E+002, 2.0101067E-003, 2.0101067E-003, 2.0101067E-003, 2.0101067E-003, 2.0101067E-003, 6.2088189E-003, 4.9858719E-005
 7.9001498E+001, 2.0367812E-001, 2.0752907E-001, 9.4635125E-006, 2.6504310E-003, 5.7657629E+001, 2.5015182E+001, 9.9817944E+001, 5.1807429E+002, 1.9264673E-003, 1.9264673E-003, 1.9264673E-003, 1.9264673E-003, 1.9264673E-003, 6.3651381E-003, 5.1947398E-005
 8.0001660E+001, 2.0377727E-001, 2.0752160E-001, 9.2213912E-006, 2.5925057E-003, 5.7035782E+001, 2.8138580E+001, 1.0272084E+002, 5.2632830E+002, 1.7428485E-003, 1.7428485E-003, 1.7428485E-003, 1.7428485E-003, 1.7428485E-003, 6.5214778E-003, 5.4034682E-005
 8.1005294E+001, 2.0380149E-001, 2.0751640E-001, 9.1622382E-006, 2.5783539E-003, 5.6952559E+001, 2.8432167E+001, 1.0397521E+002, 5.2308717E+002, 1.6944016E-003, 1.6944016E-003, 1.6944016E-003, 1.6944016E-003, 1.6944016E-003, 6.6802590E-003, 5.6170676E-005
 8.2006916E+001, 2.0378657E-001, 2.0751081E-001, 9.1986880E-006, 2.5870744E-003, 5.7070876E+001, 2.9779540E+001, 1.0758398E+002, 5.3718200E+002, 1.9795068E-003, 1.9795068E-003, 1.9795068E-003, 1.9795068E-003, 1.9795068E-003, 6.8403259E-003, 5.8358811E-005
 8.3001520E+001, 2.0375338E-001, 2.0750605E-001, 9.2798067E-006, 2.6064791E-003, 5.6270448E+001, 2.9045180E+001, 1.1178659E+002, 5.4450001E+002, 1.9667124E-003, 1.9667124E-003, 1.9667124E-003, 1.9667124E-003, 1.9667124E-003, 7.0031050E-003, 6.0413149E-005
 8.4000456E+001, 2.0370835E-001, 2.0750327E-001, 9.3898115E-006, 2.6327962E-003, 5.6148860E+001, 2.7945396E+001, 1.1372504E+002, 5.5391394E+002, 1.9881531E-003, 1.9881531E-003, 1.9881531E-003, 1.9881531E-003, 1.9881531E-003, 7.1669048E-003, 6.2512951E-005
 8.5000992E+001, 2.0360142E-001, 2.0750838E-001, 9.6508964E-006, 2.6952594E-003, 5.6962434E+001, 2.8158696E+001, 1.1420412E+002, 5.5538825E+002, 2.0770758E-003, 2.0770758E-003, 2.0770758E-003, 2.0770758E-003, 2.0770758E-003, 7.3324746E-003, 6.4672045E-005
