s,C,kg/m3,Pa,kg/kg,%,C,kg/m3
Time,"Temp","dens","pres","H2O","humid","temp_w","con_w"
17, 55.12450799, 0.0613333, -49000.00379, 0.118890055, 100, 55.12450799, 0.0386667
20, 55.12450799, 0.0613333, -49000.00379, 0.118890055, 100, 55.12450799, 0.0386667
