d (mu-m),CNF,CVF
 0.546060081E+03, 0.942305138E+00, 0.578219376E+00
 0.547219362E+03, 0.942804215E+00, 0.580080577E+00
 0.548378643E+03, 0.943299429E+00, 0.581939155E+00
 0.549537924E+03, 0.943790809E+00, 0.583795077E+00
 0.550697205E+03, 0.944278380E+00, 0.585648311E+00
 0.551856486E+03, 0.944762169E+00, 0.587498827E+00
 0.553015767E+03, 0.945242203E+00, 0.589346592E+00
 0.554175047E+03, 0.945718508E+00, 0.591191575E+00
 0.555334328E+03, 0.946191110E+00, 0.593033745E+00
 0.556493609E+03, 0.946660035E+00, 0.594873071E+00
 0.557652890E+03, 0.947125309E+00, 0.596709522E+00
 0.558812171E+03, 0.947586957E+00, 0.598543068E+00
 0.559971452E+03, 0.948045005E+00, 0.600373677E+00
 0.561130733E+03, 0.948499478E+00, 0.602201321E+00
 0.562290013E+03, 0.948950401E+00, 0.604025969E+00
 0.563449294E+03, 0.949397799E+00, 0.605847591E+00
 0.564608575E+03, 0.949841697E+00, 0.607666157E+00
 0.565767856E+03, 0.950282119E+00, 0.609481639E+00
 0.566927137E+03, 0.950719089E+00, 0.611294006E+00
 0.568086418E+03, 0.951152633E+00, 0.613103229E+00
 0.569245698E+03, 0.951582774E+00, 0.614909281E+00
 0.570404979E+03, 0.952009535E+00, 0.616712131E+00
 0.571564260E+03, 0.952432942E+00, 0.618511752E+00
 0.572723541E+03, 0.952853016E+00, 0.620308115E+00
 0.573882822E+03, 0.953269782E+00, 0.622101193E+00
 0.575042103E+03, 0.953683264E+00, 0.623890956E+00
 0.576201384E+03, 0.954093483E+00, 0.625677379E+00
 0.577360664E+03, 0.954500464E+00, 0.627460432E+00
 0.578519945E+03, 0.954904228E+00, 0.629240089E+00
 0.579679226E+03, 0.955304799E+00, 0.631016322E+00
 0.580838507E+03, 0.955702199E+00, 0.632789106E+00
 0.581997788E+03, 0.956096451E+00, 0.634558412E+00
 0.583157069E+03, 0.956487576E+00, 0.636324215E+00
 0.584316349E+03, 0.956875597E+00, 0.638086488E+00
 0.585475630E+03, 0.957260536E+00, 0.639845205E+00
 0.586634911E+03, 0.957642414E+00, 0.641600341E+00
 0.587794192E+03, 0.958021254E+00, 0.643351869E+00
 0.588953473E+03, 0.958397076E+00, 0.645099764E+00
 0.590112754E+03, 0.958769902E+00, 0.646844002E+00
 0.591272035E+03, 0.959139754E+00, 0.648584556E+00
 0.592431315E+03, 0.959506651E+00, 0.650321402E+00
 0.593590596E+03, 0.959870616E+00, 0.652054516E+00
 0.594749877E+03, 0.960231670E+00, 0.653783872E+00
 0.595909158E+03, 0.960589831E+00, 0.655509448E+00
 0.597068439E+03, 0.960945122E+00, 0.657231218E+00
 0.598227720E+03, 0.961297563E+00, 0.658949160E+00
 0.599387001E+03, 0.961647174E+00, 0.660663248E+00
 0.600546281E+03, 0.961993974E+00, 0.662373461E+00
 0.601705562E+03, 0.962337985E+00, 0.664079775E+00
 0.602864843E+03, 0.962679226E+00, 0.665782167E+00
 0.604024124E+03, 0.963017716E+00, 0.667480615E+00
 0.605183405E+03, 0.963353476E+00, 0.669175095E+00
 0.606342686E+03, 0.963686524E+00, 0.670865586E+00
 0.607501966E+03, 0.964016881E+00, 0.672552065E+00
 0.608661247E+03, 0.964344565E+00, 0.674234511E+00
 0.609820528E+03, 0.964669595E+00, 0.675912903E+00
 0.610979809E+03, 0.964991991E+00, 0.677587218E+00
 0.612139090E+03, 0.965311771E+00, 0.679257435E+00
 0.613298371E+03, 0.965628954E+00, 0.680923534E+00
 0.614457652E+03, 0.965943559E+00, 0.682585494E+00
 0.615616932E+03, 0.966255604E+00, 0.684243295E+00
 0.616776213E+03, 0.966565107E+00, 0.685896915E+00
 0.617935494E+03, 0.966872087E+00, 0.687546335E+00
 0.619094775E+03, 0.967176562E+00, 0.689191535E+00
 0.620254056E+03, 0.967478550E+00, 0.690832495E+00
 0.621413337E+03, 0.967778069E+00, 0.692469197E+00
 0.622572617E+03, 0.968075137E+00, 0.694101620E+00
 0.623731898E+03, 0.968369771E+00, 0.695729746E+00
 0.624891179E+03, 0.968661988E+00, 0.697353556E+00
 0.626050460E+03, 0.968951807E+00, 0.698973032E+00
 0.627209741E+03, 0.969239245E+00, 0.700588155E+00
 0.628369022E+03, 0.969524318E+00, 0.702198907E+00
 0.629528303E+03, 0.969807044E+00, 0.703805270E+00
 0.630687583E+03, 0.970087441E+00, 0.705407226E+00
 0.631846864E+03, 0.970365524E+00, 0.707004759E+00
 0.633006145E+03, 0.970641310E+00, 0.708597851E+00
 0.634165426E+03, 0.970914817E+00, 0.710186485E+00
 0.635324707E+03, 0.971186061E+00, 0.711770644E+00
 0.636483988E+03, 0.971455058E+00, 0.713350311E+00
 0.637643269E+03, 0.971721825E+00, 0.714925471E+00
 0.638802549E+03, 0.971986377E+00, 0.716496108E+00
 0.639961830E+03, 0.972248732E+00, 0.718062204E+00
 0.641121111E+03, 0.972508904E+00, 0.719623746E+00
 0.642280392E+03, 0.972766911E+00, 0.721180717E+00
 0.643439673E+03, 0.973022767E+00, 0.722733102E+00
 0.644598954E+03, 0.973276489E+00, 0.724280887E+00
 0.645758234E+03, 0.973528092E+00, 0.725824055E+00
 0.646917515E+03, 0.973777592E+00, 0.727362594E+00
 0.648076796E+03, 0.974025004E+00, 0.728896489E+00
 0.649236077E+03, 0.974270343E+00, 0.730425725E+00
 0.650395358E+03, 0.974513625E+00, 0.731950289E+00
 0.651554639E+03, 0.974754864E+00, 0.733470167E+00
 0.652713920E+03, 0.974994077E+00, 0.734985345E+00
 0.653873200E+03, 0.975231277E+00, 0.736495811E+00
 0.655032481E+03, 0.975466479E+00, 0.738001552E+00
 0.656191762E+03, 0.975699699E+00, 0.739502555E+00
 0.657351043E+03, 0.975930951E+00, 0.740998807E+00
 0.658510324E+03, 0.976160249E+00, 0.742490295E+00
 0.659669605E+03, 0.976387608E+00, 0.743977009E+00
 0.660828885E+03, 0.976613042E+00, 0.745458936E+00
 0.661988166E+03, 0.976836566E+00, 0.746936064E+00
 0.663147447E+03, 0.977058194E+00, 0.748408383E+00
 0.664306728E+03, 0.977277939E+00, 0.749875880E+00
 0.665466009E+03, 0.977495816E+00, 0.751338545E+00
 0.666625290E+03, 0.977711839E+00, 0.752796367E+00
 0.667784571E+03, 0.977926022E+00, 0.754249336E+00
 0.668943851E+03, 0.978138377E+00, 0.755697441E+00
 0.670103132E+03, 0.978348920E+00, 0.757140672E+00
 0.671262413E+03, 0.978557663E+00, 0.758579020E+00
 0.672421694E+03, 0.978764619E+00, 0.760012474E+00
 0.673580975E+03, 0.978969803E+00, 0.761441025E+00
 0.674740256E+03, 0.979173227E+00, 0.762864665E+00
 0.675899537E+03, 0.979374905E+00, 0.764283383E+00
 0.677058817E+03, 0.979574850E+00, 0.765697172E+00
 0.678218098E+03, 0.979773075E+00, 0.767106022E+00
 0.679377379E+03, 0.979969592E+00, 0.768509926E+00
 0.680536660E+03, 0.980164415E+00, 0.769908875E+00
 0.681695941E+03, 0.980357557E+00, 0.771302861E+00
 0.682855222E+03, 0.980549029E+00, 0.772691877E+00
 0.684014502E+03, 0.980738845E+00, 0.774075914E+00
 0.685173783E+03, 0.980927018E+00, 0.775454967E+00
 0.686333064E+03, 0.981113559E+00, 0.776829027E+00
 0.687492345E+03, 0.981298480E+00, 0.778198088E+00
 0.688651626E+03, 0.981481796E+00, 0.779562143E+00
 0.689810907E+03, 0.981663516E+00, 0.780921186E+00
 0.690970188E+03, 0.981843655E+00, 0.782275210E+00
 0.692129468E+03, 0.982022222E+00, 0.783624211E+00
 0.693288749E+03, 0.982199232E+00, 0.784968180E+00
 0.694448030E+03, 0.982374695E+00, 0.786307114E+00
 0.695607311E+03, 0.982548623E+00, 0.787641007E+00
 0.696766592E+03, 0.982721028E+00, 0.788969853E+00
 0.697925873E+03, 0.982891922E+00, 0.790293648E+00
 0.699085154E+03, 0.983061316E+00, 0.791612387E+00
 0.700244434E+03, 0.983229222E+00, 0.792926065E+00
 0.701403715E+03, 0.983395651E+00, 0.794234678E+00
 0.702562996E+03, 0.983560614E+00, 0.795538222E+00
 0.703722277E+03, 0.983724124E+00, 0.796836692E+00
 0.704881558E+03, 0.983886190E+00, 0.798130086E+00
 0.706040839E+03, 0.984046824E+00, 0.799418400E+00
 0.707200119E+03, 0.984206037E+00, 0.800701629E+00
 0.708359400E+03, 0.984363841E+00, 0.801979772E+00
 0.709518681E+03, 0.984520245E+00, 0.803252825E+00
 0.710677962E+03, 0.984675262E+00, 0.804520786E+00
 0.711837243E+03, 0.984828901E+00, 0.805783651E+00
 0.712996524E+03, 0.984981173E+00, 0.807041419E+00
 0.714155805E+03, 0.985132089E+00, 0.808294087E+00
 0.715315085E+03, 0.985281660E+00, 0.809541654E+00
 0.716474366E+03, 0.985429895E+00, 0.810784118E+00
 0.717633647E+03, 0.985576806E+00, 0.812021477E+00
 0.718792928E+03, 0.985722402E+00, 0.813253730E+00
 0.719952209E+03, 0.985866695E+00, 0.814480875E+00
 0.721111490E+03, 0.986009694E+00, 0.815702913E+00
 0.722270770E+03, 0.986151409E+00, 0.816919841E+00
 0.723430051E+03, 0.986291850E+00, 0.818131659E+00
 0.724589332E+03, 0.986431028E+00, 0.819338368E+00
 0.725748613E+03, 0.986568952E+00, 0.820539966E+00
 0.726907894E+03, 0.986705632E+00, 0.821736454E+00
 0.728067175E+03, 0.986841078E+00, 0.822927832E+00
 0.729226456E+03, 0.986975300E+00, 0.824114100E+00
 0.730385736E+03, 0.987108307E+00, 0.825295259E+00
 0.731545017E+03, 0.987240109E+00, 0.826471309E+00
 0.732704298E+03, 0.987370715E+00, 0.827642252E+00
 0.733863579E+03, 0.987500136E+00, 0.828808089E+00
 0.735022860E+03, 0.987628380E+00, 0.829968820E+00
 0.736182141E+03, 0.987755456E+00, 0.831124447E+00
 0.737341422E+03, 0.987881375E+00, 0.832274972E+00
 0.738500702E+03, 0.988006145E+00, 0.833420397E+00
 0.739659983E+03, 0.988129775E+00, 0.834560723E+00
 0.740819264E+03, 0.988252275E+00, 0.835695954E+00
 0.741978545E+03, 0.988373653E+00, 0.836826090E+00
 0.743137826E+03, 0.988493919E+00, 0.837951135E+00
 0.744297107E+03, 0.988613081E+00, 0.839071092E+00
 0.745456387E+03, 0.988731148E+00, 0.840185962E+00
 0.746615668E+03, 0.988848130E+00, 0.841295750E+00
 0.747774949E+03, 0.988964034E+00, 0.842400459E+00
 0.748934230E+03, 0.989078870E+00, 0.843500091E+00
 0.750093511E+03, 0.989192645E+00, 0.844594650E+00
 0.751252792E+03, 0.989305370E+00, 0.845684141E+00
 0.752412073E+03, 0.989417051E+00, 0.846768567E+00
 0.753571353E+03, 0.989527698E+00, 0.847847932E+00
 0.754730634E+03, 0.989637319E+00, 0.848922239E+00
 0.755889915E+03, 0.989745923E+00, 0.849991495E+00
 0.757049196E+03, 0.989853516E+00, 0.851055703E+00
 0.758208477E+03, 0.989960109E+00, 0.852114867E+00
 0.759367758E+03, 0.990065708E+00, 0.853168993E+00
 0.760527038E+03, 0.990170323E+00, 0.854218086E+00
 0.761686319E+03, 0.990273960E+00, 0.855262151E+00
 0.762845600E+03, 0.990376628E+00, 0.856301193E+00
 0.764004881E+03, 0.990478335E+00, 0.857335218E+00
 0.765164162E+03, 0.990579090E+00, 0.858364231E+00
 0.766323443E+03, 0.990678898E+00, 0.859388239E+00
 0.767482724E+03, 0.990777769E+00, 0.860407246E+00
 0.768642004E+03, 0.990875710E+00, 0.861421260E+00
 0.769801285E+03, 0.990972729E+00, 0.862430286E+00
 0.770960566E+03, 0.991068834E+00, 0.863434331E+00
 0.772119847E+03, 0.991164031E+00, 0.864433401E+00
 0.773279128E+03, 0.991258328E+00, 0.865427504E+00
 0.774438409E+03, 0.991351734E+00, 0.866416646E+00
 0.775597690E+03, 0.991444254E+00, 0.867400833E+00
 0.776756970E+03, 0.991535898E+00, 0.868380074E+00
 0.777916251E+03, 0.991626671E+00, 0.869354375E+00
 0.779075532E+03, 0.991716581E+00, 0.870323744E+00
 0.780234813E+03, 0.991805635E+00, 0.871288188E+00
 0.781394094E+03, 0.991893841E+00, 0.872247715E+00
 0.782553375E+03, 0.991981206E+00, 0.873202334E+00
 0.783712655E+03, 0.992067735E+00, 0.874152051E+00
 0.784871936E+03, 0.992153438E+00, 0.875096875E+00
 0.786031217E+03, 0.992238320E+00, 0.876036814E+00
 0.787190498E+03, 0.992322388E+00, 0.876971877E+00
 0.788349779E+03, 0.992405650E+00, 0.877902072E+00
 0.789509060E+03, 0.992488111E+00, 0.878827408E+00
 0.790668341E+03, 0.992569779E+00, 0.879747893E+00
 0.791827621E+03, 0.992650661E+00, 0.880663537E+00
 0.792986902E+03, 0.992730763E+00, 0.881574348E+00
 0.794146183E+03, 0.992810091E+00, 0.882480336E+00
 0.795305464E+03, 0.992888653E+00, 0.883381509E+00
 0.796464745E+03, 0.992966454E+00, 0.884277878E+00
 0.797624026E+03, 0.993043501E+00, 0.885169452E+00
 0.798783306E+03, 0.993119801E+00, 0.886056240E+00
 0.799942587E+03, 0.993195360E+00, 0.886938253E+00
 0.801101868E+03, 0.993270185E+00, 0.887815499E+00
 0.802261149E+03, 0.993344280E+00, 0.888687990E+00
 0.803420430E+03, 0.993417654E+00, 0.889555735E+00
 0.804579711E+03, 0.993490311E+00, 0.890418744E+00
 0.805738992E+03, 0.993562259E+00, 0.891277028E+00
 0.806898272E+03, 0.993633503E+00, 0.892130598E+00
 0.808057553E+03, 0.993704049E+00, 0.892979463E+00
 0.809216834E+03, 0.993773903E+00, 0.893823635E+00
 0.810376115E+03, 0.993843071E+00, 0.894663124E+00
 0.811535396E+03, 0.993911560E+00, 0.895497942E+00
 0.812694677E+03, 0.993979374E+00, 0.896328099E+00
 0.813853958E+03, 0.994046521E+00, 0.897153606E+00
 0.815013238E+03, 0.994113005E+00, 0.897974474E+00
 0.816172519E+03, 0.994178832E+00, 0.898790716E+00
 0.817331800E+03, 0.994244008E+00, 0.899602342E+00
 0.818491081E+03, 0.994308539E+00, 0.900409364E+00
 0.819650362E+03, 0.994372430E+00, 0.901211793E+00
 0.820809643E+03, 0.994435688E+00, 0.902009642E+00
 0.821968923E+03, 0.994498316E+00, 0.902802922E+00
 0.823128204E+03, 0.994560322E+00, 0.903591645E+00
 0.824287485E+03, 0.994621710E+00, 0.904375822E+00
 0.825446766E+03, 0.994682486E+00, 0.905155467E+00
 0.826606047E+03, 0.994742655E+00, 0.905930591E+00
 0.827765328E+03, 0.994802223E+00, 0.906701207E+00
 0.828924609E+03, 0.994861194E+00, 0.907467327E+00
 0.830083889E+03, 0.994919574E+00, 0.908228963E+00
 0.831243170E+03, 0.994977369E+00, 0.908986128E+00
 0.832402451E+03, 0.995034583E+00, 0.909738835E+00
 0.833561732E+03, 0.995091222E+00, 0.910487096E+00
 0.834721013E+03, 0.995147291E+00, 0.911230925E+00
 0.835880294E+03, 0.995202794E+00, 0.911970333E+00
 0.837039574E+03, 0.995257737E+00, 0.912705335E+00
 0.838198855E+03, 0.995312125E+00, 0.913435943E+00
 0.839358136E+03, 0.995365962E+00, 0.914162170E+00
 0.840517417E+03, 0.995419254E+00, 0.914884030E+00
 0.841676698E+03, 0.995472006E+00, 0.915601536E+00
 0.842835979E+03, 0.995524222E+00, 0.916314700E+00
 0.843995260E+03, 0.995575907E+00, 0.917023538E+00
 0.845154540E+03, 0.995627066E+00, 0.917728061E+00
 0.846313821E+03, 0.995677704E+00, 0.918428285E+00
 0.847473102E+03, 0.995727825E+00, 0.919124222E+00
 0.848632383E+03, 0.995777433E+00, 0.919815886E+00
 0.849791664E+03, 0.995826535E+00, 0.920503290E+00
 0.850950945E+03, 0.995875133E+00, 0.921186450E+00
 0.852110226E+03, 0.995923234E+00, 0.921865379E+00
 0.853269506E+03, 0.995970840E+00, 0.922540090E+00
 0.854428787E+03, 0.996017958E+00, 0.923210598E+00
 0.855588068E+03, 0.996064590E+00, 0.923876917E+00
 0.856747349E+03, 0.996110742E+00, 0.924539062E+00
 0.857906630E+03, 0.996156418E+00, 0.925197046E+00
 0.859065911E+03, 0.996201622E+00, 0.925850883E+00
 0.860225191E+03, 0.996246358E+00, 0.926500589E+00
 0.861384472E+03, 0.996290632E+00, 0.927146177E+00
 0.862543753E+03, 0.996334447E+00, 0.927787662E+00
 0.863703034E+03, 0.996377806E+00, 0.928425059E+00
 0.864862315E+03, 0.996420716E+00, 0.929058382E+00
 0.866021596E+03, 0.996463179E+00, 0.929687645E+00
 0.867180877E+03, 0.996505200E+00, 0.930312864E+00
 0.868340157E+03, 0.996546782E+00, 0.930934054E+00
 0.869499438E+03, 0.996587930E+00, 0.931551228E+00
 0.870658719E+03, 0.996628649E+00, 0.932164403E+00
 0.871818000E+03, 0.996668941E+00, 0.932773592E+00
 0.872977281E+03, 0.996708810E+00, 0.933378811E+00
 0.874136562E+03, 0.996748262E+00, 0.933980074E+00
 0.875295842E+03, 0.996787299E+00, 0.934577398E+00
 0.876455123E+03, 0.996825925E+00, 0.935170796E+00
 0.877614404E+03, 0.996864145E+00, 0.935760284E+00
 0.878773685E+03, 0.996901962E+00, 0.936345877E+00
 0.879932966E+03, 0.996939380E+00, 0.936927590E+00
 0.881092247E+03, 0.996976402E+00, 0.937505439E+00
 0.882251528E+03, 0.997013033E+00, 0.938079439E+00
 0.883410808E+03, 0.997049275E+00, 0.938649604E+00
 0.884570089E+03, 0.997085133E+00, 0.939215952E+00
 0.885729370E+03, 0.997120610E+00, 0.939778495E+00
 0.886888651E+03, 0.997155710E+00, 0.940337251E+00
 0.888047932E+03, 0.997190437E+00, 0.940892235E+00
 0.889207213E+03, 0.997224793E+00, 0.941443462E+00
 0.890366494E+03, 0.997258783E+00, 0.941990947E+00
 0.891525774E+03, 0.997292409E+00, 0.942534707E+00
 0.892685055E+03, 0.997325676E+00, 0.943074756E+00
 0.893844336E+03, 0.997358587E+00, 0.943611110E+00
 0.895003617E+03, 0.997391145E+00, 0.944143786E+00
 0.896162898E+03, 0.997423353E+00, 0.944672797E+00
 0.897322179E+03, 0.997455215E+00, 0.945198161E+00
 0.898481459E+03, 0.997486734E+00, 0.945719893E+00
 0.899640740E+03, 0.997517913E+00, 0.946238009E+00
 0.900800021E+03, 0.997548756E+00, 0.946752523E+00
 0.901959302E+03, 0.997579266E+00, 0.947263453E+00
 0.903118583E+03, 0.997609446E+00, 0.947770813E+00
 0.904277864E+03, 0.997639300E+00, 0.948274621E+00
 0.905437145E+03, 0.997668829E+00, 0.948774890E+00
 0.906596425E+03, 0.997698039E+00, 0.949271638E+00
 0.907755706E+03, 0.997726930E+00, 0.949764879E+00
 0.908914987E+03, 0.997755508E+00, 0.950254631E+00
 0.910074268E+03, 0.997783774E+00, 0.950740908E+00
 0.911233549E+03, 0.997811732E+00, 0.951223726E+00
 0.912392830E+03, 0.997839385E+00, 0.951703103E+00
 0.913552111E+03, 0.997866735E+00, 0.952179052E+00
 0.914711391E+03, 0.997893786E+00, 0.952651591E+00
 0.915870672E+03, 0.997920541E+00, 0.953120735E+00
 0.917029953E+03, 0.997947002E+00, 0.953586500E+00
 0.918189234E+03, 0.997973172E+00, 0.954048902E+00
 0.919348515E+03, 0.997999055E+00, 0.954507957E+00
 0.920507796E+03, 0.998024652E+00, 0.954963681E+00
 0.921667076E+03, 0.998049967E+00, 0.955416089E+00
 0.922826357E+03, 0.998075003E+00, 0.955865199E+00
 0.923985638E+03, 0.998099762E+00, 0.956311025E+00
 0.925144919E+03, 0.998124248E+00, 0.956753583E+00
 0.926304200E+03, 0.998148462E+00, 0.957192891E+00
 0.927463481E+03, 0.998172407E+00, 0.957628962E+00
 0.928622762E+03, 0.998196087E+00, 0.958061815E+00
 0.929782042E+03, 0.998219503E+00, 0.958491463E+00
 0.930941323E+03, 0.998242658E+00, 0.958917924E+00
 0.932100604E+03, 0.998265556E+00, 0.959341214E+00
 0.933259885E+03, 0.998288198E+00, 0.959761347E+00
 0.934419166E+03, 0.998310587E+00, 0.960178341E+00
 0.935578447E+03, 0.998332725E+00, 0.960592210E+00
 0.936737727E+03, 0.998354616E+00, 0.961002972E+00
 0.937897008E+03, 0.998376261E+00, 0.961410642E+00
 0.939056289E+03, 0.998397664E+00, 0.961815235E+00
 0.940215570E+03, 0.998418825E+00, 0.962216768E+00
 0.941374851E+03, 0.998439749E+00, 0.962615256E+00
 0.942534132E+03, 0.998460437E+00, 0.963010716E+00
 0.943693413E+03, 0.998480891E+00, 0.963403163E+00
 0.944852693E+03, 0.998501114E+00, 0.963792614E+00
 0.946011974E+03, 0.998521109E+00, 0.964179083E+00
 0.947171255E+03, 0.998540878E+00, 0.964562587E+00
 0.948330536E+03, 0.998560422E+00, 0.964943141E+00
 0.949489817E+03, 0.998579745E+00, 0.965320762E+00
 0.950649098E+03, 0.998598848E+00, 0.965695465E+00
 0.951808379E+03, 0.998617733E+00, 0.966067266E+00
 0.952967659E+03, 0.998636404E+00, 0.966436181E+00
 0.954126940E+03, 0.998654862E+00, 0.966802225E+00
 0.955286221E+03, 0.998673109E+00, 0.967165413E+00
 0.956445502E+03, 0.998691147E+00, 0.967525763E+00
 0.957604783E+03, 0.998708979E+00, 0.967883289E+00
 0.958764064E+03, 0.998726607E+00, 0.968238007E+00
 0.959923344E+03, 0.998744032E+00, 0.968589932E+00
 0.961082625E+03, 0.998761258E+00, 0.968939081E+00
 0.962241906E+03, 0.998778285E+00, 0.969285468E+00
 0.963401187E+03, 0.998795116E+00, 0.969629110E+00
 0.964560468E+03, 0.998811753E+00, 0.969970022E+00
 0.965719749E+03, 0.998828199E+00, 0.970308219E+00
 0.966879030E+03, 0.998844454E+00, 0.970643717E+00
 0.968038310E+03, 0.998860521E+00, 0.970976531E+00
 0.969197591E+03, 0.998876402E+00, 0.971306677E+00
 0.970356872E+03, 0.998892099E+00, 0.971634170E+00
 0.971516153E+03, 0.998907614E+00, 0.971959025E+00
 0.972675434E+03, 0.998922948E+00, 0.972281258E+00
 0.973834715E+03, 0.998938104E+00, 0.972600885E+00
 0.974993995E+03, 0.998953083E+00, 0.972917920E+00
 0.976153276E+03, 0.998967888E+00, 0.973232378E+00
 0.977312557E+03, 0.998982520E+00, 0.973544275E+00
 0.978471838E+03, 0.998996980E+00, 0.973853626E+00
 0.979631119E+03, 0.999011272E+00, 0.974160447E+00
 0.980790400E+03, 0.999025395E+00, 0.974464752E+00
 0.981949681E+03, 0.999039354E+00, 0.974766556E+00
 0.983108961E+03, 0.999053148E+00, 0.975065874E+00
 0.984268242E+03, 0.999066779E+00, 0.975362723E+00
 0.985427523E+03, 0.999080251E+00, 0.975657115E+00
 0.986586804E+03, 0.999093563E+00, 0.975949067E+00
 0.987746085E+03, 0.999106718E+00, 0.976238594E+00
 0.988905366E+03, 0.999119718E+00, 0.976525709E+00
 0.990064647E+03, 0.999132564E+00, 0.976810429E+00
 0.991223927E+03, 0.999145258E+00, 0.977092767E+00
 0.992383208E+03, 0.999157801E+00, 0.977372740E+00
 0.993542489E+03, 0.999170195E+00, 0.977650360E+00
 0.994701770E+03, 0.999182442E+00, 0.977925644E+00
 0.995861051E+03, 0.999194543E+00, 0.978198605E+00
 0.997020332E+03, 0.999206500E+00, 0.978469259E+00
 0.998179612E+03, 0.999218314E+00, 0.978737619E+00
 0.999338893E+03, 0.999229988E+00, 0.979003701E+00
 0.100049817E+04, 0.999241521E+00, 0.979267519E+00
 0.100165745E+04, 0.999252916E+00, 0.979529088E+00
 0.100281674E+04, 0.999264175E+00, 0.979788421E+00
 0.100397602E+04, 0.999275299E+00, 0.980045533E+00
 0.100513530E+04, 0.999286289E+00, 0.980300439E+00
 0.100629458E+04, 0.999297146E+00, 0.980553152E+00
 0.100745386E+04, 0.999307873E+00, 0.980803688E+00
 0.100861314E+04, 0.999318471E+00, 0.981052060E+00
 0.100977242E+04, 0.999328940E+00, 0.981298282E+00
 0.101093170E+04, 0.999339283E+00, 0.981542368E+00
 0.101209098E+04, 0.999349501E+00, 0.981784334E+00
 0.101325026E+04, 0.999359595E+00, 0.982024191E+00
 0.101440954E+04, 0.999369567E+00, 0.982261955E+00
 0.101556883E+04, 0.999379417E+00, 0.982497640E+00
 0.101672811E+04, 0.999389148E+00, 0.982731259E+00
 0.101788739E+04, 0.999398760E+00, 0.982962826E+00
 0.101904667E+04, 0.999408255E+00, 0.983192355E+00
 0.102020595E+04, 0.999417634E+00, 0.983419860E+00
 0.102136523E+04, 0.999426898E+00, 0.983645354E+00
 0.102252451E+04, 0.999436050E+00, 0.983868851E+00
 0.102368379E+04, 0.999445089E+00, 0.984090364E+00
 0.102484307E+04, 0.999454017E+00, 0.984309908E+00
 0.102600235E+04, 0.999462836E+00, 0.984527495E+00
 0.102716163E+04, 0.999471546E+00, 0.984743140E+00
 0.102832091E+04, 0.999480149E+00, 0.984956855E+00
 0.102948020E+04, 0.999488646E+00, 0.985168654E+00
 0.103063948E+04, 0.999497039E+00, 0.985378550E+00
 0.103179876E+04, 0.999505327E+00, 0.985586556E+00
 0.103295804E+04, 0.999513514E+00, 0.985792686E+00
 0.103411732E+04, 0.999521599E+00, 0.985996953E+00
 0.103527660E+04, 0.999529583E+00, 0.986199370E+00
 0.103643588E+04, 0.999537469E+00, 0.986399949E+00
 0.103759516E+04, 0.999545257E+00, 0.986598705E+00
 0.103875444E+04, 0.999552948E+00, 0.986795649E+00
 0.103991372E+04, 0.999560543E+00, 0.986990795E+00
 0.104107300E+04, 0.999568043E+00, 0.987184155E+00
 0.104223228E+04, 0.999575450E+00, 0.987375743E+00
 0.104339157E+04, 0.999582764E+00, 0.987565571E+00
 0.104455085E+04, 0.999589987E+00, 0.987753651E+00
 0.104571013E+04, 0.999597120E+00, 0.987939997E+00
 0.104686941E+04, 0.999604163E+00, 0.988124621E+00
 0.104802869E+04, 0.999611117E+00, 0.988307536E+00
 0.104918797E+04, 0.999617984E+00, 0.988488753E+00
 0.105034725E+04, 0.999624765E+00, 0.988668286E+00
 0.105150653E+04, 0.999631460E+00, 0.988846147E+00
 0.105266581E+04, 0.999638071E+00, 0.989022347E+00
 0.105382509E+04, 0.999644599E+00, 0.989196900E+00
 0.105498437E+04, 0.999651043E+00, 0.989369817E+00
 0.105614365E+04, 0.999657407E+00, 0.989541111E+00
 0.105730294E+04, 0.999663689E+00, 0.989710794E+00
 0.105846222E+04, 0.999669892E+00, 0.989878877E+00
 0.105962150E+04, 0.999676017E+00, 0.990045374E+00
 0.106078078E+04, 0.999682063E+00, 0.990210294E+00
 0.106194006E+04, 0.999688032E+00, 0.990373652E+00
 0.106309934E+04, 0.999693926E+00, 0.990535458E+00
 0.106425862E+04, 0.999699744E+00, 0.990695723E+00
 0.106541790E+04, 0.999705488E+00, 0.990854461E+00
 0.106657718E+04, 0.999711158E+00, 0.991011682E+00
 0.106773646E+04, 0.999716756E+00, 0.991167398E+00
 0.106889574E+04, 0.999722282E+00, 0.991321621E+00
 0.107005503E+04, 0.999727737E+00, 0.991474362E+00
 0.107121431E+04, 0.999733122E+00, 0.991625632E+00
 0.107237359E+04, 0.999738437E+00, 0.991775443E+00
 0.107353287E+04, 0.999743685E+00, 0.991923806E+00
 0.107469215E+04, 0.999748864E+00, 0.992070733E+00
 0.107585143E+04, 0.999753977E+00, 0.992216234E+00
 0.107701071E+04, 0.999759024E+00, 0.992360321E+00
 0.107816999E+04, 0.999764005E+00, 0.992503005E+00
 0.107932927E+04, 0.999768922E+00, 0.992644297E+00
 0.108048855E+04, 0.999773775E+00, 0.992784207E+00
 0.108164783E+04, 0.999778565E+00, 0.992922748E+00
 0.108280711E+04, 0.999783293E+00, 0.993059929E+00
 0.108396640E+04, 0.999787959E+00, 0.993195761E+00
 0.108512568E+04, 0.999792564E+00, 0.993330256E+00
