d (mu-m),CNF,CVF
 0.546060081E+03, 0.948409574E+00, 0.596788409E+00
 0.547219362E+03, 0.948880283E+00, 0.598590556E+00
 0.548378643E+03, 0.949346631E+00, 0.600387381E+00
 0.549537924E+03, 0.949808660E+00, 0.602178875E+00
 0.550697205E+03, 0.950266409E+00, 0.603965031E+00
 0.551856486E+03, 0.950719918E+00, 0.605745842E+00
 0.553015767E+03, 0.951169226E+00, 0.607521301E+00
 0.554175047E+03, 0.951614373E+00, 0.609291401E+00
 0.555334328E+03, 0.952055397E+00, 0.611056136E+00
 0.556493609E+03, 0.952492337E+00, 0.612815501E+00
 0.557652890E+03, 0.952925230E+00, 0.614569488E+00
 0.558812171E+03, 0.953354115E+00, 0.616318093E+00
 0.559971452E+03, 0.953779029E+00, 0.618061312E+00
 0.561130733E+03, 0.954200008E+00, 0.619799138E+00
 0.562290013E+03, 0.954617090E+00, 0.621531569E+00
 0.563449294E+03, 0.955030310E+00, 0.623258599E+00
 0.564608575E+03, 0.955439706E+00, 0.624980225E+00
 0.565767856E+03, 0.955845312E+00, 0.626696444E+00
 0.566927137E+03, 0.956247163E+00, 0.628407252E+00
 0.568086418E+03, 0.956645296E+00, 0.630112646E+00
 0.569245698E+03, 0.957039745E+00, 0.631812623E+00
 0.570404979E+03, 0.957430543E+00, 0.633507181E+00
 0.571564260E+03, 0.957817726E+00, 0.635196318E+00
 0.572723541E+03, 0.958201327E+00, 0.636880033E+00
 0.573882822E+03, 0.958581380E+00, 0.638558323E+00
 0.575042103E+03, 0.958957917E+00, 0.640231187E+00
 0.576201384E+03, 0.959330972E+00, 0.641898623E+00
 0.577360664E+03, 0.959700578E+00, 0.643560633E+00
 0.578519945E+03, 0.960066766E+00, 0.645217214E+00
 0.579679226E+03, 0.960429568E+00, 0.646868366E+00
 0.580838507E+03, 0.960789017E+00, 0.648514090E+00
 0.581997788E+03, 0.961145144E+00, 0.650154385E+00
 0.583157069E+03, 0.961497979E+00, 0.651789252E+00
 0.584316349E+03, 0.961847554E+00, 0.653418692E+00
 0.585475630E+03, 0.962193900E+00, 0.655042705E+00
 0.586634911E+03, 0.962537046E+00, 0.656661293E+00
 0.587794192E+03, 0.962877023E+00, 0.658274457E+00
 0.588953473E+03, 0.963213860E+00, 0.659882198E+00
 0.590112754E+03, 0.963547586E+00, 0.661484520E+00
 0.591272035E+03, 0.963878232E+00, 0.663081422E+00
 0.592431315E+03, 0.964205826E+00, 0.664672908E+00
 0.593590596E+03, 0.964530396E+00, 0.666258981E+00
 0.594749877E+03, 0.964851971E+00, 0.667839643E+00
 0.595909158E+03, 0.965170579E+00, 0.669414896E+00
 0.597068439E+03, 0.965486247E+00, 0.670984744E+00
 0.598227720E+03, 0.965799005E+00, 0.672549191E+00
 0.599387001E+03, 0.966108878E+00, 0.674108239E+00
 0.600546281E+03, 0.966415894E+00, 0.675661893E+00
 0.601705562E+03, 0.966720080E+00, 0.677210156E+00
 0.602864843E+03, 0.967021463E+00, 0.678753033E+00
 0.604024124E+03, 0.967320068E+00, 0.680290528E+00
 0.605183405E+03, 0.967615922E+00, 0.681822644E+00
 0.606342686E+03, 0.967909050E+00, 0.683349388E+00
 0.607501966E+03, 0.968199479E+00, 0.684870764E+00
 0.608661247E+03, 0.968487234E+00, 0.686386776E+00
 0.609820528E+03, 0.968772339E+00, 0.687897431E+00
 0.610979809E+03, 0.969054820E+00, 0.689402733E+00
 0.612139090E+03, 0.969334702E+00, 0.690902688E+00
 0.613298371E+03, 0.969612008E+00, 0.692397301E+00
 0.614457652E+03, 0.969886764E+00, 0.693886580E+00
 0.615616932E+03, 0.970158992E+00, 0.695370529E+00
 0.616776213E+03, 0.970428718E+00, 0.696849155E+00
 0.617935494E+03, 0.970695964E+00, 0.698322464E+00
 0.619094775E+03, 0.970960753E+00, 0.699790463E+00
 0.620254056E+03, 0.971223110E+00, 0.701253159E+00
 0.621413337E+03, 0.971483056E+00, 0.702710558E+00
 0.622572617E+03, 0.971740614E+00, 0.704162668E+00
 0.623731898E+03, 0.971995807E+00, 0.705609495E+00
 0.624891179E+03, 0.972248658E+00, 0.707051047E+00
 0.626050460E+03, 0.972499187E+00, 0.708487331E+00
 0.627209741E+03, 0.972747418E+00, 0.709918356E+00
 0.628369022E+03, 0.972993371E+00, 0.711344127E+00
 0.629528303E+03, 0.973237068E+00, 0.712764655E+00
 0.630687583E+03, 0.973478530E+00, 0.714179946E+00
 0.631846864E+03, 0.973717779E+00, 0.715590009E+00
 0.633006145E+03, 0.973954834E+00, 0.716994851E+00
 0.634165426E+03, 0.974189718E+00, 0.718394482E+00
 0.635324707E+03, 0.974422449E+00, 0.719788910E+00
 0.636483988E+03, 0.974653049E+00, 0.721178143E+00
 0.637643269E+03, 0.974881537E+00, 0.722562190E+00
 0.638802549E+03, 0.975107934E+00, 0.723941061E+00
 0.639961830E+03, 0.975332259E+00, 0.725314764E+00
 0.641121111E+03, 0.975554531E+00, 0.726683308E+00
 0.642280392E+03, 0.975774770E+00, 0.728046702E+00
 0.643439673E+03, 0.975992995E+00, 0.729404957E+00
 0.644598954E+03, 0.976209224E+00, 0.730758081E+00
 0.645758234E+03, 0.976423477E+00, 0.732106083E+00
 0.646917515E+03, 0.976635773E+00, 0.733448975E+00
 0.648076796E+03, 0.976846129E+00, 0.734786764E+00
 0.649236077E+03, 0.977054564E+00, 0.736119462E+00
 0.650395358E+03, 0.977261095E+00, 0.737447079E+00
 0.651554639E+03, 0.977465742E+00, 0.738769623E+00
 0.652713920E+03, 0.977668521E+00, 0.740087106E+00
 0.653873200E+03, 0.977869450E+00, 0.741399539E+00
 0.655032481E+03, 0.978068546E+00, 0.742706930E+00
 0.656191762E+03, 0.978265827E+00, 0.744009291E+00
 0.657351043E+03, 0.978461310E+00, 0.745306632E+00
 0.658510324E+03, 0.978655012E+00, 0.746598964E+00
 0.659669605E+03, 0.978846948E+00, 0.747886298E+00
 0.660828885E+03, 0.979037137E+00, 0.749168644E+00
 0.661988166E+03, 0.979225594E+00, 0.750446014E+00
 0.663147447E+03, 0.979412336E+00, 0.751718418E+00
 0.664306728E+03, 0.979597378E+00, 0.752985867E+00
 0.665466009E+03, 0.979780737E+00, 0.754248373E+00
 0.666625290E+03, 0.979962428E+00, 0.755505947E+00
 0.667784571E+03, 0.980142468E+00, 0.756758600E+00
 0.668943851E+03, 0.980320871E+00, 0.758006343E+00
 0.670103132E+03, 0.980497653E+00, 0.759249188E+00
 0.671262413E+03, 0.980672830E+00, 0.760487147E+00
 0.672421694E+03, 0.980846416E+00, 0.761720231E+00
 0.673580975E+03, 0.981018425E+00, 0.762948451E+00
 0.674740256E+03, 0.981188874E+00, 0.764171820E+00
 0.675899537E+03, 0.981357777E+00, 0.765390350E+00
 0.677058817E+03, 0.981525147E+00, 0.766604051E+00
 0.678218098E+03, 0.981691000E+00, 0.767812936E+00
 0.679377379E+03, 0.981855350E+00, 0.769017017E+00
 0.680536660E+03, 0.982018211E+00, 0.770216307E+00
 0.681695941E+03, 0.982179596E+00, 0.771410816E+00
 0.682855222E+03, 0.982339520E+00, 0.772600557E+00
 0.684014502E+03, 0.982497996E+00, 0.773785544E+00
 0.685173783E+03, 0.982655038E+00, 0.774965786E+00
 0.686333064E+03, 0.982810659E+00, 0.776141298E+00
 0.687492345E+03, 0.982964873E+00, 0.777312091E+00
 0.688651626E+03, 0.983117692E+00, 0.778478178E+00
 0.689810907E+03, 0.983269130E+00, 0.779639572E+00
 0.690970188E+03, 0.983419200E+00, 0.780796284E+00
 0.692129468E+03, 0.983567915E+00, 0.781948327E+00
 0.693288749E+03, 0.983715286E+00, 0.783095714E+00
 0.694448030E+03, 0.983861328E+00, 0.784238458E+00
 0.695607311E+03, 0.984006051E+00, 0.785376571E+00
 0.696766592E+03, 0.984149470E+00, 0.786510067E+00
 0.697925873E+03, 0.984291595E+00, 0.787638957E+00
 0.699085154E+03, 0.984432438E+00, 0.788763254E+00
 0.700244434E+03, 0.984572013E+00, 0.789882972E+00
 0.701403715E+03, 0.984710330E+00, 0.790998123E+00
 0.702562996E+03, 0.984847401E+00, 0.792108721E+00
 0.703722277E+03, 0.984983239E+00, 0.793214778E+00
 0.704881558E+03, 0.985117854E+00, 0.794316306E+00
 0.706040839E+03, 0.985251258E+00, 0.795413320E+00
 0.707200119E+03, 0.985383463E+00, 0.796505833E+00
 0.708359400E+03, 0.985514478E+00, 0.797593856E+00
 0.709518681E+03, 0.985644317E+00, 0.798677404E+00
 0.710677962E+03, 0.985772989E+00, 0.799756490E+00
 0.711837243E+03, 0.985900505E+00, 0.800831126E+00
 0.712996524E+03, 0.986026877E+00, 0.801901326E+00
 0.714155805E+03, 0.986152114E+00, 0.802967103E+00
 0.715315085E+03, 0.986276228E+00, 0.804028471E+00
 0.716474366E+03, 0.986399228E+00, 0.805085442E+00
 0.717633647E+03, 0.986521126E+00, 0.806138030E+00
 0.718792928E+03, 0.986641932E+00, 0.807186248E+00
 0.719952209E+03, 0.986761655E+00, 0.808230110E+00
 0.721111490E+03, 0.986880306E+00, 0.809269629E+00
 0.722270770E+03, 0.986997895E+00, 0.810304818E+00
 0.723430051E+03, 0.987114431E+00, 0.811335690E+00
 0.724589332E+03, 0.987229925E+00, 0.812362260E+00
 0.725748613E+03, 0.987344386E+00, 0.813384539E+00
 0.726907894E+03, 0.987457824E+00, 0.814402543E+00
 0.728067175E+03, 0.987570248E+00, 0.815416284E+00
 0.729226456E+03, 0.987681668E+00, 0.816425776E+00
 0.730385736E+03, 0.987792092E+00, 0.817431031E+00
 0.731545017E+03, 0.987901531E+00, 0.818432065E+00
 0.732704298E+03, 0.988009994E+00, 0.819428889E+00
 0.733863579E+03, 0.988117489E+00, 0.820421519E+00
 0.735022860E+03, 0.988224025E+00, 0.821409966E+00
 0.736182141E+03, 0.988329611E+00, 0.822394245E+00
 0.737341422E+03, 0.988434257E+00, 0.823374369E+00
 0.738500702E+03, 0.988537971E+00, 0.824350352E+00
 0.739659983E+03, 0.988640761E+00, 0.825322207E+00
 0.740819264E+03, 0.988742636E+00, 0.826289948E+00
 0.741978545E+03, 0.988843605E+00, 0.827253588E+00
 0.743137826E+03, 0.988943676E+00, 0.828213141E+00
 0.744297107E+03, 0.989042857E+00, 0.829168620E+00
 0.745456387E+03, 0.989141156E+00, 0.830120039E+00
 0.746615668E+03, 0.989238583E+00, 0.831067412E+00
 0.747774949E+03, 0.989335144E+00, 0.832010752E+00
 0.748934230E+03, 0.989430847E+00, 0.832950072E+00
 0.750093511E+03, 0.989525702E+00, 0.833885387E+00
 0.751252792E+03, 0.989619715E+00, 0.834816709E+00
 0.752412073E+03, 0.989712894E+00, 0.835744052E+00
 0.753571353E+03, 0.989805248E+00, 0.836667430E+00
 0.754730634E+03, 0.989896783E+00, 0.837586857E+00
 0.755889915E+03, 0.989987507E+00, 0.838502345E+00
 0.757049196E+03, 0.990077428E+00, 0.839413909E+00
 0.758208477E+03, 0.990166553E+00, 0.840321561E+00
 0.759367758E+03, 0.990254890E+00, 0.841225316E+00
 0.760527038E+03, 0.990342445E+00, 0.842125187E+00
 0.761686319E+03, 0.990429227E+00, 0.843021187E+00
 0.762845600E+03, 0.990515241E+00, 0.843913331E+00
 0.764004881E+03, 0.990600495E+00, 0.844801631E+00
 0.765164162E+03, 0.990684997E+00, 0.845686101E+00
 0.766323443E+03, 0.990768753E+00, 0.846566754E+00
 0.767482724E+03, 0.990851770E+00, 0.847443604E+00
 0.768642004E+03, 0.990934054E+00, 0.848316664E+00
 0.769801285E+03, 0.991015613E+00, 0.849185949E+00
 0.770960566E+03, 0.991096454E+00, 0.850051470E+00
 0.772119847E+03, 0.991176582E+00, 0.850913242E+00
 0.773279128E+03, 0.991256004E+00, 0.851771278E+00
 0.774438409E+03, 0.991334728E+00, 0.852625592E+00
 0.775597690E+03, 0.991412758E+00, 0.853476197E+00
 0.776756970E+03, 0.991490102E+00, 0.854323105E+00
 0.777916251E+03, 0.991566766E+00, 0.855166332E+00
 0.779075532E+03, 0.991642757E+00, 0.856005889E+00
 0.780234813E+03, 0.991718079E+00, 0.856841790E+00
 0.781394094E+03, 0.991792740E+00, 0.857674049E+00
 0.782553375E+03, 0.991866746E+00, 0.858502679E+00
 0.783712655E+03, 0.991940102E+00, 0.859327693E+00
 0.784871936E+03, 0.992012815E+00, 0.860149105E+00
 0.786031217E+03, 0.992084890E+00, 0.860966927E+00
 0.787190498E+03, 0.992156334E+00, 0.861781173E+00
 0.788349779E+03, 0.992227151E+00, 0.862591856E+00
 0.789509060E+03, 0.992297349E+00, 0.863398990E+00
 0.790668341E+03, 0.992366931E+00, 0.864202587E+00
 0.791827621E+03, 0.992435905E+00, 0.865002661E+00
 0.792986902E+03, 0.992504276E+00, 0.865799224E+00
 0.794146183E+03, 0.992572049E+00, 0.866592290E+00
 0.795305464E+03, 0.992639229E+00, 0.867381873E+00
 0.796464745E+03, 0.992705822E+00, 0.868167984E+00
 0.797624026E+03, 0.992771834E+00, 0.868950638E+00
 0.798783306E+03, 0.992837269E+00, 0.869729846E+00
 0.799942587E+03, 0.992902134E+00, 0.870505623E+00
 0.801101868E+03, 0.992966433E+00, 0.871277981E+00
 0.802261149E+03, 0.993030171E+00, 0.872046933E+00
 0.803420430E+03, 0.993093353E+00, 0.872812493E+00
 0.804579711E+03, 0.993155985E+00, 0.873574672E+00
 0.805738992E+03, 0.993218072E+00, 0.874333484E+00
 0.806898272E+03, 0.993279618E+00, 0.875088942E+00
 0.808057553E+03, 0.993340628E+00, 0.875841059E+00
 0.809216834E+03, 0.993401108E+00, 0.876589847E+00
 0.810376115E+03, 0.993461062E+00, 0.877335319E+00
 0.811535396E+03, 0.993520495E+00, 0.878077489E+00
 0.812694677E+03, 0.993579412E+00, 0.878816368E+00
 0.813853958E+03, 0.993637816E+00, 0.879551970E+00
 0.815013238E+03, 0.993695714E+00, 0.880284307E+00
 0.816172519E+03, 0.993753110E+00, 0.881013392E+00
 0.817331800E+03, 0.993810008E+00, 0.881739237E+00
 0.818491081E+03, 0.993866412E+00, 0.882461856E+00
 0.819650362E+03, 0.993922328E+00, 0.883181260E+00
 0.820809643E+03, 0.993977759E+00, 0.883897463E+00
 0.821968923E+03, 0.994032711E+00, 0.884610477E+00
 0.823128204E+03, 0.994087186E+00, 0.885320315E+00
 0.824287485E+03, 0.994141191E+00, 0.886026988E+00
 0.825446766E+03, 0.994194728E+00, 0.886730509E+00
 0.826606047E+03, 0.994247803E+00, 0.887430892E+00
 0.827765328E+03, 0.994300419E+00, 0.888128148E+00
 0.828924609E+03, 0.994352580E+00, 0.888822289E+00
 0.830083889E+03, 0.994404291E+00, 0.889513328E+00
 0.831243170E+03, 0.994455556E+00, 0.890201278E+00
 0.832402451E+03, 0.994506378E+00, 0.890886150E+00
 0.833561732E+03, 0.994556762E+00, 0.891567957E+00
 0.834721013E+03, 0.994606712E+00, 0.892246712E+00
 0.835880294E+03, 0.994656232E+00, 0.892922425E+00
 0.837039574E+03, 0.994705325E+00, 0.893595110E+00
 0.838198855E+03, 0.994753995E+00, 0.894264779E+00
 0.839358136E+03, 0.994802247E+00, 0.894931443E+00
 0.840517417E+03, 0.994850084E+00, 0.895595115E+00
 0.841676698E+03, 0.994897509E+00, 0.896255807E+00
 0.842835979E+03, 0.994944527E+00, 0.896913531E+00
 0.843995260E+03, 0.994991140E+00, 0.897568299E+00
 0.845154540E+03, 0.995037354E+00, 0.898220123E+00
 0.846313821E+03, 0.995083170E+00, 0.898869015E+00
 0.847473102E+03, 0.995128594E+00, 0.899514986E+00
 0.848632383E+03, 0.995173628E+00, 0.900158049E+00
 0.849791664E+03, 0.995218276E+00, 0.900798215E+00
 0.850950945E+03, 0.995262541E+00, 0.901435496E+00
 0.852110226E+03, 0.995306428E+00, 0.902069905E+00
 0.853269506E+03, 0.995349938E+00, 0.902701452E+00
 0.854428787E+03, 0.995393076E+00, 0.903330150E+00
 0.855588068E+03, 0.995435845E+00, 0.903956009E+00
 0.856747349E+03, 0.995478248E+00, 0.904579043E+00
 0.857906630E+03, 0.995520289E+00, 0.905199262E+00
 0.859065911E+03, 0.995561971E+00, 0.905816678E+00
 0.860225191E+03, 0.995603297E+00, 0.906431302E+00
 0.861384472E+03, 0.995644269E+00, 0.907043147E+00
 0.862543753E+03, 0.995684893E+00, 0.907652223E+00
 0.863703034E+03, 0.995725169E+00, 0.908258542E+00
 0.864862315E+03, 0.995765103E+00, 0.908862115E+00
 0.866021596E+03, 0.995804696E+00, 0.909462954E+00
 0.867180877E+03, 0.995843952E+00, 0.910061071E+00
 0.868340157E+03, 0.995882873E+00, 0.910656475E+00
 0.869499438E+03, 0.995921463E+00, 0.911249180E+00
 0.870658719E+03, 0.995959725E+00, 0.911839196E+00
 0.871818000E+03, 0.995997662E+00, 0.912426533E+00
 0.872977281E+03, 0.996035275E+00, 0.913011205E+00
 0.874136562E+03, 0.996072570E+00, 0.913593220E+00
 0.875295842E+03, 0.996109547E+00, 0.914172592E+00
 0.876455123E+03, 0.996146211E+00, 0.914749330E+00
 0.877614404E+03, 0.996182564E+00, 0.915323446E+00
 0.878773685E+03, 0.996218608E+00, 0.915894951E+00
 0.879932966E+03, 0.996254346E+00, 0.916463856E+00
 0.881092247E+03, 0.996289782E+00, 0.917030171E+00
 0.882251528E+03, 0.996324918E+00, 0.917593909E+00
 0.883410808E+03, 0.996359756E+00, 0.918155079E+00
 0.884570089E+03, 0.996394299E+00, 0.918713692E+00
 0.885729370E+03, 0.996428549E+00, 0.919269759E+00
 0.886888651E+03, 0.996462511E+00, 0.919823292E+00
 0.888047932E+03, 0.996496185E+00, 0.920374300E+00
 0.889207213E+03, 0.996529574E+00, 0.920922795E+00
 0.890366494E+03, 0.996562682E+00, 0.921468787E+00
 0.891525774E+03, 0.996595510E+00, 0.922012287E+00
 0.892685055E+03, 0.996628061E+00, 0.922553305E+00
 0.893844336E+03, 0.996660337E+00, 0.923091853E+00
 0.895003617E+03, 0.996692341E+00, 0.923627939E+00
 0.896162898E+03, 0.996724076E+00, 0.924161576E+00
 0.897322179E+03, 0.996755543E+00, 0.924692774E+00
 0.898481459E+03, 0.996786745E+00, 0.925221542E+00
 0.899640740E+03, 0.996817684E+00, 0.925747892E+00
 0.900800021E+03, 0.996848364E+00, 0.926271833E+00
 0.901959302E+03, 0.996878785E+00, 0.926793377E+00
 0.903118583E+03, 0.996908950E+00, 0.927312533E+00
 0.904277864E+03, 0.996938862E+00, 0.927829312E+00
 0.905437145E+03, 0.996968523E+00, 0.928343723E+00
 0.906596425E+03, 0.996997935E+00, 0.928855778E+00
 0.907755706E+03, 0.997027100E+00, 0.929365485E+00
 0.908914987E+03, 0.997056020E+00, 0.929872856E+00
 0.910074268E+03, 0.997084698E+00, 0.930377901E+00
 0.911233549E+03, 0.997113135E+00, 0.930880629E+00
 0.912392830E+03, 0.997141334E+00, 0.931381051E+00
 0.913552111E+03, 0.997169298E+00, 0.931879176E+00
 0.914711391E+03, 0.997197027E+00, 0.932375014E+00
 0.915870672E+03, 0.997224524E+00, 0.932868576E+00
 0.917029953E+03, 0.997251791E+00, 0.933359872E+00
 0.918189234E+03, 0.997278830E+00, 0.933848910E+00
 0.919348515E+03, 0.997305643E+00, 0.934335702E+00
 0.920507796E+03, 0.997332232E+00, 0.934820256E+00
 0.921667076E+03, 0.997358600E+00, 0.935302583E+00
 0.922826357E+03, 0.997384747E+00, 0.935782691E+00
 0.923985638E+03, 0.997410676E+00, 0.936260592E+00
 0.925144919E+03, 0.997436389E+00, 0.936736294E+00
 0.926304200E+03, 0.997461888E+00, 0.937209808E+00
 0.927463481E+03, 0.997487174E+00, 0.937681142E+00
 0.928622762E+03, 0.997512250E+00, 0.938150307E+00
 0.929782042E+03, 0.997537117E+00, 0.938617311E+00
 0.930941323E+03, 0.997561777E+00, 0.939082164E+00
 0.932100604E+03, 0.997586232E+00, 0.939544876E+00
 0.933259885E+03, 0.997610484E+00, 0.940005457E+00
 0.934419166E+03, 0.997634534E+00, 0.940463914E+00
 0.935578447E+03, 0.997658385E+00, 0.940920259E+00
 0.936737727E+03, 0.997682037E+00, 0.941374499E+00
 0.937897008E+03, 0.997705493E+00, 0.941826645E+00
 0.939056289E+03, 0.997728755E+00, 0.942276706E+00
 0.940215570E+03, 0.997751824E+00, 0.942724690E+00
 0.941374851E+03, 0.997774702E+00, 0.943170608E+00
 0.942534132E+03, 0.997797390E+00, 0.943614467E+00
 0.943693413E+03, 0.997819890E+00, 0.944056278E+00
 0.944852693E+03, 0.997842205E+00, 0.944496049E+00
 0.946011974E+03, 0.997864334E+00, 0.944933789E+00
 0.947171255E+03, 0.997886281E+00, 0.945369508E+00
 0.948330536E+03, 0.997908046E+00, 0.945803214E+00
 0.949489817E+03, 0.997929631E+00, 0.946234916E+00
 0.950649098E+03, 0.997951038E+00, 0.946664623E+00
 0.951808379E+03, 0.997972269E+00, 0.947092344E+00
 0.952967659E+03, 0.997993324E+00, 0.947518088E+00
 0.954126940E+03, 0.998014206E+00, 0.947941864E+00
 0.955286221E+03, 0.998034915E+00, 0.948363680E+00
 0.956445502E+03, 0.998055454E+00, 0.948783545E+00
 0.957604783E+03, 0.998075824E+00, 0.949201468E+00
 0.958764064E+03, 0.998096026E+00, 0.949617457E+00
 0.959923344E+03, 0.998116061E+00, 0.950031521E+00
 0.961082625E+03, 0.998135932E+00, 0.950443669E+00
 0.962241906E+03, 0.998155640E+00, 0.950853909E+00
 0.963401187E+03, 0.998175185E+00, 0.951262251E+00
 0.964560468E+03, 0.998194570E+00, 0.951668701E+00
 0.965719749E+03, 0.998213796E+00, 0.952073269E+00
 0.966879030E+03, 0.998232864E+00, 0.952475963E+00
 0.968038310E+03, 0.998251776E+00, 0.952876792E+00
 0.969197591E+03, 0.998270532E+00, 0.953275764E+00
 0.970356872E+03, 0.998289135E+00, 0.953672887E+00
 0.971516153E+03, 0.998307585E+00, 0.954068170E+00
 0.972675434E+03, 0.998325885E+00, 0.954461620E+00
 0.973834715E+03, 0.998344034E+00, 0.954853247E+00
 0.974993995E+03, 0.998362035E+00, 0.955243058E+00
 0.976153276E+03, 0.998379889E+00, 0.955631061E+00
 0.977312557E+03, 0.998397596E+00, 0.956017265E+00
 0.978471838E+03, 0.998415159E+00, 0.956401678E+00
 0.979631119E+03, 0.998432579E+00, 0.956784307E+00
 0.980790400E+03, 0.998449856E+00, 0.957165161E+00
 0.981949681E+03, 0.998466992E+00, 0.957544248E+00
 0.983108961E+03, 0.998483989E+00, 0.957921576E+00
 0.984268242E+03, 0.998500847E+00, 0.958297153E+00
 0.985427523E+03, 0.998517568E+00, 0.958670987E+00
 0.986586804E+03, 0.998534152E+00, 0.959043085E+00
 0.987746085E+03, 0.998550601E+00, 0.959413455E+00
 0.988905366E+03, 0.998566917E+00, 0.959782106E+00
 0.990064647E+03, 0.998583099E+00, 0.960149045E+00
 0.991223927E+03, 0.998599150E+00, 0.960514280E+00
 0.992383208E+03, 0.998615071E+00, 0.960877818E+00
 0.993542489E+03, 0.998630862E+00, 0.961239667E+00
 0.994701770E+03, 0.998646525E+00, 0.961599836E+00
 0.995861051E+03, 0.998662061E+00, 0.961958330E+00
 0.997020332E+03, 0.998677470E+00, 0.962315159E+00
 0.998179612E+03, 0.998692755E+00, 0.962670330E+00
 0.999338893E+03, 0.998707916E+00, 0.963023850E+00
 0.100049817E+04, 0.998722954E+00, 0.963375727E+00
 0.100165745E+04, 0.998737870E+00, 0.963725968E+00
 0.100281674E+04, 0.998752665E+00, 0.964074581E+00
 0.100397602E+04, 0.998767341E+00, 0.964421572E+00
 0.100513530E+04, 0.998781898E+00, 0.964766951E+00
 0.100629458E+04, 0.998796337E+00, 0.965110723E+00
 0.100745386E+04, 0.998810659E+00, 0.965452896E+00
 0.100861314E+04, 0.998824866E+00, 0.965793478E+00
 0.100977242E+04, 0.998838958E+00, 0.966132476E+00
 0.101093170E+04, 0.998852936E+00, 0.966469897E+00
 0.101209098E+04, 0.998866802E+00, 0.966805748E+00
 0.101325026E+04, 0.998880555E+00, 0.967140036E+00
 0.101440954E+04, 0.998894198E+00, 0.967472769E+00
 0.101556883E+04, 0.998907731E+00, 0.967803953E+00
 0.101672811E+04, 0.998921155E+00, 0.968133596E+00
 0.101788739E+04, 0.998934471E+00, 0.968461705E+00
 0.101904667E+04, 0.998947679E+00, 0.968788287E+00
 0.102020595E+04, 0.998960781E+00, 0.969113349E+00
 0.102136523E+04, 0.998973778E+00, 0.969436897E+00
 0.102252451E+04, 0.998986671E+00, 0.969758940E+00
 0.102368379E+04, 0.998999460E+00, 0.970079483E+00
 0.102484307E+04, 0.999012146E+00, 0.970398533E+00
 0.102600235E+04, 0.999024731E+00, 0.970716098E+00
 0.102716163E+04, 0.999037214E+00, 0.971032184E+00
 0.102832091E+04, 0.999049598E+00, 0.971346798E+00
 0.102948020E+04, 0.999061882E+00, 0.971659947E+00
 0.103063948E+04, 0.999074067E+00, 0.971971638E+00
 0.103179876E+04, 0.999086155E+00, 0.972281877E+00
 0.103295804E+04, 0.999098147E+00, 0.972590670E+00
 0.103411732E+04, 0.999110042E+00, 0.972898026E+00
 0.103527660E+04, 0.999121842E+00, 0.973203949E+00
 0.103643588E+04, 0.999133548E+00, 0.973508447E+00
 0.103759516E+04, 0.999145160E+00, 0.973811527E+00
 0.103875444E+04, 0.999156680E+00, 0.974113195E+00
 0.103991372E+04, 0.999168108E+00, 0.974413457E+00
 0.104107300E+04, 0.999179444E+00, 0.974712320E+00
 0.104223228E+04, 0.999190690E+00, 0.975009790E+00
 0.104339157E+04, 0.999201846E+00, 0.975305875E+00
 0.104455085E+04, 0.999212914E+00, 0.975600579E+00
 0.104571013E+04, 0.999223893E+00, 0.975893910E+00
 0.104686941E+04, 0.999234785E+00, 0.976185874E+00
 0.104802869E+04, 0.999245590E+00, 0.976476478E+00
 0.104918797E+04, 0.999256309E+00, 0.976765727E+00
 0.105034725E+04, 0.999266943E+00, 0.977053627E+00
 0.105150653E+04, 0.999277492E+00, 0.977340186E+00
 0.105266581E+04, 0.999287957E+00, 0.977625409E+00
 0.105382509E+04, 0.999298340E+00, 0.977909303E+00
 0.105498437E+04, 0.999308640E+00, 0.978191873E+00
 0.105614365E+04, 0.999318858E+00, 0.978473126E+00
 0.105730294E+04, 0.999328995E+00, 0.978753068E+00
 0.105846222E+04, 0.999339052E+00, 0.979031705E+00
 0.105962150E+04, 0.999349029E+00, 0.979309043E+00
 0.106078078E+04, 0.999358927E+00, 0.979585088E+00
 0.106194006E+04, 0.999368747E+00, 0.979859846E+00
 0.106309934E+04, 0.999378489E+00, 0.980133323E+00
 0.106425862E+04, 0.999388154E+00, 0.980405525E+00
 0.106541790E+04, 0.999397742E+00, 0.980676458E+00
 0.106657718E+04, 0.999407255E+00, 0.980946128E+00
 0.106773646E+04, 0.999416692E+00, 0.981214540E+00
 0.106889574E+04, 0.999426055E+00, 0.981481701E+00
 0.107005503E+04, 0.999435344E+00, 0.981747616E+00
 0.107121431E+04, 0.999444560E+00, 0.982012291E+00
 0.107237359E+04, 0.999453703E+00, 0.982275733E+00
 0.107353287E+04, 0.999462774E+00, 0.982537945E+00
 0.107469215E+04, 0.999471773E+00, 0.982798936E+00
 0.107585143E+04, 0.999480702E+00, 0.983058709E+00
 0.107701071E+04, 0.999489560E+00, 0.983317271E+00
 0.107816999E+04, 0.999498349E+00, 0.983574627E+00
 0.107932927E+04, 0.999507068E+00, 0.983830784E+00
 0.108048855E+04, 0.999515719E+00, 0.984085746E+00
 0.108164783E+04, 0.999524302E+00, 0.984339519E+00
 0.108280711E+04, 0.999532818E+00, 0.984592109E+00
 0.108396640E+04, 0.999541266E+00, 0.984843521E+00
 0.108512568E+04, 0.999549649E+00, 0.985093761E+00
