s,C,kg/m3,Pa,kg/kg,%,kJ,kJ
 8.6899996E+000, 2.2331430E+001, 1.2214487E+000, 4.0514601E+003, 2.0527740E-002, 1.0181033E+002, 6.0482649E+002, 1.6274792E+001
 8.6999998E+000, 2.2331290E+001, 1.2214494E+000, 4.0514609E+003, 2.0527512E-002, 1.0181000E+002, 6.0482693E+002, 1.6274490E+001
 8.7100000E+000, 2.2331150E+001, 1.2214502E+000, 4.0514614E+003, 2.0527282E-002, 1.0180967E+002, 6.0482619E+002, 1.6274190E+001
 8.7200003E+000, 2.2330943E+001, 1.2214503E+000, 4.0513794E+003, 2.0527052E-002, 1.0180972E+002, 6.0482622E+002, 1.6273618E+001
 8.7299995E+000, 2.2330747E+001, 1.2214504E+000, 4.0513094E+003, 2.0526821E-002, 1.0180971E+002, 6.0482704E+002, 1.6273265E+001
 8.7399998E+000, 2.2330616E+001, 1.2214513E+000, 4.0513201E+003, 2.0526590E-002, 1.0180931E+002, 6.0482677E+002, 1.6272937E+001
 8.7500000E+000, 2.2330483E+001, 1.2214521E+000, 4.0513267E+003, 2.0526358E-002, 1.0180894E+002, 6.0482681E+002, 1.6272623E+001
 8.7600002E+000, 2.2330348E+001, 1.2214528E+000, 4.0513309E+003, 2.0526127E-002, 1.0180857E+002, 6.0482669E+002, 1.6272318E+001
 8.7700005E+000, 2.2330211E+001, 1.2214536E+000, 4.0513335E+003, 2.0525895E-002, 1.0180821E+002, 6.0482750E+002, 1.6272019E+001
 8.7799997E+000, 2.2330074E+001, 1.2214544E+000, 4.0513351E+003, 2.0525663E-002, 1.0180785E+002, 6.0482878E+002, 1.6271725E+001
 8.7900000E+000, 2.2329937E+001, 1.2214551E+000, 4.0513361E+003, 2.0525431E-002, 1.0180749E+002, 6.0482834E+002, 1.6271434E+001
 8.8000002E+000, 2.2329799E+001, 1.2214558E+000, 4.0513366E+003, 2.0525199E-002, 1.0180713E+002, 6.0482829E+002, 1.6271145E+001
 8.8100004E+000, 2.2329660E+001, 1.2214566E+000, 4.0513369E+003, 2.0524966E-002, 1.0180678E+002, 6.0482863E+002, 1.6270858E+001
 8.8199997E+000, 2.2329522E+001, 1.2214573E+000, 4.0513370E+003, 2.0524733E-002, 1.0180642E+002, 6.0482858E+002, 1.6270573E+001
 8.8299999E+000, 2.2329384E+001, 1.2214581E+000, 4.0513371E+003, 2.0524501E-002, 1.0180607E+002, 6.0482923E+002, 1.6270289E+001
 8.8400002E+000, 2.2329245E+001, 1.2214588E+000, 4.0513370E+003, 2.0524268E-002, 1.0180571E+002, 6.0482956E+002, 1.6270007E+001
 8.8500004E+000, 2.2329107E+001, 1.2214596E+000, 4.0513369E+003, 2.0524035E-002, 1.0180536E+002, 6.0482966E+002, 1.6269726E+001
 8.8599997E+000, 2.2328968E+001, 1.2214603E+000, 4.0513368E+003, 2.0523802E-002, 1.0180500E+002, 6.0483031E+002, 1.6269446E+001
 8.8699999E+000, 2.2328830E+001, 1.2214610E+000, 4.0513366E+003, 2.0523569E-002, 1.0180464E+002, 6.0483087E+002, 1.6269167E+001
 8.8800001E+000, 2.2328691E+001, 1.2214618E+000, 4.0513364E+003, 2.0523336E-002, 1.0180429E+002, 6.0483042E+002, 1.6268889E+001
 8.8900003E+000, 2.2328553E+001, 1.2214625E+000, 4.0513362E+003, 2.0523103E-002, 1.0180393E+002, 6.0482989E+002, 1.6268613E+001
 8.8999996E+000, 2.2328414E+001, 1.2214633E+000, 4.0513360E+003, 2.0522870E-002, 1.0180357E+002, 6.0482982E+002, 1.6268337E+001
 8.9099998E+000, 2.2328276E+001, 1.2214640E+000, 4.0513358E+003, 2.0522637E-002, 1.0180322E+002, 6.0482952E+002, 1.6268063E+001
 8.9200001E+000, 2.2328137E+001, 1.2214647E+000, 4.0513356E+003, 2.0522404E-002, 1.0180286E+002, 6.0482977E+002, 1.6267789E+001
 8.9300003E+000, 2.2327999E+001, 1.2214655E+000, 4.0513354E+003, 2.0522171E-002, 1.0180250E+002, 6.0483001E+002, 1.6267517E+001
 8.9399996E+000, 2.2327860E+001, 1.2214662E+000, 4.0513351E+003, 2.0521938E-002, 1.0180215E+002, 6.0483018E+002, 1.6267245E+001
 8.9499998E+000, 2.2327722E+001, 1.2214669E+000, 4.0513349E+003, 2.0521705E-002, 1.0180179E+002, 6.0482995E+002, 1.6266975E+001
 8.9600000E+000, 2.2327583E+001, 1.2214677E+000, 4.0513347E+003, 2.0521472E-002, 1.0180144E+002, 6.0483019E+002, 1.6266706E+001
 8.9700003E+000, 2.2327445E+001, 1.2214684E+000, 4.0513345E+003, 2.0521240E-002, 1.0180108E+002, 6.0483066E+002, 1.6266438E+001
 8.9799995E+000, 2.2327307E+001, 1.2214692E+000, 4.0513343E+003, 2.0521007E-002, 1.0180073E+002, 6.0483074E+002, 1.6266170E+001
 8.9899998E+000, 2.2327168E+001, 1.2214699E+000, 4.0513341E+003, 2.0520774E-002, 1.0180037E+002, 6.0483089E+002, 1.6265904E+001
 9.0000000E+000, 2.2327030E+001, 1.2214706E+000, 4.0513339E+003, 2.0520542E-002, 1.0180001E+002, 6.0483065E+002, 1.6265639E+001
 9.0100002E+000, 2.2326892E+001, 1.2214714E+000, 4.0513337E+003, 2.0520309E-002, 1.0179966E+002, 6.0483049E+002, 1.6265374E+001
 9.0200005E+000, 2.2326753E+001, 1.2214721E+000, 4.0513336E+003, 2.0520077E-002, 1.0179930E+002, 6.0483033E+002, 1.6265111E+001
 9.0299997E+000, 2.2326615E+001, 1.2214729E+000, 4.0513334E+003, 2.0519844E-002, 1.0179895E+002, 6.0483079E+002, 1.6264848E+001
 9.0400000E+000, 2.2326477E+001, 1.2214736E+000, 4.0513333E+003, 2.0519612E-002, 1.0179859E+002, 6.0483086E+002, 1.6264587E+001
 9.0500002E+000, 2.2326339E+001, 1.2214743E+000, 4.0513331E+003, 2.0519379E-002, 1.0179824E+002, 6.0483109E+002, 1.6264326E+001
 9.0600004E+000, 2.2326200E+001, 1.2214751E+000, 4.0513330E+003, 2.0519147E-002, 1.0179788E+002, 6.0483061E+002, 1.6264066E+001
 9.0699997E+000, 2.2326062E+001, 1.2214758E+000, 4.0513329E+003, 2.0518915E-002, 1.0179753E+002, 6.0483076E+002, 1.6263807E+001
 9.0799999E+000, 2.2325924E+001, 1.2214765E+000, 4.0513328E+003, 2.0518682E-002, 1.0179717E+002, 6.0483106E+002, 1.6263549E+001
 9.0900002E+000, 2.2325786E+001, 1.2214773E+000, 4.0513327E+003, 2.0518450E-002, 1.0179682E+002, 6.0483190E+002, 1.6263292E+001
 9.1000004E+000, 2.2325648E+001, 1.2214780E+000, 4.0513327E+003, 2.0518218E-002, 1.0179646E+002, 6.0483158E+002, 1.6263036E+001
 9.1099997E+000, 2.2325510E+001, 1.2214788E+000, 4.0513326E+003, 2.0517986E-002, 1.0179611E+002, 6.0483125E+002, 1.6262781E+001
 9.1199999E+000, 2.2325372E+001, 1.2214795E+000, 4.0513325E+003, 2.0517754E-002, 1.0179575E+002, 6.0483130E+002, 1.6262527E+001
 9.1300001E+000, 2.2325234E+001, 1.2214802E+000, 4.0513325E+003, 2.0517521E-002, 1.0179539E+002, 6.0483159E+002, 1.6262273E+001
 9.1400003E+000, 2.2325096E+001, 1.2214810E+000, 4.0513325E+003, 2.0517289E-002, 1.0179504E+002, 6.0483212E+002, 1.6262021E+001
 9.1499996E+000, 2.2324958E+001, 1.2214817E+000, 4.0513325E+003, 2.0517057E-002, 1.0179468E+002, 6.0483241E+002, 1.6261769E+001
 9.1599998E+000, 2.2324821E+001, 1.2214825E+000, 4.0513325E+003, 2.0516824E-002, 1.0179432E+002, 6.0483308E+002, 1.6261518E+001
 9.1700001E+000, 2.2324683E+001, 1.2214832E+000, 4.0513325E+003, 2.0516592E-002, 1.0179397E+002, 6.0483306E+002, 1.6261268E+001
 9.1800003E+000, 2.2324545E+001, 1.2214839E+000, 4.0513325E+003, 2.0516360E-002, 1.0179361E+002, 6.0483319E+002, 1.6261019E+001
 9.1899996E+000, 2.2324407E+001, 1.2214847E+000, 4.0513325E+003, 2.0516127E-002, 1.0179325E+002, 6.0483293E+002, 1.6260771E+001
 9.1999998E+000, 2.2324269E+001, 1.2214854E+000, 4.0513326E+003, 2.0515895E-002, 1.0179289E+002, 6.0483329E+002, 1.6260524E+001
 9.2100000E+000, 2.2324132E+001, 1.2214862E+000, 4.0513327E+003, 2.0515662E-002, 1.0179253E+002, 6.0483318E+002, 1.6260278E+001
 9.2200003E+000, 2.2323994E+001, 1.2214869E+000, 4.0513328E+003, 2.0515429E-002, 1.0179217E+002, 6.0483393E+002, 1.6260032E+001
 9.2299995E+000, 2.2323857E+001, 1.2214876E+000, 4.0513329E+003, 2.0515196E-002, 1.0179181E+002, 6.0483429E+002, 1.6259787E+001
 9.2399998E+000, 2.2323719E+001, 1.2214884E+000, 4.0513330E+003, 2.0514963E-002, 1.0179145E+002, 6.0483417E+002, 1.6259543E+001
 9.2500000E+000, 2.2323581E+001, 1.2214891E+000, 4.0513331E+003, 2.0514730E-002, 1.0179108E+002, 6.0483421E+002, 1.6259300E+001
 9.2600002E+000, 2.2323444E+001, 1.2214898E+000, 4.0513333E+003, 2.0514497E-002, 1.0179072E+002, 6.0483418E+002, 1.6259058E+001
 9.2700005E+000, 2.2323306E+001, 1.2214906E+000, 4.0513334E+003, 2.0514264E-002, 1.0179036E+002, 6.0483476E+002, 1.6258816E+001
 9.2799997E+000, 2.2323169E+001, 1.2214913E+000, 4.0513336E+003, 2.0514030E-002, 1.0178999E+002, 6.0483566E+002, 1.6258575E+001
 9.2900000E+000, 2.2323031E+001, 1.2214921E+000, 4.0513338E+003, 2.0513796E-002, 1.0178962E+002, 6.0483593E+002, 1.6258335E+001
 9.3000002E+000, 2.2322894E+001, 1.2214928E+000, 4.0513340E+003, 2.0513562E-002, 1.0178926E+002, 6.0483526E+002, 1.6258096E+001
 9.3100004E+000, 2.2322756E+001, 1.2214935E+000, 4.0513342E+003, 2.0513328E-002, 1.0178889E+002, 6.0483561E+002, 1.6257857E+001
 9.3199997E+000, 2.2322619E+001, 1.2214943E+000, 4.0513344E+003, 2.0513094E-002, 1.0178852E+002, 6.0483635E+002, 1.6257619E+001
 9.3299999E+000, 2.2322481E+001, 1.2214950E+000, 4.0513346E+003, 2.0512860E-002, 1.0178815E+002, 6.0483638E+002, 1.6257382E+001
 9.3400002E+000, 2.2322344E+001, 1.2214958E+000, 4.0513349E+003, 2.0512625E-002, 1.0178778E+002, 6.0483688E+002, 1.6257146E+001
 9.3500004E+000, 2.2322206E+001, 1.2214965E+000, 4.0513351E+003, 2.0512390E-002, 1.0178741E+002, 6.0483738E+002, 1.6256911E+001
 9.3599997E+000, 2.2322069E+001, 1.2214973E+000, 4.0513354E+003, 2.0512155E-002, 1.0178703E+002, 6.0483819E+002, 1.6256676E+001
 9.3699999E+000, 2.2321932E+001, 1.2214980E+000, 4.0513356E+003, 2.0511920E-002, 1.0178666E+002, 6.0483899E+002, 1.6256442E+001
 9.3800001E+000, 2.2321794E+001, 1.2214987E+000, 4.0513359E+003, 2.0511684E-002, 1.0178628E+002, 6.0483902E+002, 1.6256209E+001
 9.3900003E+000, 2.2321657E+001, 1.2214995E+000, 4.0513362E+003, 2.0511448E-002, 1.0178591E+002, 6.0483951E+002, 1.6255977E+001
 9.3999996E+000, 2.2321519E+001, 1.2215002E+000, 4.0513365E+003, 2.0511212E-002, 1.0178553E+002, 6.0483977E+002, 1.6255746E+001
 9.4099998E+000, 2.2321382E+001, 1.2215010E+000, 4.0513368E+003, 2.0510976E-002, 1.0178515E+002, 6.0483995E+002, 1.6255515E+001
 9.4200001E+000, 2.2321245E+001, 1.2215017E+000, 4.0513371E+003, 2.0510740E-002, 1.0178477E+002, 6.0484020E+002, 1.6255285E+001
 9.4300003E+000, 2.2321107E+001, 1.2215025E+000, 4.0513374E+003, 2.0510503E-002, 1.0178438E+002, 6.0484101E+002, 1.6255056E+001
 9.4399996E+000, 2.2320970E+001, 1.2215032E+000, 4.0513378E+003, 2.0510266E-002, 1.0178400E+002, 6.0484119E+002, 1.6254828E+001
 9.4499998E+000, 2.2320833E+001, 1.2215039E+000, 4.0513381E+003, 2.0510028E-002, 1.0178361E+002, 6.0484128E+002, 1.6254600E+001
 9.4600000E+000, 2.2320695E+001, 1.2215047E+000, 4.0513385E+003, 2.0509791E-002, 1.0178323E+002, 6.0484091E+002, 1.6254374E+001
 9.4700003E+000, 2.2320558E+001, 1.2215054E+000, 4.0513388E+003, 2.0509553E-002, 1.0178284E+002, 6.0484147E+002, 1.6254148E+001
 9.4799995E+000, 2.2320421E+001, 1.2215062E+000, 4.0513392E+003, 2.0509314E-002, 1.0178245E+002, 6.0484187E+002, 1.6253922E+001
 9.4899998E+000, 2.2320283E+001, 1.2215069E+000, 4.0513396E+003, 2.0509076E-002, 1.0178206E+002, 6.0484196E+002, 1.6253698E+001
 9.5000000E+000, 2.2320146E+001, 1.2215077E+000, 4.0513400E+003, 2.0508837E-002, 1.0178167E+002, 6.0484159E+002, 1.6253474E+001
 9.5100002E+000, 2.2320009E+001, 1.2215084E+000, 4.0513404E+003, 2.0508598E-002, 1.0178127E+002, 6.0484152E+002, 1.6253251E+001
 9.5200005E+000, 2.2319871E+001, 1.2215092E+000, 4.0513409E+003, 2.0508359E-002, 1.0178088E+002, 6.0484192E+002, 1.6253029E+001
 9.5299997E+000, 2.2319734E+001, 1.2215099E+000, 4.0513413E+003, 2.0508119E-002, 1.0178048E+002, 6.0484177E+002, 1.6252807E+001
 9.5400000E+000, 2.2319596E+001, 1.2215107E+000, 4.0513418E+003, 2.0507879E-002, 1.0178008E+002, 6.0484146E+002, 1.6252587E+001
 9.5500002E+000, 2.2319459E+001, 1.2215114E+000, 4.0513422E+003, 2.0507638E-002, 1.0177968E+002, 6.0484170E+002, 1.6252367E+001
 9.5600004E+000, 2.2319322E+001, 1.2215122E+000, 4.0513427E+003, 2.0507398E-002, 1.0177928E+002, 6.0484218E+002, 1.6252147E+001
 9.5699997E+000, 2.2319184E+001, 1.2215129E+000, 4.0513432E+003, 2.0507157E-002, 1.0177888E+002, 6.0484281E+002, 1.6251928E+001
 9.5799999E+000, 2.2319047E+001, 1.2215136E+000, 4.0513437E+003, 2.0506915E-002, 1.0177847E+002, 6.0484304E+002, 1.6251710E+001
 9.5900002E+000, 2.2318909E+001, 1.2215144E+000, 4.0513442E+003, 2.0506674E-002, 1.0177806E+002, 6.0484328E+002, 1.6251493E+001
 9.6000004E+000, 2.2318772E+001, 1.2215151E+000, 4.0513447E+003, 2.0506431E-002, 1.0177766E+002, 6.0484375E+002, 1.6251276E+001
 9.6099997E+000, 2.2318634E+001, 1.2215159E+000, 4.0513452E+003, 2.0506189E-002, 1.0177725E+002, 6.0484414E+002, 1.6251060E+001
 9.6199999E+000, 2.2318497E+001, 1.2215167E+000, 4.0513457E+003, 2.0505946E-002, 1.0177684E+002, 6.0484515E+002, 1.6250845E+001
 9.6300001E+000, 2.2318359E+001, 1.2215174E+000, 4.0513463E+003, 2.0505703E-002, 1.0177642E+002, 6.0484632E+002, 1.6250631E+001
 9.6400003E+000, 2.2318222E+001, 1.2215182E+000, 4.0513468E+003, 2.0505460E-002, 1.0177601E+002, 6.0484687E+002, 1.6250417E+001
 9.6499996E+000, 2.2318084E+001, 1.2215189E+000, 4.0513474E+003, 2.0505216E-002, 1.0177559E+002, 6.0484725E+002, 1.6250203E+001
 9.6599998E+000, 2.2317946E+001, 1.2215197E+000, 4.0513480E+003, 2.0504972E-002, 1.0177518E+002, 6.0484725E+002, 1.6249991E+001
 9.6700001E+000, 2.2317809E+001, 1.2215204E+000, 4.0513485E+003, 2.0504728E-002, 1.0177476E+002, 6.0484724E+002, 1.6249779E+001
 9.6800003E+000, 2.2317671E+001, 1.2215212E+000, 4.0513491E+003, 2.0504483E-002, 1.0177434E+002, 6.0484770E+002, 1.6249568E+001
 9.6899996E+000, 2.2317533E+001, 1.2215219E+000, 4.0513497E+003, 2.0504238E-002, 1.0177392E+002, 6.0484847E+002, 1.6249357E+001
 9.6999998E+000, 2.2317395E+001, 1.2215227E+000, 4.0513503E+003, 2.0503993E-002, 1.0177349E+002, 6.0484870E+002, 1.6249147E+001
 9.7100000E+000, 2.2317257E+001, 1.2215234E+000, 4.0513509E+003, 2.0503747E-002, 1.0177307E+002, 6.0484838E+002, 1.6248938E+001
 9.7200003E+000, 2.2317120E+001, 1.2215242E+000, 4.0513516E+003, 2.0503501E-002, 1.0177264E+002, 6.0484814E+002, 1.6248729E+001
 9.7299995E+000, 2.2316982E+001, 1.2215249E+000, 4.0513522E+003, 2.0503254E-002, 1.0177222E+002, 6.0484875E+002, 1.6248521E+001
 9.7399998E+000, 2.2316844E+001, 1.2215257E+000, 4.0513529E+003, 2.0503008E-002, 1.0177179E+002, 6.0484921E+002, 1.6248314E+001
 9.7500000E+000, 2.2316706E+001, 1.2215265E+000, 4.0513535E+003, 2.0502761E-002, 1.0177136E+002, 6.0484927E+002, 1.6248108E+001
 9.7600002E+000, 2.2316568E+001, 1.2215272E+000, 4.0513542E+003, 2.0502513E-002, 1.0177093E+002, 6.0484965E+002, 1.6247902E+001
 9.7700005E+000, 2.2316430E+001, 1.2215280E+000, 4.0513548E+003, 2.0502266E-002, 1.0177049E+002, 6.0484916E+002, 1.6247696E+001
 9.7799997E+000, 2.2316292E+001, 1.2215287E+000, 4.0513555E+003, 2.0502017E-002, 1.0177006E+002, 6.0484969E+002, 1.6247492E+001
 9.7900000E+000, 2.2316154E+001, 1.2215295E+000, 4.0513562E+003, 2.0501769E-002, 1.0176962E+002, 6.0485068E+002, 1.6247288E+001
 9.8000002E+000, 2.2316015E+001, 1.2215303E+000, 4.0513569E+003, 2.0501520E-002, 1.0176918E+002, 6.0485051E+002, 1.6247085E+001
 9.8100004E+000, 2.2315877E+001, 1.2215310E+000, 4.0513576E+003, 2.0501271E-002, 1.0176875E+002, 6.0485072E+002, 1.6246882E+001
 9.8199997E+000, 2.2315739E+001, 1.2215318E+000, 4.0513584E+003, 2.0501022E-002, 1.0176831E+002, 6.0485117E+002, 1.6246680E+001
 9.8299999E+000, 2.2315601E+001, 1.2215325E+000, 4.0513591E+003, 2.0500772E-002, 1.0176786E+002, 6.0485161E+002, 1.6246478E+001
 9.8400002E+000, 2.2315463E+001, 1.2215333E+000, 4.0513599E+003, 2.0500522E-002, 1.0176742E+002, 6.0485151E+002, 1.6246277E+001
 9.8500004E+000, 2.2315324E+001, 1.2215341E+000, 4.0513606E+003, 2.0500272E-002, 1.0176698E+002, 6.0485180E+002, 1.6246077E+001
 9.8599997E+000, 2.2315186E+001, 1.2215348E+000, 4.0513614E+003, 2.0500021E-002, 1.0176653E+002, 6.0485201E+002, 1.6245877E+001
 9.8699999E+000, 2.2315047E+001, 1.2215356E+000, 4.0513622E+003, 2.0499770E-002, 1.0176608E+002, 6.0485229E+002, 1.6245678E+001
 9.8800001E+000, 2.2314909E+001, 1.2215363E+000, 4.0513630E+003, 2.0499519E-002, 1.0176564E+002, 6.0485211E+002, 1.6245480E+001
 9.8900003E+000, 2.2314770E+001, 1.2215371E+000, 4.0513638E+003, 2.0499268E-002, 1.0176519E+002, 6.0485185E+002, 1.6245282E+001
 9.8999996E+000, 2.2314632E+001, 1.2215379E+000, 4.0513646E+003, 2.0499016E-002, 1.0176474E+002, 6.0485236E+002, 1.6245084E+001
 9.9099998E+000, 2.2314493E+001, 1.2215386E+000, 4.0513654E+003, 2.0498764E-002, 1.0176428E+002, 6.0485296E+002, 1.6244887E+001
 9.9200001E+000, 2.2314354E+001, 1.2215394E+000, 4.0513662E+003, 2.0498511E-002, 1.0176383E+002, 6.0485285E+002, 1.6244691E+001
 9.9300003E+000, 2.2314216E+001, 1.2215402E+000, 4.0513670E+003, 2.0498258E-002, 1.0176338E+002, 6.0485313E+002, 1.6244495E+001
 9.9399996E+000, 2.2314077E+001, 1.2215409E+000, 4.0513679E+003, 2.0498005E-002, 1.0176292E+002, 6.0485333E+002, 1.6244300E+001
 9.9499998E+000, 2.2313938E+001, 1.2215417E+000, 4.0513687E+003, 2.0497752E-002, 1.0176246E+002, 6.0485361E+002, 1.6244106E+001
 9.9600000E+000, 2.2313799E+001, 1.2215425E+000, 4.0513695E+003, 2.0497498E-002, 1.0176201E+002, 6.0485412E+002, 1.6243912E+001
 9.9700003E+000, 2.2313660E+001, 1.2215432E+000, 4.0513704E+003, 2.0497244E-002, 1.0176155E+002, 6.0485424E+002, 1.6243718E+001
 9.9799995E+000, 2.2313521E+001, 1.2215440E+000, 4.0513713E+003, 2.0496990E-002, 1.0176109E+002, 6.0485413E+002, 1.6243525E+001
 9.9899998E+000, 2.2313382E+001, 1.2215448E+000, 4.0513721E+003, 2.0496736E-002, 1.0176063E+002, 6.0485370E+002, 1.6243333E+001
 1.0000000E+001, 2.2313243E+001, 1.2215456E+000, 4.0513730E+003, 2.0496481E-002, 1.0176016E+002, 6.0485358E+002, 1.6243141E+001
