s,status,status
Time,"controller 1","controller 2"
 0.0000000E+000,-1,-1
 5.0000001E-002,-1,-1
 1.0000000E-001,-1,-1
 1.5000001E-001,-1,-1
 2.0000000E-001,-1,-1
 2.5000000E-001,-1,-1
 3.0000001E-001,-1,-1
 3.4999999E-001,-1,-1
 4.0000001E-001,-1,-1
 4.4999999E-001,-1,-1
 5.0000000E-001,-1,-1
 5.5000001E-001,-1,-1
 6.0000002E-001,-1,-1
 6.4999998E-001,-1,-1
 6.9999999E-001,-1,-1
 7.5000000E-001,-1,-1
 8.0000001E-001,-1,-1
 8.5000002E-001,-1,-1
 8.9999998E-001,-1,-1
 9.4999999E-001,-1,-1
 1.0000000E+000,-1,-1
 1.0500000E+000,-1,-1
 1.1000000E+000,-1,-1
 1.1500000E+000,-1,-1
 1.2000000E+000,-1,-1
 1.2500000E+000,-1,-1
 1.3000000E+000,-1,-1
 1.3500000E+000,-1,-1
 1.4000000E+000,-1,-1
 1.4500000E+000,-1,-1
 1.5000000E+000,-1,-1
 1.5500000E+000,-1,-1
 1.6000000E+000,-1,-1
 1.6500000E+000,-1,-1
 1.7000000E+000,-1,-1
 1.7500000E+000,-1,-1
 1.8000000E+000,-1,-1
 1.8500000E+000,-1,-1
 1.9000000E+000,-1,-1
 1.9500000E+000,-1,-1
 2.0000000E+000,-1,-1
 2.0500000E+000,-1,-1
 2.0999999E+000,-1,-1
 2.1500001E+000,-1,-1
 2.2000000E+000,-1,-1
 2.2500000E+000,-1,-1
 2.3000000E+000,-1,-1
 2.3499999E+000,-1,-1
 2.4000001E+000,-1,-1
 2.4500000E+000,-1,-1
 2.5000000E+000,-1,-1
 2.5500000E+000,-1,-1
 2.5999999E+000,-1,-1
 2.6500001E+000,-1,-1
 2.7000000E+000,-1,-1
 2.7500000E+000,-1,-1
 2.8000000E+000,-1,-1
 2.8499999E+000,-1,-1
 2.9000001E+000,-1,-1
 2.9500000E+000,-1,-1
 3.0000000E+000,-1, 1
 3.0500000E+000,-1, 1
 3.0999999E+000,-1, 1
 3.1500001E+000,-1, 1
 3.1668758E+000,-1, 1
 3.1782370E+000,-1, 1
 3.1888530E+000,-1, 1
 3.1994693E+000,-1, 1
 3.2100854E+000,-1, 1
 3.2207015E+000,-1, 1
 3.2313175E+000,-1, 1
 3.2429953E+000,-1, 1
 3.2546730E+000,-1, 1
 3.2675185E+000,-1, 1
 3.2803640E+000,-1, 1
 3.2932096E+000,-1, 1
 3.3060551E+000,-1, 1
 3.3189006E+000,-1, 1
 3.3317459E+000,-1, 1
 3.3445914E+000,-1, 1
 3.3574369E+000,-1, 1
 3.3702824E+000,-1, 1
 3.3831279E+000,-1, 1
 3.3959734E+000,-1, 1
 3.4088190E+000,-1, 1
 3.4216645E+000,-1, 1
 3.4345100E+000,-1, 1
 3.4473555E+000,-1, 1
 3.4602008E+000,-1, 1
 3.4730463E+000,-1, 1
 3.4858918E+000,-1, 1
 3.4987373E+000,-1, 1
 3.5115829E+000,-1, 1
 3.5244284E+000,-1, 1
 3.5372739E+000,-1, 1
 3.5501194E+000,-1, 1
 3.5629649E+000,-1, 1
 3.5758104E+000,-1, 1
 3.5886559E+000,-1, 1
 3.6015012E+000,-1, 1
 3.6143467E+000,-1, 1
 3.6271923E+000,-1, 1
 3.6400378E+000,-1, 1
 3.6528833E+000,-1, 1
 3.6657288E+000,-1, 1
 3.6785743E+000,-1, 1
 3.6914198E+000,-1, 1
 3.7042654E+000,-1, 1
 3.7171109E+000,-1, 1
 3.7299562E+000,-1, 1
 3.7428017E+000,-1, 1
 3.7556472E+000,-1, 1
 3.7684927E+000,-1, 1
 3.7813382E+000,-1, 1
 3.7941837E+000,-1, 1
 3.8070292E+000,-1, 1
 3.8198748E+000,-1, 1
