s,status,status,status,status
Time,"C1","C2","C3","C4"
 0.0000000E+000,-1,-1,-1,-1
 1.0000000E-001, 1,-1,-1,-1
 2.0000000E-001, 1,-1,-1,-1
 3.0000001E-001, 1,-1,-1,-1
 4.0000001E-001, 1,-1,-1,-1
 5.0000000E-001, 1,-1,-1,-1
 6.0000002E-001, 1,-1,-1,-1
 6.9999999E-001, 1,-1,-1,-1
 8.0000001E-001, 1,-1,-1,-1
 8.9999998E-001, 1,-1,-1,-1
 1.0000000E+000, 1,-1,-1,-1
 1.1000000E+000, 1,-1,-1,-1
 1.2000000E+000, 1,-1,-1,-1
 1.3000000E+000, 1,-1,-1,-1
 1.4000000E+000, 1,-1,-1,-1
 1.5000000E+000, 1,-1,-1,-1
 1.6000000E+000, 1,-1,-1,-1
 1.7000000E+000, 1,-1,-1,-1
 1.8000000E+000, 1,-1,-1,-1
 1.9000000E+000, 1,-1,-1,-1
 2.0000000E+000, 1,-1,-1,-1
 2.0999999E+000, 1,-1,-1,-1
 2.2000000E+000, 1,-1,-1,-1
 2.3000000E+000, 1,-1,-1,-1
 2.4000001E+000, 1,-1,-1,-1
 2.5000000E+000, 1,-1,-1,-1
 2.5999999E+000, 1,-1,-1,-1
 2.7000000E+000, 1,-1,-1,-1
 2.8000000E+000, 1,-1,-1,-1
 2.9000001E+000, 1,-1,-1,-1
 2.9863026E+000, 1,-1,-1,-1
 3.0726051E+000, 1,-1,-1,-1
 3.1589079E+000, 1,-1,-1,-1
 3.2452104E+000, 1,-1,-1,-1
 3.3315129E+000, 1,-1,-1,-1
 3.4178157E+000, 1,-1,-1,-1
 3.5041182E+000, 1,-1,-1,-1
 3.5904207E+000, 1,-1,-1,-1
 3.6767235E+000, 1,-1,-1,-1
 3.7716563E+000, 1,-1,-1,-1
 3.8665891E+000, 1,-1,-1,-1
 3.9615221E+000, 1,-1,-1,-1
 4.0615220E+000, 1,-1,-1,-1
 4.1615219E+000, 1,-1,-1,-1
 4.2615218E+000, 1,-1,-1,-1
 4.3615222E+000, 1,-1,-1,-1
 4.4487591E+000, 1,-1,-1,-1
 4.5359960E+000, 1,-1,-1,-1
 4.6232328E+000, 1,-1,-1,-1
 4.7104697E+000, 1,-1,-1,-1
 4.7977066E+000, 1,-1,-1,-1
 4.8849435E+000, 1,-1,-1,-1
 4.9721804E+000, 1,-1,-1,-1
 5.0594172E+000, 1,-1,-1,-1
 5.1466541E+000, 1,-1,-1,-1
 5.2338910E+000, 1,-1,-1,-1
 5.3298516E+000, 1,-1,-1,-1
 5.4258122E+000, 1,-1,-1,-1
 5.5217729E+000, 1,-1,-1,-1
 5.6177335E+000, 1,-1,-1,-1
 5.7136941E+000, 1,-1,-1,-1
 5.8096547E+000, 1,-1,-1,-1
 5.9056153E+000, 1,-1,-1,-1
 6.0015759E+000, 1,-1,-1,-1
 6.0975366E+000, 1,-1,-1,-1
 6.1934972E+000, 1,-1,-1,-1
 6.2894578E+000, 1,-1,-1,-1
 6.3854184E+000, 1,-1,-1,-1
 6.4813790E+000, 1,-1,-1,-1
 6.5773396E+000, 1,-1,-1,-1
 6.6733003E+000, 1,-1,-1,-1
 6.7692609E+000, 1,-1,-1,-1
 6.8652215E+000, 1,-1,-1,-1
 6.9611821E+000, 1,-1,-1,-1
 7.0571427E+000, 1,-1,-1,-1
 7.1531034E+000, 1,-1,-1,-1
 7.2490640E+000, 1,-1,-1,-1
 7.3450246E+000, 1,-1,-1,-1
 7.4409852E+000, 1,-1,-1,-1
 7.5369453E+000, 1,-1,-1,-1
 7.6329060E+000, 1,-1,-1,-1
 7.7288666E+000, 1,-1,-1,-1
 7.8248272E+000, 1,-1,-1,-1
 7.9207878E+000, 1,-1,-1,-1
 8.0167484E+000, 1,-1,-1,-1
 8.1127090E+000, 1,-1,-1,-1
 8.2086697E+000, 1,-1,-1,-1
 8.3046303E+000, 1,-1,-1,-1
 8.4005909E+000, 1,-1,-1,-1
 8.4965515E+000, 1,-1,-1,-1
 8.5925121E+000, 1,-1,-1,-1
 8.6884727E+000, 1,-1,-1,-1
 8.7844334E+000, 1,-1,-1,-1
 8.8803940E+000, 1,-1,-1,-1
 8.9763546E+000, 1,-1,-1,-1
 9.0723152E+000, 1,-1,-1,-1
 9.1682758E+000, 1,-1,-1,-1
 9.2642365E+000, 1,-1,-1,-1
 9.3601971E+000, 1,-1,-1,-1
 9.4561577E+000, 1,-1,-1,-1
 9.5521183E+000, 1,-1,-1,-1
 9.6480789E+000, 1,-1,-1,-1
 9.7440395E+000, 1,-1,-1,-1
 9.8400002E+000, 1,-1,-1,-1
 9.9359608E+000, 1,-1,-1,-1
 1.0031921E+001, 1,-1,-1,-1
 1.0127882E+001, 1,-1,-1,-1
 1.0223843E+001, 1,-1,-1,-1
 1.0319803E+001, 1,-1,-1,-1
 1.0415764E+001, 1,-1,-1,-1
 1.0511724E+001, 1,-1,-1,-1
 1.0607685E+001, 1,-1,-1,-1
 1.0703646E+001, 1,-1,-1,-1
 1.0799606E+001, 1,-1,-1,-1
 1.0895567E+001, 1,-1,-1,-1
 1.0991528E+001, 1,-1,-1,-1
 1.1087488E+001, 1,-1,-1,-1
 1.1183449E+001, 1,-1,-1,-1
 1.1279409E+001, 1,-1,-1,-1
 1.1375370E+001, 1,-1,-1,-1
 1.1471331E+001, 1,-1,-1,-1
 1.1567291E+001, 1,-1,-1,-1
 1.1663252E+001, 1,-1,-1,-1
 1.1759212E+001, 1,-1,-1,-1
 1.1855173E+001, 1,-1,-1,-1
 1.1951134E+001, 1,-1,-1,-1
 1.2047094E+001, 1,-1,-1,-1
 1.2143055E+001, 1,-1,-1,-1
 1.2239015E+001, 1,-1,-1,-1
 1.2334975E+001, 1,-1,-1,-1
 1.2430936E+001, 1,-1,-1,-1
 1.2526896E+001, 1,-1,-1,-1
 1.2622857E+001, 1,-1,-1,-1
 1.2718818E+001, 1,-1,-1,-1
 1.2814778E+001, 1,-1,-1,-1
 1.2910739E+001, 1,-1,-1,-1
 1.3006700E+001, 1,-1,-1,-1
 1.3102660E+001, 1,-1,-1,-1
 1.3198621E+001, 1,-1,-1,-1
 1.3294581E+001, 1,-1,-1,-1
 1.3390542E+001, 1,-1,-1,-1
 1.3486503E+001, 1,-1,-1,-1
 1.3582463E+001, 1,-1,-1,-1
 1.3678424E+001, 1,-1,-1,-1
 1.3774384E+001, 1,-1,-1,-1
 1.3870345E+001, 1,-1,-1,-1
 1.3966306E+001, 1,-1,-1,-1
 1.4062266E+001, 1,-1,-1,-1
 1.4158227E+001, 1,-1,-1,-1
 1.4254188E+001, 1,-1,-1,-1
 1.4350148E+001, 1,-1,-1,-1
 1.4446109E+001, 1,-1,-1,-1
 1.4542069E+001, 1,-1,-1,-1
 1.4638030E+001, 1,-1,-1,-1
 1.4733991E+001, 1,-1,-1,-1
