s,status,status,status
 5.6078869E-001,-1,-1,-1
 5.7109481E-001,-1,-1,-1
 5.8140099E-001,-1,-1,-1
 5.9170711E-001,-1,-1,-1
 6.0149264E-001,-1,-1,-1
 6.1075759E-001,-1,-1,-1
 6.2048572E-001,-1,-1,-1
 6.3067710E-001,-1,-1,-1
 6.4086854E-001,-1,-1,-1
 6.5105993E-001,-1,-1,-1
 6.6059512E-001,-1,-1,-1
 6.7391366E-001,-1,-1,-1
 6.8368053E-001,-1,-1,-1
 6.9344747E-001,-1,-1,-1
 7.0321441E-001,-1,-1,-1
 7.1196628E-001,-1,-1,-1
 7.2071815E-001,-1,-1,-1
 7.3034519E-001,-1,-1,-1
 7.4422085E-001,-1,-1,-1
 7.5314277E-001,-1,-1,-1
 7.6248956E-001,-1,-1,-1
 7.7183634E-001,-1,-1,-1
 7.8118312E-001,-1,-1,-1
 7.9052991E-001,-1,-1,-1
 8.0455011E-001,-1,-1,-1
 8.1389689E-001,-1,-1,-1
 8.2324368E-001,-1,-1,-1
 8.3259046E-001,-1,-1,-1
 8.4084076E-001,-1,-1,-1
 8.5404128E-001,-1,-1,-1
 8.6311662E-001,-1,-1,-1
 8.7219197E-001,-1,-1,-1
 8.8126731E-001,-1,-1,-1
 8.9034265E-001,-1,-1,-1
 9.0395564E-001,-1,-1,-1
 9.1239089E-001,-1,-1,-1
 9.2057574E-001,-1,-1,-1
 9.3343765E-001,-1,-1,-1
 9.4201219E-001,-1,-1,-1
 9.5058680E-001,-1,-1,-1
 9.6344870E-001,-1,-1,-1
 9.7202331E-001,-1,-1,-1
 9.8059791E-001,-1,-1,-1
 9.9345982E-001,-1,-1,-1
 1.0020344E+000,-1,-1,-1
 1.0106090E+000,-1,-1,-1
 1.0234710E+000,-1,-1,-1
 1.0320456E+000,-1,-1,-1
 1.0406202E+000,-1,-1,-1
 1.0534821E+000,-1,-1,-1
 1.0620567E+000,-1,-1,-1
 1.0706313E+000,-1,-1,-1
 1.0834931E+000,-1,-1,-1
 1.0920677E+000,-1,-1,-1
 1.1006423E+000,-1,-1,-1
 1.1125895E+000,-1,-1,-1
 1.1210152E+000,-1,-1,-1
 1.1336538E+000,-1,-1,-1
 1.1420795E+000,-1,-1,-1
 1.1505052E+000,-1,-1,-1
 1.1631438E+000,-1,-1,-1
 1.1715696E+000,-1,-1,-1
 1.1842082E+000,-1,-1,-1
 1.1926339E+000,-1,-1,-1
 1.2002059E+000,-1,-1,-1
 1.2119426E+000,-1,-1,-1
 1.2202718E+000,-1,-1,-1
 1.2327658E+000,-1,-1,-1
 1.2410951E+000,-1,-1,-1
 1.2535889E+000,-1,-1,-1
 1.2619182E+000,-1,-1,-1
 1.2702475E+000,-1,-1,-1
 1.2827413E+000,-1,-1,-1
 1.2910706E+000,-1,-1,-1
 1.3026187E+000,-1,-1,-1
 1.3100023E+000,-1,-1,-1
 1.3221850E+000,-1,-1,-1
 1.3303069E+000,-1,-1,-1
 1.3424897E+000,-1,-1,-1
 1.3506116E+000,-1,-1,-1
 1.3627944E+000,-1,-1,-1
 1.3709162E+000,-1,-1,-1
 1.3830991E+000,-1,-1,-1
 1.3912209E+000,-1,-1,-1
 1.4034038E+000,-1,-1,-1
 1.4115256E+000,-1,-1,-1
 1.4237083E+000,-1,-1,-1
 1.4318303E+000,-1,-1,-1
 1.4440130E+000,-1,-1,-1
 1.4517202E+000,-1,-1,-1
 1.4626589E+000,-1,-1,-1
 1.4706806E+000,-1,-1,-1
 1.4827131E+000,-1,-1,-1
 1.4907348E+000,-1,-1,-1
 1.5027673E+000,-1,-1,-1
 1.5107890E+000,-1,-1,-1
 1.5228215E+000,-1,-1,-1
 1.5308433E+000,-1,-1,-1
 1.5416067E+000,-1,-1,-1
 1.5530876E+000,-1,-1,-1
 1.5609808E+000,-1,-1,-1
 1.5728205E+000,-1,-1,-1
 1.5807137E+000,-1,-1,-1
 1.5925535E+000,-1,-1,-1
 1.6004466E+000,-1,-1,-1
 1.6122863E+000,-1,-1,-1
 1.6201795E+000,-1,-1,-1
 1.6320193E+000,-1,-1,-1
 1.6438590E+000,-1,-1,-1
 1.6517522E+000,-1,-1,-1
 1.6635920E+000,-1,-1,-1
 1.6714851E+000,-1,-1,-1
 1.6822684E+000,-1,-1,-1
 1.6937474E+000,-1,-1,-1
 1.7014002E+000,-1,-1,-1
 1.7128792E+000,-1,-1,-1
 1.7205318E+000,-1,-1,-1
 1.7320108E+000,-1,-1,-1
 1.7434899E+000,-1,-1,-1
 1.7511425E+000,-1,-1,-1
 1.7626215E+000,-1,-1,-1
 1.7702743E+000,-1,-1,-1
 1.7817533E+000,-1,-1,-1
 1.7932322E+000,-1,-1,-1
 1.8008850E+000,-1,-1,-1
 1.8123640E+000,-1,-1,-1
 1.8200166E+000,-1,-1,-1
 1.8314956E+000,-1,-1,-1
 1.8429747E+000,-1,-1,-1
 1.8506273E+000,-1,-1,-1
 1.8621063E+000,-1,-1,-1
 1.8735853E+000,-1,-1,-1
 1.8812381E+000,-1,-1,-1
 1.8927171E+000,-1,-1,-1
 1.9003698E+000,-1,-1,-1
 1.9118488E+000,-1,-1,-1
 1.9233278E+000,-1,-1,-1
 1.9309804E+000,-1,-1,-1
 1.9424595E+000,-1,-1,-1
 1.9501121E+000,-1,-1,-1
 1.9615911E+000,-1,-1,-1
 1.9730701E+000,-1,-1,-1
 1.9807229E+000,-1,-1,-1
 1.9922019E+000,-1,-1,-1
 2.0036809E+000,-1,-1,-1
 2.0113337E+000,-1,-1,-1
 2.0228126E+000,-1,-1,-1
 2.0304654E+000,-1,-1,-1
 2.0419443E+000,-1,-1,-1
 2.0534234E+000,-1,-1,-1
 2.0610759E+000,-1,-1,-1
 2.0725551E+000,-1,-1,-1
 2.0802076E+000,-1,-1,-1
 2.0916867E+000,-1,-1,-1
 2.1031656E+000,-1,-1,-1
 2.1108184E+000,-1,-1,-1
 2.1222975E+000,-1,-1,-1
 2.1337764E+000,-1,-1,-1
 2.1414292E+000,-1,-1,-1
 2.1529081E+000,-1,-1,-1
 2.1605608E+000,-1,-1,-1
 2.1720397E+000,-1,-1,-1
 2.1835189E+000,-1,-1,-1
 2.1911714E+000,-1,-1,-1
 2.2026505E+000,-1,-1,-1
 2.2103033E+000,-1,-1,-1
 2.2217822E+000,-1,-1,-1
 2.2332613E+000,-1,-1,-1
 2.2409139E+000,-1,-1,-1
 2.2512388E+000,-1,-1,-1
 2.2615638E+000,-1,-1,-1
 2.2718890E+000,-1,-1,-1
 2.2822139E+000,-1,-1,-1
 2.2925389E+000,-1,-1,-1
 2.3028638E+000,-1,-1,-1
 2.3131888E+000,-1,-1,-1
 2.3200722E+000,-1,-1,-1
 2.3303971E+000,-1,-1,-1
 2.3407221E+000,-1,-1,-1
 2.3510470E+000,-1,-1,-1
 2.3613720E+000,-1,-1,-1
 2.3716969E+000,-1,-1,-1
 2.3820219E+000,-1,-1,-1
 2.3923469E+000,-1,-1,-1
 2.4026721E+000,-1,-1,-1
 2.4129970E+000,-1,-1,-1
 2.4233220E+000,-1,-1,-1
 2.4302053E+000,-1,-1,-1
 2.4405303E+000,-1,-1,-1
 2.4508553E+000,-1,-1,-1
 2.4611802E+000,-1,-1,-1
 2.4715052E+000,-1,-1,-1
 2.4818301E+000,-1,-1,-1
 2.4921551E+000,-1,-1,-1
 2.5024800E+000,-1,-1,-1
 2.5128050E+000,-1,-1,-1
 2.5231299E+000,-1,-1,-1
 2.5300133E+000,-1,-1,-1
 2.5403383E+000,-1,-1,-1
 2.5506632E+000,-1,-1,-1
 2.5609884E+000,-1,-1,-1
 2.5713134E+000,-1,-1,-1
 2.5816383E+000,-1,-1,-1
 2.5919633E+000,-1,-1,-1
 2.6022882E+000,-1,-1,-1
 2.6126132E+000,-1,-1,-1
 2.6229382E+000,-1,-1,-1
 2.6332631E+000,-1,-1,-1
 2.6401465E+000,-1,-1,-1
 2.6504714E+000,-1,-1,-1
 2.6607964E+000,-1,-1,-1
 2.6711214E+000,-1,-1,-1
 2.6814463E+000,-1,-1,-1
 2.6917715E+000,-1,-1,-1
 2.7020965E+000,-1,-1,-1
 2.7124214E+000,-1,-1,-1
 2.7227464E+000,-1,-1,-1
 2.7330713E+000,-1,-1,-1
 2.7433963E+000,-1,-1,-1
 2.7502797E+000,-1,-1,-1
 2.7606046E+000,-1,-1,-1
 2.7709296E+000,-1,-1,-1
 2.7812545E+000,-1,-1,-1
 2.7915795E+000,-1,-1,-1
 2.8019044E+000,-1,-1,-1
 2.8122294E+000,-1,-1,-1
 2.8225546E+000,-1,-1,-1
 2.8328795E+000,-1,-1,-1
 2.8432045E+000,-1,-1,-1
 2.8500876E+000,-1,-1,-1
 2.8604128E+000,-1,-1,-1
 2.8707378E+000,-1,-1,-1
 2.8810627E+000,-1,-1,-1
 2.8913877E+000,-1,-1,-1
 2.9017127E+000,-1,-1,-1
 2.9120376E+000,-1,-1,-1
 2.9223626E+000,-1,-1,-1
 2.9326875E+000,-1,-1,-1
 2.9430125E+000,-1,-1,-1
 2.9533377E+000,-1,-1,-1
 2.9602208E+000,-1,-1,-1
 2.9705458E+000,-1,-1,-1
 2.9808707E+000,-1,-1,-1
 2.9911959E+000,-1,-1,-1
 3.0015209E+000,-1,-1,-1
 3.0118458E+000,-1,-1,-1
 3.0221708E+000,-1,-1,-1
 3.0324957E+000,-1,-1,-1
 3.0428207E+000,-1,-1,-1
 3.0531456E+000,-1,-1,-1
 3.0600290E+000,-1,-1,-1
 3.0703540E+000,-1,-1,-1
 3.0806789E+000,-1,-1,-1
 3.0910039E+000,-1,-1,-1
 3.1013288E+000,-1,-1,-1
 3.1116538E+000,-1,-1,-1
 3.1219790E+000,-1,-1,-1
 3.1323040E+000,-1,-1,-1
 3.1426289E+000,-1,-1,-1
 3.1529539E+000,-1,-1,-1
 3.1632788E+000,-1,-1,-1
 3.1701622E+000,-1,-1,-1
 3.1804872E+000,-1,-1,-1
 3.1908121E+000,-1,-1,-1
 3.2011371E+000,-1,-1,-1
 3.2114620E+000,-1,-1,-1
 3.2217870E+000,-1,-1,-1
 3.2321119E+000,-1,-1,-1
 3.2424369E+000,-1,-1,-1
 3.2527621E+000,-1,-1,-1
 3.2630870E+000,-1,-1,-1
 3.2734120E+000,-1,-1,-1
 3.2802954E+000,-1,-1,-1
 3.2906203E+000,-1,-1,-1
 3.3009453E+000,-1,-1,-1
 3.3112702E+000,-1,-1,-1
 3.3215952E+000,-1,-1,-1
 3.3319201E+000,-1,-1,-1
 3.3422451E+000,-1,-1,-1
 3.3525701E+000,-1,-1,-1
 3.3628950E+000,-1,-1,-1
 3.3732200E+000,-1,-1,-1
 3.3801033E+000,-1,-1,-1
 3.3904283E+000,-1,-1,-1
 3.4007533E+000,-1,-1,-1
 3.4110785E+000,-1,-1,-1
 3.4214034E+000,-1,-1,-1
 3.4317284E+000,-1,-1,-1
 3.4420533E+000,-1,-1,-1
 3.4523783E+000,-1,-1,-1
 3.4627032E+000,-1,-1,-1
 3.4730282E+000,-1,-1,-1
 3.4833531E+000,-1,-1,-1
 3.4902365E+000,-1,-1,-1
 3.5005615E+000,-1,-1,-1
 3.5108864E+000,-1,-1,-1
 3.5212114E+000,-1,-1,-1
 3.5315363E+000,-1,-1,-1
 3.5418615E+000,-1,-1,-1
 3.5521865E+000,-1,-1,-1
 3.5625114E+000,-1,-1,-1
 3.5728364E+000,-1,-1,-1
 3.5831614E+000,-1,-1,-1
 3.5900447E+000,-1,-1,-1
 3.6003697E+000,-1,-1,-1
 3.6106946E+000,-1,-1,-1
 3.6210196E+000,-1,-1,-1
 3.6313446E+000,-1,-1,-1
 3.6416695E+000,-1,-1,-1
 3.6519945E+000,-1,-1,-1
 3.6623194E+000,-1,-1,-1
 3.6726446E+000,-1,-1,-1
 3.6829696E+000,-1,-1,-1
 3.6932945E+000,-1,-1,-1
 3.7001777E+000,-1,-1,-1
 3.7105029E+000,-1,-1,-1
 3.7208278E+000,-1,-1,-1
 3.7311528E+000,-1,-1,-1
 3.7414777E+000,-1,-1,-1
 3.7518027E+000,-1,-1,-1
 3.7621276E+000,-1,-1,-1
 3.7724526E+000,-1,-1,-1
 3.7827775E+000,-1,-1,-1
 3.7931025E+000,-1,-1,-1
 3.8034277E+000,-1,-1,-1
 3.8103108E+000,-1,-1,-1
 3.8206358E+000,-1,-1,-1
 3.8309608E+000,-1,-1,-1
 3.8412859E+000,-1,-1,-1
 3.8516109E+000,-1,-1,-1
 3.8619359E+000,-1,-1,-1
 3.8722608E+000,-1,-1,-1
 3.8825858E+000,-1,-1,-1
 3.8929107E+000,-1,-1,-1
 3.9032357E+000,-1,-1,-1
 3.9101191E+000,-1,-1,-1
 3.9204440E+000,-1,-1,-1
 3.9307690E+000,-1,-1,-1
 3.9410939E+000,-1,-1,-1
 3.9514189E+000,-1,-1,-1
 3.9617438E+000,-1,-1,-1
 3.9720690E+000,-1,-1,-1
 3.9823940E+000,-1,-1,-1
 3.9927189E+000,-1,-1,-1
 4.0030437E+000,-1,-1,-1
 4.0133691E+000,-1,-1,-1
 4.0202522E+000,-1,-1,-1
 4.0305772E+000,-1,-1,-1
 4.0409021E+000,-1,-1,-1
 4.0512271E+000,-1,-1,-1
 4.0615520E+000,-1,-1,-1
 4.0718770E+000,-1,-1,-1
 4.0822020E+000,-1,-1,-1
 4.0925269E+000,-1,-1,-1
 4.1028519E+000,-1,-1,-1
 4.1131768E+000,-1,-1,-1
 4.1200604E+000,-1,-1,-1
 4.1303854E+000,-1,-1,-1
 4.1407104E+000,-1,-1,-1
 4.1510353E+000,-1,-1,-1
 4.1613603E+000,-1,-1,-1
 4.1716852E+000,-1,-1,-1
 4.1820102E+000,-1,-1,-1
 4.1923351E+000,-1,-1,-1
 4.2026601E+000,-1,-1,-1
 4.2129850E+000,-1,-1,-1
 4.2233100E+000,-1,-1,-1
 4.2301936E+000,-1,-1,-1
 4.2405186E+000,-1,-1,-1
 4.2508435E+000,-1,-1,-1
 4.2611685E+000,-1,-1,-1
 4.2714934E+000,-1,-1,-1
 4.2818184E+000,-1,-1,-1
 4.2921433E+000,-1,-1,-1
 4.3024683E+000,-1,-1,-1
 4.3127933E+000,-1,-1,-1
 4.3231182E+000,-1,-1,-1
 4.3300014E+000,-1,-1,-1
 4.3403268E+000,-1,-1,-1
 4.3506517E+000,-1,-1,-1
 4.3609767E+000,-1,-1,-1
 4.3713017E+000,-1,-1,-1
 4.3816266E+000,-1,-1,-1
 4.3919516E+000,-1,-1,-1
 4.4022765E+000,-1,-1,-1
 4.4126015E+000,-1,-1,-1
 4.4229264E+000,-1,-1,-1
 4.4332514E+000,-1,-1,-1
 4.4401345E+000,-1,-1,-1
 4.4504595E+000,-1,-1,-1
 4.4607844E+000,-1,-1,-1
 4.4711099E+000,-1,-1,-1
 4.4814348E+000,-1,-1,-1
 4.4917598E+000,-1,-1,-1
 4.5020847E+000,-1,-1,-1
 4.5124097E+000,-1,-1,-1
 4.5227346E+000,-1,-1,-1
 4.5330596E+000,-1,-1,-1
 4.5433846E+000,-1,-1,-1
 4.5502677E+000,-1,-1,-1
 4.5605927E+000,-1,-1,-1
 4.5709176E+000,-1,-1,-1
 4.5812426E+000,-1,-1,-1
 4.5915675E+000,-1,-1,-1
 4.6018929E+000,-1,-1,-1
 4.6122179E+000,-1,-1,-1
 4.6225429E+000,-1,-1,-1
 4.6328678E+000,-1,-1,-1
 4.6431928E+000,-1,-1,-1
 4.6500759E+000,-1,-1,-1
 4.6604009E+000,-1,-1,-1
 4.6707258E+000,-1,-1,-1
 4.6810508E+000,-1,-1,-1
 4.6913757E+000,-1,-1,-1
 4.7017007E+000,-1,-1,-1
 4.7120256E+000,-1,-1,-1
 4.7223506E+000,-1,-1,-1
 4.7326760E+000,-1,-1,-1
 4.7430010E+000,-1,-1,-1
 4.7533259E+000,-1,-1,-1
 4.7602091E+000,-1,-1,-1
 4.7705340E+000,-1,-1,-1
 4.7808590E+000,-1,-1,-1
 4.7911839E+000,-1,-1,-1
 4.8015089E+000,-1,-1,-1
 4.8118339E+000,-1,-1,-1
 4.8221588E+000,-1,-1,-1
 4.8324838E+000,-1,-1,-1
 4.8428087E+000,-1,-1,-1
 4.8531337E+000,-1,-1,-1
 4.8600173E+000,-1,-1,-1
 4.8703423E+000,-1,-1,-1
 4.8806672E+000,-1,-1,-1
 4.8909922E+000,-1,-1,-1
 4.9013171E+000,-1,-1,-1
 4.9116421E+000,-1,-1,-1
 4.9219670E+000,-1,-1,-1
 4.9322920E+000,-1,-1,-1
 4.9426169E+000,-1,-1,-1
 4.9529419E+000,-1,-1,-1
 4.9632668E+000,-1,-1,-1
 4.9701505E+000,-1,-1,-1
 4.9804754E+000,-1,-1,-1
 4.9908004E+000,-1,-1,-1
 5.0011253E+000,-1,-1,-1
 5.0114503E+000,-1,-1,-1
 5.0217752E+000,-1,-1,-1
 5.0321002E+000,-1,-1,-1
 5.0424252E+000,-1,-1,-1
 5.0527501E+000,-1,-1,-1
 5.0630751E+000,-1,-1,-1
 5.0734000E+000,-1,-1,-1
 5.0802836E+000,-1,-1,-1
 5.0906086E+000,-1,-1,-1
 5.1009336E+000,-1,-1,-1
 5.1112585E+000,-1,-1,-1
 5.1215835E+000,-1,-1,-1
 5.1319084E+000,-1,-1,-1
 5.1422334E+000,-1,-1,-1
 5.1525583E+000,-1,-1,-1
 5.1628833E+000,-1,-1,-1
 5.1732082E+000,-1,-1,-1
 5.1800914E+000,-1,-1,-1
 5.1904168E+000,-1,-1,-1
 5.2007418E+000,-1,-1,-1
 5.2110667E+000,-1,-1,-1
 5.2213917E+000,-1,-1,-1
 5.2317166E+000,-1,-1,-1
 5.2420416E+000,-1,-1,-1
 5.2523665E+000,-1,-1,-1
 5.2626915E+000,-1,-1,-1
 5.2730165E+000,-1,-1,-1
 5.2833414E+000,-1,-1,-1
 5.2902246E+000,-1,-1,-1
 5.3005495E+000,-1,-1,-1
 5.3108745E+000,-1,-1,-1
 5.3211999E+000,-1,-1,-1
 5.3315248E+000,-1,-1,-1
 5.3418498E+000,-1,-1,-1
 5.3521748E+000,-1,-1,-1
 5.3624997E+000,-1,-1,-1
 5.3728247E+000,-1,-1,-1
 5.3831496E+000,-1,-1,-1
 5.3900328E+000,-1,-1,-1
 5.4003577E+000,-1,-1,-1
 5.4106827E+000,-1,-1,-1
 5.4210076E+000,-1,-1,-1
 5.4313326E+000,-1,-1,-1
 5.4416575E+000,-1,-1,-1
 5.4519830E+000,-1,-1,-1
 5.4623079E+000,-1,-1,-1
 5.4726329E+000,-1,-1,-1
 5.4829578E+000,-1,-1,-1
 5.4932828E+000,-1,-1,-1
 5.5001659E+000,-1,-1,-1
 5.5104909E+000,-1,-1,-1
 5.5208158E+000,-1,-1,-1
 5.5311408E+000,-1,-1,-1
 5.5414658E+000,-1,-1,-1
 5.5517907E+000,-1,-1,-1
 5.5621157E+000,-1,-1,-1
 5.5724406E+000,-1,-1,-1
 5.5827661E+000,-1,-1,-1
 5.5930910E+000,-1,-1,-1
 5.6034160E+000,-1,-1,-1
 5.6102991E+000,-1,-1,-1
 5.6206241E+000,-1,-1,-1
 5.6309490E+000,-1,-1,-1
 5.6412740E+000,-1,-1,-1
 5.6515989E+000,-1,-1,-1
 5.6619239E+000,-1,-1,-1
 5.6722488E+000,-1,-1,-1
 5.6825738E+000,-1,-1,-1
 5.6928988E+000,-1,-1,-1
 5.7032237E+000,-1,-1,-1
 5.7101073E+000,-1,-1,-1
 5.7204323E+000,-1,-1,-1
 5.7307572E+000,-1,-1,-1
 5.7410822E+000,-1,-1,-1
 5.7514071E+000,-1,-1,-1
 5.7617321E+000,-1,-1,-1
 5.7720571E+000,-1,-1,-1
 5.7823820E+000,-1,-1,-1
 5.7927070E+000,-1,-1,-1
 5.8030319E+000,-1,-1,-1
 5.8133569E+000,-1,-1,-1
 5.8202405E+000,-1,-1,-1
 5.8305655E+000,-1,-1,-1
 5.8408904E+000,-1,-1,-1
 5.8512154E+000,-1,-1,-1
 5.8615403E+000,-1,-1,-1
 5.8718653E+000,-1,-1,-1
 5.8821902E+000,-1,-1,-1
 5.8925152E+000,-1,-1,-1
 5.9028401E+000,-1,-1,-1
 5.9131651E+000,-1,-1,-1
 5.9200487E+000,-1,-1,-1
 5.9303737E+000,-1,-1,-1
 5.9406986E+000,-1,-1,-1
 5.9510236E+000,-1,-1,-1
 5.9613485E+000,-1,-1,-1
 5.9716735E+000,-1,-1,-1
 5.9819984E+000,-1,-1,-1
 5.9923234E+000,-1,-1,-1
 6.0026484E+000,-1,-1,-1
 6.0129733E+000,-1,-1,-1
 6.0232983E+000,-1,-1,-1
 6.0301814E+000,-1,-1,-1
 6.0405068E+000,-1,-1,-1
 6.0508318E+000,-1,-1,-1
 6.0611567E+000,-1,-1,-1
 6.0714817E+000,-1,-1,-1
 6.0818067E+000,-1,-1,-1
 6.0921316E+000,-1,-1,-1
 6.1024566E+000,-1,-1,-1
 6.1127815E+000,-1,-1,-1
 6.1231065E+000,-1,-1,-1
 6.1334314E+000,-1,-1,-1
 6.1403146E+000,-1,-1,-1
 6.1506395E+000,-1,-1,-1
 6.1609645E+000,-1,-1,-1
 6.1712899E+000,-1,-1,-1
 6.1816149E+000,-1,-1,-1
 6.1919398E+000,-1,-1,-1
 6.2022648E+000,-1,-1,-1
 6.2125897E+000,-1,-1,-1
 6.2229147E+000,-1,-1,-1
 6.2332397E+000,-1,-1,-1
 6.2401228E+000,-1,-1,-1
 6.2504478E+000,-1,-1,-1
 6.2607727E+000,-1,-1,-1
 6.2710977E+000,-1,-1,-1
 6.2814226E+000,-1,-1,-1
 6.2917476E+000,-1,-1,-1
 6.3020730E+000,-1,-1,-1
 6.3123980E+000,-1,-1,-1
 6.3227229E+000,-1,-1,-1
 6.3330479E+000,-1,-1,-1
 6.3433728E+000,-1,-1,-1
 6.3502560E+000,-1,-1,-1
 6.3605809E+000,-1,-1,-1
 6.3709059E+000,-1,-1,-1
 6.3812308E+000,-1,-1,-1
 6.3915558E+000,-1,-1,-1
 6.4018807E+000,-1,-1,-1
 6.4122057E+000,-1,-1,-1
 6.4225307E+000,-1,-1,-1
 6.4328561E+000,-1,-1,-1
 6.4431810E+000,-1,-1,-1
 6.4500642E+000,-1,-1,-1
 6.4603891E+000,-1,-1,-1
 6.4707141E+000,-1,-1,-1
 6.4810390E+000,-1,-1,-1
 6.4913640E+000,-1,-1,-1
 6.5016890E+000,-1,-1,-1
 6.5120139E+000,-1,-1,-1
 6.5223389E+000,-1,-1,-1
 6.5326638E+000,-1,-1,-1
 6.5429888E+000,-1,-1,-1
 6.5533137E+000,-1,-1,-1
 6.5601974E+000,-1,-1,-1
 6.5705223E+000,-1,-1,-1
 6.5808473E+000,-1,-1,-1
 6.5911722E+000,-1,-1,-1
 6.6014972E+000,-1,-1,-1
 6.6118221E+000,-1,-1,-1
 6.6221471E+000,-1,-1,-1
 6.6324720E+000,-1,-1,-1
 6.6427970E+000,-1,-1,-1
 6.6531219E+000,-1,-1,-1
 6.6600056E+000,-1,-1,-1
 6.6703305E+000,-1,-1,-1
 6.6806555E+000,-1,-1,-1
 6.6909804E+000,-1,-1,-1
 6.7013054E+000,-1,-1,-1
 6.7116303E+000,-1,-1,-1
 6.7219553E+000,-1,-1,-1
 6.7322803E+000,-1,-1,-1
 6.7426052E+000,-1,-1,-1
 6.7529302E+000,-1,-1,-1
 6.7632551E+000,-1,-1,-1
 6.7701387E+000,-1,-1,-1
 6.7804637E+000,-1,-1,-1
 6.7907887E+000,-1,-1,-1
 6.8011136E+000,-1,-1,-1
 6.8114386E+000,-1,-1,-1
 6.8217635E+000,-1,-1,-1
 6.8320885E+000,-1,-1,-1
 6.8424134E+000,-1,-1,-1
 6.8527384E+000,-1,-1,-1
 6.8630633E+000,-1,-1,-1
 6.8733883E+000,-1,-1,-1
 6.8802714E+000,-1,-1,-1
 6.8905969E+000,-1,-1,-1
 6.9009218E+000,-1,-1,-1
 6.9112468E+000,-1,-1,-1
 6.9215717E+000,-1,-1,-1
 6.9318967E+000,-1,-1,-1
 6.9422216E+000,-1,-1,-1
 6.9525466E+000,-1,-1,-1
 6.9628716E+000,-1,-1,-1
 6.9731965E+000,-1,-1,-1
 6.9800797E+000,-1,-1,-1
 6.9904046E+000,-1,-1,-1
 7.0007296E+000,-1,-1,-1
 7.0110545E+000,-1,-1,-1
 7.0213799E+000,-1,-1,-1
 7.0317049E+000,-1,-1,-1
 7.0420299E+000,-1,-1,-1
 7.0523548E+000,-1,-1,-1
 7.0626798E+000,-1,-1,-1
 7.0730047E+000,-1,-1,-1
 7.0833297E+000,-1,-1,-1
 7.0902128E+000,-1,-1,-1
 7.1005378E+000,-1,-1,-1
 7.1108627E+000,-1,-1,-1
 7.1211877E+000,-1,-1,-1
 7.1315126E+000,-1,-1,-1
 7.1418376E+000,-1,-1,-1
 7.1521630E+000,-1,-1,-1
 7.1624880E+000,-1,-1,-1
 7.1728129E+000,-1,-1,-1
 7.1831379E+000,-1,-1,-1
 7.1900210E+000,-1,-1,-1
 7.2003460E+000,-1,-1,-1
 7.2106709E+000,-1,-1,-1
 7.2209959E+000,-1,-1,-1
 7.2313209E+000,-1,-1,-1
 7.2416458E+000,-1,-1,-1
 7.2519708E+000,-1,-1,-1
 7.2622957E+000,-1,-1,-1
 7.2726207E+000,-1,-1,-1
 7.2829461E+000,-1,-1,-1
 7.2932711E+000,-1,-1,-1
 7.3001542E+000,-1,-1,-1
 7.3104792E+000,-1,-1,-1
 7.3208041E+000,-1,-1,-1
 7.3311291E+000,-1,-1,-1
