s,C,kg/m3,Pa,kg/kg,%,C,kg/m3,kJ,kJ
Time,Temp,dens,pres,H2O,humid,temp_w,con_w,h_gas,h_water
45000,23.4835529,0.019255732,-59813.4597,0.040625549,100,23.4835529,8.161994268,-11.34584088,7.517779461
50000,23.4835529,0.019255732,-59813.4597,0.040625549,100,23.4835529,8.161994268,-11.34584088,7.517779461
