T,U
0,100
0.05,24.1453007005224
0.1,13.7302561698413
0.15,9.59253044777749
0.2,7.37116822491611
0.25,5.98516996933019
0.3,5.03789608166951
0.35,4.34949996835645
0.4,3.82661731215958
0.45,3.41596158607847
0.5,3.08490333877264
0.55,2.81234468206556
0.6,2.58403863131262
0.65,2.39001711856848
0.7,2.22309678107287
0.75,2.07797001463515
0.8,1.95063023317932
0.85,1.83799624949391
0.9,1.73765968673709
0.95,1.64771084043663
1,1.56661596346770
1.05,1.49312908895317
1.1,1.42622755848032
1.15,1.36506413945717
1.2,1.30893095644215
1.25,1.25723197012251
1.3,1.2094617304848
1.35,1.16518879648838
1.4,1.12404266872964
1.45,1.08570339634002
1.5,1.04989324068109
1.55,1.01636993611911
1.6,0.98492120195886
1.65,0.95536024267481
1.7,0.927522034853876
1.75,0.901260244925567
1.8,0.876444656101363
1.85,0.852959009008169
1.9,0.830699180442094
1.95,0.809571640045603
2,0.789492136655432
2.05,0.770384575411272
2.1,0.752180054070906
2.15,0.734816032804905
2.2,0.718235616388033
2.25,0.702386931426218
2.3,0.687222584256553
2.35,0.672699187586013
2.4,0.658776945910537
2.45,0.645419291371465
2.5,0.632592563032788
2.55,0.620265723656437
2.6,0.608410108958527
2.65,0.596999205082217
2.7,0.586008450650919
2.75,0.575415060291441
2.8,0.565197866958503
2.85,0.555337180764496
2.9,0.54581466233335
2.95,0.536613208964557
3,0.527716852120721
3.05,0.519110664945956
3.1,0.510780678688401
3.15,0.502713807042482
3.2,0.494897777548982
3.25,0.487321069296559
3.3,0.479972856259572
3.35,0.472842955686146
3.4,0.465921781019005
3.45,0.459200298891354
3.5,0.452669989792136
3.55,0.446322812040524
3.6,0.440151168749317
3.65,0.434147877491886
3.7,0.428306142418029
3.75,0.422619528591122
3.8,0.41708193834284
3.85,0.411687589462778
3.9,0.406430995058978
3.95,0.401306944941897
4,0.396310488399042
4.05,0.391436918240565
4.1,0.386681756007743
4.15,0.382040738246629
4.2,0.377509803758470
4.25,0.373085081746722
4.3,0.368762880787984
4.35,0.364539678560769
4.4,0.360412112272074
4.45,0.356376969727042
4.5,0.352431180991888
4.55,0.348571810604600
4.6,0.344796050291892
4.65,0.34110121215442
4.7,0.337484722285528
4.75,0.333944114791663
4.8,0.330477026185288
4.85,0.327081190123485
4.9,0.323754432467641
4.95,0.320494666641595
5,0.317299889267402
