D_USER,USER,D_LOGNORMAL,LOGNORMAL,D_ROSIN-RAMMLER-LOGNORMAL,ROSIN-RAMMLER-LOGNORMAL,D_ROSIN-RAMMLER,ROSIN-RAMMLER,D_USER_D30,USER_D30,D_LOGNORMAL_D30,LOGNORMAL_D30,D_ROSIN-RAMMLER-LOGNORMAL_D30,ROSIN-RAMMLER-LOGNORMAL_D30,D_ROSIN-RAMMLER_D30,ROSIN-RAMMLER_D30
 1.6900000E+003, 1.0000000E+000, 1.6900000E+003, 1.0000000E+000, 1.6900000E+003, 1.0000000E+000, 1.6900000E+003, 1.0000000E+000, 1.6900000E+003, 1.0000000E+000, 1.6900000E+003, 1.0000000E+000, 1.6900000E+003, 1.0000000E+000, 1.6900000E+003, 1.0000000E+000
 1.7100000E+003, 1.0000000E+000, 1.7100000E+003, 1.0000000E+000, 1.7100000E+003, 1.0000000E+000, 1.7100000E+003, 1.0000000E+000, 1.7100000E+003, 1.0000000E+000, 1.7100000E+003, 1.0000000E+000, 1.7100000E+003, 1.0000000E+000, 1.7100000E+003, 1.0000000E+000
 1.7300000E+003, 1.0000000E+000, 1.7300000E+003, 1.0000000E+000, 1.7300000E+003, 1.0000000E+000, 1.7300000E+003, 1.0000000E+000, 1.7300000E+003, 1.0000000E+000, 1.7300000E+003, 1.0000000E+000, 1.7300000E+003, 1.0000000E+000, 1.7300000E+003, 1.0000000E+000
 1.7500000E+003, 1.0000000E+000, 1.7500000E+003, 1.0000000E+000, 1.7500000E+003, 1.0000000E+000, 1.7500000E+003, 1.0000000E+000, 1.7500000E+003, 1.0000000E+000, 1.7500000E+003, 1.0000000E+000, 1.7500000E+003, 1.0000000E+000, 1.7500000E+003, 1.0000000E+000
 1.7700000E+003, 1.0000000E+000, 1.7700000E+003, 1.0000000E+000, 1.7700000E+003, 1.0000000E+000, 1.7700000E+003, 1.0000000E+000, 1.7700000E+003, 1.0000000E+000, 1.7700000E+003, 1.0000000E+000, 1.7700000E+003, 1.0000000E+000, 1.7700000E+003, 1.0000000E+000
 1.7900000E+003, 1.0000000E+000, 1.7900000E+003, 1.0000000E+000, 1.7900000E+003, 1.0000000E+000, 1.7900000E+003, 1.0000000E+000, 1.7900000E+003, 1.0000000E+000, 1.7900000E+003, 1.0000000E+000, 1.7900000E+003, 1.0000000E+000, 1.7900000E+003, 1.0000000E+000
 1.8100000E+003, 1.0000000E+000, 1.8100000E+003, 1.0000000E+000, 1.8100000E+003, 1.0000000E+000, 1.8100000E+003, 1.0000000E+000, 1.8100000E+003, 1.0000000E+000, 1.8100000E+003, 1.0000000E+000, 1.8100000E+003, 1.0000000E+000, 1.8100000E+003, 1.0000000E+000
 1.8300000E+003, 1.0000000E+000, 1.8300000E+003, 1.0000000E+000, 1.8300000E+003, 1.0000000E+000, 1.8300000E+003, 1.0000000E+000, 1.8300000E+003, 1.0000000E+000, 1.8300000E+003, 1.0000000E+000, 1.8300000E+003, 1.0000000E+000, 1.8300000E+003, 1.0000000E+000
 1.8500000E+003, 1.0000000E+000, 1.8500000E+003, 1.0000000E+000, 1.8500000E+003, 1.0000000E+000, 1.8500000E+003, 1.0000000E+000, 1.8500000E+003, 1.0000000E+000, 1.8500000E+003, 1.0000000E+000, 1.8500000E+003, 1.0000000E+000, 1.8500000E+003, 1.0000000E+000
 1.8700000E+003, 1.0000000E+000, 1.8700000E+003, 1.0000000E+000, 1.8700000E+003, 1.0000000E+000, 1.8700000E+003, 1.0000000E+000, 1.8700000E+003, 1.0000000E+000, 1.8700000E+003, 1.0000000E+000, 1.8700000E+003, 1.0000000E+000, 1.8700000E+003, 1.0000000E+000
 1.8900000E+003, 1.0000000E+000, 1.8900000E+003, 1.0000000E+000, 1.8900000E+003, 1.0000000E+000, 1.8900000E+003, 1.0000000E+000, 1.8900000E+003, 1.0000000E+000, 1.8900000E+003, 1.0000000E+000, 1.8900000E+003, 1.0000000E+000, 1.8900000E+003, 1.0000000E+000
 1.9100000E+003, 1.0000000E+000, 1.9100000E+003, 1.0000000E+000, 1.9100000E+003, 1.0000000E+000, 1.9100000E+003, 1.0000000E+000, 1.9100000E+003, 1.0000000E+000, 1.9100000E+003, 1.0000000E+000, 1.9100000E+003, 1.0000000E+000, 1.9100000E+003, 1.0000000E+000
 1.9300000E+003, 1.0000000E+000, 1.9300000E+003, 1.0000000E+000, 1.9300000E+003, 1.0000000E+000, 1.9300000E+003, 1.0000000E+000, 1.9300000E+003, 1.0000000E+000, 1.9300000E+003, 1.0000000E+000, 1.9300000E+003, 1.0000000E+000, 1.9300000E+003, 1.0000000E+000
 1.9500000E+003, 1.0000000E+000, 1.9500000E+003, 1.0000000E+000, 1.9500000E+003, 1.0000000E+000, 1.9500000E+003, 1.0000000E+000, 1.9500000E+003, 1.0000000E+000, 1.9500000E+003, 1.0000000E+000, 1.9500000E+003, 1.0000000E+000, 1.9500000E+003, 1.0000000E+000
 1.9700000E+003, 1.0000000E+000, 1.9700000E+003, 1.0000000E+000, 1.9700000E+003, 1.0000000E+000, 1.9700000E+003, 1.0000000E+000, 1.9700000E+003, 1.0000000E+000, 1.9700000E+003, 1.0000000E+000, 1.9700000E+003, 1.0000000E+000, 1.9700000E+003, 1.0000000E+000
 1.9900000E+003, 1.0000000E+000, 1.9900000E+003, 1.0000000E+000, 1.9900000E+003, 1.0000000E+000, 1.9900000E+003, 1.0000000E+000, 1.9900000E+003, 1.0000000E+000, 1.9900000E+003, 1.0000000E+000, 1.9900000E+003, 1.0000000E+000, 1.9900000E+003, 1.0000000E+000
 2.0100000E+003, 1.0000000E+000, 2.0100000E+003, 1.0000000E+000, 2.0100000E+003, 1.0000000E+000, 2.0100000E+003, 1.0000000E+000, 2.0100000E+003, 1.0000000E+000, 2.0100000E+003, 1.0000000E+000, 2.0100000E+003, 1.0000000E+000, 2.0100000E+003, 1.0000000E+000
 2.0300000E+003, 1.0000000E+000, 2.0300000E+003, 1.0000000E+000, 2.0300000E+003, 1.0000000E+000, 2.0300000E+003, 1.0000000E+000, 2.0300000E+003, 1.0000000E+000, 2.0300000E+003, 1.0000000E+000, 2.0300000E+003, 1.0000000E+000, 2.0300000E+003, 1.0000000E+000
 2.0500000E+003, 1.0000000E+000, 2.0500000E+003, 1.0000000E+000, 2.0500000E+003, 1.0000000E+000, 2.0500000E+003, 1.0000000E+000, 2.0500000E+003, 1.0000000E+000, 2.0500000E+003, 1.0000000E+000, 2.0500000E+003, 1.0000000E+000, 2.0500000E+003, 1.0000000E+000
 2.0700000E+003, 1.0000000E+000, 2.0700000E+003, 1.0000000E+000, 2.0700000E+003, 1.0000000E+000, 2.0700000E+003, 1.0000000E+000, 2.0700000E+003, 1.0000000E+000, 2.0700000E+003, 1.0000000E+000, 2.0700000E+003, 1.0000000E+000, 2.0700000E+003, 1.0000000E+000
 2.0900000E+003, 1.0000000E+000, 2.0900000E+003, 1.0000000E+000, 2.0900000E+003, 1.0000000E+000, 2.0900000E+003, 1.0000000E+000, 2.0900000E+003, 1.0000000E+000, 2.0900000E+003, 1.0000000E+000, 2.0900000E+003, 1.0000000E+000, 2.0900000E+003, 1.0000000E+000
 2.1100000E+003, 1.0000000E+000, 2.1100000E+003, 1.0000000E+000, 2.1100000E+003, 1.0000000E+000, 2.1100000E+003, 1.0000000E+000, 2.1100000E+003, 1.0000000E+000, 2.1100000E+003, 1.0000000E+000, 2.1100000E+003, 1.0000000E+000, 2.1100000E+003, 1.0000000E+000
 2.1300000E+003, 1.0000000E+000, 2.1300000E+003, 1.0000000E+000, 2.1300000E+003, 1.0000000E+000, 2.1300000E+003, 1.0000000E+000, 2.1300000E+003, 1.0000000E+000, 2.1300000E+003, 1.0000000E+000, 2.1300000E+003, 1.0000000E+000, 2.1300000E+003, 1.0000000E+000
 2.1500000E+003, 1.0000000E+000, 2.1500000E+003, 1.0000000E+000, 2.1500000E+003, 1.0000000E+000, 2.1500000E+003, 1.0000000E+000, 2.1500000E+003, 1.0000000E+000, 2.1500000E+003, 1.0000000E+000, 2.1500000E+003, 1.0000000E+000, 2.1500000E+003, 1.0000000E+000
 2.1700000E+003, 1.0000000E+000, 2.1700000E+003, 1.0000000E+000, 2.1700000E+003, 1.0000000E+000, 2.1700000E+003, 1.0000000E+000, 2.1700000E+003, 1.0000000E+000, 2.1700000E+003, 1.0000000E+000, 2.1700000E+003, 1.0000000E+000, 2.1700000E+003, 1.0000000E+000
 2.1900000E+003, 1.0000000E+000, 2.1900000E+003, 1.0000000E+000, 2.1900000E+003, 1.0000000E+000, 2.1900000E+003, 1.0000000E+000, 2.1900000E+003, 1.0000000E+000, 2.1900000E+003, 1.0000000E+000, 2.1900000E+003, 1.0000000E+000, 2.1900000E+003, 1.0000000E+000
 2.2100000E+003, 1.0000000E+000, 2.2100000E+003, 1.0000000E+000, 2.2100000E+003, 1.0000000E+000, 2.2100000E+003, 1.0000000E+000, 2.2100000E+003, 1.0000000E+000, 2.2100000E+003, 1.0000000E+000, 2.2100000E+003, 1.0000000E+000, 2.2100000E+003, 1.0000000E+000
 2.2300000E+003, 1.0000000E+000, 2.2300000E+003, 1.0000000E+000, 2.2300000E+003, 1.0000000E+000, 2.2300000E+003, 1.0000000E+000, 2.2300000E+003, 1.0000000E+000, 2.2300000E+003, 1.0000000E+000, 2.2300000E+003, 1.0000000E+000, 2.2300000E+003, 1.0000000E+000
 2.2500000E+003, 1.0000000E+000, 2.2500000E+003, 1.0000000E+000, 2.2500000E+003, 1.0000000E+000, 2.2500000E+003, 1.0000000E+000, 2.2500000E+003, 1.0000000E+000, 2.2500000E+003, 1.0000000E+000, 2.2500000E+003, 1.0000000E+000, 2.2500000E+003, 1.0000000E+000
 2.2700000E+003, 1.0000000E+000, 2.2700000E+003, 1.0000000E+000, 2.2700000E+003, 1.0000000E+000, 2.2700000E+003, 1.0000000E+000, 2.2700000E+003, 1.0000000E+000, 2.2700000E+003, 1.0000000E+000, 2.2700000E+003, 1.0000000E+000, 2.2700000E+003, 1.0000000E+000
 2.2900000E+003, 1.0000000E+000, 2.2900000E+003, 1.0000000E+000, 2.2900000E+003, 1.0000000E+000, 2.2900000E+003, 1.0000000E+000, 2.2900000E+003, 1.0000000E+000, 2.2900000E+003, 1.0000000E+000, 2.2900000E+003, 1.0000000E+000, 2.2900000E+003, 1.0000000E+000
 2.3100000E+003, 1.0000000E+000, 2.3100000E+003, 1.0000000E+000, 2.3100000E+003, 1.0000000E+000, 2.3100000E+003, 1.0000000E+000, 2.3100000E+003, 1.0000000E+000, 2.3100000E+003, 1.0000000E+000, 2.3100000E+003, 1.0000000E+000, 2.3100000E+003, 1.0000000E+000
 2.3300000E+003, 1.0000000E+000, 2.3300000E+003, 1.0000000E+000, 2.3300000E+003, 1.0000000E+000, 2.3300000E+003, 1.0000000E+000, 2.3300000E+003, 1.0000000E+000, 2.3300000E+003, 1.0000000E+000, 2.3300000E+003, 1.0000000E+000, 2.3300000E+003, 1.0000000E+000
 2.3500000E+003, 1.0000000E+000, 2.3500000E+003, 1.0000000E+000, 2.3500000E+003, 1.0000000E+000, 2.3500000E+003, 1.0000000E+000, 2.3500000E+003, 1.0000000E+000, 2.3500000E+003, 1.0000000E+000, 2.3500000E+003, 1.0000000E+000, 2.3500000E+003, 1.0000000E+000
 2.3700000E+003, 1.0000000E+000, 2.3700000E+003, 1.0000000E+000, 2.3700000E+003, 1.0000000E+000, 2.3700000E+003, 1.0000000E+000, 2.3700000E+003, 1.0000000E+000, 2.3700000E+003, 1.0000000E+000, 2.3700000E+003, 1.0000000E+000, 2.3700000E+003, 1.0000000E+000
 2.3900000E+003, 1.0000000E+000, 2.3900000E+003, 1.0000000E+000, 2.3900000E+003, 1.0000000E+000, 2.3900000E+003, 1.0000000E+000, 2.3900000E+003, 1.0000000E+000, 2.3900000E+003, 1.0000000E+000, 2.3900000E+003, 1.0000000E+000, 2.3900000E+003, 1.0000000E+000
 2.4100000E+003, 1.0000000E+000, 2.4100000E+003, 1.0000000E+000, 2.4100000E+003, 1.0000000E+000, 2.4100000E+003, 1.0000000E+000, 2.4100000E+003, 1.0000000E+000, 2.4100000E+003, 1.0000000E+000, 2.4100000E+003, 1.0000000E+000, 2.4100000E+003, 1.0000000E+000
 2.4300000E+003, 1.0000000E+000, 2.4300000E+003, 1.0000000E+000, 2.4300000E+003, 1.0000000E+000, 2.4300000E+003, 1.0000000E+000, 2.4300000E+003, 1.0000000E+000, 2.4300000E+003, 1.0000000E+000, 2.4300000E+003, 1.0000000E+000, 2.4300000E+003, 1.0000000E+000
 2.4500000E+003, 1.0000000E+000, 2.4500000E+003, 1.0000000E+000, 2.4500000E+003, 1.0000000E+000, 2.4500000E+003, 1.0000000E+000, 2.4500000E+003, 1.0000000E+000, 2.4500000E+003, 1.0000000E+000, 2.4500000E+003, 1.0000000E+000, 2.4500000E+003, 1.0000000E+000
 2.4700000E+003, 1.0000000E+000, 2.4700000E+003, 1.0000000E+000, 2.4700000E+003, 1.0000000E+000, 2.4700000E+003, 1.0000000E+000, 2.4700000E+003, 1.0000000E+000, 2.4700000E+003, 1.0000000E+000, 2.4700000E+003, 1.0000000E+000, 2.4700000E+003, 1.0000000E+000
 2.4900000E+003, 1.0000000E+000, 2.4900000E+003, 1.0000000E+000, 2.4900000E+003, 1.0000000E+000, 2.4900000E+003, 1.0000000E+000, 2.4900000E+003, 1.0000000E+000, 2.4900000E+003, 1.0000000E+000, 2.4900000E+003, 1.0000000E+000, 2.4900000E+003, 1.0000000E+000
 2.5100000E+003, 1.0000000E+000, 2.5100000E+003, 1.0000000E+000, 2.5100000E+003, 1.0000000E+000, 2.5100000E+003, 1.0000000E+000, 2.5100000E+003, 1.0000000E+000, 2.5100000E+003, 1.0000000E+000, 2.5100000E+003, 1.0000000E+000, 2.5100000E+003, 1.0000000E+000
 2.5300000E+003, 1.0000000E+000, 2.5300000E+003, 1.0000000E+000, 2.5300000E+003, 1.0000000E+000, 2.5300000E+003, 1.0000000E+000, 2.5300000E+003, 1.0000000E+000, 2.5300000E+003, 1.0000000E+000, 2.5300000E+003, 1.0000000E+000, 2.5300000E+003, 1.0000000E+000
 2.5500000E+003, 1.0000000E+000, 2.5500000E+003, 1.0000000E+000, 2.5500000E+003, 1.0000000E+000, 2.5500000E+003, 1.0000000E+000, 2.5500000E+003, 1.0000000E+000, 2.5500000E+003, 1.0000000E+000, 2.5500000E+003, 1.0000000E+000, 2.5500000E+003, 1.0000000E+000
 2.5700000E+003, 1.0000000E+000, 2.5700000E+003, 1.0000000E+000, 2.5700000E+003, 1.0000000E+000, 2.5700000E+003, 1.0000000E+000, 2.5700000E+003, 1.0000000E+000, 2.5700000E+003, 1.0000000E+000, 2.5700000E+003, 1.0000000E+000, 2.5700000E+003, 1.0000000E+000
 2.5900000E+003, 1.0000000E+000, 2.5900000E+003, 1.0000000E+000, 2.5900000E+003, 1.0000000E+000, 2.5900000E+003, 1.0000000E+000, 2.5900000E+003, 1.0000000E+000, 2.5900000E+003, 1.0000000E+000, 2.5900000E+003, 1.0000000E+000, 2.5900000E+003, 1.0000000E+000
 2.6100000E+003, 1.0000000E+000, 2.6100000E+003, 1.0000000E+000, 2.6100000E+003, 1.0000000E+000, 2.6100000E+003, 1.0000000E+000, 2.6100000E+003, 1.0000000E+000, 2.6100000E+003, 1.0000000E+000, 2.6100000E+003, 1.0000000E+000, 2.6100000E+003, 1.0000000E+000
 2.6300000E+003, 1.0000000E+000, 2.6300000E+003, 1.0000000E+000, 2.6300000E+003, 1.0000000E+000, 2.6300000E+003, 1.0000000E+000, 2.6300000E+003, 1.0000000E+000, 2.6300000E+003, 1.0000000E+000, 2.6300000E+003, 1.0000000E+000, 2.6300000E+003, 1.0000000E+000
 2.6500000E+003, 1.0000000E+000, 2.6500000E+003, 1.0000000E+000, 2.6500000E+003, 1.0000000E+000, 2.6500000E+003, 1.0000000E+000, 2.6500000E+003, 1.0000000E+000, 2.6500000E+003, 1.0000000E+000, 2.6500000E+003, 1.0000000E+000, 2.6500000E+003, 1.0000000E+000
 2.6700000E+003, 1.0000000E+000, 2.6700000E+003, 1.0000000E+000, 2.6700000E+003, 1.0000000E+000, 2.6700000E+003, 1.0000000E+000, 2.6700000E+003, 1.0000000E+000, 2.6700000E+003, 1.0000000E+000, 2.6700000E+003, 1.0000000E+000, 2.6700000E+003, 1.0000000E+000
 2.6900000E+003, 1.0000000E+000, 2.6900000E+003, 1.0000000E+000, 2.6900000E+003, 1.0000000E+000, 2.6900000E+003, 1.0000000E+000, 2.6900000E+003, 1.0000000E+000, 2.6900000E+003, 1.0000000E+000, 2.6900000E+003, 1.0000000E+000, 2.6900000E+003, 1.0000000E+000
 2.7100000E+003, 1.0000000E+000, 2.7100000E+003, 1.0000000E+000, 2.7100000E+003, 1.0000000E+000, 2.7100000E+003, 1.0000000E+000, 2.7100000E+003, 1.0000000E+000, 2.7100000E+003, 1.0000000E+000, 2.7100000E+003, 1.0000000E+000, 2.7100000E+003, 1.0000000E+000
 2.7300000E+003, 1.0000000E+000, 2.7300000E+003, 1.0000000E+000, 2.7300000E+003, 1.0000000E+000, 2.7300000E+003, 1.0000000E+000, 2.7300000E+003, 1.0000000E+000, 2.7300000E+003, 1.0000000E+000, 2.7300000E+003, 1.0000000E+000, 2.7300000E+003, 1.0000000E+000
 2.7500000E+003, 1.0000000E+000, 2.7500000E+003, 1.0000000E+000, 2.7500000E+003, 1.0000000E+000, 2.7500000E+003, 1.0000000E+000, 2.7500000E+003, 1.0000000E+000, 2.7500000E+003, 1.0000000E+000, 2.7500000E+003, 1.0000000E+000, 2.7500000E+003, 1.0000000E+000
 2.7700000E+003, 1.0000000E+000, 2.7700000E+003, 1.0000000E+000, 2.7700000E+003, 1.0000000E+000, 2.7700000E+003, 1.0000000E+000, 2.7700000E+003, 1.0000000E+000, 2.7700000E+003, 1.0000000E+000, 2.7700000E+003, 1.0000000E+000, 2.7700000E+003, 1.0000000E+000
 2.7900000E+003, 1.0000000E+000, 2.7900000E+003, 1.0000000E+000, 2.7900000E+003, 1.0000000E+000, 2.7900000E+003, 1.0000000E+000, 2.7900000E+003, 1.0000000E+000, 2.7900000E+003, 1.0000000E+000, 2.7900000E+003, 1.0000000E+000, 2.7900000E+003, 1.0000000E+000
 2.8100000E+003, 1.0000000E+000, 2.8100000E+003, 1.0000000E+000, 2.8100000E+003, 1.0000000E+000, 2.8100000E+003, 1.0000000E+000, 2.8100000E+003, 1.0000000E+000, 2.8100000E+003, 1.0000000E+000, 2.8100000E+003, 1.0000000E+000, 2.8100000E+003, 1.0000000E+000
 2.8300000E+003, 1.0000000E+000, 2.8300000E+003, 1.0000000E+000, 2.8300000E+003, 1.0000000E+000, 2.8300000E+003, 1.0000000E+000, 2.8300000E+003, 1.0000000E+000, 2.8300000E+003, 1.0000000E+000, 2.8300000E+003, 1.0000000E+000, 2.8300000E+003, 1.0000000E+000
 2.8500000E+003, 1.0000000E+000, 2.8500000E+003, 1.0000000E+000, 2.8500000E+003, 1.0000000E+000, 2.8500000E+003, 1.0000000E+000, 2.8500000E+003, 1.0000000E+000, 2.8500000E+003, 1.0000000E+000, 2.8500000E+003, 1.0000000E+000, 2.8500000E+003, 1.0000000E+000
 2.8700000E+003, 1.0000000E+000, 2.8700000E+003, 1.0000000E+000, 2.8700000E+003, 1.0000000E+000, 2.8700000E+003, 1.0000000E+000, 2.8700000E+003, 1.0000000E+000, 2.8700000E+003, 1.0000000E+000, 2.8700000E+003, 1.0000000E+000, 2.8700000E+003, 1.0000000E+000
 2.8900000E+003, 1.0000000E+000, 2.8900000E+003, 1.0000000E+000, 2.8900000E+003, 1.0000000E+000, 2.8900000E+003, 1.0000000E+000, 2.8900000E+003, 1.0000000E+000, 2.8900000E+003, 1.0000000E+000, 2.8900000E+003, 1.0000000E+000, 2.8900000E+003, 1.0000000E+000
 2.9100000E+003, 1.0000000E+000, 2.9100000E+003, 1.0000000E+000, 2.9100000E+003, 1.0000000E+000, 2.9100000E+003, 1.0000000E+000, 2.9100000E+003, 1.0000000E+000, 2.9100000E+003, 1.0000000E+000, 2.9100000E+003, 1.0000000E+000, 2.9100000E+003, 1.0000000E+000
 2.9300000E+003, 1.0000000E+000, 2.9300000E+003, 1.0000000E+000, 2.9300000E+003, 1.0000000E+000, 2.9300000E+003, 1.0000000E+000, 2.9300000E+003, 1.0000000E+000, 2.9300000E+003, 1.0000000E+000, 2.9300000E+003, 1.0000000E+000, 2.9300000E+003, 1.0000000E+000
 2.9500000E+003, 1.0000000E+000, 2.9500000E+003, 1.0000000E+000, 2.9500000E+003, 1.0000000E+000, 2.9500000E+003, 1.0000000E+000, 2.9500000E+003, 1.0000000E+000, 2.9500000E+003, 1.0000000E+000, 2.9500000E+003, 1.0000000E+000, 2.9500000E+003, 1.0000000E+000
 2.9700000E+003, 1.0000000E+000, 2.9700000E+003, 1.0000000E+000, 2.9700000E+003, 1.0000000E+000, 2.9700000E+003, 1.0000000E+000, 2.9700000E+003, 1.0000000E+000, 2.9700000E+003, 1.0000000E+000, 2.9700000E+003, 1.0000000E+000, 2.9700000E+003, 1.0000000E+000
 2.9900000E+003, 1.0000000E+000, 2.9900000E+003, 1.0000000E+000, 2.9900000E+003, 1.0000000E+000, 2.9900000E+003, 1.0000000E+000, 2.9900000E+003, 1.0000000E+000, 2.9900000E+003, 1.0000000E+000, 2.9900000E+003, 1.0000000E+000, 2.9900000E+003, 1.0000000E+000
 3.0100000E+003, 1.0000000E+000, 3.0100000E+003, 1.0000000E+000, 3.0100000E+003, 1.0000000E+000, 3.0100000E+003, 1.0000000E+000, 3.0100000E+003, 1.0000000E+000, 3.0100000E+003, 1.0000000E+000, 3.0100000E+003, 1.0000000E+000, 3.0100000E+003, 1.0000000E+000
 3.0300000E+003, 1.0000000E+000, 3.0300000E+003, 1.0000000E+000, 3.0300000E+003, 1.0000000E+000, 3.0300000E+003, 1.0000000E+000, 3.0300000E+003, 1.0000000E+000, 3.0300000E+003, 1.0000000E+000, 3.0300000E+003, 1.0000000E+000, 3.0300000E+003, 1.0000000E+000
 3.0500000E+003, 1.0000000E+000, 3.0500000E+003, 1.0000000E+000, 3.0500000E+003, 1.0000000E+000, 3.0500000E+003, 1.0000000E+000, 3.0500000E+003, 1.0000000E+000, 3.0500000E+003, 1.0000000E+000, 3.0500000E+003, 1.0000000E+000, 3.0500000E+003, 1.0000000E+000
 3.0700000E+003, 1.0000000E+000, 3.0700000E+003, 1.0000000E+000, 3.0700000E+003, 1.0000000E+000, 3.0700000E+003, 1.0000000E+000, 3.0700000E+003, 1.0000000E+000, 3.0700000E+003, 1.0000000E+000, 3.0700000E+003, 1.0000000E+000, 3.0700000E+003, 1.0000000E+000
 3.0900000E+003, 1.0000000E+000, 3.0900000E+003, 1.0000000E+000, 3.0900000E+003, 1.0000000E+000, 3.0900000E+003, 1.0000000E+000, 3.0900000E+003, 1.0000000E+000, 3.0900000E+003, 1.0000000E+000, 3.0900000E+003, 1.0000000E+000, 3.0900000E+003, 1.0000000E+000
 3.1100000E+003, 1.0000000E+000, 3.1100000E+003, 1.0000000E+000, 3.1100000E+003, 1.0000000E+000, 3.1100000E+003, 1.0000000E+000, 3.1100000E+003, 1.0000000E+000, 3.1100000E+003, 1.0000000E+000, 3.1100000E+003, 1.0000000E+000, 3.1100000E+003, 1.0000000E+000
 3.1300000E+003, 1.0000000E+000, 3.1300000E+003, 1.0000000E+000, 3.1300000E+003, 1.0000000E+000, 3.1300000E+003, 1.0000000E+000, 3.1300000E+003, 1.0000000E+000, 3.1300000E+003, 1.0000000E+000, 3.1300000E+003, 1.0000000E+000, 3.1300000E+003, 1.0000000E+000
 3.1500000E+003, 1.0000000E+000, 3.1500000E+003, 1.0000000E+000, 3.1500000E+003, 1.0000000E+000, 3.1500000E+003, 1.0000000E+000, 3.1500000E+003, 1.0000000E+000, 3.1500000E+003, 1.0000000E+000, 3.1500000E+003, 1.0000000E+000, 3.1500000E+003, 1.0000000E+000
 3.1700000E+003, 1.0000000E+000, 3.1700000E+003, 1.0000000E+000, 3.1700000E+003, 1.0000000E+000, 3.1700000E+003, 1.0000000E+000, 3.1700000E+003, 1.0000000E+000, 3.1700000E+003, 1.0000000E+000, 3.1700000E+003, 1.0000000E+000, 3.1700000E+003, 1.0000000E+000
 3.1900000E+003, 1.0000000E+000, 3.1900000E+003, 1.0000000E+000, 3.1900000E+003, 1.0000000E+000, 3.1900000E+003, 1.0000000E+000, 3.1900000E+003, 1.0000000E+000, 3.1900000E+003, 1.0000000E+000, 3.1900000E+003, 1.0000000E+000, 3.1900000E+003, 1.0000000E+000
 3.2100000E+003, 1.0000000E+000, 3.2100000E+003, 1.0000000E+000, 3.2100000E+003, 1.0000000E+000, 3.2100000E+003, 1.0000000E+000, 3.2100000E+003, 1.0000000E+000, 3.2100000E+003, 1.0000000E+000, 3.2100000E+003, 1.0000000E+000, 3.2100000E+003, 1.0000000E+000
 3.2300000E+003, 1.0000000E+000, 3.2300000E+003, 1.0000000E+000, 3.2300000E+003, 1.0000000E+000, 3.2300000E+003, 1.0000000E+000, 3.2300000E+003, 1.0000000E+000, 3.2300000E+003, 1.0000000E+000, 3.2300000E+003, 1.0000000E+000, 3.2300000E+003, 1.0000000E+000
 3.2500000E+003, 1.0000000E+000, 3.2500000E+003, 1.0000000E+000, 3.2500000E+003, 1.0000000E+000, 3.2500000E+003, 1.0000000E+000, 3.2500000E+003, 1.0000000E+000, 3.2500000E+003, 1.0000000E+000, 3.2500000E+003, 1.0000000E+000, 3.2500000E+003, 1.0000000E+000
 3.2700000E+003, 1.0000000E+000, 3.2700000E+003, 1.0000000E+000, 3.2700000E+003, 1.0000000E+000, 3.2700000E+003, 1.0000000E+000, 3.2700000E+003, 1.0000000E+000, 3.2700000E+003, 1.0000000E+000, 3.2700000E+003, 1.0000000E+000, 3.2700000E+003, 1.0000000E+000
 3.2900000E+003, 1.0000000E+000, 3.2900000E+003, 1.0000000E+000, 3.2900000E+003, 1.0000000E+000, 3.2900000E+003, 1.0000000E+000, 3.2900000E+003, 1.0000000E+000, 3.2900000E+003, 1.0000000E+000, 3.2900000E+003, 1.0000000E+000, 3.2900000E+003, 1.0000000E+000
 3.3100000E+003, 1.0000000E+000, 3.3100000E+003, 1.0000000E+000, 3.3100000E+003, 1.0000000E+000, 3.3100000E+003, 1.0000000E+000, 3.3100000E+003, 1.0000000E+000, 3.3100000E+003, 1.0000000E+000, 3.3100000E+003, 1.0000000E+000, 3.3100000E+003, 1.0000000E+000
 3.3300000E+003, 1.0000000E+000, 3.3300000E+003, 1.0000000E+000, 3.3300000E+003, 1.0000000E+000, 3.3300000E+003, 1.0000000E+000, 3.3300000E+003, 1.0000000E+000, 3.3300000E+003, 1.0000000E+000, 3.3300000E+003, 1.0000000E+000, 3.3300000E+003, 1.0000000E+000
 3.3500000E+003, 1.0000000E+000, 3.3500000E+003, 1.0000000E+000, 3.3500000E+003, 1.0000000E+000, 3.3500000E+003, 1.0000000E+000, 3.3500000E+003, 1.0000000E+000, 3.3500000E+003, 1.0000000E+000, 3.3500000E+003, 1.0000000E+000, 3.3500000E+003, 1.0000000E+000
 3.3700000E+003, 1.0000000E+000, 3.3700000E+003, 1.0000000E+000, 3.3700000E+003, 1.0000000E+000, 3.3700000E+003, 1.0000000E+000, 3.3700000E+003, 1.0000000E+000, 3.3700000E+003, 1.0000000E+000, 3.3700000E+003, 1.0000000E+000, 3.3700000E+003, 1.0000000E+000
 3.3900000E+003, 1.0000000E+000, 3.3900000E+003, 1.0000000E+000, 3.3900000E+003, 1.0000000E+000, 3.3900000E+003, 1.0000000E+000, 3.3900000E+003, 1.0000000E+000, 3.3900000E+003, 1.0000000E+000, 3.3900000E+003, 1.0000000E+000, 3.3900000E+003, 1.0000000E+000
