Time,Exact 0.1,Exact 0.4,Exact 0.8
 7,1261.472457,167.9265423,123.5222968
 8,1261.472457,167.9265423,123.5222968
 9,1261.472457,167.9265423,123.5222968
10,1261.472457,167.9265423,123.5222968
