T,U
0,50
0.025,28.005
0.05,19.4492
0.1,12.0726
0.2,6.8651
0.3,4.7963
0.4,3.685584112
0.8,1.913308656
1.2,1.292019316
1.6,0.975315117
2,0.783307982
2.4,0.654465478
2.8,0.562021334
3.2,0.492460601
3.6,0.438222328
4,0.394746068
