T,U
0,150
0.025,44.6935
0.05,26.2587
0.1,14.3888
0.2,7.5568
0.3,5.1239
0.4,3.8761
0.5,3.117
0.6,2.60648953
1.2,1.314666984
1.8,0.879012676
2.4,0.660226753
3,0.528646771
3.6,0.440797894
4.2,0.377985448
4.8,0.330841478
5.4,0.294153401
6,0.264789987
