Time,Duct 1,Duct 2,Duct 3,Duct 4,Duct 5,Duct 56,Duct 6,Duct 7
20,739,458,458,281,124,746,32,318
22,739,458,458,281,124,746,32,318
24,739,458,458,281,124,746,32,318
26,739,458,458,281,124,746,32,318
28,739,458,458,281,124,746,32,318
30,739,458,458,281,124,746,32,318
